Good Friday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 2610000 through 2619999



2610000 --> Friday, 04 - 14

2610001 --> Friday, 03 - 30

2610002 --> Friday, 04 - 19

2610003 --> Friday, 04 - 11

2610004 --> Friday, 03 - 26

2610005 --> Friday, 04 - 15

2610006 --> Friday, 04 - 07

2610007 --> Friday, 03 - 23

2610008 --> Friday, 04 - 11

2610009 --> Friday, 04 - 03

2610010 --> Friday, 03 - 26

2610011 --> Friday, 04 - 08

2610012 --> Friday, 03 - 30

2610013 --> Friday, 04 - 19

2610014 --> Friday, 04 - 04

2610015 --> Friday, 03 - 27

2610016 --> Friday, 04 - 15

2610017 --> Friday, 04 - 07

2610018 --> Friday, 03 - 23

2610019 --> Friday, 04 - 12

2610020 --> Friday, 04 - 03

2610021 --> Friday, 04 - 23

2610022 --> Friday, 04 - 08

2610023 --> Friday, 03 - 31

2610024 --> Friday, 04 - 19

2610025 --> Friday, 04 - 04

2610026 --> Friday, 03 - 27

2610027 --> Friday, 04 - 16

2610028 --> Friday, 03 - 31

2610029 --> Friday, 03 - 23

2610030 --> Friday, 04 - 12

2610031 --> Friday, 03 - 28

2610032 --> Friday, 04 - 16

2610033 --> Friday, 04 - 08

2610034 --> Friday, 03 - 24

2610035 --> Friday, 04 - 13

2610036 --> Friday, 04 - 04

2610037 --> Friday, 03 - 27

2610038 --> Friday, 04 - 09

2610039 --> Friday, 04 - 01

2610040 --> Friday, 04 - 20

2610041 --> Friday, 04 - 12

2610042 --> Friday, 03 - 28

2610043 --> Friday, 04 - 17

2610044 --> Friday, 04 - 08

2610045 --> Friday, 03 - 24

2610046 --> Friday, 04 - 13

2610047 --> Friday, 04 - 05

2610048 --> Friday, 03 - 20

2610049 --> Friday, 04 - 09

2610050 --> Friday, 04 - 01

2610051 --> Friday, 04 - 21

2610052 --> Friday, 04 - 05

2610053 --> Friday, 03 - 28

2610054 --> Friday, 04 - 17

2610055 --> Friday, 04 - 02

2610056 --> Friday, 03 - 24

2610057 --> Friday, 04 - 13

2610058 --> Friday, 03 - 29

2610059 --> Friday, 04 - 18

2610060 --> Friday, 04 - 09

2610061 --> Friday, 04 - 01

2610062 --> Friday, 04 - 14

2610063 --> Friday, 04 - 06

2610064 --> Friday, 03 - 28

2610065 --> Friday, 04 - 17

2610066 --> Friday, 04 - 02

2610067 --> Friday, 03 - 25

2610068 --> Friday, 04 - 13

2610069 --> Friday, 03 - 29

2610070 --> Friday, 04 - 18

2610071 --> Friday, 04 - 10

2610072 --> Friday, 03 - 25

2610073 --> Friday, 04 - 14

2610074 --> Friday, 04 - 06

2610075 --> Friday, 03 - 22

2610076 --> Friday, 04 - 10

2610077 --> Friday, 04 - 02

2610078 --> Friday, 04 - 22

2610079 --> Friday, 04 - 07

2610080 --> Friday, 03 - 29

2610081 --> Friday, 04 - 18

2610082 --> Friday, 04 - 03

2610083 --> Friday, 03 - 26

2610084 --> Friday, 04 - 14

2610085 --> Friday, 04 - 06

2610086 --> Friday, 03 - 22

2610087 --> Friday, 04 - 11

2610088 --> Friday, 04 - 02

2610089 --> Friday, 04 - 15

2610090 --> Friday, 04 - 07

2610091 --> Friday, 03 - 30

2610092 --> Friday, 04 - 18

2610093 --> Friday, 04 - 03

2610094 --> Friday, 03 - 26

2610095 --> Friday, 04 - 15

2610096 --> Friday, 03 - 30

2610097 --> Friday, 04 - 19

2610098 --> Friday, 04 - 11

2610099 --> Friday, 03 - 27

2610100 --> Friday, 04 - 16

2610101 --> Friday, 04 - 08

2610102 --> Friday, 03 - 24

2610103 --> Friday, 04 - 13

2610104 --> Friday, 04 - 04

2610105 --> Friday, 03 - 27

2610106 --> Friday, 04 - 09

2610107 --> Friday, 04 - 01

2610108 --> Friday, 04 - 20

2610109 --> Friday, 04 - 05

2610110 --> Friday, 03 - 28

2610111 --> Friday, 04 - 17

2610112 --> Friday, 04 - 08

2610113 --> Friday, 03 - 24

2610114 --> Friday, 04 - 13

2610115 --> Friday, 04 - 05

2610116 --> Friday, 04 - 17

2610117 --> Friday, 04 - 09

2610118 --> Friday, 04 - 01

2610119 --> Friday, 04 - 21

2610120 --> Friday, 04 - 05

2610121 --> Friday, 03 - 28

2610122 --> Friday, 04 - 17

2610123 --> Friday, 04 - 02

2610124 --> Friday, 03 - 24

2610125 --> Friday, 04 - 13

2610126 --> Friday, 03 - 29

2610127 --> Friday, 04 - 18

2610128 --> Friday, 04 - 09

2610129 --> Friday, 03 - 25

2610130 --> Friday, 04 - 14

2610131 --> Friday, 04 - 06

2610132 --> Friday, 03 - 28

2610133 --> Friday, 04 - 10

2610134 --> Friday, 04 - 02

2610135 --> Friday, 04 - 22

2610136 --> Friday, 04 - 13

2610137 --> Friday, 03 - 29

2610138 --> Friday, 04 - 18

2610139 --> Friday, 04 - 10

2610140 --> Friday, 03 - 25

2610141 --> Friday, 04 - 14

2610142 --> Friday, 04 - 06

2610143 --> Friday, 03 - 22

2610144 --> Friday, 04 - 10

2610145 --> Friday, 04 - 02

2610146 --> Friday, 04 - 22

2610147 --> Friday, 04 - 07

2610148 --> Friday, 03 - 29

2610149 --> Friday, 04 - 18

2610150 --> Friday, 04 - 03

2610151 --> Friday, 03 - 26

2610152 --> Friday, 04 - 14

2610153 --> Friday, 03 - 30

2610154 --> Friday, 04 - 19

2610155 --> Friday, 04 - 11

2610156 --> Friday, 04 - 02

2610157 --> Friday, 04 - 15

2610158 --> Friday, 04 - 07

2610159 --> Friday, 03 - 30

2610160 --> Friday, 04 - 18

2610161 --> Friday, 04 - 03

2610162 --> Friday, 03 - 26

2610163 --> Friday, 04 - 08

2610164 --> Friday, 03 - 30

2610165 --> Friday, 04 - 19

2610166 --> Friday, 04 - 11

2610167 --> Friday, 03 - 27

2610168 --> Friday, 04 - 15

2610169 --> Friday, 04 - 07

2610170 --> Friday, 03 - 23

2610171 --> Friday, 04 - 12

2610172 --> Friday, 04 - 03

2610173 --> Friday, 04 - 23

2610174 --> Friday, 04 - 08

2610175 --> Friday, 03 - 31

2610176 --> Friday, 04 - 19

2610177 --> Friday, 04 - 04

2610178 --> Friday, 03 - 27

2610179 --> Friday, 04 - 16

2610180 --> Friday, 04 - 07

2610181 --> Friday, 03 - 23

2610182 --> Friday, 04 - 12

2610183 --> Friday, 03 - 28

2610184 --> Friday, 04 - 16

2610185 --> Friday, 04 - 08

2610186 --> Friday, 03 - 31

2610187 --> Friday, 04 - 13

2610188 --> Friday, 04 - 04

2610189 --> Friday, 03 - 27

2610190 --> Friday, 04 - 16

2610191 --> Friday, 04 - 01

2610192 --> Friday, 04 - 20

2610193 --> Friday, 04 - 12

2610194 --> Friday, 03 - 28

2610195 --> Friday, 04 - 17

2610196 --> Friday, 04 - 08

2610197 --> Friday, 03 - 24

2610198 --> Friday, 04 - 13

2610199 --> Friday, 04 - 05

2610200 --> Friday, 03 - 21

2610201 --> Friday, 04 - 10

2610202 --> Friday, 04 - 02

2610203 --> Friday, 04 - 22

2610204 --> Friday, 04 - 06

2610205 --> Friday, 03 - 29

2610206 --> Friday, 04 - 18

2610207 --> Friday, 04 - 03

2610208 --> Friday, 03 - 25

2610209 --> Friday, 04 - 14

2610210 --> Friday, 03 - 30

2610211 --> Friday, 04 - 19

2610212 --> Friday, 04 - 10

2610213 --> Friday, 04 - 02

2610214 --> Friday, 04 - 15

2610215 --> Friday, 04 - 07

2610216 --> Friday, 03 - 29

2610217 --> Friday, 04 - 18

2610218 --> Friday, 04 - 03

2610219 --> Friday, 03 - 26

2610220 --> Friday, 04 - 14

2610221 --> Friday, 03 - 30

2610222 --> Friday, 04 - 19

2610223 --> Friday, 04 - 11

2610224 --> Friday, 03 - 26

2610225 --> Friday, 04 - 15

2610226 --> Friday, 04 - 07

2610227 --> Friday, 03 - 23

2610228 --> Friday, 04 - 11

2610229 --> Friday, 04 - 03

2610230 --> Friday, 04 - 23

2610231 --> Friday, 04 - 08

