Good Friday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 1710000 through 1719999



1710000 --> Friday, 04 - 07

1710001 --> Friday, 03 - 30

1710002 --> Friday, 04 - 19

1710003 --> Friday, 04 - 04

1710004 --> Friday, 03 - 26

1710005 --> Friday, 04 - 15

1710006 --> Friday, 04 - 07

1710007 --> Friday, 03 - 23

1710008 --> Friday, 04 - 11

1710009 --> Friday, 04 - 03

1710010 --> Friday, 04 - 23

1710011 --> Friday, 04 - 08

1710012 --> Friday, 03 - 30

1710013 --> Friday, 04 - 19

1710014 --> Friday, 04 - 04

1710015 --> Friday, 03 - 27

1710016 --> Friday, 04 - 15

1710017 --> Friday, 03 - 31

1710018 --> Friday, 03 - 23

1710019 --> Friday, 04 - 12

1710020 --> Friday, 03 - 27

1710021 --> Friday, 04 - 16

1710022 --> Friday, 04 - 08

1710023 --> Friday, 03 - 24

1710024 --> Friday, 04 - 12

1710025 --> Friday, 04 - 04

1710026 --> Friday, 03 - 27

1710027 --> Friday, 04 - 09

1710028 --> Friday, 03 - 31

1710029 --> Friday, 04 - 20

1710030 --> Friday, 04 - 12

1710031 --> Friday, 03 - 28

1710032 --> Friday, 04 - 16

1710033 --> Friday, 04 - 08

1710034 --> Friday, 03 - 24

1710035 --> Friday, 04 - 13

1710036 --> Friday, 04 - 04

1710037 --> Friday, 03 - 20

1710038 --> Friday, 04 - 09

1710039 --> Friday, 04 - 01

1710040 --> Friday, 04 - 20

1710041 --> Friday, 04 - 05

1710042 --> Friday, 03 - 28

1710043 --> Friday, 04 - 17

1710044 --> Friday, 04 - 01

1710045 --> Friday, 03 - 24

1710046 --> Friday, 04 - 13

1710047 --> Friday, 03 - 29

1710048 --> Friday, 04 - 17

1710049 --> Friday, 04 - 09

1710050 --> Friday, 04 - 01

1710051 --> Friday, 04 - 14

1710052 --> Friday, 04 - 05

1710053 --> Friday, 03 - 28

1710054 --> Friday, 04 - 17

1710055 --> Friday, 04 - 02

1710056 --> Friday, 03 - 24

1710057 --> Friday, 04 - 13

1710058 --> Friday, 03 - 29

1710059 --> Friday, 04 - 18

1710060 --> Friday, 04 - 09

1710061 --> Friday, 03 - 25

1710062 --> Friday, 04 - 14

1710063 --> Friday, 04 - 06

1710064 --> Friday, 03 - 21

1710065 --> Friday, 04 - 10

1710066 --> Friday, 04 - 02

1710067 --> Friday, 04 - 22

1710068 --> Friday, 04 - 06

1710069 --> Friday, 03 - 29

1710070 --> Friday, 04 - 18

1710071 --> Friday, 04 - 03

1710072 --> Friday, 03 - 25

1710073 --> Friday, 04 - 14

1710074 --> Friday, 04 - 06

1710075 --> Friday, 03 - 22

1710076 --> Friday, 04 - 10

1710077 --> Friday, 04 - 02

1710078 --> Friday, 04 - 15

1710079 --> Friday, 04 - 07

1710080 --> Friday, 03 - 29

1710081 --> Friday, 04 - 18

1710082 --> Friday, 04 - 03

1710083 --> Friday, 03 - 26

1710084 --> Friday, 04 - 14

1710085 --> Friday, 03 - 30

1710086 --> Friday, 04 - 19

1710087 --> Friday, 04 - 11

1710088 --> Friday, 03 - 26

1710089 --> Friday, 04 - 15

1710090 --> Friday, 04 - 07

1710091 --> Friday, 03 - 23

1710092 --> Friday, 04 - 11

1710093 --> Friday, 04 - 03

1710094 --> Friday, 03 - 26

1710095 --> Friday, 04 - 08

1710096 --> Friday, 03 - 30

1710097 --> Friday, 04 - 19

1710098 --> Friday, 04 - 04

1710099 --> Friday, 03 - 27

1710100 --> Friday, 04 - 16

1710101 --> Friday, 04 - 08

1710102 --> Friday, 03 - 24

1710103 --> Friday, 04 - 13

1710104 --> Friday, 04 - 04

1710105 --> Friday, 04 - 17

1710106 --> Friday, 04 - 09

1710107 --> Friday, 04 - 01

1710108 --> Friday, 04 - 20

1710109 --> Friday, 04 - 05

1710110 --> Friday, 03 - 28

1710111 --> Friday, 04 - 17

1710112 --> Friday, 04 - 01

1710113 --> Friday, 03 - 24

1710114 --> Friday, 04 - 13

1710115 --> Friday, 03 - 29

1710116 --> Friday, 04 - 17

1710117 --> Friday, 04 - 09

1710118 --> Friday, 03 - 25

1710119 --> Friday, 04 - 14

1710120 --> Friday, 04 - 05

1710121 --> Friday, 03 - 28

1710122 --> Friday, 04 - 10

1710123 --> Friday, 04 - 02

1710124 --> Friday, 04 - 21

1710125 --> Friday, 04 - 13

1710126 --> Friday, 03 - 29

1710127 --> Friday, 04 - 18

