Good Friday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 4640000 through 4649999



4640000 --> Friday, 04 - 21

4640001 --> Friday, 04 - 06

4640002 --> Friday, 03 - 29

4640003 --> Friday, 04 - 18

4640004 --> Friday, 04 - 02

4640005 --> Friday, 03 - 25

4640006 --> Friday, 04 - 14

4640007 --> Friday, 03 - 30

4640008 --> Friday, 04 - 18

4640009 --> Friday, 04 - 10

4640010 --> Friday, 03 - 26

4640011 --> Friday, 04 - 15

4640012 --> Friday, 04 - 06

4640013 --> Friday, 03 - 29

4640014 --> Friday, 04 - 11

4640015 --> Friday, 04 - 03

4640016 --> Friday, 03 - 25

4640017 --> Friday, 04 - 14

4640018 --> Friday, 03 - 30

4640019 --> Friday, 04 - 19

4640020 --> Friday, 04 - 10

4640021 --> Friday, 03 - 26

4640022 --> Friday, 04 - 15

4640023 --> Friday, 04 - 07

4640024 --> Friday, 03 - 22

4640025 --> Friday, 04 - 11

4640026 --> Friday, 04 - 03

4640027 --> Friday, 04 - 23

4640028 --> Friday, 04 - 07

4640029 --> Friday, 03 - 30

4640030 --> Friday, 04 - 19

4640031 --> Friday, 04 - 04

4640032 --> Friday, 03 - 26

4640033 --> Friday, 04 - 15

4640034 --> Friday, 03 - 31

4640035 --> Friday, 03 - 23

4640036 --> Friday, 04 - 11

4640037 --> Friday, 04 - 03

4640038 --> Friday, 04 - 16

4640039 --> Friday, 04 - 08

4640040 --> Friday, 03 - 30

4640041 --> Friday, 04 - 19

4640042 --> Friday, 04 - 04

4640043 --> Friday, 03 - 27

4640044 --> Friday, 04 - 15

4640045 --> Friday, 03 - 31

4640046 --> Friday, 04 - 20

4640047 --> Friday, 04 - 12

4640048 --> Friday, 03 - 27

4640049 --> Friday, 04 - 16

4640050 --> Friday, 04 - 08

4640051 --> Friday, 03 - 24

4640052 --> Friday, 04 - 12

4640053 --> Friday, 04 - 04

4640054 --> Friday, 03 - 20

4640055 --> Friday, 04 - 09

4640056 --> Friday, 03 - 31

4640057 --> Friday, 04 - 20

4640058 --> Friday, 04 - 05

4640059 --> Friday, 03 - 28

4640060 --> Friday, 04 - 16

4640061 --> Friday, 04 - 08

4640062 --> Friday, 03 - 24

4640063 --> Friday, 04 - 13

4640064 --> Friday, 04 - 04

4640065 --> Friday, 04 - 17

4640066 --> Friday, 04 - 09

4640067 --> Friday, 04 - 01

4640068 --> Friday, 04 - 20

4640069 --> Friday, 04 - 05

4640070 --> Friday, 03 - 28

4640071 --> Friday, 04 - 17

4640072 --> Friday, 04 - 01

4640073 --> Friday, 03 - 24

4640074 --> Friday, 04 - 13

4640075 --> Friday, 03 - 29

4640076 --> Friday, 04 - 17

4640077 --> Friday, 04 - 09

4640078 --> Friday, 03 - 25

4640079 --> Friday, 04 - 14

4640080 --> Friday, 04 - 05

4640081 --> Friday, 03 - 28

4640082 --> Friday, 04 - 10

4640083 --> Friday, 04 - 02

4640084 --> Friday, 04 - 21

4640085 --> Friday, 04 - 06

4640086 --> Friday, 03 - 29

4640087 --> Friday, 04 - 18

4640088 --> Friday, 04 - 09

4640089 --> Friday, 03 - 25

4640090 --> Friday, 04 - 14

4640091 --> Friday, 04 - 06

4640092 --> Friday, 03 - 21

4640093 --> Friday, 04 - 10

4640094 --> Friday, 04 - 02

4640095 --> Friday, 04 - 22

4640096 --> Friday, 04 - 06

4640097 --> Friday, 03 - 29

4640098 --> Friday, 04 - 18

4640099 --> Friday, 04 - 03

4640100 --> Friday, 03 - 26

4640101 --> Friday, 04 - 15

4640102 --> Friday, 03 - 31

4640103 --> Friday, 03 - 23

4640104 --> Friday, 04 - 11

4640105 --> Friday, 03 - 27

4640106 --> Friday, 04 - 16

4640107 --> Friday, 04 - 08

4640108 --> Friday, 03 - 30

4640109 --> Friday, 04 - 12

4640110 --> Friday, 04 - 04

4640111 --> Friday, 03 - 27

4640112 --> Friday, 04 - 15

4640113 --> Friday, 03 - 31

4640114 --> Friday, 04 - 20

4640115 --> Friday, 04 - 12

4640116 --> Friday, 03 - 27

4640117 --> Friday, 04 - 16

4640118 --> Friday, 04 - 08

4640119 --> Friday, 03 - 24

4640120 --> Friday, 04 - 12

4640121 --> Friday, 04 - 04

4640122 --> Friday, 03 - 20

4640123 --> Friday, 04 - 09

