Good Friday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 4920000 through 4929999



4920000 --> Friday, 03 - 24

4920001 --> Friday, 04 - 13

4920002 --> Friday, 04 - 05

4920003 --> Friday, 03 - 21

4920004 --> Friday, 04 - 09

4920005 --> Friday, 04 - 01

4920006 --> Friday, 04 - 21

4920007 --> Friday, 04 - 06

4920008 --> Friday, 03 - 28

4920009 --> Friday, 04 - 17

4920010 --> Friday, 04 - 09

4920011 --> Friday, 03 - 25

4920012 --> Friday, 04 - 13

4920013 --> Friday, 04 - 05

4920014 --> Friday, 04 - 18

4920015 --> Friday, 04 - 10

4920016 --> Friday, 04 - 01

4920017 --> Friday, 04 - 21

4920018 --> Friday, 04 - 06

4920019 --> Friday, 03 - 29

4920020 --> Friday, 04 - 17

4920021 --> Friday, 04 - 02

4920022 --> Friday, 03 - 25

4920023 --> Friday, 04 - 14

4920024 --> Friday, 03 - 29

4920025 --> Friday, 04 - 18

4920026 --> Friday, 04 - 10

4920027 --> Friday, 03 - 26

4920028 --> Friday, 04 - 14

4920029 --> Friday, 04 - 06

4920030 --> Friday, 03 - 29

4920031 --> Friday, 04 - 11

4920032 --> Friday, 04 - 02

4920033 --> Friday, 04 - 22

4920034 --> Friday, 04 - 07

4920035 --> Friday, 03 - 30

4920036 --> Friday, 04 - 18

4920037 --> Friday, 04 - 10

4920038 --> Friday, 03 - 26

4920039 --> Friday, 04 - 15

4920040 --> Friday, 04 - 06

4920041 --> Friday, 03 - 22

4920042 --> Friday, 04 - 11

4920043 --> Friday, 04 - 03

4920044 --> Friday, 04 - 22

4920045 --> Friday, 04 - 07

4920046 --> Friday, 03 - 30

4920047 --> Friday, 04 - 19

4920048 --> Friday, 04 - 03

4920049 --> Friday, 03 - 26

4920050 --> Friday, 04 - 15

4920051 --> Friday, 03 - 31

4920052 --> Friday, 04 - 19

4920053 --> Friday, 04 - 11

4920054 --> Friday, 03 - 27

4920055 --> Friday, 04 - 16

4920056 --> Friday, 04 - 07

4920057 --> Friday, 03 - 30

4920058 --> Friday, 04 - 12

4920059 --> Friday, 04 - 04

4920060 --> Friday, 03 - 26

4920061 --> Friday, 04 - 15

4920062 --> Friday, 03 - 31

4920063 --> Friday, 04 - 20

4920064 --> Friday, 04 - 11

4920065 --> Friday, 03 - 27

4920066 --> Friday, 04 - 16

4920067 --> Friday, 04 - 08

4920068 --> Friday, 03 - 23

4920069 --> Friday, 04 - 12

4920070 --> Friday, 04 - 04

4920071 --> Friday, 04 - 17

4920072 --> Friday, 04 - 08

4920073 --> Friday, 03 - 31

4920074 --> Friday, 04 - 20

4920075 --> Friday, 04 - 05

4920076 --> Friday, 03 - 27

4920077 --> Friday, 04 - 16

4920078 --> Friday, 04 - 01

4920079 --> Friday, 03 - 24

4920080 --> Friday, 04 - 12

4920081 --> Friday, 04 - 04

4920082 --> Friday, 04 - 17

4920083 --> Friday, 04 - 09

4920084 --> Friday, 03 - 31

4920085 --> Friday, 04 - 20

4920086 --> Friday, 04 - 05

4920087 --> Friday, 03 - 28

4920088 --> Friday, 04 - 16

4920089 --> Friday, 04 - 01

4920090 --> Friday, 04 - 21

4920091 --> Friday, 04 - 13

4920092 --> Friday, 03 - 28

4920093 --> Friday, 04 - 17

4920094 --> Friday, 04 - 09

4920095 --> Friday, 03 - 25

4920096 --> Friday, 04 - 13

4920097 --> Friday, 04 - 05

4920098 --> Friday, 03 - 21

4920099 --> Friday, 04 - 10

4920100 --> Friday, 04 - 02

4920101 --> Friday, 04 - 22

4920102 --> Friday, 04 - 07

4920103 --> Friday, 03 - 30

4920104 --> Friday, 04 - 18

4920105 --> Friday, 04 - 10

4920106 --> Friday, 03 - 26

4920107 --> Friday, 04 - 15

4920108 --> Friday, 04 - 06

4920109 --> Friday, 03 - 22

4920110 --> Friday, 04 - 11

4920111 --> Friday, 04 - 03

4920112 --> Friday, 04 - 22

4920113 --> Friday, 04 - 07

4920114 --> Friday, 03 - 30

4920115 --> Friday, 04 - 19

4920116 --> Friday, 04 - 03

4920117 --> Friday, 03 - 26

4920118 --> Friday, 04 - 15

4920119 --> Friday, 03 - 31

4920120 --> Friday, 04 - 19

4920121 --> Friday, 04 - 11

4920122 --> Friday, 03 - 27

4920123 --> Friday, 04 - 16

4920124 --> Friday, 04 - 07

4920125 --> Friday, 03 - 30

4920126 --> Friday, 04 - 12

4920127 --> Friday, 04 - 04

4920128 --> Friday, 03 - 26

4920129 --> Friday, 04 - 08

4920130 --> Friday, 03 - 31

4920131 --> Friday, 04 - 20

4920132 --> Friday, 04 - 11

4920133 --> Friday, 03 - 27

4920134 --> Friday, 04 - 16

4920135 --> Friday, 04 - 08

4920136 --> Friday, 03 - 23

4920137 --> Friday, 04 - 12

4920138 --> Friday, 04 - 04

4920139 --> Friday, 04 - 17

4920140 --> Friday, 04 - 08

4920141 --> Friday, 03 - 31

4920142 --> Friday, 04 - 20

4920143 --> Friday, 04 - 05

4920144 --> Friday, 03 - 27

4920145 --> Friday, 04 - 16

4920146 --> Friday, 04 - 01

4920147 --> Friday, 03 - 24

4920148 --> Friday, 04 - 12

4920149 --> Friday, 03 - 28

4920150 --> Friday, 04 - 17

4920151 --> Friday, 04 - 09

4920152 --> Friday, 03 - 31

4920153 --> Friday, 04 - 13

4920154 --> Friday, 04 - 05

4920155 --> Friday, 03 - 28

4920156 --> Friday, 04 - 16

4920157 --> Friday, 04 - 01

4920158 --> Friday, 04 - 21

4920159 --> Friday, 04 - 13

4920160 --> Friday, 03 - 28

4920161 --> Friday, 04 - 17

4920162 --> Friday, 04 - 09

4920163 --> Friday, 03 - 25

4920164 --> Friday, 04 - 13

4920165 --> Friday, 04 - 05

4920166 --> Friday, 03 - 21

4920167 --> Friday, 04 - 10

4920168 --> Friday, 04 - 01

4920169 --> Friday, 04 - 21

4920170 --> Friday, 04 - 06

4920171 --> Friday, 03 - 29

4920172 --> Friday, 04 - 17

4920173 --> Friday, 04 - 02

4920174 --> Friday, 03 - 25

4920175 --> Friday, 04 - 14

4920176 --> Friday, 04 - 05

4920177 --> Friday, 04 - 18

4920178 --> Friday, 04 - 10

4920179 --> Friday, 04 - 02

4920180 --> Friday, 04 - 21

4920181 --> Friday, 04 - 06

4920182 --> Friday, 03 - 29

4920183 --> Friday, 04 - 11

4920184 --> Friday, 04 - 02

4920185 --> Friday, 03 - 25

4920186 --> Friday, 04 - 14

4920187 --> Friday, 03 - 30

4920188 --> Friday, 04 - 18

4920189 --> Friday, 04 - 10

4920190 --> Friday, 03 - 26

4920191 --> Friday, 04 - 15

4920192 --> Friday, 04 - 06

4920193 --> Friday, 03 - 22

4920194 --> Friday, 04 - 11

4920195 --> Friday, 04 - 03

4920196 --> Friday, 04 - 22

4920197 --> Friday, 04 - 07

4920198 --> Friday, 03 - 30

4920199 --> Friday, 04 - 19

4920200 --> Friday, 04 - 04

4920201 --> Friday, 03 - 27

4920202 --> Friday, 04 - 16

4920203 --> Friday, 04 - 01

4920204 --> Friday, 03 - 23

4920205 --> Friday, 04 - 12

4920206 --> Friday, 03 - 28

4920207 --> Friday, 04 - 17

4920208 --> Friday, 04 - 08

4920209 --> Friday, 03 - 31

4920210 --> Friday, 04 - 13

4920211 --> Friday, 04 - 05

4920212 --> Friday, 03 - 27

4920213 --> Friday, 04 - 16

