Good Friday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 3070000 through 3079999



3070000 --> Friday, 04 - 21

3070001 --> Friday, 04 - 06

3070002 --> Friday, 03 - 29

3070003 --> Friday, 04 - 18

3070004 --> Friday, 04 - 02

3070005 --> Friday, 03 - 25

3070006 --> Friday, 04 - 14

3070007 --> Friday, 03 - 30

3070008 --> Friday, 04 - 18

3070009 --> Friday, 04 - 10

3070010 --> Friday, 04 - 02

3070011 --> Friday, 04 - 15

3070012 --> Friday, 04 - 06

3070013 --> Friday, 03 - 29

3070014 --> Friday, 04 - 18

3070015 --> Friday, 04 - 03

3070016 --> Friday, 03 - 25

3070017 --> Friday, 04 - 14

3070018 --> Friday, 03 - 30

3070019 --> Friday, 04 - 19

3070020 --> Friday, 04 - 10

3070021 --> Friday, 03 - 26

3070022 --> Friday, 04 - 15

3070023 --> Friday, 04 - 07

3070024 --> Friday, 03 - 22

3070025 --> Friday, 04 - 11

3070026 --> Friday, 04 - 03

3070027 --> Friday, 04 - 23

3070028 --> Friday, 04 - 07

3070029 --> Friday, 03 - 30

3070030 --> Friday, 04 - 19

3070031 --> Friday, 04 - 04

3070032 --> Friday, 03 - 26

3070033 --> Friday, 04 - 15

3070034 --> Friday, 04 - 07

3070035 --> Friday, 03 - 23

3070036 --> Friday, 04 - 11

3070037 --> Friday, 04 - 03

3070038 --> Friday, 04 - 16

3070039 --> Friday, 04 - 08

3070040 --> Friday, 03 - 30

3070041 --> Friday, 04 - 19

3070042 --> Friday, 04 - 04

3070043 --> Friday, 03 - 27

3070044 --> Friday, 04 - 15

3070045 --> Friday, 03 - 31

3070046 --> Friday, 04 - 20

3070047 --> Friday, 04 - 12

3070048 --> Friday, 03 - 27

3070049 --> Friday, 04 - 16

3070050 --> Friday, 04 - 08

3070051 --> Friday, 03 - 24

3070052 --> Friday, 04 - 12

3070053 --> Friday, 04 - 04

3070054 --> Friday, 03 - 27

3070055 --> Friday, 04 - 09

3070056 --> Friday, 03 - 31

3070057 --> Friday, 04 - 20

3070058 --> Friday, 04 - 05

3070059 --> Friday, 03 - 28

3070060 --> Friday, 04 - 16

3070061 --> Friday, 04 - 08
