Good Friday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 0150000 through 0159999



0150000 --> Friday, 04 - 21

0150001 --> Friday, 04 - 06

0150002 --> Friday, 03 - 29

0150003 --> Friday, 04 - 18

0150004 --> Friday, 04 - 02

0150005 --> Friday, 03 - 25

0150006 --> Friday, 04 - 14

0150007 --> Friday, 03 - 30

0150008 --> Friday, 04 - 18

0150009 --> Friday, 04 - 10

0150010 --> Friday, 03 - 26

0150011 --> Friday, 04 - 15

0150012 --> Friday, 04 - 06

0150013 --> Friday, 03 - 22

0150014 --> Friday, 04 - 11

0150015 --> Friday, 04 - 03

0150016 --> Friday, 04 - 22

0150017 --> Friday, 04 - 07

0150018 --> Friday, 03 - 30

0150019 --> Friday, 04 - 19

0150020 --> Friday, 04 - 10

0150021 --> Friday, 03 - 26

0150022 --> Friday, 04 - 15

0150023 --> Friday, 04 - 07

0150024 --> Friday, 03 - 22

0150025 --> Friday, 04 - 11

0150026 --> Friday, 04 - 03

0150027 --> Friday, 04 - 16

0150028 --> Friday, 04 - 07

0150029 --> Friday, 03 - 30

0150030 --> Friday, 04 - 19

0150031 --> Friday, 04 - 04

0150032 --> Friday, 03 - 26

0150033 --> Friday, 04 - 15

0150034 --> Friday, 03 - 31

0150035 --> Friday, 04 - 20

0150036 --> Friday, 04 - 11

0150037 --> Friday, 03 - 27

0150038 --> Friday, 04 - 16

0150039 --> Friday, 04 - 08

0150040 --> Friday, 03 - 30

0150041 --> Friday, 04 - 12

0150042 --> Friday, 04 - 04

0150043 --> Friday, 03 - 20

0150044 --> Friday, 04 - 08

0150045 --> Friday, 03 - 31

0150046 --> Friday, 04 - 20

0150047 --> Friday, 04 - 05

0150048 --> Friday, 03 - 27

0150049 --> Friday, 04 - 16

0150050 --> Friday, 04 - 08

0150051 --> Friday, 03 - 24

0150052 --> Friday, 04 - 12

0150053 --> Friday, 04 - 04

0150054 --> Friday, 04 - 17

0150055 --> Friday, 04 - 09

0150056 --> Friday, 03 - 31

0150057 --> Friday, 04 - 20

0150058 --> Friday, 04 - 05

0150059 --> Friday, 03 - 28

0150060 --> Friday, 04 - 16

0150061 --> Friday, 04 - 01

0150062 --> Friday, 03 - 24

0150063 --> Friday, 04 - 13

0150064 --> Friday, 03 - 28

0150065 --> Friday, 04 - 17

0150066 --> Friday, 04 - 09

0150067 --> Friday, 03 - 25

0150068 --> Friday, 04 - 13

0150069 --> Friday, 04 - 05

0150070 --> Friday, 03 - 28

0150071 --> Friday, 04 - 10

0150072 --> Friday, 04 - 01

0150073 --> Friday, 04 - 21

0150074 --> Friday, 04 - 13

0150075 --> Friday, 03 - 29

0150076 --> Friday, 04 - 17

0150077 --> Friday, 04 - 09

0150078 --> Friday, 03 - 25

0150079 --> Friday, 04 - 14

0150080 --> Friday, 04 - 05

0150081 --> Friday, 03 - 21

0150082 --> Friday, 04 - 10

0150083 --> Friday, 04 - 02

0150084 --> Friday, 04 - 21

0150085 --> Friday, 04 - 06

