Good Friday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 1440000 through 1449999



1440000 --> Friday, 04 - 07

1440001 --> Friday, 03 - 30

1440002 --> Friday, 04 - 19

1440003 --> Friday, 04 - 04

1440004 --> Friday, 03 - 26

1440005 --> Friday, 04 - 15

1440006 --> Friday, 04 - 07

1440007 --> Friday, 03 - 23

1440008 --> Friday, 04 - 11

1440009 --> Friday, 04 - 03

1440010 --> Friday, 04 - 16

1440011 --> Friday, 04 - 08

1440012 --> Friday, 03 - 30

1440013 --> Friday, 04 - 19

1440014 --> Friday, 04 - 04

1440015 --> Friday, 03 - 27

1440016 --> Friday, 04 - 15

1440017 --> Friday, 03 - 31

1440018 --> Friday, 04 - 20

1440019 --> Friday, 04 - 12

1440020 --> Friday, 03 - 27

1440021 --> Friday, 04 - 16

1440022 --> Friday, 04 - 08

1440023 --> Friday, 03 - 24

1440024 --> Friday, 04 - 12

1440025 --> Friday, 04 - 04

1440026 --> Friday, 03 - 27

1440027 --> Friday, 04 - 09

1440028 --> Friday, 03 - 31

1440029 --> Friday, 04 - 20

1440030 --> Friday, 04 - 05

1440031 --> Friday, 03 - 28

1440032 --> Friday, 04 - 16

1440033 --> Friday, 04 - 08

1440034 --> Friday, 03 - 24

1440035 --> Friday, 04 - 13

1440036 --> Friday, 04 - 04

1440037 --> Friday, 04 - 17

1440038 --> Friday, 04 - 09

1440039 --> Friday, 04 - 01

1440040 --> Friday, 04 - 20

1440041 --> Friday, 04 - 05

1440042 --> Friday, 03 - 28

1440043 --> Friday, 04 - 17

1440044 --> Friday, 04 - 01

1440045 --> Friday, 03 - 24

1440046 --> Friday, 04 - 13

1440047 --> Friday, 03 - 29

1440048 --> Friday, 04 - 17

1440049 --> Friday, 04 - 09

1440050 --> Friday, 03 - 25

1440051 --> Friday, 04 - 14

1440052 --> Friday, 04 - 05

1440053 --> Friday, 03 - 28

1440054 --> Friday, 04 - 10

1440055 --> Friday, 04 - 02

1440056 --> Friday, 04 - 21

1440057 --> Friday, 04 - 13

1440058 --> Friday, 03 - 29

1440059 --> Friday, 04 - 18

1440060 --> Friday, 04 - 09

1440061 --> Friday, 03 - 25

1440062 --> Friday, 04 - 14

1440063 --> Friday, 04 - 06

1440064 --> Friday, 03 - 21

1440065 --> Friday, 04 - 10

1440066 --> Friday, 04 - 02

1440067 --> Friday, 04 - 22

1440068 --> Friday, 04 - 06

1440069 --> Friday, 03 - 29

1440070 --> Friday, 04 - 18

1440071 --> Friday, 04 - 03

1440072 --> Friday, 03 - 25

1440073 --> Friday, 04 - 14

1440074 --> Friday, 03 - 30

1440075 --> Friday, 04 - 19

1440076 --> Friday, 04 - 10

1440077 --> Friday, 04 - 02

1440078 --> Friday, 04 - 15

1440079 --> Friday, 04 - 07

1440080 --> Friday, 03 - 29

1440081 --> Friday, 04 - 18

1440082 --> Friday, 04 - 03

1440083 --> Friday, 03 - 26

1440084 --> Friday, 04 - 14

1440085 --> Friday, 03 - 30

1440086 --> Friday, 04 - 19

1440087 --> Friday, 04 - 11

1440088 --> Friday, 03 - 26

1440089 --> Friday, 04 - 15

1440090 --> Friday, 04 - 07

1440091 --> Friday, 03 - 23

1440092 --> Friday, 04 - 11

1440093 --> Friday, 04 - 03

1440094 --> Friday, 04 - 23

1440095 --> Friday, 04 - 08

1440096 --> Friday, 03 - 30

1440097 --> Friday, 04 - 19

1440098 --> Friday, 04 - 04

1440099 --> Friday, 03 - 27

1440100 --> Friday, 04 - 16

1440101 --> Friday, 04 - 08

1440102 --> Friday, 03 - 24

1440103 --> Friday, 04 - 13

1440104 --> Friday, 04 - 04

1440105 --> Friday, 04 - 17

1440106 --> Friday, 04 - 09

1440107 --> Friday, 04 - 01

1440108 --> Friday, 04 - 20

1440109 --> Friday, 04 - 05

1440110 --> Friday, 03 - 28

1440111 --> Friday, 04 - 17

1440112 --> Friday, 04 - 01

1440113 --> Friday, 03 - 24

1440114 --> Friday, 04 - 13

1440115 --> Friday, 03 - 29

1440116 --> Friday, 04 - 17

1440117 --> Friday, 04 - 09

1440118 --> Friday, 03 - 25

1440119 --> Friday, 04 - 14

1440120 --> Friday, 04 - 05

1440121 --> Friday, 03 - 28

1440122 --> Friday, 04 - 10

1440123 --> Friday, 04 - 02

1440124 --> Friday, 04 - 21

1440125 --> Friday, 04 - 06

1440126 --> Friday, 03 - 29

1440127 --> Friday, 04 - 18

1440128 --> Friday, 04 - 09

1440129 --> Friday, 03 - 25

1440130 --> Friday, 04 - 14

1440131 --> Friday, 04 - 06

1440132 --> Friday, 03 - 21

1440133 --> Friday, 04 - 10

1440134 --> Friday, 04 - 02

1440135 --> Friday, 04 - 22

1440136 --> Friday, 04 - 06

1440137 --> Friday, 03 - 29

1440138 --> Friday, 04 - 18

1440139 --> Friday, 04 - 03

1440140 --> Friday, 03 - 25

1440141 --> Friday, 04 - 14

1440142 --> Friday, 03 - 30

1440143 --> Friday, 04 - 19

1440144 --> Friday, 04 - 10

1440145 --> Friday, 03 - 26

1440146 --> Friday, 04 - 15

1440147 --> Friday, 04 - 07

1440148 --> Friday, 03 - 29

1440149 --> Friday, 04 - 11

1440150 --> Friday, 04 - 03

1440151 --> Friday, 03 - 26

1440152 --> Friday, 04 - 14

1440153 --> Friday, 03 - 30

1440154 --> Friday, 04 - 19

1440155 --> Friday, 04 - 11

1440156 --> Friday, 03 - 26

1440157 --> Friday, 04 - 15

1440158 --> Friday, 04 - 07

1440159 --> Friday, 03 - 23

1440160 --> Friday, 04 - 11

1440161 --> Friday, 04 - 03

1440162 --> Friday, 04 - 23

1440163 --> Friday, 04 - 08

1440164 --> Friday, 03 - 30

1440165 --> Friday, 04 - 19

1440166 --> Friday, 04 - 04

1440167 --> Friday, 03 - 27

1440168 --> Friday, 04 - 15

1440169 --> Friday, 03 - 31

1440170 --> Friday, 03 - 23

1440171 --> Friday, 04 - 12

1440172 --> Friday, 04 - 03

1440173 --> Friday, 04 - 16

1440174 --> Friday, 04 - 08

1440175 --> Friday, 03 - 31

1440176 --> Friday, 04 - 19

1440177 --> Friday, 04 - 04

1440178 --> Friday, 03 - 27

1440179 --> Friday, 04 - 16

1440180 --> Friday, 03 - 31

1440181 --> Friday, 04 - 20

1440182 --> Friday, 04 - 12

1440183 --> Friday, 03 - 28

1440184 --> Friday, 04 - 16

1440185 --> Friday, 04 - 08

1440186 --> Friday, 03 - 24

1440187 --> Friday, 04 - 13

1440188 --> Friday, 04 - 04

1440189 --> Friday, 03 - 20

1440190 --> Friday, 04 - 09

1440191 --> Friday, 04 - 01

1440192 --> Friday, 04 - 20

1440193 --> Friday, 04 - 05

1440194 --> Friday, 03 - 28

1440195 --> Friday, 04 - 17

1440196 --> Friday, 04 - 08

1440197 --> Friday, 03 - 24

1440198 --> Friday, 04 - 13

1440199 --> Friday, 04 - 05

1440200 --> Friday, 04 - 18

1440201 --> Friday, 04 - 10

1440202 --> Friday, 03 - 26

1440203 --> Friday, 04 - 15

1440204 --> Friday, 04 - 06

1440205 --> Friday, 03 - 29

1440206 --> Friday, 04 - 11

1440207 --> Friday, 04 - 03

1440208 --> Friday, 03 - 25

1440209 --> Friday, 04 - 14

1440210 --> Friday, 03 - 30

1440211 --> Friday, 04 - 19

1440212 --> Friday, 04 - 10

1440213 --> Friday, 03 - 26

1440214 --> Friday, 04 - 15

1440215 --> Friday, 04 - 07

1440216 --> Friday, 03 - 22

1440217 --> Friday, 04 - 11

1440218 --> Friday, 04 - 03

1440219 --> Friday, 04 - 23

1440220 --> Friday, 04 - 07

1440221 --> Friday, 03 - 30

1440222 --> Friday, 04 - 19

1440223 --> Friday, 04 - 04

1440224 --> Friday, 03 - 26

1440225 --> Friday, 04 - 15

1440226 --> Friday, 03 - 31

1440227 --> Friday, 03 - 23

1440228 --> Friday, 04 - 11

1440229 --> Friday, 04 - 03

1440230 --> Friday, 04 - 16

1440231 --> Friday, 04 - 08

1440232 --> Friday, 03 - 30

1440233 --> Friday, 04 - 19

1440234 --> Friday, 04 - 04

1440235 --> Friday, 03 - 27

1440236 --> Friday, 04 - 15

1440237 --> Friday, 03 - 31

1440238 --> Friday, 04 - 20

1440239 --> Friday, 04 - 12

1440240 --> Friday, 03 - 27

1440241 --> Friday, 04 - 16

1440242 --> Friday, 04 - 08

1440243 --> Friday, 03 - 24

1440244 --> Friday, 04 - 12

1440245 --> Friday, 04 - 04

1440246 --> Friday, 03 - 20

1440247 --> Friday, 04 - 09

1440248 --> Friday, 03 - 31

1440249 --> Friday, 04 - 20

1440250 --> Friday, 04 - 05

1440251 --> Friday, 03 - 28

1440252 --> Friday, 04 - 16

1440253 --> Friday, 04 - 08

1440254 --> Friday, 03 - 24

1440255 --> Friday, 04 - 13

1440256 --> Friday, 04 - 04

1440257 --> Friday, 04 - 17

1440258 --> Friday, 04 - 09

1440259 --> Friday, 04 - 01

1440260 --> Friday, 04 - 20

1440261 --> Friday, 04 - 05

1440262 --> Friday, 03 - 28

1440263 --> Friday, 04 - 17

1440264 --> Friday, 04 - 01

1440265 --> Friday, 03 - 24

1440266 --> Friday, 04 - 13

1440267 --> Friday, 03 - 29

1440268 --> Friday, 04 - 17

1440269 --> Friday, 04 - 09

1440270 --> Friday, 03 - 25

1440271 --> Friday, 04 - 14

1440272 --> Friday, 04 - 05

1440273 --> Friday, 03 - 28

1440274 --> Friday, 04 - 10

1440275 --> Friday, 04 - 02

1440276 --> Friday, 04 - 21

1440277 --> Friday, 04 - 06

1440278 --> Friday, 03 - 29

1440279 --> Friday, 04 - 18

1440280 --> Friday, 04 - 09

1440281 --> Friday, 03 - 25

1440282 --> Friday, 04 - 14

1440283 --> Friday, 04 - 06

1440284 --> Friday, 03 - 21

1440285 --> Friday, 04 - 10

1440286 --> Friday, 04 - 02

1440287 --> Friday, 04 - 22

1440288 --> Friday, 04 - 06

1440289 --> Friday, 03 - 29

1440290 --> Friday, 04 - 18

1440291 --> Friday, 04 - 03

1440292 --> Friday, 03 - 25

1440293 --> Friday, 04 - 14

1440294 --> Friday, 03 - 30

1440295 --> Friday, 04 - 19

1440296 --> Friday, 04 - 10

1440297 --> Friday, 03 - 26

1440298 --> Friday, 04 - 15

1440299 --> Friday, 04 - 07

1440300 --> Friday, 03 - 30

1440301 --> Friday, 04 - 12

1440302 --> Friday, 04 - 04

