Good Friday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 4340000 through 4349999



4340000 --> Friday, 03 - 31

4340001 --> Friday, 04 - 20

4340002 --> Friday, 04 - 05

4340003 --> Friday, 03 - 28

4340004 --> Friday, 04 - 16

4340005 --> Friday, 04 - 01

4340006 --> Friday, 03 - 24

4340007 --> Friday, 04 - 13

4340008 --> Friday, 03 - 28

4340009 --> Friday, 04 - 17

4340010 --> Friday, 04 - 09

4340011 --> Friday, 03 - 25

4340012 --> Friday, 04 - 13

4340013 --> Friday, 04 - 05

4340014 --> Friday, 03 - 28

4340015 --> Friday, 04 - 10

4340016 --> Friday, 04 - 01

4340017 --> Friday, 04 - 21

4340018 --> Friday, 04 - 06

4340019 --> Friday, 03 - 29

4340020 --> Friday, 04 - 17

4340021 --> Friday, 04 - 09

4340022 --> Friday, 03 - 25

4340023 --> Friday, 04 - 14

4340024 --> Friday, 04 - 05

4340025 --> Friday, 03 - 21

4340026 --> Friday, 04 - 10

4340027 --> Friday, 04 - 02

4340028 --> Friday, 04 - 21

4340029 --> Friday, 04 - 06

4340030 --> Friday, 03 - 29

4340031 --> Friday, 04 - 18

4340032 --> Friday, 04 - 02

4340033 --> Friday, 03 - 25

4340034 --> Friday, 04 - 14

4340035 --> Friday, 03 - 30

4340036 --> Friday, 04 - 18

4340037 --> Friday, 04 - 10

4340038 --> Friday, 03 - 26

4340039 --> Friday, 04 - 15

4340040 --> Friday, 04 - 06

4340041 --> Friday, 03 - 29

4340042 --> Friday, 04 - 11

4340043 --> Friday, 04 - 03

4340044 --> Friday, 03 - 25

4340045 --> Friday, 04 - 14

4340046 --> Friday, 03 - 30

4340047 --> Friday, 04 - 19

4340048 --> Friday, 04 - 10

4340049 --> Friday, 03 - 26

4340050 --> Friday, 04 - 15

4340051 --> Friday, 04 - 07

4340052 --> Friday, 03 - 22

4340053 --> Friday, 04 - 11

4340054 --> Friday, 04 - 03

4340055 --> Friday, 04 - 23

4340056 --> Friday, 04 - 07

4340057 --> Friday, 03 - 30

4340058 --> Friday, 04 - 19

4340059 --> Friday, 04 - 04

4340060 --> Friday, 03 - 26

4340061 --> Friday, 04 - 15

4340062 --> Friday, 03 - 31

4340063 --> Friday, 03 - 23

4340064 --> Friday, 04 - 11

4340065 --> Friday, 04 - 03

4340066 --> Friday, 04 - 16

4340067 --> Friday, 04 - 08

4340068 --> Friday, 03 - 30

4340069 --> Friday, 04 - 19

4340070 --> Friday, 04 - 04

4340071 --> Friday, 03 - 27

4340072 --> Friday, 04 - 15

4340073 --> Friday, 03 - 31

4340074 --> Friday, 04 - 20

4340075 --> Friday, 04 - 12

4340076 --> Friday, 03 - 27

4340077 --> Friday, 04 - 16

4340078 --> Friday, 04 - 08

4340079 --> Friday, 03 - 24

4340080 --> Friday, 04 - 12

4340081 --> Friday, 04 - 04

4340082 --> Friday, 03 - 20

4340083 --> Friday, 04 - 09

4340084 --> Friday, 03 - 31

4340085 --> Friday, 04 - 20

4340086 --> Friday, 04 - 05

4340087 --> Friday, 03 - 28

4340088 --> Friday, 04 - 16

4340089 --> Friday, 04 - 08

4340090 --> Friday, 03 - 24

4340091 --> Friday, 04 - 13

4340092 --> Friday, 04 - 04

4340093 --> Friday, 04 - 17

4340094 --> Friday, 04 - 09

4340095 --> Friday, 04 - 01

4340096 --> Friday, 04 - 20

4340097 --> Friday, 04 - 05

4340098 --> Friday, 03 - 28

4340099 --> Friday, 04 - 17

4340100 --> Friday, 04 - 02

4340101 --> Friday, 03 - 25

4340102 --> Friday, 04 - 14

4340103 --> Friday, 03 - 30

4340104 --> Friday, 04 - 18

4340105 --> Friday, 04 - 10

4340106 --> Friday, 03 - 26

4340107 --> Friday, 04 - 15

4340108 --> Friday, 04 - 06

4340109 --> Friday, 03 - 29

4340110 --> Friday, 04 - 11

4340111 --> Friday, 04 - 03

4340112 --> Friday, 03 - 25

4340113 --> Friday, 04 - 07

4340114 --> Friday, 03 - 30

4340115 --> Friday, 04 - 19

4340116 --> Friday, 04 - 10

4340117 --> Friday, 03 - 26

4340118 --> Friday, 04 - 15

4340119 --> Friday, 04 - 07

