Good Friday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 3030000 through 3039999



3030000 --> Friday, 03 - 24

3030001 --> Friday, 04 - 13

3030002 --> Friday, 03 - 29

3030003 --> Friday, 04 - 18

3030004 --> Friday, 04 - 09

3030005 --> Friday, 04 - 01

3030006 --> Friday, 04 - 14

3030007 --> Friday, 04 - 06

3030008 --> Friday, 03 - 28

3030009 --> Friday, 04 - 10

3030010 --> Friday, 04 - 02

3030011 --> Friday, 04 - 22

3030012 --> Friday, 04 - 13

3030013 --> Friday, 03 - 29

3030014 --> Friday, 04 - 18

3030015 --> Friday, 04 - 10

3030016 --> Friday, 03 - 25

3030017 --> Friday, 04 - 14

3030018 --> Friday, 04 - 06

3030019 --> Friday, 03 - 22

3030020 --> Friday, 04 - 10

3030021 --> Friday, 04 - 02

3030022 --> Friday, 04 - 22

3030023 --> Friday, 04 - 07

3030024 --> Friday, 03 - 29

3030025 --> Friday, 04 - 18

3030026 --> Friday, 04 - 03

3030027 --> Friday, 03 - 26

3030028 --> Friday, 04 - 14

3030029 --> Friday, 03 - 30

3030030 --> Friday, 04 - 19

3030031 --> Friday, 04 - 11

3030032 --> Friday, 04 - 02

3030033 --> Friday, 04 - 15

3030034 --> Friday, 04 - 07

3030035 --> Friday, 03 - 30

3030036 --> Friday, 04 - 18

3030037 --> Friday, 04 - 03

3030038 --> Friday, 03 - 26

3030039 --> Friday, 04 - 15

3030040 --> Friday, 03 - 30

3030041 --> Friday, 04 - 19

3030042 --> Friday, 04 - 11

3030043 --> Friday, 03 - 27

3030044 --> Friday, 04 - 15

3030045 --> Friday, 04 - 07

3030046 --> Friday, 03 - 23

3030047 --> Friday, 04 - 12

3030048 --> Friday, 04 - 03

3030049 --> Friday, 04 - 23

3030050 --> Friday, 04 - 08

3030051 --> Friday, 03 - 31

3030052 --> Friday, 04 - 19

3030053 --> Friday, 04 - 04

3030054 --> Friday, 03 - 27

3030055 --> Friday, 04 - 16

3030056 --> Friday, 04 - 07

3030057 --> Friday, 03 - 23

3030058 --> Friday, 04 - 12

3030059 --> Friday, 04 - 04

3030060 --> Friday, 04 - 16

3030061 --> Friday, 04 - 08

3030062 --> Friday, 03 - 31

3030063 --> Friday, 04 - 13

3030064 --> Friday, 04 - 04

3030065 --> Friday, 03 - 27

3030066 --> Friday, 04 - 16

3030067 --> Friday, 04 - 01

3030068 --> Friday, 04 - 20

3030069 --> Friday, 04 - 12

3030070 --> Friday, 03 - 28

3030071 --> Friday, 04 - 17

3030072 --> Friday, 04 - 08

3030073 --> Friday, 03 - 24

3030074 --> Friday, 04 - 13

3030075 --> Friday, 04 - 05

3030076 --> Friday, 03 - 27

3030077 --> Friday, 04 - 09

3030078 --> Friday, 04 - 01

3030079 --> Friday, 04 - 21

3030080 --> Friday, 04 - 12

3030081 --> Friday, 03 - 28

3030082 --> Friday, 04 - 17

3030083 --> Friday, 04 - 02

3030084 --> Friday, 03 - 24

3030085 --> Friday, 04 - 13

3030086 --> Friday, 04 - 05

3030087 --> Friday, 04 - 18

3030088 --> Friday, 04 - 09

3030089 --> Friday, 04 - 01

3030090 --> Friday, 04 - 21

3030091 --> Friday, 04 - 06

3030092 --> Friday, 03 - 28

3030093 --> Friday, 04 - 17

3030094 --> Friday, 04 - 02

3030095 --> Friday, 03 - 25

3030096 --> Friday, 04 - 13

3030097 --> Friday, 03 - 29

3030098 --> Friday, 04 - 18

3030099 --> Friday, 04 - 10

3030100 --> Friday, 04 - 02

3030101 --> Friday, 04 - 15

3030102 --> Friday, 04 - 07

3030103 --> Friday, 03 - 23

3030104 --> Friday, 04 - 11

3030105 --> Friday, 04 - 03

3030106 --> Friday, 03 - 26

3030107 --> Friday, 04 - 08

3030108 --> Friday, 03 - 30

3030109 --> Friday, 04 - 19

3030110 --> Friday, 04 - 11

3030111 --> Friday, 03 - 27

3030112 --> Friday, 04 - 15

3030113 --> Friday, 04 - 07

3030114 --> Friday, 03 - 23

3030115 --> Friday, 04 - 12

3030116 --> Friday, 04 - 03

3030117 --> Friday, 04 - 23

3030118 --> Friday, 04 - 08

3030119 --> Friday, 03 - 31

3030120 --> Friday, 04 - 19

3030121 --> Friday, 04 - 04

