Good Friday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 3360000 through 3369999



3360000 --> Friday, 03 - 31

3360001 --> Friday, 03 - 23

3360002 --> Friday, 04 - 12

3360003 --> Friday, 03 - 28

3360004 --> Friday, 04 - 16

3360005 --> Friday, 04 - 08

3360006 --> Friday, 03 - 31

3360007 --> Friday, 04 - 13

3360008 --> Friday, 04 - 04

3360009 --> Friday, 03 - 27

3360010 --> Friday, 04 - 16

3360011 --> Friday, 04 - 01

3360012 --> Friday, 04 - 20

3360013 --> Friday, 04 - 12

3360014 --> Friday, 03 - 28

3360015 --> Friday, 04 - 17

3360016 --> Friday, 04 - 08

3360017 --> Friday, 03 - 24

3360018 --> Friday, 04 - 13

3360019 --> Friday, 04 - 05

3360020 --> Friday, 03 - 20

3360021 --> Friday, 04 - 09

3360022 --> Friday, 04 - 01

3360023 --> Friday, 04 - 21

3360024 --> Friday, 04 - 05

3360025 --> Friday, 03 - 28

3360026 --> Friday, 04 - 17

3360027 --> Friday, 04 - 02

3360028 --> Friday, 03 - 24

3360029 --> Friday, 04 - 13

3360030 --> Friday, 04 - 05

3360031 --> Friday, 04 - 18

3360032 --> Friday, 04 - 09

3360033 --> Friday, 04 - 01

3360034 --> Friday, 04 - 21

3360035 --> Friday, 04 - 06

3360036 --> Friday, 03 - 28

3360037 --> Friday, 04 - 17

3360038 --> Friday, 04 - 02

3360039 --> Friday, 03 - 25

3360040 --> Friday, 04 - 13

3360041 --> Friday, 03 - 29

3360042 --> Friday, 04 - 18

3360043 --> Friday, 04 - 10

3360044 --> Friday, 03 - 25

3360045 --> Friday, 04 - 14

3360046 --> Friday, 04 - 06

3360047 --> Friday, 03 - 22

3360048 --> Friday, 04 - 10

3360049 --> Friday, 04 - 02

3360050 --> Friday, 04 - 22

3360051 --> Friday, 04 - 07

3360052 --> Friday, 03 - 29

3360053 --> Friday, 04 - 18

3360054 --> Friday, 04 - 10

3360055 --> Friday, 03 - 26

3360056 --> Friday, 04 - 14

3360057 --> Friday, 04 - 06

3360058 --> Friday, 03 - 22

3360059 --> Friday, 04 - 11

3360060 --> Friday, 04 - 02

3360061 --> Friday, 04 - 22

3360062 --> Friday, 04 - 07

3360063 --> Friday, 03 - 30

3360064 --> Friday, 04 - 18

3360065 --> Friday, 04 - 03

3360066 --> Friday, 03 - 26

3360067 --> Friday, 04 - 15

3360068 --> Friday, 03 - 30

3360069 --> Friday, 04 - 19

3360070 --> Friday, 04 - 11

3360071 --> Friday, 03 - 27

3360072 --> Friday, 04 - 15

3360073 --> Friday, 04 - 07

3360074 --> Friday, 03 - 23

3360075 --> Friday, 04 - 12

3360076 --> Friday, 04 - 03

3360077 --> Friday, 03 - 26

3360078 --> Friday, 04 - 08

3360079 --> Friday, 03 - 31

3360080 --> Friday, 04 - 19

3360081 --> Friday, 04 - 11

3360082 --> Friday, 03 - 27

3360083 --> Friday, 04 - 16

3360084 --> Friday, 04 - 07

3360085 --> Friday, 03 - 23

3360086 --> Friday, 04 - 12

3360087 --> Friday, 04 - 04

3360088 --> Friday, 04 - 23

3360089 --> Friday, 04 - 08

3360090 --> Friday, 03 - 31

3360091 --> Friday, 04 - 20

3360092 --> Friday, 04 - 04

3360093 --> Friday, 03 - 27

3360094 --> Friday, 04 - 16

3360095 --> Friday, 04 - 01

3360096 --> Friday, 03 - 23

3360097 --> Friday, 04 - 12

3360098 --> Friday, 03 - 28

3360099 --> Friday, 04 - 17

3360100 --> Friday, 04 - 09

3360101 --> Friday, 04 - 01

3360102 --> Friday, 04 - 14

3360103 --> Friday, 04 - 06

3360104 --> Friday, 03 - 28

3360105 --> Friday, 04 - 17

3360106 --> Friday, 04 - 02

3360107 --> Friday, 03 - 25

3360108 --> Friday, 04 - 13

3360109 --> Friday, 03 - 29

3360110 --> Friday, 04 - 18

3360111 --> Friday, 04 - 10

3360112 --> Friday, 03 - 25

3360113 --> Friday, 04 - 14

3360114 --> Friday, 04 - 06

3360115 --> Friday, 03 - 22

3360116 --> Friday, 04 - 10

3360117 --> Friday, 04 - 02

3360118 --> Friday, 04 - 22

3360119 --> Friday, 04 - 07

3360120 --> Friday, 03 - 29

3360121 --> Friday, 04 - 18

3360122 --> Friday, 04 - 03

3360123 --> Friday, 03 - 26

3360124 --> Friday, 04 - 14

3360125 --> Friday, 04 - 06

3360126 --> Friday, 03 - 22

3360127 --> Friday, 04 - 11

3360128 --> Friday, 04 - 02

3360129 --> Friday, 04 - 22

3360130 --> Friday, 04 - 07

3360131 --> Friday, 03 - 30

3360132 --> Friday, 04 - 18

3360133 --> Friday, 04 - 03

3360134 --> Friday, 03 - 26

3360135 --> Friday, 04 - 15

3360136 --> Friday, 03 - 30

3360137 --> Friday, 04 - 19

3360138 --> Friday, 04 - 11

3360139 --> Friday, 03 - 27

3360140 --> Friday, 04 - 15

3360141 --> Friday, 04 - 07

3360142 --> Friday, 03 - 23

3360143 --> Friday, 04 - 12

3360144 --> Friday, 04 - 03

3360145 --> Friday, 03 - 26

3360146 --> Friday, 04 - 08

3360147 --> Friday, 03 - 31

3360148 --> Friday, 04 - 19

3360149 --> Friday, 04 - 11

3360150 --> Friday, 03 - 27

3360151 --> Friday, 04 - 16

3360152 --> Friday, 04 - 07

3360153 --> Friday, 03 - 23

3360154 --> Friday, 04 - 12

3360155 --> Friday, 04 - 04

3360156 --> Friday, 04 - 23

3360157 --> Friday, 04 - 08

3360158 --> Friday, 03 - 31

3360159 --> Friday, 04 - 20

3360160 --> Friday, 04 - 04

3360161 --> Friday, 03 - 27

3360162 --> Friday, 04 - 16

3360163 --> Friday, 04 - 01

3360164 --> Friday, 03 - 23

3360165 --> Friday, 04 - 12

3360166 --> Friday, 03 - 28

3360167 --> Friday, 04 - 17

3360168 --> Friday, 04 - 08

3360169 --> Friday, 03 - 24

3360170 --> Friday, 04 - 13

3360171 --> Friday, 04 - 05

3360172 --> Friday, 03 - 27

3360173 --> Friday, 04 - 09

3360174 --> Friday, 04 - 01

3360175 --> Friday, 04 - 21

3360176 --> Friday, 04 - 12

3360177 --> Friday, 03 - 28

3360178 --> Friday, 04 - 17

3360179 --> Friday, 04 - 09

3360180 --> Friday, 03 - 24

3360181 --> Friday, 04 - 13

3360182 --> Friday, 04 - 05

3360183 --> Friday, 03 - 21

3360184 --> Friday, 04 - 09

3360185 --> Friday, 04 - 01

3360186 --> Friday, 04 - 21

3360187 --> Friday, 04 - 06

3360188 --> Friday, 03 - 28

3360189 --> Friday, 04 - 17

3360190 --> Friday, 04 - 02

3360191 --> Friday, 03 - 25

3360192 --> Friday, 04 - 13

3360193 --> Friday, 03 - 29

3360194 --> Friday, 04 - 18

3360195 --> Friday, 04 - 10

3360196 --> Friday, 04 - 01

3360197 --> Friday, 04 - 14

3360198 --> Friday, 04 - 06

3360199 --> Friday, 03 - 29

3360200 --> Friday, 04 - 11

3360201 --> Friday, 04 - 03

3360202 --> Friday, 03 - 26

3360203 --> Friday, 04 - 08

3360204 --> Friday, 03 - 30

3360205 --> Friday, 04 - 19

3360206 --> Friday, 04 - 11

3360207 --> Friday, 03 - 27

3360208 --> Friday, 04 - 15

3360209 --> Friday, 04 - 07

3360210 --> Friday, 03 - 23

3360211 --> Friday, 04 - 12

3360212 --> Friday, 04 - 03

3360213 --> Friday, 04 - 23

3360214 --> Friday, 04 - 08

3360215 --> Friday, 03 - 31

3360216 --> Friday, 04 - 19

3360217 --> Friday, 04 - 04

3360218 --> Friday, 03 - 27

3360219 --> Friday, 04 - 16

3360220 --> Friday, 03 - 31

3360221 --> Friday, 03 - 23

3360222 --> Friday, 04 - 12

3360223 --> Friday, 03 - 28

3360224 --> Friday, 04 - 16

3360225 --> Friday, 04 - 08

3360226 --> Friday, 03 - 24

3360227 --> Friday, 04 - 13

3360228 --> Friday, 04 - 04

3360229 --> Friday, 03 - 27

3360230 --> Friday, 04 - 09

3360231 --> Friday, 04 - 01

3360232 --> Friday, 04 - 20

3360233 --> Friday, 04 - 12

3360234 --> Friday, 03 - 28

3360235 --> Friday, 04 - 17

3360236 --> Friday, 04 - 08

3360237 --> Friday, 03 - 24

3360238 --> Friday, 04 - 13

3360239 --> Friday, 04 - 05

3360240 --> Friday, 03 - 20

3360241 --> Friday, 04 - 09

3360242 --> Friday, 04 - 01

3360243 --> Friday, 04 - 21

3360244 --> Friday, 04 - 05

3360245 --> Friday, 03 - 28

3360246 --> Friday, 04 - 17

3360247 --> Friday, 04 - 02

3360248 --> Friday, 03 - 24

3360249 --> Friday, 04 - 13

3360250 --> Friday, 03 - 29

3360251 --> Friday, 04 - 18

3360252 --> Friday, 04 - 09

3360253 --> Friday, 04 - 01

3360254 --> Friday, 04 - 14

3360255 --> Friday, 04 - 06

3360256 --> Friday, 03 - 28

3360257 --> Friday, 04 - 17

3360258 --> Friday, 04 - 02

3360259 --> Friday, 03 - 25

3360260 --> Friday, 04 - 13

3360261 --> Friday, 03 - 29

3360262 --> Friday, 04 - 18

3360263 --> Friday, 04 - 10

3360264 --> Friday, 03 - 25

3360265 --> Friday, 04 - 14

3360266 --> Friday, 04 - 06

3360267 --> Friday, 03 - 22

3360268 --> Friday, 04 - 10

3360269 --> Friday, 04 - 02

3360270 --> Friday, 04 - 22

3360271 --> Friday, 04 - 07

3360272 --> Friday, 03 - 29

3360273 --> Friday, 04 - 18

3360274 --> Friday, 04 - 03

3360275 --> Friday, 03 - 26

3360276 --> Friday, 04 - 14

3360277 --> Friday, 04 - 06

3360278 --> Friday, 03 - 22

3360279 --> Friday, 04 - 11

3360280 --> Friday, 04 - 02

3360281 --> Friday, 04 - 22

3360282 --> Friday, 04 - 07

3360283 --> Friday, 03 - 30

3360284 --> Friday, 04 - 18

3360285 --> Friday, 04 - 03

3360286 --> Friday, 03 - 26

3360287 --> Friday, 04 - 15

3360288 --> Friday, 03 - 30

3360289 --> Friday, 04 - 19

3360290 --> Friday, 04 - 11

3360291 --> Friday, 03 - 27

3360292 --> Friday, 04 - 15

3360293 --> Friday, 04 - 07

3360294 --> Friday, 03 - 23

3360295 --> Friday, 04 - 12

3360296 --> Friday, 04 - 03

3360297 --> Friday, 03 - 26

3360298 --> Friday, 04 - 08

3360299 --> Friday, 03 - 31

3360300 --> Friday, 04 - 20

3360301 --> Friday, 04 - 12

3360302 --> Friday, 03 - 28

3360303 --> Friday, 04 - 17

3360304 --> Friday, 04 - 08

3360305 --> Friday, 03 - 24

3360306 --> Friday, 04 - 13

3360307 --> Friday, 04 - 05

3360308 --> Friday, 04 - 17

3360309 --> Friday, 04 - 09

3360310 --> Friday, 04 - 01

3360311 --> Friday, 04 - 21

3360312 --> Friday, 04 - 05

3360313 --> Friday, 03 - 28

3360314 --> Friday, 04 - 17

3360315 --> Friday, 04 - 02

3360316 --> Friday, 03 - 24

3360317 --> Friday, 04 - 13

3360318 --> Friday, 03 - 29

3360319 --> Friday, 04 - 18

3360320 --> Friday, 04 - 09

3360321 --> Friday, 03 - 25

3360322 --> Friday, 04 - 14

3360323 --> Friday, 04 - 06

3360324 --> Friday, 03 - 28

3360325 --> Friday, 04 - 10

3360326 --> Friday, 04 - 02

3360327 --> Friday, 04 - 22

3360328 --> Friday, 04 - 13

3360329 --> Friday, 03 - 29

3360330 --> Friday, 04 - 18

3360331 --> Friday, 04 - 10

3360332 --> Friday, 03 - 25

3360333 --> Friday, 04 - 14

3360334 --> Friday, 04 - 06

3360335 --> Friday, 03 - 22

3360336 --> Friday, 04 - 10

3360337 --> Friday, 04 - 02

3360338 --> Friday, 04 - 22

3360339 --> Friday, 04 - 07

3360340 --> Friday, 03 - 29

3360341 --> Friday, 04 - 18

3360342 --> Friday, 04 - 03

3360343 --> Friday, 03 - 26

3360344 --> Friday, 04 - 14

3360345 --> Friday, 03 - 30

3360346 --> Friday, 04 - 19

3360347 --> Friday, 04 - 11

3360348 --> Friday, 04 - 02

3360349 --> Friday, 04 - 15

3360350 --> Friday, 04 - 07

3360351 --> Friday, 03 - 30

