Good Friday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 3320000 through 3329999



3320000 --> Friday, 04 - 07

3320001 --> Friday, 03 - 30

3320002 --> Friday, 04 - 12

3320003 --> Friday, 04 - 04

3320004 --> Friday, 03 - 26

3320005 --> Friday, 04 - 08

3320006 --> Friday, 03 - 31

3320007 --> Friday, 04 - 20

3320008 --> Friday, 04 - 11

3320009 --> Friday, 03 - 27

3320010 --> Friday, 04 - 16

3320011 --> Friday, 04 - 08

3320012 --> Friday, 03 - 23

3320013 --> Friday, 04 - 12

3320014 --> Friday, 04 - 04

3320015 --> Friday, 04 - 17

3320016 --> Friday, 04 - 08

3320017 --> Friday, 03 - 31

3320018 --> Friday, 04 - 20

3320019 --> Friday, 04 - 05

3320020 --> Friday, 03 - 27

3320021 --> Friday, 04 - 16

3320022 --> Friday, 04 - 01

3320023 --> Friday, 03 - 24

3320024 --> Friday, 04 - 12

3320025 --> Friday, 03 - 28

3320026 --> Friday, 04 - 17

3320027 --> Friday, 04 - 09

3320028 --> Friday, 03 - 31

3320029 --> Friday, 04 - 13

3320030 --> Friday, 04 - 05

3320031 --> Friday, 03 - 28

3320032 --> Friday, 04 - 16

3320033 --> Friday, 04 - 01

3320034 --> Friday, 04 - 21

3320035 --> Friday, 04 - 13

3320036 --> Friday, 03 - 28

3320037 --> Friday, 04 - 17

3320038 --> Friday, 04 - 09

3320039 --> Friday, 03 - 25

3320040 --> Friday, 04 - 13

3320041 --> Friday, 04 - 05

3320042 --> Friday, 03 - 21

3320043 --> Friday, 04 - 10

3320044 --> Friday, 04 - 01

3320045 --> Friday, 04 - 21

3320046 --> Friday, 04 - 06

3320047 --> Friday, 03 - 29

3320048 --> Friday, 04 - 17

3320049 --> Friday, 04 - 02

3320050 --> Friday, 03 - 25

3320051 --> Friday, 04 - 14

3320052 --> Friday, 04 - 05

3320053 --> Friday, 04 - 18

3320054 --> Friday, 04 - 10

3320055 --> Friday, 04 - 02

3320056 --> Friday, 04 - 21

3320057 --> Friday, 04 - 06

3320058 --> Friday, 03 - 29

3320059 --> Friday, 04 - 18

3320060 --> Friday, 04 - 02

3320061 --> Friday, 03 - 25

3320062 --> Friday, 04 - 14

3320063 --> Friday, 03 - 30

3320064 --> Friday, 04 - 18

3320065 --> Friday, 04 - 10

3320066 --> Friday, 03 - 26

3320067 --> Friday, 04 - 15

3320068 --> Friday, 04 - 06

3320069 --> Friday, 03 - 22

3320070 --> Friday, 04 - 11

3320071 --> Friday, 04 - 03

3320072 --> Friday, 04 - 22

3320073 --> Friday, 04 - 07

3320074 --> Friday, 03 - 30

3320075 --> Friday, 04 - 19

3320076 --> Friday, 04 - 10

3320077 --> Friday, 03 - 26

3320078 --> Friday, 04 - 15

3320079 --> Friday, 03 - 31

3320080 --> Friday, 03 - 22

3320081 --> Friday, 04 - 11

3320082 --> Friday, 04 - 03

3320083 --> Friday, 04 - 16

3320084 --> Friday, 04 - 07

3320085 --> Friday, 03 - 30

3320086 --> Friday, 04 - 19

3320087 --> Friday, 04 - 04

3320088 --> Friday, 03 - 26

3320089 --> Friday, 04 - 15

3320090 --> Friday, 03 - 31

3320091 --> Friday, 04 - 20

3320092 --> Friday, 04 - 11

3320093 --> Friday, 03 - 27

3320094 --> Friday, 04 - 16

3320095 --> Friday, 04 - 08

3320096 --> Friday, 03 - 30

3320097 --> Friday, 04 - 12

3320098 --> Friday, 04 - 04

3320099 --> Friday, 03 - 20

3320100 --> Friday, 04 - 09

3320101 --> Friday, 04 - 01

3320102 --> Friday, 04 - 21

3320103 --> Friday, 04 - 06

3320104 --> Friday, 03 - 28

3320105 --> Friday, 04 - 17

3320106 --> Friday, 04 - 09

3320107 --> Friday, 03 - 25

3320108 --> Friday, 04 - 13

3320109 --> Friday, 04 - 05

3320110 --> Friday, 03 - 21

3320111 --> Friday, 04 - 10

3320112 --> Friday, 04 - 01

3320113 --> Friday, 04 - 21

3320114 --> Friday, 04 - 06

3320115 --> Friday, 03 - 29

3320116 --> Friday, 04 - 17

3320117 --> Friday, 04 - 02

3320118 --> Friday, 03 - 25

3320119 --> Friday, 04 - 14

3320120 --> Friday, 03 - 29

3320121 --> Friday, 04 - 18

3320122 --> Friday, 04 - 10

3320123 --> Friday, 03 - 26

3320124 --> Friday, 04 - 14

3320125 --> Friday, 04 - 06

3320126 --> Friday, 03 - 29

3320127 --> Friday, 04 - 11

3320128 --> Friday, 04 - 02

3320129 --> Friday, 03 - 25

3320130 --> Friday, 04 - 14

3320131 --> Friday, 03 - 30

3320132 --> Friday, 04 - 18

3320133 --> Friday, 04 - 10

3320134 --> Friday, 03 - 26

3320135 --> Friday, 04 - 15

3320136 --> Friday, 04 - 06

3320137 --> Friday, 03 - 22

3320138 --> Friday, 04 - 11

3320139 --> Friday, 04 - 03

3320140 --> Friday, 04 - 22

3320141 --> Friday, 04 - 07

3320142 --> Friday, 03 - 30

3320143 --> Friday, 04 - 19

3320144 --> Friday, 04 - 03

3320145 --> Friday, 03 - 26

3320146 --> Friday, 04 - 15

3320147 --> Friday, 03 - 31

3320148 --> Friday, 03 - 22

3320149 --> Friday, 04 - 11

3320150 --> Friday, 04 - 03

3320151 --> Friday, 04 - 16

3320152 --> Friday, 04 - 07

3320153 --> Friday, 03 - 30

3320154 --> Friday, 04 - 19

3320155 --> Friday, 04 - 04

3320156 --> Friday, 03 - 26

3320157 --> Friday, 04 - 15

3320158 --> Friday, 03 - 31

3320159 --> Friday, 04 - 20

3320160 --> Friday, 04 - 11

3320161 --> Friday, 03 - 27

3320162 --> Friday, 04 - 16

3320163 --> Friday, 04 - 08

3320164 --> Friday, 03 - 23

3320165 --> Friday, 04 - 12

3320166 --> Friday, 04 - 04

3320167 --> Friday, 03 - 20

3320168 --> Friday, 04 - 08

3320169 --> Friday, 03 - 31

3320170 --> Friday, 04 - 20

3320171 --> Friday, 04 - 05

3320172 --> Friday, 03 - 27

3320173 --> Friday, 04 - 16

3320174 --> Friday, 04 - 01

3320175 --> Friday, 03 - 24

3320176 --> Friday, 04 - 12

