Good Friday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 3000000 through 3009999



3000000 --> Friday, 03 - 31

3000001 --> Friday, 03 - 23

3000002 --> Friday, 04 - 12

3000003 --> Friday, 03 - 28

3000004 --> Friday, 04 - 16

3000005 --> Friday, 04 - 08

3000006 --> Friday, 03 - 24

3000007 --> Friday, 04 - 13

3000008 --> Friday, 04 - 04

3000009 --> Friday, 03 - 27

3000010 --> Friday, 04 - 09

3000011 --> Friday, 04 - 01

3000012 --> Friday, 04 - 20

3000013 --> Friday, 04 - 12

3000014 --> Friday, 03 - 28

3000015 --> Friday, 04 - 17

3000016 --> Friday, 04 - 08

3000017 --> Friday, 03 - 24

3000018 --> Friday, 04 - 13

3000019 --> Friday, 04 - 05

3000020 --> Friday, 03 - 20

3000021 --> Friday, 04 - 09

3000022 --> Friday, 04 - 01

3000023 --> Friday, 04 - 21

3000024 --> Friday, 04 - 05

3000025 --> Friday, 03 - 28

3000026 --> Friday, 04 - 17

3000027 --> Friday, 04 - 02

3000028 --> Friday, 03 - 24

3000029 --> Friday, 04 - 13

3000030 --> Friday, 03 - 29

3000031 --> Friday, 04 - 18

3000032 --> Friday, 04 - 09

3000033 --> Friday, 04 - 01

3000034 --> Friday, 04 - 14

3000035 --> Friday, 04 - 06

3000036 --> Friday, 03 - 28

3000037 --> Friday, 04 - 17

3000038 --> Friday, 04 - 02

3000039 --> Friday, 03 - 25

3000040 --> Friday, 04 - 13

3000041 --> Friday, 03 - 29

3000042 --> Friday, 04 - 18

3000043 --> Friday, 04 - 10

3000044 --> Friday, 03 - 25

3000045 --> Friday, 04 - 14

3000046 --> Friday, 04 - 06

3000047 --> Friday, 03 - 22

3000048 --> Friday, 04 - 10

3000049 --> Friday, 04 - 02

3000050 --> Friday, 04 - 22

3000051 --> Friday, 04 - 07

3000052 --> Friday, 03 - 29

3000053 --> Friday, 04 - 18

3000054 --> Friday, 04 - 03

3000055 --> Friday, 03 - 26

3000056 --> Friday, 04 - 14

3000057 --> Friday, 04 - 06

3000058 --> Friday, 03 - 22

3000059 --> Friday, 04 - 11

3000060 --> Friday, 04 - 02

3000061 --> Friday, 04 - 22

3000062 --> Friday, 04 - 07

3000063 --> Friday, 03 - 30

3000064 --> Friday, 04 - 18

3000065 --> Friday, 04 - 03

3000066 --> Friday, 03 - 26

3000067 --> Friday, 04 - 15

3000068 --> Friday, 03 - 30

3000069 --> Friday, 04 - 19

3000070 --> Friday, 04 - 11

3000071 --> Friday, 03 - 27

3000072 --> Friday, 04 - 15

3000073 --> Friday, 04 - 07

3000074 --> Friday, 03 - 23

3000075 --> Friday, 04 - 12

3000076 --> Friday, 04 - 03

3000077 --> Friday, 03 - 26

3000078 --> Friday, 04 - 08

3000079 --> Friday, 03 - 31

3000080 --> Friday, 04 - 19

3000081 --> Friday, 04 - 04

3000082 --> Friday, 03 - 27

3000083 --> Friday, 04 - 16

3000084 --> Friday, 04 - 07

3000085 --> Friday, 03 - 23

3000086 --> Friday, 04 - 12

3000087 --> Friday, 04 - 04

3000088 --> Friday, 04 - 23

3000089 --> Friday, 04 - 08

3000090 --> Friday, 03 - 31

3000091 --> Friday, 04 - 20

3000092 --> Friday, 04 - 04

3000093 --> Friday, 03 - 27

3000094 --> Friday, 04 - 16

3000095 --> Friday, 04 - 01

3000096 --> Friday, 03 - 23

3000097 --> Friday, 04 - 12

3000098 --> Friday, 03 - 28

3000099 --> Friday, 04 - 17

3000100 --> Friday, 04 - 09

3000101 --> Friday, 03 - 25

3000102 --> Friday, 04 - 14

3000103 --> Friday, 04 - 06

3000104 --> Friday, 03 - 28

3000105 --> Friday, 04 - 10

3000106 --> Friday, 04 - 02

3000107 --> Friday, 04 - 22

3000108 --> Friday, 04 - 13

3000109 --> Friday, 03 - 29

3000110 --> Friday, 04 - 18

3000111 --> Friday, 04 - 10

3000112 --> Friday, 03 - 25

3000113 --> Friday, 04 - 14

3000114 --> Friday, 04 - 06

3000115 --> Friday, 03 - 22

3000116 --> Friday, 04 - 10

3000117 --> Friday, 04 - 02

3000118 --> Friday, 04 - 22

3000119 --> Friday, 04 - 07

3000120 --> Friday, 03 - 29

3000121 --> Friday, 04 - 18

3000122 --> Friday, 04 - 03

3000123 --> Friday, 03 - 26

3000124 --> Friday, 04 - 14

3000125 --> Friday, 03 - 30

3000126 --> Friday, 04 - 19

3000127 --> Friday, 04 - 11

3000128 --> Friday, 04 - 02

3000129 --> Friday, 04 - 15

3000130 --> Friday, 04 - 07

3000131 --> Friday, 03 - 30

3000132 --> Friday, 04 - 18

3000133 --> Friday, 04 - 03

3000134 --> Friday, 03 - 26

3000135 --> Friday, 04 - 15

3000136 --> Friday, 03 - 30

3000137 --> Friday, 04 - 19

3000138 --> Friday, 04 - 11

3000139 --> Friday, 03 - 27

3000140 --> Friday, 04 - 15

3000141 --> Friday, 04 - 07

3000142 --> Friday, 03 - 23

3000143 --> Friday, 04 - 12

3000144 --> Friday, 04 - 03

3000145 --> Friday, 04 - 23

3000146 --> Friday, 04 - 08

3000147 --> Friday, 03 - 31

3000148 --> Friday, 04 - 19

3000149 --> Friday, 04 - 04

3000150 --> Friday, 03 - 27

3000151 --> Friday, 04 - 16

3000152 --> Friday, 04 - 07

3000153 --> Friday, 03 - 23

3000154 --> Friday, 04 - 12

3000155 --> Friday, 04 - 04

3000156 --> Friday, 04 - 16

3000157 --> Friday, 04 - 08

3000158 --> Friday, 03 - 31

3000159 --> Friday, 04 - 13

3000160 --> Friday, 04 - 04

3000161 --> Friday, 03 - 27

3000162 --> Friday, 04 - 16

3000163 --> Friday, 04 - 01

3000164 --> Friday, 04 - 20

3000165 --> Friday, 04 - 12

3000166 --> Friday, 03 - 28

3000167 --> Friday, 04 - 17

3000168 --> Friday, 04 - 08

3000169 --> Friday, 03 - 24

3000170 --> Friday, 04 - 13

3000171 --> Friday, 04 - 05

3000172 --> Friday, 03 - 27

3000173 --> Friday, 04 - 09

3000174 --> Friday, 04 - 01

3000175 --> Friday, 04 - 21

3000176 --> Friday, 04 - 05

3000177 --> Friday, 03 - 28

3000178 --> Friday, 04 - 17

3000179 --> Friday, 04 - 02

3000180 --> Friday, 03 - 24

3000181 --> Friday, 04 - 13

3000182 --> Friday, 04 - 05

3000183 --> Friday, 04 - 18

3000184 --> Friday, 04 - 09

3000185 --> Friday, 04 - 01

3000186 --> Friday, 04 - 21

3000187 --> Friday, 04 - 06

3000188 --> Friday, 03 - 28

3000189 --> Friday, 04 - 17

3000190 --> Friday, 04 - 02

3000191 --> Friday, 03 - 25

3000192 --> Friday, 04 - 13

3000193 --> Friday, 03 - 29

3000194 --> Friday, 04 - 18

3000195 --> Friday, 04 - 10

3000196 --> Friday, 03 - 25

3000197 --> Friday, 04 - 14

3000198 --> Friday, 04 - 06

3000199 --> Friday, 03 - 22

3000200 --> Friday, 04 - 11

3000201 --> Friday, 04 - 03

3000202 --> Friday, 04 - 23

3000203 --> Friday, 04 - 08

3000204 --> Friday, 03 - 30

3000205 --> Friday, 04 - 19

3000206 --> Friday, 04 - 04

3000207 --> Friday, 03 - 27

3000208 --> Friday, 04 - 15

3000209 --> Friday, 04 - 07

3000210 --> Friday, 03 - 23

3000211 --> Friday, 04 - 12

3000212 --> Friday, 04 - 03

3000213 --> Friday, 04 - 16

3000214 --> Friday, 04 - 08

3000215 --> Friday, 03 - 31

3000216 --> Friday, 04 - 19

3000217 --> Friday, 04 - 04

3000218 --> Friday, 03 - 27

3000219 --> Friday, 04 - 16

3000220 --> Friday, 03 - 31

3000221 --> Friday, 04 - 20

3000222 --> Friday, 04 - 12

3000223 --> Friday, 03 - 28

3000224 --> Friday, 04 - 16

3000225 --> Friday, 04 - 08

3000226 --> Friday, 03 - 24

3000227 --> Friday, 04 - 13

3000228 --> Friday, 04 - 04

3000229 --> Friday, 03 - 27

3000230 --> Friday, 04 - 09

3000231 --> Friday, 04 - 01

3000232 --> Friday, 04 - 20

3000233 --> Friday, 04 - 05

3000234 --> Friday, 03 - 28

3000235 --> Friday, 04 - 17

3000236 --> Friday, 04 - 08

3000237 --> Friday, 03 - 24

3000238 --> Friday, 04 - 13

3000239 --> Friday, 04 - 05

3000240 --> Friday, 04 - 17

3000241 --> Friday, 04 - 09

3000242 --> Friday, 04 - 01

3000243 --> Friday, 04 - 21

3000244 --> Friday, 04 - 05

