Good Friday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 2100000 through 2109999



2100000 --> Friday, 03 - 31

2100001 --> Friday, 04 - 20

2100002 --> Friday, 04 - 12

2100003 --> Friday, 03 - 28

2100004 --> Friday, 04 - 16

2100005 --> Friday, 04 - 08

2100006 --> Friday, 03 - 24

2100007 --> Friday, 04 - 13

2100008 --> Friday, 04 - 04

2100009 --> Friday, 03 - 20

2100010 --> Friday, 04 - 09

2100011 --> Friday, 04 - 01

2100012 --> Friday, 04 - 20

2100013 --> Friday, 04 - 05

2100014 --> Friday, 03 - 28

2100015 --> Friday, 04 - 17

2100016 --> Friday, 04 - 01

2100017 --> Friday, 03 - 24

2100018 --> Friday, 04 - 13

2100019 --> Friday, 03 - 29

2100020 --> Friday, 04 - 17

2100021 --> Friday, 04 - 09

2100022 --> Friday, 04 - 01

2100023 --> Friday, 04 - 14

2100024 --> Friday, 04 - 05

2100025 --> Friday, 03 - 28

2100026 --> Friday, 04 - 17

2100027 --> Friday, 04 - 02

2100028 --> Friday, 03 - 24

2100029 --> Friday, 04 - 13

2100030 --> Friday, 03 - 29

2100031 --> Friday, 04 - 18

2100032 --> Friday, 04 - 09

2100033 --> Friday, 03 - 25

2100034 --> Friday, 04 - 14

2100035 --> Friday, 04 - 06

2100036 --> Friday, 03 - 21

2100037 --> Friday, 04 - 10

2100038 --> Friday, 04 - 02

2100039 --> Friday, 04 - 22

2100040 --> Friday, 04 - 06

2100041 --> Friday, 03 - 29

2100042 --> Friday, 04 - 18

2100043 --> Friday, 04 - 03

2100044 --> Friday, 03 - 25

2100045 --> Friday, 04 - 14

2100046 --> Friday, 04 - 06

2100047 --> Friday, 03 - 22

2100048 --> Friday, 04 - 10

2100049 --> Friday, 04 - 02

2100050 --> Friday, 04 - 22

2100051 --> Friday, 04 - 07

2100052 --> Friday, 03 - 29

2100053 --> Friday, 04 - 18

2100054 --> Friday, 04 - 03

2100055 --> Friday, 03 - 26

2100056 --> Friday, 04 - 14

2100057 --> Friday, 03 - 30

2100058 --> Friday, 04 - 19

2100059 --> Friday, 04 - 11

2100060 --> Friday, 03 - 26

2100061 --> Friday, 04 - 15

2100062 --> Friday, 04 - 07

2100063 --> Friday, 03 - 23

2100064 --> Friday, 04 - 11

2100065 --> Friday, 04 - 03

2100066 --> Friday, 03 - 26

2100067 --> Friday, 04 - 08

2100068 --> Friday, 03 - 30

2100069 --> Friday, 04 - 19

2100070 --> Friday, 04 - 04

2100071 --> Friday, 03 - 27

2100072 --> Friday, 04 - 15

2100073 --> Friday, 04 - 07

2100074 --> Friday, 03 - 23

2100075 --> Friday, 04 - 12

2100076 --> Friday, 04 - 03

2100077 --> Friday, 04 - 23

2100078 --> Friday, 04 - 08

2100079 --> Friday, 03 - 31

2100080 --> Friday, 04 - 19

2100081 --> Friday, 04 - 04

2100082 --> Friday, 03 - 27

2100083 --> Friday, 04 - 16

2100084 --> Friday, 03 - 31

2100085 --> Friday, 03 - 23

2100086 --> Friday, 04 - 12

2100087 --> Friday, 03 - 28

2100088 --> Friday, 04 - 16

2100089 --> Friday, 04 - 08

2100090 --> Friday, 03 - 24

2100091 --> Friday, 04 - 13

2100092 --> Friday, 04 - 04

2100093 --> Friday, 03 - 27

2100094 --> Friday, 04 - 09

2100095 --> Friday, 04 - 01

2100096 --> Friday, 04 - 20

2100097 --> Friday, 04 - 12

2100098 --> Friday, 03 - 28

2100099 --> Friday, 04 - 17

2100100 --> Friday, 04 - 09

2100101 --> Friday, 03 - 25

2100102 --> Friday, 04 - 14

2100103 --> Friday, 04 - 06

2100104 --> Friday, 03 - 21

2100105 --> Friday, 04 - 10

