Good Friday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 4790000 through 4799999



4790000 --> Friday, 03 - 31

4790001 --> Friday, 04 - 20

4790002 --> Friday, 04 - 05

4790003 --> Friday, 03 - 28

4790004 --> Friday, 04 - 16

4790005 --> Friday, 04 - 01

4790006 --> Friday, 03 - 24

4790007 --> Friday, 04 - 13

4790008 --> Friday, 04 - 04

4790009 --> Friday, 04 - 17

4790010 --> Friday, 04 - 09

4790011 --> Friday, 04 - 01

4790012 --> Friday, 04 - 20

4790013 --> Friday, 04 - 05

4790014 --> Friday, 03 - 28

4790015 --> Friday, 04 - 10

4790016 --> Friday, 04 - 01

4790017 --> Friday, 04 - 21

4790018 --> Friday, 04 - 13

4790019 --> Friday, 03 - 29

4790020 --> Friday, 04 - 17

4790021 --> Friday, 04 - 09

4790022 --> Friday, 03 - 25

4790023 --> Friday, 04 - 14

4790024 --> Friday, 04 - 05

4790025 --> Friday, 03 - 21

4790026 --> Friday, 04 - 10

4790027 --> Friday, 04 - 02

4790028 --> Friday, 04 - 21

4790029 --> Friday, 04 - 06

4790030 --> Friday, 03 - 29

4790031 --> Friday, 04 - 18

4790032 --> Friday, 04 - 09

4790033 --> Friday, 03 - 25

4790034 --> Friday, 04 - 14

4790035 --> Friday, 03 - 30

4790036 --> Friday, 04 - 18

4790037 --> Friday, 04 - 10

4790038 --> Friday, 04 - 02

4790039 --> Friday, 04 - 15

4790040 --> Friday, 04 - 06

4790041 --> Friday, 03 - 29

4790042 --> Friday, 04 - 18

4790043 --> Friday, 04 - 03

4790044 --> Friday, 03 - 25

4790045 --> Friday, 04 - 14

4790046 --> Friday, 03 - 30

4790047 --> Friday, 04 - 19

4790048 --> Friday, 04 - 10

4790049 --> Friday, 03 - 26

4790050 --> Friday, 04 - 15

4790051 --> Friday, 04 - 07

4790052 --> Friday, 03 - 22

4790053 --> Friday, 04 - 11

4790054 --> Friday, 04 - 03

4790055 --> Friday, 04 - 23

4790056 --> Friday, 04 - 07

4790057 --> Friday, 03 - 30

4790058 --> Friday, 04 - 19

4790059 --> Friday, 04 - 04

4790060 --> Friday, 03 - 26

4790061 --> Friday, 04 - 15

4790062 --> Friday, 04 - 07

4790063 --> Friday, 03 - 23

4790064 --> Friday, 04 - 11

4790065 --> Friday, 04 - 03

4790066 --> Friday, 04 - 16

4790067 --> Friday, 04 - 08

4790068 --> Friday, 03 - 30

4790069 --> Friday, 04 - 19

4790070 --> Friday, 04 - 04

