Good Friday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 4970000 through 4979999



4970000 --> Friday, 03 - 31

4970001 --> Friday, 04 - 20

4970002 --> Friday, 04 - 05

4970003 --> Friday, 03 - 28

4970004 --> Friday, 04 - 16

4970005 --> Friday, 04 - 01

4970006 --> Friday, 03 - 24

4970007 --> Friday, 04 - 13

4970008 --> Friday, 04 - 04

4970009 --> Friday, 04 - 17

4970010 --> Friday, 04 - 09

4970011 --> Friday, 04 - 01

4970012 --> Friday, 04 - 20

4970013 --> Friday, 04 - 05

4970014 --> Friday, 03 - 28

4970015 --> Friday, 04 - 17

4970016 --> Friday, 04 - 01

4970017 --> Friday, 03 - 24

4970018 --> Friday, 04 - 13

4970019 --> Friday, 03 - 29

4970020 --> Friday, 04 - 17

4970021 --> Friday, 04 - 09

4970022 --> Friday, 03 - 25

4970023 --> Friday, 04 - 14

4970024 --> Friday, 04 - 05

4970025 --> Friday, 03 - 21

4970026 --> Friday, 04 - 10

4970027 --> Friday, 04 - 02

4970028 --> Friday, 04 - 21

4970029 --> Friday, 04 - 06

4970030 --> Friday, 03 - 29

4970031 --> Friday, 04 - 18

4970032 --> Friday, 04 - 09

4970033 --> Friday, 03 - 25

4970034 --> Friday, 04 - 14

4970035 --> Friday, 04 - 06

4970036 --> Friday, 03 - 21

4970037 --> Friday, 04 - 10

4970038 --> Friday, 04 - 02

4970039 --> Friday, 04 - 15

4970040 --> Friday, 04 - 06

4970041 --> Friday, 03 - 29

4970042 --> Friday, 04 - 18

4970043 --> Friday, 04 - 03

4970044 --> Friday, 03 - 25

4970045 --> Friday, 04 - 14

4970046 --> Friday, 03 - 30

4970047 --> Friday, 04 - 19

4970048 --> Friday, 04 - 10

4970049 --> Friday, 03 - 26

4970050 --> Friday, 04 - 15

4970051 --> Friday, 04 - 07

4970052 --> Friday, 03 - 29

4970053 --> Friday, 04 - 11

4970054 --> Friday, 04 - 03

4970055 --> Friday, 03 - 26

4970056 --> Friday, 04 - 14

4970057 --> Friday, 03 - 30

4970058 --> Friday, 04 - 19

4970059 --> Friday, 04 - 04

4970060 --> Friday, 03 - 26

4970061 --> Friday, 04 - 15

4970062 --> Friday, 04 - 07

4970063 --> Friday, 03 - 23

4970064 --> Friday, 04 - 11

4970065 --> Friday, 04 - 03

4970066 --> Friday, 04 - 23

4970067 --> Friday, 04 - 08

4970068 --> Friday, 03 - 30

4970069 --> Friday, 04 - 19

4970070 --> Friday, 04 - 04

4970071 --> Friday, 03 - 27

4970072 --> Friday, 04 - 15

4970073 --> Friday, 03 - 31

4970074 --> Friday, 03 - 23

4970075 --> Friday, 04 - 12

4970076 --> Friday, 04 - 03

4970077 --> Friday, 04 - 16

4970078 --> Friday, 04 - 08

4970079 --> Friday, 03 - 24

4970080 --> Friday, 04 - 12

4970081 --> Friday, 04 - 04

4970082 --> Friday, 03 - 27

4970083 --> Friday, 04 - 09

4970084 --> Friday, 03 - 31

4970085 --> Friday, 04 - 20

4970086 --> Friday, 04 - 12

4970087 --> Friday, 03 - 28

4970088 --> Friday, 04 - 16

4970089 --> Friday, 04 - 08

4970090 --> Friday, 03 - 24

4970091 --> Friday, 04 - 13

4970092 --> Friday, 04 - 04

4970093 --> Friday, 03 - 20

4970094 --> Friday, 04 - 09

4970095 --> Friday, 04 - 01

4970096 --> Friday, 04 - 20

4970097 --> Friday, 04 - 05

4970098 --> Friday, 03 - 28

4970099 --> Friday, 04 - 17

4970100 --> Friday, 04 - 02

4970101 --> Friday, 03 - 25

4970102 --> Friday, 04 - 14

4970103 --> Friday, 03 - 30

4970104 --> Friday, 04 - 18

4970105 --> Friday, 04 - 10

4970106 --> Friday, 04 - 02

4970107 --> Friday, 04 - 15

4970108 --> Friday, 04 - 06

4970109 --> Friday, 03 - 29

4970110 --> Friday, 04 - 18

4970111 --> Friday, 04 - 03

4970112 --> Friday, 03 - 25

4970113 --> Friday, 04 - 14

4970114 --> Friday, 03 - 30

4970115 --> Friday, 04 - 19

4970116 --> Friday, 04 - 10

4970117 --> Friday, 03 - 26

4970118 --> Friday, 04 - 15

4970119 --> Friday, 04 - 07

4970120 --> Friday, 03 - 22

4970121 --> Friday, 04 - 11

4970122 --> Friday, 04 - 03

4970123 --> Friday, 04 - 23

4970124 --> Friday, 04 - 07

4970125 --> Friday, 03 - 30

4970126 --> Friday, 04 - 19

4970127 --> Friday, 04 - 04

4970128 --> Friday, 03 - 26

4970129 --> Friday, 04 - 15

4970130 --> Friday, 04 - 07

4970131 --> Friday, 03 - 23

4970132 --> Friday, 04 - 11

4970133 --> Friday, 04 - 03

4970134 --> Friday, 04 - 16

4970135 --> Friday, 04 - 08

4970136 --> Friday, 03 - 30

4970137 --> Friday, 04 - 19

4970138 --> Friday, 04 - 04

4970139 --> Friday, 03 - 27

4970140 --> Friday, 04 - 15

4970141 --> Friday, 03 - 31

4970142 --> Friday, 04 - 20

4970143 --> Friday, 04 - 12

4970144 --> Friday, 03 - 27

4970145 --> Friday, 04 - 16

4970146 --> Friday, 04 - 08

4970147 --> Friday, 03 - 24

4970148 --> Friday, 04 - 12

4970149 --> Friday, 04 - 04

4970150 --> Friday, 03 - 27

4970151 --> Friday, 04 - 09

4970152 --> Friday, 03 - 31

4970153 --> Friday, 04 - 20

4970154 --> Friday, 04 - 05

4970155 --> Friday, 03 - 28

4970156 --> Friday, 04 - 16

4970157 --> Friday, 04 - 08

4970158 --> Friday, 03 - 24

4970159 --> Friday, 04 - 13

4970160 --> Friday, 04 - 04

4970161 --> Friday, 04 - 17

4970162 --> Friday, 04 - 09

4970163 --> Friday, 04 - 01

4970164 --> Friday, 04 - 20

4970165 --> Friday, 04 - 05

4970166 --> Friday, 03 - 28

4970167 --> Friday, 04 - 17

4970168 --> Friday, 04 - 01

4970169 --> Friday, 03 - 24

4970170 --> Friday, 04 - 13

4970171 --> Friday, 03 - 29

4970172 --> Friday, 04 - 17

4970173 --> Friday, 04 - 09

4970174 --> Friday, 03 - 25

4970175 --> Friday, 04 - 14

4970176 --> Friday, 04 - 05

4970177 --> Friday, 03 - 28

4970178 --> Friday, 04 - 10

4970179 --> Friday, 04 - 02

4970180 --> Friday, 04 - 21

4970181 --> Friday, 04 - 13

4970182 --> Friday, 03 - 29

4970183 --> Friday, 04 - 18

4970184 --> Friday, 04 - 09

4970185 --> Friday, 03 - 25

4970186 --> Friday, 04 - 14

4970187 --> Friday, 04 - 06

4970188 --> Friday, 03 - 21

4970189 --> Friday, 04 - 10

4970190 --> Friday, 04 - 02

4970191 --> Friday, 04 - 22

4970192 --> Friday, 04 - 06

4970193 --> Friday, 03 - 29

4970194 --> Friday, 04 - 18

4970195 --> Friday, 04 - 03

4970196 --> Friday, 03 - 25

4970197 --> Friday, 04 - 14

4970198 --> Friday, 03 - 30

4970199 --> Friday, 04 - 19

4970200 --> Friday, 04 - 11

4970201 --> Friday, 03 - 27

4970202 --> Friday, 04 - 16

4970203 --> Friday, 04 - 08

4970204 --> Friday, 03 - 30

4970205 --> Friday, 04 - 12

4970206 --> Friday, 04 - 04

4970207 --> Friday, 03 - 27

4970208 --> Friday, 04 - 15

4970209 --> Friday, 03 - 31

4970210 --> Friday, 04 - 20

4970211 --> Friday, 04 - 05

4970212 --> Friday, 03 - 27

4970213 --> Friday, 04 - 16

4970214 --> Friday, 04 - 08

4970215 --> Friday, 03 - 24

4970216 --> Friday, 04 - 12

4970217 --> Friday, 04 - 04

4970218 --> Friday, 04 - 17

4970219 --> Friday, 04 - 09

4970220 --> Friday, 03 - 31

4970221 --> Friday, 04 - 20

4970222 --> Friday, 04 - 05

4970223 --> Friday, 03 - 28

4970224 --> Friday, 04 - 16

4970225 --> Friday, 04 - 01

4970226 --> Friday, 03 - 24

4970227 --> Friday, 04 - 13

4970228 --> Friday, 04 - 04

4970229 --> Friday, 04 - 17

4970230 --> Friday, 04 - 09

4970231 --> Friday, 03 - 25

4970232 --> Friday, 04 - 13

4970233 --> Friday, 04 - 05

4970234 --> Friday, 03 - 28

4970235 --> Friday, 04 - 10

4970236 --> Friday, 04 - 01

4970237 --> Friday, 04 - 21

4970238 --> Friday, 04 - 13

4970239 --> Friday, 03 - 29

4970240 --> Friday, 04 - 17

4970241 --> Friday, 04 - 09

4970242 --> Friday, 03 - 25

4970243 --> Friday, 04 - 14

4970244 --> Friday, 04 - 05

4970245 --> Friday, 03 - 21

4970246 --> Friday, 04 - 10

4970247 --> Friday, 04 - 02

4970248 --> Friday, 04 - 21

4970249 --> Friday, 04 - 06

4970250 --> Friday, 03 - 29

4970251 --> Friday, 04 - 18

4970252 --> Friday, 04 - 02

4970253 --> Friday, 03 - 25

4970254 --> Friday, 04 - 14

4970255 --> Friday, 03 - 30

4970256 --> Friday, 04 - 18

4970257 --> Friday, 04 - 10

4970258 --> Friday, 04 - 02

4970259 --> Friday, 04 - 15

4970260 --> Friday, 04 - 06

4970261 --> Friday, 03 - 29

4970262 --> Friday, 04 - 18

4970263 --> Friday, 04 - 03

4970264 --> Friday, 03 - 25

4970265 --> Friday, 04 - 14

4970266 --> Friday, 03 - 30

4970267 --> Friday, 04 - 19

4970268 --> Friday, 04 - 10

4970269 --> Friday, 03 - 26

4970270 --> Friday, 04 - 15

4970271 --> Friday, 04 - 07

4970272 --> Friday, 03 - 22

4970273 --> Friday, 04 - 11

4970274 --> Friday, 04 - 03

4970275 --> Friday, 04 - 23

4970276 --> Friday, 04 - 07

4970277 --> Friday, 03 - 30

4970278 --> Friday, 04 - 19

4970279 --> Friday, 04 - 04

4970280 --> Friday, 03 - 26

4970281 --> Friday, 04 - 15

4970282 --> Friday, 04 - 07

4970283 --> Friday, 03 - 23

4970284 --> Friday, 04 - 11

4970285 --> Friday, 04 - 03

4970286 --> Friday, 04 - 16

4970287 --> Friday, 04 - 08

4970288 --> Friday, 03 - 30

4970289 --> Friday, 04 - 19

4970290 --> Friday, 04 - 04

4970291 --> Friday, 03 - 27

4970292 --> Friday, 04 - 15

4970293 --> Friday, 03 - 31

4970294 --> Friday, 04 - 20

4970295 --> Friday, 04 - 12

4970296 --> Friday, 03 - 27

4970297 --> Friday, 04 - 16

4970298 --> Friday, 04 - 08

4970299 --> Friday, 03 - 24

4970300 --> Friday, 04 - 13

4970301 --> Friday, 04 - 05

4970302 --> Friday, 03 - 28

4970303 --> Friday, 04 - 10

4970304 --> Friday, 04 - 01

4970305 --> Friday, 04 - 21

4970306 --> Friday, 04 - 06

4970307 --> Friday, 03 - 29

4970308 --> Friday, 04 - 17

4970309 --> Friday, 04 - 09

4970310 --> Friday, 03 - 25

4970311 --> Friday, 04 - 14

4970312 --> Friday, 04 - 05

4970313 --> Friday, 03 - 21

4970314 --> Friday, 04 - 10

4970315 --> Friday, 04 - 02

4970316 --> Friday, 04 - 21

4970317 --> Friday, 04 - 06

4970318 --> Friday, 03 - 29

4970319 --> Friday, 04 - 18

4970320 --> Friday, 04 - 02

4970321 --> Friday, 03 - 25

4970322 --> Friday, 04 - 14

4970323 --> Friday, 03 - 30

4970324 --> Friday, 04 - 18

4970325 --> Friday, 04 - 10

4970326 --> Friday, 03 - 26

4970327 --> Friday, 04 - 15

4970328 --> Friday, 04 - 06

4970329 --> Friday, 03 - 29

4970330 --> Friday, 04 - 11

4970331 --> Friday, 04 - 03

4970332 --> Friday, 03 - 25

4970333 --> Friday, 04 - 14

4970334 --> Friday, 03 - 30

4970335 --> Friday, 04 - 19

4970336 --> Friday, 04 - 10

4970337 --> Friday, 03 - 26

4970338 --> Friday, 04 - 15

4970339 --> Friday, 04 - 07

4970340 --> Friday, 03 - 22

4970341 --> Friday, 04 - 11

4970342 --> Friday, 04 - 03

4970343 --> Friday, 04 - 23

4970344 --> Friday, 04 - 07

4970345 --> Friday, 03 - 30

4970346 --> Friday, 04 - 19

4970347 --> Friday, 04 - 04

4970348 --> Friday, 03 - 26

4970349 --> Friday, 04 - 15

4970350 --> Friday, 03 - 31

4970351 --> Friday, 03 - 23

4970352 --> Friday, 04 - 11

4970353 --> Friday, 04 - 03

4970354 --> Friday, 04 - 16

4970355 --> Friday, 04 - 08

4970356 --> Friday, 03 - 30

4970357 --> Friday, 04 - 19

4970358 --> Friday, 04 - 04

4970359 --> Friday, 03 - 27

4970360 --> Friday, 04 - 15

4970361 --> Friday, 03 - 31

4970362 --> Friday, 04 - 20

4970363 --> Friday, 04 - 12

4970364 --> Friday, 03 - 27

4970365 --> Friday, 04 - 16

4970366 --> Friday, 04 - 08

4970367 --> Friday, 03 - 24

4970368 --> Friday, 04 - 12

4970369 --> Friday, 04 - 04

4970370 --> Friday, 03 - 20

4970371 --> Friday, 04 - 09

4970372 --> Friday, 03 - 31

4970373 --> Friday, 04 - 20

4970374 --> Friday, 04 - 05

4970375 --> Friday, 03 - 28

4970376 --> Friday, 04 - 16

4970377 --> Friday, 04 - 08

4970378 --> Friday, 03 - 24

4970379 --> Friday, 04 - 13

4970380 --> Friday, 04 - 04

4970381 --> Friday, 04 - 17

4970382 --> Friday, 04 - 09

4970383 --> Friday, 04 - 01

4970384 --> Friday, 04 - 20

4970385 --> Friday, 04 - 05

4970386 --> Friday, 03 - 28

4970387 --> Friday, 04 - 17

4970388 --> Friday, 04 - 01

4970389 --> Friday, 03 - 24

4970390 --> Friday, 04 - 13

4970391 --> Friday, 03 - 29

4970392 --> Friday, 04 - 17

4970393 --> Friday, 04 - 09

4970394 --> Friday, 03 - 25

4970395 --> Friday, 04 - 14

4970396 --> Friday, 04 - 05

4970397 --> Friday, 03 - 28

4970398 --> Friday, 04 - 10

4970399 --> Friday, 04 - 02

4970400 --> Friday, 04 - 21

4970401 --> Friday, 04 - 06

4970402 --> Friday, 03 - 29

4970403 --> Friday, 04 - 18

4970404 --> Friday, 04 - 09

4970405 --> Friday, 03 - 25

4970406 --> Friday, 04 - 14

4970407 --> Friday, 04 - 06

4970408 --> Friday, 03 - 21

4970409 --> Friday, 04 - 10

4970410 --> Friday, 04 - 02

4970411 --> Friday, 04 - 22

4970412 --> Friday, 04 - 06

4970413 --> Friday, 03 - 29

4970414 --> Friday, 04 - 18

4970415 --> Friday, 04 - 03

4970416 --> Friday, 03 - 25

4970417 --> Friday, 04 - 14

4970418 --> Friday, 03 - 30

4970419 --> Friday, 04 - 19

4970420 --> Friday, 04 - 10

4970421 --> Friday, 03 - 26

4970422 --> Friday, 04 - 15

4970423 --> Friday, 04 - 07

4970424 --> Friday, 03 - 29

4970425 --> Friday, 04 - 11

4970426 --> Friday, 04 - 03

4970427 --> Friday, 03 - 26

4970428 --> Friday, 04 - 14

4970429 --> Friday, 03 - 30

4970430 --> Friday, 04 - 19

4970431 --> Friday, 04 - 11

4970432 --> Friday, 03 - 26

4970433 --> Friday, 04 - 15

4970434 --> Friday, 04 - 07

4970435 --> Friday, 03 - 23

4970436 --> Friday, 04 - 11

4970437 --> Friday, 04 - 03

4970438 --> Friday, 04 - 23

4970439 --> Friday, 04 - 08

4970440 --> Friday, 03 - 30

4970441 --> Friday, 04 - 19

4970442 --> Friday, 04 - 04

4970443 --> Friday, 03 - 27

4970444 --> Friday, 04 - 15

4970445 --> Friday, 03 - 31

4970446 --> Friday, 03 - 23

4970447 --> Friday, 04 - 12

4970448 --> Friday, 04 - 03

4970449 --> Friday, 04 - 16

4970450 --> Friday, 04 - 08

4970451 --> Friday, 03 - 31

4970452 --> Friday, 04 - 19

4970453 --> Friday, 04 - 04

4970454 --> Friday, 03 - 27

4970455 --> Friday, 04 - 16

4970456 --> Friday, 03 - 31

4970457 --> Friday, 04 - 20

4970458 --> Friday, 04 - 12

4970459 --> Friday, 03 - 28

4970460 --> Friday, 04 - 16

4970461 --> Friday, 04 - 08

4970462 --> Friday, 03 - 24

4970463 --> Friday, 04 - 13

4970464 --> Friday, 04 - 04

4970465 --> Friday, 03 - 20

4970466 --> Friday, 04 - 09

4970467 --> Friday, 04 - 01

4970468 --> Friday, 04 - 20

4970469 --> Friday, 04 - 05

4970470 --> Friday, 03 - 28

4970471 --> Friday, 04 - 17

4970472 --> Friday, 04 - 08

4970473 --> Friday, 03 - 24

4970474 --> Friday, 04 - 13

4970475 --> Friday, 04 - 05

4970476 --> Friday, 04 - 17

4970477 --> Friday, 04 - 09

4970478 --> Friday, 04 - 01

4970479 --> Friday, 04 - 14

4970480 --> Friday, 04 - 05

4970481 --> Friday, 03 - 28

4970482 --> Friday, 04 - 17

4970483 --> Friday, 04 - 02

4970484 --> Friday, 03 - 24

4970485 --> Friday, 04 - 13

4970486 --> Friday, 03 - 29

4970487 --> Friday, 04 - 18

4970488 --> Friday, 04 - 09

4970489 --> Friday, 03 - 25

4970490 --> Friday, 04 - 14

4970491 --> Friday, 04 - 06

4970492 --> Friday, 03 - 28

4970493 --> Friday, 04 - 10

4970494 --> Friday, 04 - 02

4970495 --> Friday, 04 - 22

4970496 --> Friday, 04 - 06

4970497 --> Friday, 03 - 29

4970498 --> Friday, 04 - 18

4970499 --> Friday, 04 - 03

4970500 --> Friday, 03 - 26

4970501 --> Friday, 04 - 15

4970502 --> Friday, 03 - 31

4970503 --> Friday, 03 - 23

4970504 --> Friday, 04 - 11

4970505 --> Friday, 04 - 03

4970506 --> Friday, 04 - 16

4970507 --> Friday, 04 - 08

4970508 --> Friday, 03 - 30

4970509 --> Friday, 04 - 19

4970510 --> Friday, 04 - 04

4970511 --> Friday, 03 - 27

4970512 --> Friday, 04 - 15

4970513 --> Friday, 03 - 31

4970514 --> Friday, 04 - 20

4970515 --> Friday, 04 - 12

4970516 --> Friday, 03 - 27

4970517 --> Friday, 04 - 16

4970518 --> Friday, 04 - 08

4970519 --> Friday, 03 - 24

4970520 --> Friday, 04 - 12

4970521 --> Friday, 04 - 04

4970522 --> Friday, 03 - 20

4970523 --> Friday, 04 - 09

4970524 --> Friday, 03 - 31

4970525 --> Friday, 04 - 20

4970526 --> Friday, 04 - 05

4970527 --> Friday, 03 - 28

4970528 --> Friday, 04 - 16

4970529 --> Friday, 04 - 08

4970530 --> Friday, 03 - 24

4970531 --> Friday, 04 - 13

4970532 --> Friday, 04 - 04

4970533 --> Friday, 04 - 17

4970534 --> Friday, 04 - 09

4970535 --> Friday, 04 - 01

4970536 --> Friday, 04 - 20

4970537 --> Friday, 04 - 05

4970538 --> Friday, 03 - 28

4970539 --> Friday, 04 - 17

