Good Friday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 3930000 through 3939999



3930000 --> Friday, 03 - 24

3930001 --> Friday, 04 - 13

3930002 --> Friday, 04 - 05

3930003 --> Friday, 04 - 18

3930004 --> Friday, 04 - 09

3930005 --> Friday, 04 - 01

3930006 --> Friday, 04 - 21

3930007 --> Friday, 04 - 06

3930008 --> Friday, 03 - 28

3930009 --> Friday, 04 - 17

3930010 --> Friday, 04 - 02

3930011 --> Friday, 03 - 25

3930012 --> Friday, 04 - 13

3930013 --> Friday, 03 - 29

3930014 --> Friday, 04 - 18

3930015 --> Friday, 04 - 10

3930016 --> Friday, 04 - 01

3930017 --> Friday, 04 - 14

3930018 --> Friday, 04 - 06

3930019 --> Friday, 03 - 22

3930020 --> Friday, 04 - 10

3930021 --> Friday, 04 - 02

3930022 --> Friday, 04 - 22

3930023 --> Friday, 04 - 07

3930024 --> Friday, 03 - 29

3930025 --> Friday, 04 - 18

3930026 --> Friday, 04 - 10

3930027 --> Friday, 03 - 26

3930028 --> Friday, 04 - 14

3930029 --> Friday, 04 - 06

3930030 --> Friday, 03 - 22

3930031 --> Friday, 04 - 11

3930032 --> Friday, 04 - 02

3930033 --> Friday, 04 - 22

3930034 --> Friday, 04 - 07

3930035 --> Friday, 03 - 30

3930036 --> Friday, 04 - 18

3930037 --> Friday, 04 - 03

3930038 --> Friday, 03 - 26

3930039 --> Friday, 04 - 15

3930040 --> Friday, 03 - 30

3930041 --> Friday, 04 - 19

3930042 --> Friday, 04 - 11

3930043 --> Friday, 03 - 27

3930044 --> Friday, 04 - 15

3930045 --> Friday, 04 - 07

3930046 --> Friday, 03 - 30

3930047 --> Friday, 04 - 12

3930048 --> Friday, 04 - 03

3930049 --> Friday, 03 - 26

3930050 --> Friday, 04 - 15

3930051 --> Friday, 03 - 31

3930052 --> Friday, 04 - 19

3930053 --> Friday, 04 - 11

3930054 --> Friday, 03 - 27

3930055 --> Friday, 04 - 16

3930056 --> Friday, 04 - 07

3930057 --> Friday, 03 - 23

3930058 --> Friday, 04 - 12

3930059 --> Friday, 04 - 04

3930060 --> Friday, 04 - 23

3930061 --> Friday, 04 - 08

3930062 --> Friday, 03 - 31

3930063 --> Friday, 04 - 20

3930064 --> Friday, 04 - 04

3930065 --> Friday, 03 - 27

3930066 --> Friday, 04 - 16

3930067 --> Friday, 04 - 01

3930068 --> Friday, 03 - 23

3930069 --> Friday, 04 - 12

3930070 --> Friday, 04 - 04

3930071 --> Friday, 04 - 17

3930072 --> Friday, 04 - 08

3930073 --> Friday, 03 - 31

3930074 --> Friday, 04 - 13

3930075 --> Friday, 04 - 05

3930076 --> Friday, 03 - 27

3930077 --> Friday, 04 - 16

3930078 --> Friday, 04 - 01

3930079 --> Friday, 04 - 21

3930080 --> Friday, 04 - 12

3930081 --> Friday, 03 - 28

3930082 --> Friday, 04 - 17

3930083 --> Friday, 04 - 09

3930084 --> Friday, 03 - 24

3930085 --> Friday, 04 - 13

3930086 --> Friday, 04 - 05

3930087 --> Friday, 03 - 21

3930088 --> Friday, 04 - 09

3930089 --> Friday, 04 - 01

3930090 --> Friday, 04 - 21

3930091 --> Friday, 04 - 06

3930092 --> Friday, 03 - 28

3930093 --> Friday, 04 - 17

3930094 --> Friday, 04 - 02

3930095 --> Friday, 03 - 25

3930096 --> Friday, 04 - 13

3930097 --> Friday, 04 - 05

3930098 --> Friday, 04 - 18

3930099 --> Friday, 04 - 10

3930100 --> Friday, 04 - 02

3930101 --> Friday, 04 - 22

3930102 --> Friday, 04 - 07

3930103 --> Friday, 03 - 30

3930104 --> Friday, 04 - 18

3930105 --> Friday, 04 - 03

3930106 --> Friday, 03 - 26

3930107 --> Friday, 04 - 15

3930108 --> Friday, 03 - 30

3930109 --> Friday, 04 - 19

3930110 --> Friday, 04 - 11

3930111 --> Friday, 03 - 27

3930112 --> Friday, 04 - 15

3930113 --> Friday, 04 - 07

3930114 --> Friday, 03 - 23

3930115 --> Friday, 04 - 12

3930116 --> Friday, 04 - 03

3930117 --> Friday, 03 - 26

3930118 --> Friday, 04 - 08

3930119 --> Friday, 03 - 31

3930120 --> Friday, 04 - 19

3930121 --> Friday, 04 - 11

3930122 --> Friday, 03 - 27

3930123 --> Friday, 04 - 16

3930124 --> Friday, 04 - 07

3930125 --> Friday, 03 - 23

3930126 --> Friday, 04 - 12

3930127 --> Friday, 04 - 04

3930128 --> Friday, 04 - 23

3930129 --> Friday, 04 - 08

3930130 --> Friday, 03 - 31

3930131 --> Friday, 04 - 20

3930132 --> Friday, 04 - 04

3930133 --> Friday, 03 - 27

3930134 --> Friday, 04 - 16

3930135 --> Friday, 04 - 01

3930136 --> Friday, 03 - 23

3930137 --> Friday, 04 - 12

3930138 --> Friday, 03 - 28

3930139 --> Friday, 04 - 17

3930140 --> Friday, 04 - 08

3930141 --> Friday, 03 - 31

3930142 --> Friday, 04 - 13

3930143 --> Friday, 04 - 05

3930144 --> Friday, 03 - 27

3930145 --> Friday, 04 - 16

3930146 --> Friday, 04 - 01

3930147 --> Friday, 04 - 21

3930148 --> Friday, 04 - 12

3930149 --> Friday, 03 - 28

3930150 --> Friday, 04 - 17

