Good Friday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 3670000 through 3679999



3670000 --> Friday, 03 - 31

3670001 --> Friday, 04 - 20

3670002 --> Friday, 04 - 05

3670003 --> Friday, 03 - 28

3670004 --> Friday, 04 - 16

3670005 --> Friday, 04 - 08

3670006 --> Friday, 03 - 24

3670007 --> Friday, 04 - 13

3670008 --> Friday, 04 - 04

3670009 --> Friday, 04 - 17

3670010 --> Friday, 04 - 09

3670011 --> Friday, 04 - 01

3670012 --> Friday, 04 - 20

3670013 --> Friday, 04 - 05

3670014 --> Friday, 03 - 28

3670015 --> Friday, 04 - 17

3670016 --> Friday, 04 - 01

3670017 --> Friday, 03 - 24

3670018 --> Friday, 04 - 13

3670019 --> Friday, 03 - 29

3670020 --> Friday, 04 - 17

3670021 --> Friday, 04 - 09

3670022 --> Friday, 03 - 25

3670023 --> Friday, 04 - 14

3670024 --> Friday, 04 - 05

3670025 --> Friday, 03 - 28

3670026 --> Friday, 04 - 10

3670027 --> Friday, 04 - 02

3670028 --> Friday, 04 - 21

3670029 --> Friday, 04 - 13

3670030 --> Friday, 03 - 29

3670031 --> Friday, 04 - 18

3670032 --> Friday, 04 - 09

3670033 --> Friday, 03 - 25

3670034 --> Friday, 04 - 14

3670035 --> Friday, 04 - 06

3670036 --> Friday, 03 - 21

3670037 --> Friday, 04 - 10

3670038 --> Friday, 04 - 02

3670039 --> Friday, 04 - 22

3670040 --> Friday, 04 - 06

3670041 --> Friday, 03 - 29

3670042 --> Friday, 04 - 18

3670043 --> Friday, 04 - 03

3670044 --> Friday, 03 - 25

3670045 --> Friday, 04 - 14

3670046 --> Friday, 03 - 30

3670047 --> Friday, 04 - 19

3670048 --> Friday, 04 - 10

3670049 --> Friday, 04 - 02

3670050 --> Friday, 04 - 15

3670051 --> Friday, 04 - 07

3670052 --> Friday, 03 - 29

3670053 --> Friday, 04 - 18

3670054 --> Friday, 04 - 03

3670055 --> Friday, 03 - 26

3670056 --> Friday, 04 - 14

3670057 --> Friday, 03 - 30

3670058 --> Friday, 04 - 19

3670059 --> Friday, 04 - 11

3670060 --> Friday, 03 - 26

3670061 --> Friday, 04 - 15

3670062 --> Friday, 04 - 07

3670063 --> Friday, 03 - 23

3670064 --> Friday, 04 - 11

3670065 --> Friday, 04 - 03

3670066 --> Friday, 04 - 23

3670067 --> Friday, 04 - 08

3670068 --> Friday, 03 - 30

3670069 --> Friday, 04 - 19

3670070 --> Friday, 04 - 04

3670071 --> Friday, 03 - 27

3670072 --> Friday, 04 - 15

3670073 --> Friday, 04 - 07

3670074 --> Friday, 03 - 23

3670075 --> Friday, 04 - 12

3670076 --> Friday, 04 - 03

3670077 --> Friday, 04 - 16

3670078 --> Friday, 04 - 08

3670079 --> Friday, 03 - 31

3670080 --> Friday, 04 - 19

3670081 --> Friday, 04 - 04

3670082 --> Friday, 03 - 27

3670083 --> Friday, 04 - 16

3670084 --> Friday, 03 - 31

3670085 --> Friday, 04 - 20

3670086 --> Friday, 04 - 12

3670087 --> Friday, 03 - 28

3670088 --> Friday, 04 - 16

3670089 --> Friday, 04 - 08

3670090 --> Friday, 03 - 24

3670091 --> Friday, 04 - 13

3670092 --> Friday, 04 - 04

3670093 --> Friday, 03 - 27

3670094 --> Friday, 04 - 09

3670095 --> Friday, 04 - 01

3670096 --> Friday, 04 - 20

3670097 --> Friday, 04 - 05

3670098 --> Friday, 03 - 28

3670099 --> Friday, 04 - 17

3670100 --> Friday, 04 - 09

3670101 --> Friday, 03 - 25

3670102 --> Friday, 04 - 14

3670103 --> Friday, 04 - 06

3670104 --> Friday, 03 - 21

3670105 --> Friday, 04 - 10

3670106 --> Friday, 04 - 02

3670107 --> Friday, 04 - 22

3670108 --> Friday, 04 - 06

3670109 --> Friday, 03 - 29

3670110 --> Friday, 04 - 18

3670111 --> Friday, 04 - 03

3670112 --> Friday, 03 - 25

