Good Friday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 2350000 through 2359999



2350000 --> Friday, 04 - 21

2350001 --> Friday, 04 - 06

2350002 --> Friday, 03 - 29

2350003 --> Friday, 04 - 18

2350004 --> Friday, 04 - 02

2350005 --> Friday, 03 - 25

2350006 --> Friday, 04 - 14

2350007 --> Friday, 03 - 30

2350008 --> Friday, 04 - 18

2350009 --> Friday, 04 - 10

2350010 --> Friday, 03 - 26

2350011 --> Friday, 04 - 15

2350012 --> Friday, 04 - 06

2350013 --> Friday, 03 - 29

2350014 --> Friday, 04 - 11

2350015 --> Friday, 04 - 03

2350016 --> Friday, 04 - 22

2350017 --> Friday, 04 - 07

2350018 --> Friday, 03 - 30

2350019 --> Friday, 04 - 19

2350020 --> Friday, 04 - 10

2350021 --> Friday, 03 - 26

2350022 --> Friday, 04 - 15

2350023 --> Friday, 04 - 07

2350024 --> Friday, 03 - 22

2350025 --> Friday, 04 - 11

2350026 --> Friday, 04 - 03

2350027 --> Friday, 04 - 16

2350028 --> Friday, 04 - 07

2350029 --> Friday, 03 - 30

2350030 --> Friday, 04 - 19

2350031 --> Friday, 04 - 04

2350032 --> Friday, 03 - 26

2350033 --> Friday, 04 - 15

2350034 --> Friday, 03 - 31

2350035 --> Friday, 04 - 20

2350036 --> Friday, 04 - 11

2350037 --> Friday, 03 - 27

2350038 --> Friday, 04 - 16

2350039 --> Friday, 04 - 08

2350040 --> Friday, 03 - 30

2350041 --> Friday, 04 - 12

2350042 --> Friday, 04 - 04

2350043 --> Friday, 03 - 27

2350044 --> Friday, 04 - 15

2350045 --> Friday, 03 - 31

2350046 --> Friday, 04 - 20

2350047 --> Friday, 04 - 12

2350048 --> Friday, 03 - 27

2350049 --> Friday, 04 - 16

2350050 --> Friday, 04 - 08

2350051 --> Friday, 03 - 24

2350052 --> Friday, 04 - 12

2350053 --> Friday, 04 - 04

2350054 --> Friday, 04 - 17

2350055 --> Friday, 04 - 09

2350056 --> Friday, 03 - 31

2350057 --> Friday, 04 - 20

2350058 --> Friday, 04 - 05

2350059 --> Friday, 03 - 28

2350060 --> Friday, 04 - 16

2350061 --> Friday, 04 - 01

2350062 --> Friday, 03 - 24

2350063 --> Friday, 04 - 13

2350064 --> Friday, 04 - 04

2350065 --> Friday, 04 - 17

2350066 --> Friday, 04 - 09

2350067 --> Friday, 04 - 01

2350068 --> Friday, 04 - 20

2350069 --> Friday, 04 - 05

2350070 --> Friday, 03 - 28

2350071 --> Friday, 04 - 17

2350072 --> Friday, 04 - 01

2350073 --> Friday, 04 - 21

