Good Friday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 3720000 through 3729999



3720000 --> Friday, 04 - 07

3720001 --> Friday, 03 - 23

3720002 --> Friday, 04 - 12

3720003 --> Friday, 04 - 04

3720004 --> Friday, 04 - 16

3720005 --> Friday, 04 - 08

3720006 --> Friday, 03 - 31

3720007 --> Friday, 04 - 20

3720008 --> Friday, 04 - 04

3720009 --> Friday, 03 - 27

3720010 --> Friday, 04 - 16

3720011 --> Friday, 04 - 01

3720012 --> Friday, 04 - 20

3720013 --> Friday, 04 - 12

3720014 --> Friday, 03 - 28

3720015 --> Friday, 04 - 17

3720016 --> Friday, 04 - 08

3720017 --> Friday, 03 - 24

3720018 --> Friday, 04 - 13

3720019 --> Friday, 04 - 05

3720020 --> Friday, 03 - 27

3720021 --> Friday, 04 - 09

3720022 --> Friday, 04 - 01

3720023 --> Friday, 04 - 21

3720024 --> Friday, 04 - 12

3720025 --> Friday, 03 - 28

3720026 --> Friday, 04 - 17

3720027 --> Friday, 04 - 09

3720028 --> Friday, 03 - 24

3720029 --> Friday, 04 - 13

3720030 --> Friday, 04 - 05

3720031 --> Friday, 04 - 18

3720032 --> Friday, 04 - 09

3720033 --> Friday, 04 - 01

3720034 --> Friday, 04 - 21

3720035 --> Friday, 04 - 06

3720036 --> Friday, 03 - 28

3720037 --> Friday, 04 - 17

3720038 --> Friday, 04 - 02

3720039 --> Friday, 03 - 25

3720040 --> Friday, 04 - 13

3720041 --> Friday, 03 - 29

3720042 --> Friday, 04 - 18

3720043 --> Friday, 04 - 10

3720044 --> Friday, 04 - 01

3720045 --> Friday, 04 - 14

3720046 --> Friday, 04 - 06

3720047 --> Friday, 03 - 29

3720048 --> Friday, 04 - 10

3720049 --> Friday, 04 - 02

3720050 --> Friday, 04 - 22

3720051 --> Friday, 04 - 07

3720052 --> Friday, 03 - 29

3720053 --> Friday, 04 - 18

3720054 --> Friday, 04 - 10

3720055 --> Friday, 03 - 26

3720056 --> Friday, 04 - 14

3720057 --> Friday, 04 - 06

3720058 --> Friday, 03 - 22

3720059 --> Friday, 04 - 11

3720060 --> Friday, 04 - 02

3720061 --> Friday, 04 - 22

3720062 --> Friday, 04 - 07

3720063 --> Friday, 03 - 30

3720064 --> Friday, 04 - 18

3720065 --> Friday, 04 - 03

3720066 --> Friday, 03 - 26

3720067 --> Friday, 04 - 15

3720068 --> Friday, 03 - 30

3720069 --> Friday, 04 - 19

3720070 --> Friday, 04 - 11

3720071 --> Friday, 03 - 27

3720072 --> Friday, 04 - 15

3720073 --> Friday, 04 - 07

3720074 --> Friday, 03 - 30

3720075 --> Friday, 04 - 12

3720076 --> Friday, 04 - 03

3720077 --> Friday, 03 - 26

3720078 --> Friday, 04 - 15

3720079 --> Friday, 03 - 31

3720080 --> Friday, 04 - 19

3720081 --> Friday, 04 - 11

3720082 --> Friday, 03 - 27

3720083 --> Friday, 04 - 16

3720084 --> Friday, 04 - 07

3720085 --> Friday, 03 - 23

3720086 --> Friday, 04 - 12

3720087 --> Friday, 04 - 04

3720088 --> Friday, 04 - 23

3720089 --> Friday, 04 - 08

3720090 --> Friday, 03 - 31

3720091 --> Friday, 04 - 20

3720092 --> Friday, 04 - 04

3720093 --> Friday, 03 - 27

3720094 --> Friday, 04 - 16

3720095 --> Friday, 04 - 01

3720096 --> Friday, 03 - 23

3720097 --> Friday, 04 - 12

3720098 --> Friday, 04 - 04

3720099 --> Friday, 04 - 17

3720100 --> Friday, 04 - 09

3720101 --> Friday, 04 - 01

3720102 --> Friday, 04 - 21

3720103 --> Friday, 04 - 06

3720104 --> Friday, 03 - 28

3720105 --> Friday, 04 - 17

3720106 --> Friday, 04 - 02

3720107 --> Friday, 03 - 25

