Good Friday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 5200000 through 5209999



5200000 --> Friday, 03 - 31

5200001 --> Friday, 03 - 23

5200002 --> Friday, 04 - 12

5200003 --> Friday, 03 - 28

5200004 --> Friday, 04 - 16

5200005 --> Friday, 04 - 08

5200006 --> Friday, 03 - 31

5200007 --> Friday, 04 - 13

5200008 --> Friday, 04 - 04

5200009 --> Friday, 03 - 27

5200010 --> Friday, 04 - 16

5200011 --> Friday, 04 - 01

5200012 --> Friday, 04 - 20

5200013 --> Friday, 04 - 12

5200014 --> Friday, 03 - 28

5200015 --> Friday, 04 - 17

5200016 --> Friday, 04 - 08

5200017 --> Friday, 03 - 24

5200018 --> Friday, 04 - 13

5200019 --> Friday, 04 - 05

5200020 --> Friday, 03 - 20

5200021 --> Friday, 04 - 09

5200022 --> Friday, 04 - 01

5200023 --> Friday, 04 - 21

5200024 --> Friday, 04 - 05

5200025 --> Friday, 03 - 28

5200026 --> Friday, 04 - 17

5200027 --> Friday, 04 - 02

5200028 --> Friday, 03 - 24

5200029 --> Friday, 04 - 13

5200030 --> Friday, 04 - 05

5200031 --> Friday, 04 - 18

5200032 --> Friday, 04 - 09

5200033 --> Friday, 04 - 01

5200034 --> Friday, 04 - 14

5200035 --> Friday, 04 - 06

5200036 --> Friday, 03 - 28

5200037 --> Friday, 04 - 17

5200038 --> Friday, 04 - 02

5200039 --> Friday, 03 - 25

5200040 --> Friday, 04 - 13

5200041 --> Friday, 03 - 29

5200042 --> Friday, 04 - 18

5200043 --> Friday, 04 - 10

5200044 --> Friday, 03 - 25

5200045 --> Friday, 04 - 14

5200046 --> Friday, 04 - 06

5200047 --> Friday, 03 - 22

5200048 --> Friday, 04 - 10

5200049 --> Friday, 04 - 02

5200050 --> Friday, 04 - 22

5200051 --> Friday, 04 - 07

5200052 --> Friday, 03 - 29

5200053 --> Friday, 04 - 18

5200054 --> Friday, 04 - 03

5200055 --> Friday, 03 - 26

5200056 --> Friday, 04 - 14

5200057 --> Friday, 04 - 06

5200058 --> Friday, 03 - 22

5200059 --> Friday, 04 - 11

5200060 --> Friday, 04 - 02

5200061 --> Friday, 04 - 22

5200062 --> Friday, 04 - 07

5200063 --> Friday, 03 - 30

5200064 --> Friday, 04 - 18

5200065 --> Friday, 04 - 03

5200066 --> Friday, 03 - 26

5200067 --> Friday, 04 - 15

5200068 --> Friday, 03 - 30

5200069 --> Friday, 04 - 19

5200070 --> Friday, 04 - 11

5200071 --> Friday, 03 - 27

5200072 --> Friday, 04 - 15

5200073 --> Friday, 04 - 07

5200074 --> Friday, 03 - 23

5200075 --> Friday, 04 - 12

5200076 --> Friday, 04 - 03

5200077 --> Friday, 03 - 26

5200078 --> Friday, 04 - 08

