Good Friday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 2310000 through 2319999



2310000 --> Friday, 03 - 24

2310001 --> Friday, 04 - 13

2310002 --> Friday, 03 - 29

2310003 --> Friday, 04 - 18

2310004 --> Friday, 04 - 09

2310005 --> Friday, 03 - 25

2310006 --> Friday, 04 - 14

2310007 --> Friday, 04 - 06

2310008 --> Friday, 03 - 21

2310009 --> Friday, 04 - 10

2310010 --> Friday, 04 - 02

2310011 --> Friday, 04 - 22

2310012 --> Friday, 04 - 06

2310013 --> Friday, 03 - 29

2310014 --> Friday, 04 - 18

2310015 --> Friday, 04 - 03

2310016 --> Friday, 03 - 25

2310017 --> Friday, 04 - 14

2310018 --> Friday, 04 - 06

2310019 --> Friday, 03 - 22

2310020 --> Friday, 04 - 10

2310021 --> Friday, 04 - 02

2310022 --> Friday, 04 - 15

2310023 --> Friday, 04 - 07

2310024 --> Friday, 03 - 29

2310025 --> Friday, 04 - 18

2310026 --> Friday, 04 - 03

2310027 --> Friday, 03 - 26

2310028 --> Friday, 04 - 14

2310029 --> Friday, 03 - 30

2310030 --> Friday, 04 - 19

2310031 --> Friday, 04 - 11

2310032 --> Friday, 03 - 26

2310033 --> Friday, 04 - 15

2310034 --> Friday, 04 - 07

2310035 --> Friday, 03 - 23

2310036 --> Friday, 04 - 11

2310037 --> Friday, 04 - 03

2310038 --> Friday, 03 - 26

2310039 --> Friday, 04 - 08

2310040 --> Friday, 03 - 30

2310041 --> Friday, 04 - 19

2310042 --> Friday, 04 - 04

2310043 --> Friday, 03 - 27

2310044 --> Friday, 04 - 15

2310045 --> Friday, 04 - 07

2310046 --> Friday, 03 - 23

2310047 --> Friday, 04 - 12

2310048 --> Friday, 04 - 03

2310049 --> Friday, 04 - 23

2310050 --> Friday, 04 - 08

2310051 --> Friday, 03 - 31

2310052 --> Friday, 04 - 19

2310053 --> Friday, 04 - 04

2310054 --> Friday, 03 - 27

2310055 --> Friday, 04 - 16

2310056 --> Friday, 03 - 31

2310057 --> Friday, 03 - 23

2310058 --> Friday, 04 - 12

2310059 --> Friday, 03 - 28

2310060 --> Friday, 04 - 16

2310061 --> Friday, 04 - 08

2310062 --> Friday, 03 - 24

2310063 --> Friday, 04 - 13

2310064 --> Friday, 04 - 04

2310065 --> Friday, 03 - 27

2310066 --> Friday, 04 - 09

2310067 --> Friday, 04 - 01

2310068 --> Friday, 04 - 20

2310069 --> Friday, 04 - 12

2310070 --> Friday, 03 - 28

2310071 --> Friday, 04 - 17

2310072 --> Friday, 04 - 08

2310073 --> Friday, 03 - 24

2310074 --> Friday, 04 - 13

2310075 --> Friday, 04 - 05

2310076 --> Friday, 03 - 20

2310077 --> Friday, 04 - 09

2310078 --> Friday, 04 - 01

2310079 --> Friday, 04 - 21

2310080 --> Friday, 04 - 05

2310081 --> Friday, 03 - 28

2310082 --> Friday, 04 - 17

2310083 --> Friday, 04 - 02

2310084 --> Friday, 03 - 24

2310085 --> Friday, 04 - 13

2310086 --> Friday, 03 - 29

2310087 --> Friday, 04 - 18

2310088 --> Friday, 04 - 09

2310089 --> Friday, 04 - 01

2310090 --> Friday, 04 - 14

2310091 --> Friday, 04 - 06

2310092 --> Friday, 03 - 28

2310093 --> Friday, 04 - 17

2310094 --> Friday, 04 - 02

2310095 --> Friday, 03 - 25

2310096 --> Friday, 04 - 13

2310097 --> Friday, 03 - 29

2310098 --> Friday, 04 - 18

2310099 --> Friday, 04 - 10

2310100 --> Friday, 03 - 26

2310101 --> Friday, 04 - 15

2310102 --> Friday, 04 - 07

2310103 --> Friday, 03 - 23

2310104 --> Friday, 04 - 11

2310105 --> Friday, 04 - 03

2310106 --> Friday, 04 - 23

2310107 --> Friday, 04 - 08

2310108 --> Friday, 03 - 30

2310109 --> Friday, 04 - 19

2310110 --> Friday, 04 - 04

2310111 --> Friday, 03 - 27

2310112 --> Friday, 04 - 15

2310113 --> Friday, 04 - 07

2310114 --> Friday, 03 - 23

2310115 --> Friday, 04 - 12

2310116 --> Friday, 04 - 03

2310117 --> Friday, 04 - 16

2310118 --> Friday, 04 - 08

2310119 --> Friday, 03 - 31

2310120 --> Friday, 04 - 19

2310121 --> Friday, 04 - 04

2310122 --> Friday, 03 - 27

2310123 --> Friday, 04 - 16

2310124 --> Friday, 03 - 31

2310125 --> Friday, 04 - 20

2310126 --> Friday, 04 - 12

2310127 --> Friday, 03 - 28

2310128 --> Friday, 04 - 16

2310129 --> Friday, 04 - 08

2310130 --> Friday, 03 - 24

2310131 --> Friday, 04 - 13

2310132 --> Friday, 04 - 04

2310133 --> Friday, 03 - 27

2310134 --> Friday, 04 - 09

2310135 --> Friday, 04 - 01

2310136 --> Friday, 04 - 20

2310137 --> Friday, 04 - 05

2310138 --> Friday, 03 - 28

2310139 --> Friday, 04 - 17

2310140 --> Friday, 04 - 08

2310141 --> Friday, 03 - 24

2310142 --> Friday, 04 - 13

2310143 --> Friday, 04 - 05

2310144 --> Friday, 04 - 17

2310145 --> Friday, 04 - 09

2310146 --> Friday, 04 - 01

2310147 --> Friday, 04 - 21

2310148 --> Friday, 04 - 05

2310149 --> Friday, 03 - 28

2310150 --> Friday, 04 - 17

2310151 --> Friday, 04 - 02

2310152 --> Friday, 03 - 24

2310153 --> Friday, 04 - 13

2310154 --> Friday, 03 - 29

2310155 --> Friday, 04 - 18

2310156 --> Friday, 04 - 09

2310157 --> Friday, 03 - 25

2310158 --> Friday, 04 - 14

2310159 --> Friday, 04 - 06

2310160 --> Friday, 03 - 28

2310161 --> Friday, 04 - 10

2310162 --> Friday, 04 - 02

2310163 --> Friday, 04 - 22

2310164 --> Friday, 04 - 13

2310165 --> Friday, 03 - 29

2310166 --> Friday, 04 - 18

2310167 --> Friday, 04 - 10

2310168 --> Friday, 03 - 25

2310169 --> Friday, 04 - 14

2310170 --> Friday, 04 - 06

2310171 --> Friday, 03 - 22

2310172 --> Friday, 04 - 10

2310173 --> Friday, 04 - 02

2310174 --> Friday, 04 - 22

2310175 --> Friday, 04 - 07

2310176 --> Friday, 03 - 29

2310177 --> Friday, 04 - 18

2310178 --> Friday, 04 - 03

2310179 --> Friday, 03 - 26

2310180 --> Friday, 04 - 14

