Good Friday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 1080000 through 1089999



1080000 --> Friday, 04 - 07

1080001 --> Friday, 03 - 30

1080002 --> Friday, 04 - 19

1080003 --> Friday, 04 - 04

1080004 --> Friday, 03 - 26

1080005 --> Friday, 04 - 15

1080006 --> Friday, 03 - 31

1080007 --> Friday, 03 - 23

1080008 --> Friday, 04 - 11

1080009 --> Friday, 04 - 03

1080010 --> Friday, 04 - 16

1080011 --> Friday, 04 - 08

1080012 --> Friday, 03 - 30

1080013 --> Friday, 04 - 19

1080014 --> Friday, 04 - 04

1080015 --> Friday, 03 - 27

1080016 --> Friday, 04 - 15

1080017 --> Friday, 03 - 31

1080018 --> Friday, 04 - 20

1080019 --> Friday, 04 - 12

1080020 --> Friday, 03 - 27

1080021 --> Friday, 04 - 16

1080022 --> Friday, 04 - 08

1080023 --> Friday, 03 - 24

1080024 --> Friday, 04 - 12

1080025 --> Friday, 04 - 04

1080026 --> Friday, 03 - 20

1080027 --> Friday, 04 - 09

1080028 --> Friday, 03 - 31

1080029 --> Friday, 04 - 20

1080030 --> Friday, 04 - 05

1080031 --> Friday, 03 - 28

1080032 --> Friday, 04 - 16

1080033 --> Friday, 04 - 08

1080034 --> Friday, 03 - 24

1080035 --> Friday, 04 - 13

1080036 --> Friday, 04 - 04

1080037 --> Friday, 04 - 17

1080038 --> Friday, 04 - 09

1080039 --> Friday, 04 - 01

1080040 --> Friday, 04 - 20

1080041 --> Friday, 04 - 05

1080042 --> Friday, 03 - 28

1080043 --> Friday, 04 - 17

1080044 --> Friday, 04 - 01

1080045 --> Friday, 03 - 24

1080046 --> Friday, 04 - 13

1080047 --> Friday, 03 - 29

1080048 --> Friday, 04 - 17

1080049 --> Friday, 04 - 09

1080050 --> Friday, 03 - 25

1080051 --> Friday, 04 - 14

1080052 --> Friday, 04 - 05

1080053 --> Friday, 03 - 28

1080054 --> Friday, 04 - 10

1080055 --> Friday, 04 - 02

1080056 --> Friday, 04 - 21

1080057 --> Friday, 04 - 06

1080058 --> Friday, 03 - 29

1080059 --> Friday, 04 - 18

1080060 --> Friday, 04 - 09

1080061 --> Friday, 03 - 25

1080062 --> Friday, 04 - 14

1080063 --> Friday, 04 - 06

1080064 --> Friday, 03 - 21

1080065 --> Friday, 04 - 10

1080066 --> Friday, 04 - 02

1080067 --> Friday, 04 - 22

1080068 --> Friday, 04 - 06

1080069 --> Friday, 03 - 29

1080070 --> Friday, 04 - 18

1080071 --> Friday, 04 - 03

1080072 --> Friday, 03 - 25

1080073 --> Friday, 04 - 14

1080074 --> Friday, 03 - 30

1080075 --> Friday, 04 - 19

1080076 --> Friday, 04 - 10

1080077 --> Friday, 03 - 26

1080078 --> Friday, 04 - 15

1080079 --> Friday, 04 - 07

1080080 --> Friday, 03 - 29

1080081 --> Friday, 04 - 11

1080082 --> Friday, 04 - 03

1080083 --> Friday, 03 - 26

1080084 --> Friday, 04 - 14

1080085 --> Friday, 03 - 30

1080086 --> Friday, 04 - 19

1080087 --> Friday, 04 - 11

1080088 --> Friday, 03 - 26

1080089 --> Friday, 04 - 15

1080090 --> Friday, 04 - 07

1080091 --> Friday, 03 - 23

1080092 --> Friday, 04 - 11

1080093 --> Friday, 04 - 03

1080094 --> Friday, 04 - 23

1080095 --> Friday, 04 - 08

1080096 --> Friday, 03 - 30

1080097 --> Friday, 04 - 19

1080098 --> Friday, 04 - 04

1080099 --> Friday, 03 - 27

1080100 --> Friday, 04 - 16

1080101 --> Friday, 04 - 01

1080102 --> Friday, 03 - 24

1080103 --> Friday, 04 - 13

1080104 --> Friday, 04 - 04

1080105 --> Friday, 04 - 17

1080106 --> Friday, 04 - 09

1080107 --> Friday, 04 - 01

1080108 --> Friday, 04 - 20

1080109 --> Friday, 04 - 05

1080110 --> Friday, 03 - 28

1080111 --> Friday, 04 - 17

1080112 --> Friday, 04 - 01

1080113 --> Friday, 04 - 21

1080114 --> Friday, 04 - 13

1080115 --> Friday, 03 - 29

1080116 --> Friday, 04 - 17

1080117 --> Friday, 04 - 09

1080118 --> Friday, 03 - 25

1080119 --> Friday, 04 - 14

1080120 --> Friday, 04 - 05

1080121 --> Friday, 03 - 21

1080122 --> Friday, 04 - 10

1080123 --> Friday, 04 - 02

1080124 --> Friday, 04 - 21

1080125 --> Friday, 04 - 06

1080126 --> Friday, 03 - 29

1080127 --> Friday, 04 - 18

1080128 --> Friday, 04 - 09

1080129 --> Friday, 03 - 25

1080130 --> Friday, 04 - 14

1080131 --> Friday, 03 - 30

1080132 --> Friday, 04 - 18

1080133 --> Friday, 04 - 10

1080134 --> Friday, 04 - 02

1080135 --> Friday, 04 - 15

1080136 --> Friday, 04 - 06

1080137 --> Friday, 03 - 29

1080138 --> Friday, 04 - 18

1080139 --> Friday, 04 - 03

1080140 --> Friday, 03 - 25

1080141 --> Friday, 04 - 14

1080142 --> Friday, 03 - 30

1080143 --> Friday, 04 - 19

1080144 --> Friday, 04 - 10

1080145 --> Friday, 03 - 26

1080146 --> Friday, 04 - 15

1080147 --> Friday, 04 - 07

1080148 --> Friday, 03 - 29

1080149 --> Friday, 04 - 11

1080150 --> Friday, 04 - 03

1080151 --> Friday, 04 - 23

1080152 --> Friday, 04 - 07

1080153 --> Friday, 03 - 30

1080154 --> Friday, 04 - 19

1080155 --> Friday, 04 - 04

1080156 --> Friday, 03 - 26

1080157 --> Friday, 04 - 15

1080158 --> Friday, 04 - 07

1080159 --> Friday, 03 - 23

1080160 --> Friday, 04 - 11

1080161 --> Friday, 04 - 03

1080162 --> Friday, 04 - 16

1080163 --> Friday, 04 - 08

1080164 --> Friday, 03 - 30

1080165 --> Friday, 04 - 19

1080166 --> Friday, 04 - 04

1080167 --> Friday, 03 - 27

1080168 --> Friday, 04 - 15

1080169 --> Friday, 03 - 31

1080170 --> Friday, 04 - 20

1080171 --> Friday, 04 - 12

1080172 --> Friday, 03 - 27

1080173 --> Friday, 04 - 16

1080174 --> Friday, 04 - 08

1080175 --> Friday, 03 - 24

1080176 --> Friday, 04 - 12

1080177 --> Friday, 04 - 04

1080178 --> Friday, 03 - 27

1080179 --> Friday, 04 - 09

1080180 --> Friday, 03 - 31

1080181 --> Friday, 04 - 20

1080182 --> Friday, 04 - 12

1080183 --> Friday, 03 - 28

1080184 --> Friday, 04 - 16

1080185 --> Friday, 04 - 08

1080186 --> Friday, 03 - 24

1080187 --> Friday, 04 - 13

1080188 --> Friday, 04 - 04

1080189 --> Friday, 04 - 17

1080190 --> Friday, 04 - 09

1080191 --> Friday, 04 - 01

1080192 --> Friday, 04 - 20

1080193 --> Friday, 04 - 05

1080194 --> Friday, 03 - 28

1080195 --> Friday, 04 - 17

1080196 --> Friday, 04 - 01

1080197 --> Friday, 03 - 24

1080198 --> Friday, 04 - 13

1080199 --> Friday, 03 - 29

1080200 --> Friday, 04 - 18

1080201 --> Friday, 04 - 10

1080202 --> Friday, 03 - 26

1080203 --> Friday, 04 - 15

1080204 --> Friday, 04 - 06

1080205 --> Friday, 03 - 29

1080206 --> Friday, 04 - 11

1080207 --> Friday, 04 - 03

1080208 --> Friday, 04 - 22

1080209 --> Friday, 04 - 07

1080210 --> Friday, 03 - 30

1080211 --> Friday, 04 - 19

1080212 --> Friday, 04 - 10

1080213 --> Friday, 03 - 26

1080214 --> Friday, 04 - 15

1080215 --> Friday, 04 - 07

1080216 --> Friday, 03 - 22

1080217 --> Friday, 04 - 11

1080218 --> Friday, 04 - 03

1080219 --> Friday, 04 - 16

1080220 --> Friday, 04 - 07

1080221 --> Friday, 03 - 30

1080222 --> Friday, 04 - 19

1080223 --> Friday, 04 - 04

1080224 --> Friday, 03 - 26

1080225 --> Friday, 04 - 15

1080226 --> Friday, 03 - 31

1080227 --> Friday, 04 - 20

1080228 --> Friday, 04 - 11

1080229 --> Friday, 03 - 27

1080230 --> Friday, 04 - 16

1080231 --> Friday, 04 - 08

1080232 --> Friday, 03 - 30

1080233 --> Friday, 04 - 12

1080234 --> Friday, 04 - 04

1080235 --> Friday, 03 - 27

1080236 --> Friday, 04 - 15

1080237 --> Friday, 03 - 31

1080238 --> Friday, 04 - 20

1080239 --> Friday, 04 - 12

1080240 --> Friday, 03 - 27

1080241 --> Friday, 04 - 16

1080242 --> Friday, 04 - 08

1080243 --> Friday, 03 - 24

1080244 --> Friday, 04 - 12

1080245 --> Friday, 04 - 04

1080246 --> Friday, 04 - 17

1080247 --> Friday, 04 - 09

1080248 --> Friday, 03 - 31

1080249 --> Friday, 04 - 20

1080250 --> Friday, 04 - 05

1080251 --> Friday, 03 - 28

1080252 --> Friday, 04 - 16

1080253 --> Friday, 04 - 01

1080254 --> Friday, 03 - 24

1080255 --> Friday, 04 - 13

1080256 --> Friday, 04 - 04

1080257 --> Friday, 04 - 17

1080258 --> Friday, 04 - 09

1080259 --> Friday, 04 - 01

1080260 --> Friday, 04 - 20

1080261 --> Friday, 04 - 05

1080262 --> Friday, 03 - 28

1080263 --> Friday, 04 - 17

1080264 --> Friday, 04 - 01

1080265 --> Friday, 04 - 21

1080266 --> Friday, 04 - 13

