Good Friday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 5000000 through 5009999



5000000 --> Friday, 04 - 21

5000001 --> Friday, 04 - 06

5000002 --> Friday, 03 - 29

5000003 --> Friday, 04 - 18

5000004 --> Friday, 04 - 02

5000005 --> Friday, 03 - 25

5000006 --> Friday, 04 - 14

5000007 --> Friday, 03 - 30

5000008 --> Friday, 04 - 18

5000009 --> Friday, 04 - 10

5000010 --> Friday, 04 - 02

5000011 --> Friday, 04 - 15

5000012 --> Friday, 04 - 06

5000013 --> Friday, 03 - 29

5000014 --> Friday, 04 - 18

5000015 --> Friday, 04 - 03

5000016 --> Friday, 03 - 25

5000017 --> Friday, 04 - 14

5000018 --> Friday, 03 - 30

5000019 --> Friday, 04 - 19

5000020 --> Friday, 04 - 10

5000021 --> Friday, 03 - 26

5000022 --> Friday, 04 - 15

5000023 --> Friday, 04 - 07

5000024 --> Friday, 03 - 22

5000025 --> Friday, 04 - 11

5000026 --> Friday, 04 - 03

5000027 --> Friday, 04 - 23

5000028 --> Friday, 04 - 07

5000029 --> Friday, 03 - 30

5000030 --> Friday, 04 - 19

5000031 --> Friday, 04 - 04

5000032 --> Friday, 03 - 26

5000033 --> Friday, 04 - 15

5000034 --> Friday, 04 - 07

5000035 --> Friday, 03 - 23

5000036 --> Friday, 04 - 11

5000037 --> Friday, 04 - 03

5000038 --> Friday, 04 - 16

5000039 --> Friday, 04 - 08

5000040 --> Friday, 03 - 30

5000041 --> Friday, 04 - 19

5000042 --> Friday, 04 - 04

5000043 --> Friday, 03 - 27

5000044 --> Friday, 04 - 15

5000045 --> Friday, 03 - 31

5000046 --> Friday, 04 - 20

5000047 --> Friday, 04 - 12

5000048 --> Friday, 03 - 27

5000049 --> Friday, 04 - 16

5000050 --> Friday, 04 - 08

5000051 --> Friday, 03 - 24

5000052 --> Friday, 04 - 12

5000053 --> Friday, 04 - 04

5000054 --> Friday, 03 - 27

5000055 --> Friday, 04 - 09

5000056 --> Friday, 03 - 31

5000057 --> Friday, 04 - 20

5000058 --> Friday, 04 - 12

5000059 --> Friday, 03 - 28

5000060 --> Friday, 04 - 16

5000061 --> Friday, 04 - 08

5000062 --> Friday, 03 - 24

5000063 --> Friday, 04 - 13

5000064 --> Friday, 04 - 04

5000065 --> Friday, 04 - 17

5000066 --> Friday, 04 - 09

5000067 --> Friday, 04 - 01

5000068 --> Friday, 04 - 20

5000069 --> Friday, 04 - 05

5000070 --> Friday, 03 - 28

5000071 --> Friday, 04 - 17

5000072 --> Friday, 04 - 01

5000073 --> Friday, 03 - 24

5000074 --> Friday, 04 - 13

5000075 --> Friday, 03 - 29

5000076 --> Friday, 04 - 17

5000077 --> Friday, 04 - 09

5000078 --> Friday, 03 - 25

5000079 --> Friday, 04 - 14

5000080 --> Friday, 04 - 05

5000081 --> Friday, 03 - 28

5000082 --> Friday, 04 - 10

5000083 --> Friday, 04 - 02

5000084 --> Friday, 04 - 21

5000085 --> Friday, 04 - 13

5000086 --> Friday, 03 - 29

5000087 --> Friday, 04 - 18

5000088 --> Friday, 04 - 09

5000089 --> Friday, 03 - 25

5000090 --> Friday, 04 - 14

5000091 --> Friday, 04 - 06

5000092 --> Friday, 03 - 21

5000093 --> Friday, 04 - 10

5000094 --> Friday, 04 - 02

5000095 --> Friday, 04 - 22

5000096 --> Friday, 04 - 06

5000097 --> Friday, 03 - 29

5000098 --> Friday, 04 - 18

5000099 --> Friday, 04 - 03

5000100 --> Friday, 03 - 26

5000101 --> Friday, 04 - 15

5000102 --> Friday, 03 - 31

5000103 --> Friday, 03 - 23

5000104 --> Friday, 04 - 11

5000105 --> Friday, 04 - 03

5000106 --> Friday, 04 - 16

5000107 --> Friday, 04 - 08

5000108 --> Friday, 03 - 30

5000109 --> Friday, 04 - 19

5000110 --> Friday, 04 - 04

5000111 --> Friday, 03 - 27

5000112 --> Friday, 04 - 15

5000113 --> Friday, 03 - 31

5000114 --> Friday, 04 - 20

5000115 --> Friday, 04 - 12

5000116 --> Friday, 03 - 27

5000117 --> Friday, 04 - 16

5000118 --> Friday, 04 - 08

5000119 --> Friday, 03 - 24

5000120 --> Friday, 04 - 12

5000121 --> Friday, 04 - 04

5000122 --> Friday, 03 - 20

5000123 --> Friday, 04 - 09

5000124 --> Friday, 03 - 31

5000125 --> Friday, 04 - 20

5000126 --> Friday, 04 - 05

5000127 --> Friday, 03 - 28

5000128 --> Friday, 04 - 16

5000129 --> Friday, 04 - 08

5000130 --> Friday, 03 - 24

5000131 --> Friday, 04 - 13

5000132 --> Friday, 04 - 04

5000133 --> Friday, 04 - 17

5000134 --> Friday, 04 - 09

5000135 --> Friday, 04 - 01

5000136 --> Friday, 04 - 20

5000137 --> Friday, 04 - 05

5000138 --> Friday, 03 - 28

5000139 --> Friday, 04 - 17

5000140 --> Friday, 04 - 01

5000141 --> Friday, 03 - 24

5000142 --> Friday, 04 - 13

5000143 --> Friday, 03 - 29

5000144 --> Friday, 04 - 17

5000145 --> Friday, 04 - 09

5000146 --> Friday, 03 - 25

5000147 --> Friday, 04 - 14

5000148 --> Friday, 04 - 05

5000149 --> Friday, 03 - 28

5000150 --> Friday, 04 - 10

5000151 --> Friday, 04 - 02

5000152 --> Friday, 04 - 21

5000153 --> Friday, 04 - 13

5000154 --> Friday, 03 - 29

5000155 --> Friday, 04 - 18

5000156 --> Friday, 04 - 09

5000157 --> Friday, 03 - 25

5000158 --> Friday, 04 - 14

5000159 --> Friday, 04 - 06

5000160 --> Friday, 03 - 21

5000161 --> Friday, 04 - 10

5000162 --> Friday, 04 - 02

5000163 --> Friday, 04 - 22

5000164 --> Friday, 04 - 06

5000165 --> Friday, 03 - 29

5000166 --> Friday, 04 - 18

5000167 --> Friday, 04 - 03

5000168 --> Friday, 03 - 25

5000169 --> Friday, 04 - 14

5000170 --> Friday, 03 - 30

5000171 --> Friday, 04 - 19

5000172 --> Friday, 04 - 10

5000173 --> Friday, 03 - 26

5000174 --> Friday, 04 - 15

5000175 --> Friday, 04 - 07

5000176 --> Friday, 03 - 29

5000177 --> Friday, 04 - 11

5000178 --> Friday, 04 - 03

5000179 --> Friday, 03 - 26

5000180 --> Friday, 04 - 14

5000181 --> Friday, 03 - 30

5000182 --> Friday, 04 - 19

5000183 --> Friday, 04 - 11

5000184 --> Friday, 03 - 26

5000185 --> Friday, 04 - 15

5000186 --> Friday, 04 - 07

5000187 --> Friday, 03 - 23

5000188 --> Friday, 04 - 11

5000189 --> Friday, 04 - 03

5000190 --> Friday, 04 - 23

5000191 --> Friday, 04 - 08

5000192 --> Friday, 03 - 30

5000193 --> Friday, 04 - 19

5000194 --> Friday, 04 - 04

5000195 --> Friday, 03 - 27

5000196 --> Friday, 04 - 15

5000197 --> Friday, 03 - 31

5000198 --> Friday, 03 - 23

5000199 --> Friday, 04 - 12

5000200 --> Friday, 03 - 28

5000201 --> Friday, 04 - 17

5000202 --> Friday, 04 - 09

5000203 --> Friday, 03 - 25

5000204 --> Friday, 04 - 13

5000205 --> Friday, 04 - 05

5000206 --> Friday, 03 - 28

5000207 --> Friday, 04 - 10

5000208 --> Friday, 04 - 01

5000209 --> Friday, 04 - 21

5000210 --> Friday, 04 - 13

5000211 --> Friday, 03 - 29

5000212 --> Friday, 04 - 17

5000213 --> Friday, 04 - 09

5000214 --> Friday, 03 - 25

5000215 --> Friday, 04 - 14

5000216 --> Friday, 04 - 05

5000217 --> Friday, 03 - 21

5000218 --> Friday, 04 - 10

5000219 --> Friday, 04 - 02

5000220 --> Friday, 04 - 21

5000221 --> Friday, 04 - 06

5000222 --> Friday, 03 - 29

5000223 --> Friday, 04 - 18

5000224 --> Friday, 04 - 02

5000225 --> Friday, 03 - 25

5000226 --> Friday, 04 - 14

5000227 --> Friday, 03 - 30

5000228 --> Friday, 04 - 18

5000229 --> Friday, 04 - 10

5000230 --> Friday, 03 - 26

5000231 --> Friday, 04 - 15

5000232 --> Friday, 04 - 06

5000233 --> Friday, 03 - 29

5000234 --> Friday, 04 - 11

5000235 --> Friday, 04 - 03

5000236 --> Friday, 03 - 25

5000237 --> Friday, 04 - 14

5000238 --> Friday, 03 - 30

5000239 --> Friday, 04 - 19

5000240 --> Friday, 04 - 10

5000241 --> Friday, 03 - 26

5000242 --> Friday, 04 - 15

5000243 --> Friday, 04 - 07

5000244 --> Friday, 03 - 22

5000245 --> Friday, 04 - 11

5000246 --> Friday, 04 - 03

5000247 --> Friday, 04 - 23

5000248 --> Friday, 04 - 07

5000249 --> Friday, 03 - 30

5000250 --> Friday, 04 - 19

5000251 --> Friday, 04 - 04

5000252 --> Friday, 03 - 26

5000253 --> Friday, 04 - 15

5000254 --> Friday, 03 - 31

5000255 --> Friday, 03 - 23

5000256 --> Friday, 04 - 11

5000257 --> Friday, 04 - 03

5000258 --> Friday, 04 - 16

5000259 --> Friday, 04 - 08

5000260 --> Friday, 03 - 30

5000261 --> Friday, 04 - 19

5000262 --> Friday, 04 - 04

5000263 --> Friday, 03 - 27

5000264 --> Friday, 04 - 15

5000265 --> Friday, 03 - 31

5000266 --> Friday, 04 - 20

5000267 --> Friday, 04 - 12

5000268 --> Friday, 03 - 27

5000269 --> Friday, 04 - 16

5000270 --> Friday, 04 - 08

5000271 --> Friday, 03 - 24

5000272 --> Friday, 04 - 12

5000273 --> Friday, 04 - 04

5000274 --> Friday, 03 - 20

5000275 --> Friday, 04 - 09

5000276 --> Friday, 03 - 31

5000277 --> Friday, 04 - 20

5000278 --> Friday, 04 - 05

5000279 --> Friday, 03 - 28

5000280 --> Friday, 04 - 16

5000281 --> Friday, 04 - 08

5000282 --> Friday, 03 - 24

5000283 --> Friday, 04 - 13

5000284 --> Friday, 04 - 04

5000285 --> Friday, 04 - 17

5000286 --> Friday, 04 - 09

5000287 --> Friday, 04 - 01

5000288 --> Friday, 04 - 20

5000289 --> Friday, 04 - 05

5000290 --> Friday, 03 - 28

5000291 --> Friday, 04 - 17

5000292 --> Friday, 04 - 01

5000293 --> Friday, 03 - 24

5000294 --> Friday, 04 - 13

5000295 --> Friday, 03 - 29

5000296 --> Friday, 04 - 17

5000297 --> Friday, 04 - 09

5000298 --> Friday, 03 - 25

5000299 --> Friday, 04 - 14

5000300 --> Friday, 04 - 06

5000301 --> Friday, 03 - 29

5000302 --> Friday, 04 - 11

5000303 --> Friday, 04 - 03

5000304 --> Friday, 03 - 25

5000305 --> Friday, 04 - 14

5000306 --> Friday, 03 - 30

5000307 --> Friday, 04 - 19

5000308 --> Friday, 04 - 10

5000309 --> Friday, 03 - 26

5000310 --> Friday, 04 - 15

5000311 --> Friday, 04 - 07

5000312 --> Friday, 03 - 22

5000313 --> Friday, 04 - 11

5000314 --> Friday, 04 - 03

5000315 --> Friday, 04 - 23

5000316 --> Friday, 04 - 07

5000317 --> Friday, 03 - 30

5000318 --> Friday, 04 - 19

5000319 --> Friday, 04 - 04

5000320 --> Friday, 03 - 26

5000321 --> Friday, 04 - 15

5000322 --> Friday, 03 - 31

5000323 --> Friday, 03 - 23

5000324 --> Friday, 04 - 11

5000325 --> Friday, 03 - 27

5000326 --> Friday, 04 - 16

5000327 --> Friday, 04 - 08

5000328 --> Friday, 03 - 30

5000329 --> Friday, 04 - 12

5000330 --> Friday, 04 - 04

5000331 --> Friday, 03 - 27

5000332 --> Friday, 04 - 15

5000333 --> Friday, 03 - 31

5000334 --> Friday, 04 - 20

5000335 --> Friday, 04 - 12

5000336 --> Friday, 03 - 27

5000337 --> Friday, 04 - 16

5000338 --> Friday, 04 - 08

5000339 --> Friday, 03 - 24

5000340 --> Friday, 04 - 12

5000341 --> Friday, 04 - 04

5000342 --> Friday, 03 - 20

5000343 --> Friday, 04 - 09

5000344 --> Friday, 03 - 31

