Good Friday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 3010000 through 3019999



3010000 --> Friday, 04 - 07

3010001 --> Friday, 03 - 30

3010002 --> Friday, 04 - 19

3010003 --> Friday, 04 - 04

3010004 --> Friday, 03 - 26

3010005 --> Friday, 04 - 15

3010006 --> Friday, 03 - 31

3010007 --> Friday, 03 - 23

3010008 --> Friday, 04 - 11

3010009 --> Friday, 04 - 03

3010010 --> Friday, 04 - 16

3010011 --> Friday, 04 - 08

3010012 --> Friday, 03 - 30

3010013 --> Friday, 04 - 19

3010014 --> Friday, 04 - 04

3010015 --> Friday, 03 - 27

3010016 --> Friday, 04 - 15

3010017 --> Friday, 03 - 31

3010018 --> Friday, 04 - 20

3010019 --> Friday, 04 - 12

3010020 --> Friday, 03 - 27

3010021 --> Friday, 04 - 16

3010022 --> Friday, 04 - 08

3010023 --> Friday, 03 - 24

3010024 --> Friday, 04 - 12

3010025 --> Friday, 04 - 04

3010026 --> Friday, 03 - 20

3010027 --> Friday, 04 - 09

3010028 --> Friday, 03 - 31

3010029 --> Friday, 04 - 20

3010030 --> Friday, 04 - 05

3010031 --> Friday, 03 - 28

3010032 --> Friday, 04 - 16

3010033 --> Friday, 04 - 08

3010034 --> Friday, 03 - 24

3010035 --> Friday, 04 - 13

3010036 --> Friday, 04 - 04

3010037 --> Friday, 04 - 17

3010038 --> Friday, 04 - 09

3010039 --> Friday, 04 - 01

3010040 --> Friday, 04 - 20

3010041 --> Friday, 04 - 05

3010042 --> Friday, 03 - 28

3010043 --> Friday, 04 - 17

3010044 --> Friday, 04 - 01

3010045 --> Friday, 03 - 24

3010046 --> Friday, 04 - 13

3010047 --> Friday, 03 - 29

3010048 --> Friday, 04 - 17

3010049 --> Friday, 04 - 09

3010050 --> Friday, 03 - 25

3010051 --> Friday, 04 - 14

3010052 --> Friday, 04 - 05

3010053 --> Friday, 03 - 28

3010054 --> Friday, 04 - 10

3010055 --> Friday, 04 - 02

3010056 --> Friday, 04 - 21

3010057 --> Friday, 04 - 06

3010058 --> Friday, 03 - 29

3010059 --> Friday, 04 - 18

3010060 --> Friday, 04 - 09

3010061 --> Friday, 03 - 25

3010062 --> Friday, 04 - 14

3010063 --> Friday, 04 - 06

3010064 --> Friday, 03 - 21

3010065 --> Friday, 04 - 10

3010066 --> Friday, 04 - 02

3010067 --> Friday, 04 - 22

3010068 --> Friday, 04 - 06

3010069 --> Friday, 03 - 29

3010070 --> Friday, 04 - 18

3010071 --> Friday, 04 - 03

3010072 --> Friday, 03 - 25

3010073 --> Friday, 04 - 14

3010074 --> Friday, 03 - 30

3010075 --> Friday, 04 - 19

3010076 --> Friday, 04 - 10

3010077 --> Friday, 03 - 26

3010078 --> Friday, 04 - 15

3010079 --> Friday, 04 - 07

3010080 --> Friday, 03 - 29

3010081 --> Friday, 04 - 11

3010082 --> Friday, 04 - 03

3010083 --> Friday, 03 - 26

3010084 --> Friday, 04 - 14

3010085 --> Friday, 03 - 30

3010086 --> Friday, 04 - 19

3010087 --> Friday, 04 - 11

3010088 --> Friday, 03 - 26

3010089 --> Friday, 04 - 15

3010090 --> Friday, 04 - 07

3010091 --> Friday, 03 - 23

3010092 --> Friday, 04 - 11

3010093 --> Friday, 04 - 03

3010094 --> Friday, 04 - 23

3010095 --> Friday, 04 - 08

3010096 --> Friday, 03 - 30

3010097 --> Friday, 04 - 19

3010098 --> Friday, 04 - 04

3010099 --> Friday, 03 - 27

3010100 --> Friday, 04 - 16

3010101 --> Friday, 04 - 01

3010102 --> Friday, 03 - 24

3010103 --> Friday, 04 - 13

3010104 --> Friday, 04 - 04

3010105 --> Friday, 04 - 17

3010106 --> Friday, 04 - 09

3010107 --> Friday, 04 - 01

3010108 --> Friday, 04 - 20

3010109 --> Friday, 04 - 05

3010110 --> Friday, 03 - 28

