Good Friday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 3610000 through 3619999



3610000 --> Friday, 04 - 21

3610001 --> Friday, 04 - 06

3610002 --> Friday, 03 - 29

3610003 --> Friday, 04 - 18

3610004 --> Friday, 04 - 09

3610005 --> Friday, 03 - 25

3610006 --> Friday, 04 - 14

3610007 --> Friday, 04 - 06

3610008 --> Friday, 03 - 21

3610009 --> Friday, 04 - 10

3610010 --> Friday, 04 - 02

3610011 --> Friday, 04 - 22

3610012 --> Friday, 04 - 06

3610013 --> Friday, 03 - 29

3610014 --> Friday, 04 - 18

3610015 --> Friday, 04 - 03

3610016 --> Friday, 03 - 25

3610017 --> Friday, 04 - 14

3610018 --> Friday, 03 - 30

3610019 --> Friday, 04 - 19

3610020 --> Friday, 04 - 10

3610021 --> Friday, 03 - 26

3610022 --> Friday, 04 - 15

3610023 --> Friday, 04 - 07

3610024 --> Friday, 03 - 29

3610025 --> Friday, 04 - 11

3610026 --> Friday, 04 - 03

3610027 --> Friday, 03 - 26

3610028 --> Friday, 04 - 14

3610029 --> Friday, 03 - 30

3610030 --> Friday, 04 - 19

3610031 --> Friday, 04 - 11

3610032 --> Friday, 03 - 26

3610033 --> Friday, 04 - 15

3610034 --> Friday, 04 - 07

3610035 --> Friday, 03 - 23

3610036 --> Friday, 04 - 11

3610037 --> Friday, 04 - 03

3610038 --> Friday, 04 - 23

3610039 --> Friday, 04 - 08

3610040 --> Friday, 03 - 30

3610041 --> Friday, 04 - 19

3610042 --> Friday, 04 - 04

3610043 --> Friday, 03 - 27

3610044 --> Friday, 04 - 15

3610045 --> Friday, 03 - 31

3610046 --> Friday, 03 - 23

3610047 --> Friday, 04 - 12

3610048 --> Friday, 04 - 03

3610049 --> Friday, 04 - 16

3610050 --> Friday, 04 - 08

3610051 --> Friday, 03 - 31

3610052 --> Friday, 04 - 19

3610053 --> Friday, 04 - 04

3610054 --> Friday, 03 - 27

3610055 --> Friday, 04 - 16

3610056 --> Friday, 03 - 31

3610057 --> Friday, 04 - 20

3610058 --> Friday, 04 - 12

3610059 --> Friday, 03 - 28

3610060 --> Friday, 04 - 16

3610061 --> Friday, 04 - 08

3610062 --> Friday, 03 - 24

3610063 --> Friday, 04 - 13

3610064 --> Friday, 04 - 04

3610065 --> Friday, 03 - 20

3610066 --> Friday, 04 - 09

3610067 --> Friday, 04 - 01

3610068 --> Friday, 04 - 20

3610069 --> Friday, 04 - 05

3610070 --> Friday, 03 - 28

3610071 --> Friday, 04 - 17

3610072 --> Friday, 04 - 08

3610073 --> Friday, 03 - 24

3610074 --> Friday, 04 - 13

3610075 --> Friday, 04 - 05

3610076 --> Friday, 04 - 17

3610077 --> Friday, 04 - 09

3610078 --> Friday, 04 - 01

3610079 --> Friday, 04 - 14

3610080 --> Friday, 04 - 05

3610081 --> Friday, 03 - 28

3610082 --> Friday, 04 - 17

3610083 --> Friday, 04 - 02

3610084 --> Friday, 03 - 24

3610085 --> Friday, 04 - 13

3610086 --> Friday, 03 - 29

3610087 --> Friday, 04 - 18

3610088 --> Friday, 04 - 09

3610089 --> Friday, 03 - 25

3610090 --> Friday, 04 - 14

3610091 --> Friday, 04 - 06

3610092 --> Friday, 03 - 28

3610093 --> Friday, 04 - 10

3610094 --> Friday, 04 - 02

3610095 --> Friday, 04 - 22

3610096 --> Friday, 04 - 06

3610097 --> Friday, 03 - 29

3610098 --> Friday, 04 - 18

3610099 --> Friday, 04 - 03

3610100 --> Friday, 03 - 26

3610101 --> Friday, 04 - 15

3610102 --> Friday, 04 - 07

3610103 --> Friday, 03 - 23

3610104 --> Friday, 04 - 11

3610105 --> Friday, 04 - 03

3610106 --> Friday, 04 - 16

3610107 --> Friday, 04 - 08

3610108 --> Friday, 03 - 30

3610109 --> Friday, 04 - 19

3610110 --> Friday, 04 - 04

3610111 --> Friday, 03 - 27

3610112 --> Friday, 04 - 15

3610113 --> Friday, 03 - 31

3610114 --> Friday, 04 - 20

3610115 --> Friday, 04 - 12

3610116 --> Friday, 03 - 27

3610117 --> Friday, 04 - 16

3610118 --> Friday, 04 - 08

3610119 --> Friday, 03 - 24

3610120 --> Friday, 04 - 12

3610121 --> Friday, 04 - 04

3610122 --> Friday, 03 - 27

3610123 --> Friday, 04 - 09

3610124 --> Friday, 03 - 31

3610125 --> Friday, 04 - 20

3610126 --> Friday, 04 - 12

3610127 --> Friday, 03 - 28

3610128 --> Friday, 04 - 16

3610129 --> Friday, 04 - 08

3610130 --> Friday, 03 - 24

3610131 --> Friday, 04 - 13

3610132 --> Friday, 04 - 04

3610133 --> Friday, 04 - 17

3610134 --> Friday, 04 - 09

3610135 --> Friday, 04 - 01

3610136 --> Friday, 04 - 20

3610137 --> Friday, 04 - 05

3610138 --> Friday, 03 - 28

3610139 --> Friday, 04 - 17

3610140 --> Friday, 04 - 01

3610141 --> Friday, 03 - 24

3610142 --> Friday, 04 - 13

3610143 --> Friday, 03 - 29

3610144 --> Friday, 04 - 17

3610145 --> Friday, 04 - 09

3610146 --> Friday, 04 - 01

3610147 --> Friday, 04 - 14

3610148 --> Friday, 04 - 05

3610149 --> Friday, 03 - 28

3610150 --> Friday, 04 - 17

3610151 --> Friday, 04 - 02

3610152 --> Friday, 04 - 21

