Good Friday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 4070000 through 4079999



4070000 --> Friday, 03 - 31

4070001 --> Friday, 04 - 20

4070002 --> Friday, 04 - 05

4070003 --> Friday, 03 - 28

4070004 --> Friday, 04 - 16

4070005 --> Friday, 04 - 01

4070006 --> Friday, 03 - 24

4070007 --> Friday, 04 - 13

4070008 --> Friday, 03 - 28

4070009 --> Friday, 04 - 17

4070010 --> Friday, 04 - 09

4070011 --> Friday, 03 - 25

4070012 --> Friday, 04 - 13

4070013 --> Friday, 04 - 05

4070014 --> Friday, 03 - 21

4070015 --> Friday, 04 - 10

4070016 --> Friday, 04 - 01

4070017 --> Friday, 04 - 21

4070018 --> Friday, 04 - 06

4070019 --> Friday, 03 - 29

4070020 --> Friday, 04 - 17

4070021 --> Friday, 04 - 09

4070022 --> Friday, 03 - 25

4070023 --> Friday, 04 - 14

4070024 --> Friday, 04 - 05

4070025 --> Friday, 03 - 21

4070026 --> Friday, 04 - 10

4070027 --> Friday, 04 - 02

4070028 --> Friday, 04 - 21

4070029 --> Friday, 04 - 06

4070030 --> Friday, 03 - 29

4070031 --> Friday, 04 - 18

4070032 --> Friday, 04 - 02

4070033 --> Friday, 03 - 25

4070034 --> Friday, 04 - 14

4070035 --> Friday, 03 - 30

4070036 --> Friday, 04 - 18

4070037 --> Friday, 04 - 10

4070038 --> Friday, 03 - 26

4070039 --> Friday, 04 - 15

4070040 --> Friday, 04 - 06

4070041 --> Friday, 03 - 29

4070042 --> Friday, 04 - 11

4070043 --> Friday, 04 - 03

4070044 --> Friday, 03 - 25

4070045 --> Friday, 04 - 14

4070046 --> Friday, 03 - 30

4070047 --> Friday, 04 - 19

4070048 --> Friday, 04 - 10

4070049 --> Friday, 03 - 26

4070050 --> Friday, 04 - 15

4070051 --> Friday, 04 - 07

4070052 --> Friday, 03 - 22

4070053 --> Friday, 04 - 11

4070054 --> Friday, 04 - 03

4070055 --> Friday, 04 - 23

4070056 --> Friday, 04 - 07

4070057 --> Friday, 03 - 30

4070058 --> Friday, 04 - 19

4070059 --> Friday, 04 - 04

4070060 --> Friday, 03 - 26

4070061 --> Friday, 04 - 15

4070062 --> Friday, 03 - 31

4070063 --> Friday, 03 - 23

4070064 --> Friday, 04 - 11

4070065 --> Friday, 04 - 03

4070066 --> Friday, 04 - 16

4070067 --> Friday, 04 - 08

4070068 --> Friday, 03 - 30

4070069 --> Friday, 04 - 12

4070070 --> Friday, 04 - 04

4070071 --> Friday, 03 - 27

4070072 --> Friday, 04 - 15

4070073 --> Friday, 03 - 31

4070074 --> Friday, 04 - 20

4070075 --> Friday, 04 - 12

4070076 --> Friday, 03 - 27

4070077 --> Friday, 04 - 16

4070078 --> Friday, 04 - 08

4070079 --> Friday, 03 - 24

4070080 --> Friday, 04 - 12

4070081 --> Friday, 04 - 04

4070082 --> Friday, 03 - 20

4070083 --> Friday, 04 - 09

4070084 --> Friday, 03 - 31

4070085 --> Friday, 04 - 20

4070086 --> Friday, 04 - 05

4070087 --> Friday, 03 - 28

4070088 --> Friday, 04 - 16

4070089 --> Friday, 04 - 01

4070090 --> Friday, 03 - 24

4070091 --> Friday, 04 - 13

4070092 --> Friday, 04 - 04

4070093 --> Friday, 04 - 17

4070094 --> Friday, 04 - 09

4070095 --> Friday, 04 - 01

4070096 --> Friday, 04 - 20

4070097 --> Friday, 04 - 05

4070098 --> Friday, 03 - 28

4070099 --> Friday, 04 - 17

4070100 --> Friday, 04 - 02

4070101 --> Friday, 03 - 25

4070102 --> Friday, 04 - 14

4070103 --> Friday, 03 - 30

4070104 --> Friday, 04 - 18

4070105 --> Friday, 04 - 10

4070106 --> Friday, 03 - 26

4070107 --> Friday, 04 - 15

4070108 --> Friday, 04 - 06

4070109 --> Friday, 03 - 22

4070110 --> Friday, 04 - 11

4070111 --> Friday, 04 - 03

4070112 --> Friday, 04 - 22

4070113 --> Friday, 04 - 07

4070114 --> Friday, 03 - 30

4070115 --> Friday, 04 - 19

4070116 --> Friday, 04 - 10

4070117 --> Friday, 03 - 26

4070118 --> Friday, 04 - 15

4070119 --> Friday, 04 - 07

4070120 --> Friday, 03 - 22

4070121 --> Friday, 04 - 11

4070122 --> Friday, 04 - 03

4070123 --> Friday, 04 - 16

4070124 --> Friday, 04 - 07

4070125 --> Friday, 03 - 30

4070126 --> Friday, 04 - 19

4070127 --> Friday, 04 - 04

4070128 --> Friday, 03 - 26

4070129 --> Friday, 04 - 15

4070130 --> Friday, 03 - 31

4070131 --> Friday, 04 - 20

4070132 --> Friday, 04 - 11

4070133 --> Friday, 03 - 27

4070134 --> Friday, 04 - 16

4070135 --> Friday, 04 - 08

4070136 --> Friday, 03 - 30

4070137 --> Friday, 04 - 12

4070138 --> Friday, 04 - 04

4070139 --> Friday, 03 - 27

4070140 --> Friday, 04 - 15

4070141 --> Friday, 03 - 31

4070142 --> Friday, 04 - 20

4070143 --> Friday, 04 - 05

4070144 --> Friday, 03 - 27

4070145 --> Friday, 04 - 16

4070146 --> Friday, 04 - 08

4070147 --> Friday, 03 - 24

4070148 --> Friday, 04 - 12

4070149 --> Friday, 04 - 04

4070150 --> Friday, 04 - 17

4070151 --> Friday, 04 - 09

4070152 --> Friday, 03 - 31

4070153 --> Friday, 04 - 20

4070154 --> Friday, 04 - 05

4070155 --> Friday, 03 - 28

4070156 --> Friday, 04 - 16

4070157 --> Friday, 04 - 01

4070158 --> Friday, 03 - 24

4070159 --> Friday, 04 - 13

4070160 --> Friday, 04 - 04

4070161 --> Friday, 04 - 17

4070162 --> Friday, 04 - 09

4070163 --> Friday, 03 - 25

4070164 --> Friday, 04 - 13

4070165 --> Friday, 04 - 05

4070166 --> Friday, 03 - 28

4070167 --> Friday, 04 - 10

4070168 --> Friday, 04 - 01

4070169 --> Friday, 04 - 21

4070170 --> Friday, 04 - 13

4070171 --> Friday, 03 - 29

4070172 --> Friday, 04 - 17

4070173 --> Friday, 04 - 09

4070174 --> Friday, 03 - 25

4070175 --> Friday, 04 - 14

4070176 --> Friday, 04 - 05

4070177 --> Friday, 03 - 21

4070178 --> Friday, 04 - 10

4070179 --> Friday, 04 - 02

4070180 --> Friday, 04 - 21

4070181 --> Friday, 04 - 06

4070182 --> Friday, 03 - 29

4070183 --> Friday, 04 - 18

4070184 --> Friday, 04 - 02

4070185 --> Friday, 03 - 25

4070186 --> Friday, 04 - 14

4070187 --> Friday, 03 - 30

4070188 --> Friday, 04 - 18

4070189 --> Friday, 04 - 10

4070190 --> Friday, 04 - 02

4070191 --> Friday, 04 - 15

4070192 --> Friday, 04 - 06

4070193 --> Friday, 03 - 29

4070194 --> Friday, 04 - 18

4070195 --> Friday, 04 - 03

4070196 --> Friday, 03 - 25

4070197 --> Friday, 04 - 14

4070198 --> Friday, 03 - 30

4070199 --> Friday, 04 - 19

4070200 --> Friday, 04 - 11

4070201 --> Friday, 03 - 27

4070202 --> Friday, 04 - 16

4070203 --> Friday, 04 - 08

4070204 --> Friday, 03 - 23

4070205 --> Friday, 04 - 12

4070206 --> Friday, 04 - 04

4070207 --> Friday, 04 - 17

4070208 --> Friday, 04 - 08

4070209 --> Friday, 03 - 31

4070210 --> Friday, 04 - 20

4070211 --> Friday, 04 - 05

4070212 --> Friday, 03 - 27

4070213 --> Friday, 04 - 16

4070214 --> Friday, 04 - 01

4070215 --> Friday, 03 - 24

4070216 --> Friday, 04 - 12

4070217 --> Friday, 04 - 04

4070218 --> Friday, 04 - 17

4070219 --> Friday, 04 - 09

4070220 --> Friday, 03 - 31

4070221 --> Friday, 04 - 13

4070222 --> Friday, 04 - 05

4070223 --> Friday, 03 - 28

4070224 --> Friday, 04 - 16

4070225 --> Friday, 04 - 01

