Good Friday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 5250000 through 5259999



5250000 --> Friday, 04 - 07

5250001 --> Friday, 03 - 30

5250002 --> Friday, 04 - 12

5250003 --> Friday, 04 - 04

5250004 --> Friday, 03 - 26

5250005 --> Friday, 04 - 08

5250006 --> Friday, 03 - 31

5250007 --> Friday, 04 - 20

5250008 --> Friday, 04 - 11

5250009 --> Friday, 03 - 27

5250010 --> Friday, 04 - 16

5250011 --> Friday, 04 - 08

5250012 --> Friday, 03 - 23

5250013 --> Friday, 04 - 12

5250014 --> Friday, 04 - 04

5250015 --> Friday, 04 - 17

5250016 --> Friday, 04 - 08

5250017 --> Friday, 03 - 31

5250018 --> Friday, 04 - 20

5250019 --> Friday, 04 - 05

5250020 --> Friday, 03 - 27

5250021 --> Friday, 04 - 16

5250022 --> Friday, 04 - 01

5250023 --> Friday, 03 - 24

5250024 --> Friday, 04 - 12

5250025 --> Friday, 03 - 28

5250026 --> Friday, 04 - 17

5250027 --> Friday, 04 - 09

5250028 --> Friday, 03 - 31

5250029 --> Friday, 04 - 13

5250030 --> Friday, 04 - 05

5250031 --> Friday, 03 - 28

5250032 --> Friday, 04 - 16

5250033 --> Friday, 04 - 01

5250034 --> Friday, 04 - 21

5250035 --> Friday, 04 - 13

5250036 --> Friday, 03 - 28

5250037 --> Friday, 04 - 17

5250038 --> Friday, 04 - 09

5250039 --> Friday, 03 - 25

5250040 --> Friday, 04 - 13

5250041 --> Friday, 04 - 05

5250042 --> Friday, 03 - 21

5250043 --> Friday, 04 - 10

5250044 --> Friday, 04 - 01

5250045 --> Friday, 04 - 21

5250046 --> Friday, 04 - 06

5250047 --> Friday, 03 - 29

5250048 --> Friday, 04 - 17

5250049 --> Friday, 04 - 02

5250050 --> Friday, 03 - 25

5250051 --> Friday, 04 - 14

5250052 --> Friday, 04 - 05

5250053 --> Friday, 04 - 18

5250054 --> Friday, 04 - 10

5250055 --> Friday, 04 - 02

5250056 --> Friday, 04 - 21

5250057 --> Friday, 04 - 06

5250058 --> Friday, 03 - 29

5250059 --> Friday, 04 - 18

5250060 --> Friday, 04 - 02

