Good Friday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 3650000 through 3659999



3650000 --> Friday, 04 - 14

3650001 --> Friday, 04 - 06

3650002 --> Friday, 03 - 29

3650003 --> Friday, 04 - 11

3650004 --> Friday, 04 - 02

3650005 --> Friday, 03 - 25

3650006 --> Friday, 04 - 14

3650007 --> Friday, 03 - 30

3650008 --> Friday, 04 - 18

3650009 --> Friday, 04 - 10

3650010 --> Friday, 03 - 26

3650011 --> Friday, 04 - 15

3650012 --> Friday, 04 - 06

3650013 --> Friday, 03 - 22

3650014 --> Friday, 04 - 11

3650015 --> Friday, 04 - 03

3650016 --> Friday, 04 - 22

3650017 --> Friday, 04 - 07

3650018 --> Friday, 03 - 30

3650019 --> Friday, 04 - 19

3650020 --> Friday, 04 - 03

3650021 --> Friday, 03 - 26

3650022 --> Friday, 04 - 15

3650023 --> Friday, 03 - 31

3650024 --> Friday, 03 - 22

3650025 --> Friday, 04 - 11

3650026 --> Friday, 04 - 03

3650027 --> Friday, 04 - 16

3650028 --> Friday, 04 - 07

3650029 --> Friday, 03 - 30

3650030 --> Friday, 04 - 19

3650031 --> Friday, 04 - 04

3650032 --> Friday, 03 - 26

3650033 --> Friday, 04 - 15

3650034 --> Friday, 03 - 31

3650035 --> Friday, 04 - 20

3650036 --> Friday, 04 - 11

3650037 --> Friday, 03 - 27

3650038 --> Friday, 04 - 16

3650039 --> Friday, 04 - 08

3650040 --> Friday, 03 - 23

3650041 --> Friday, 04 - 12

3650042 --> Friday, 04 - 04

3650043 --> Friday, 03 - 20

3650044 --> Friday, 04 - 08

3650045 --> Friday, 03 - 31

3650046 --> Friday, 04 - 20

3650047 --> Friday, 04 - 05

3650048 --> Friday, 03 - 27

3650049 --> Friday, 04 - 16

3650050 --> Friday, 04 - 08

3650051 --> Friday, 03 - 24

3650052 --> Friday, 04 - 12

3650053 --> Friday, 04 - 04

3650054 --> Friday, 04 - 17

3650055 --> Friday, 04 - 09

3650056 --> Friday, 03 - 31

3650057 --> Friday, 04 - 20

3650058 --> Friday, 04 - 05

3650059 --> Friday, 03 - 28

3650060 --> Friday, 04 - 16

3650061 --> Friday, 04 - 01

3650062 --> Friday, 03 - 24

3650063 --> Friday, 04 - 13

3650064 --> Friday, 03 - 28

3650065 --> Friday, 04 - 17

3650066 --> Friday, 04 - 09

3650067 --> Friday, 03 - 25

3650068 --> Friday, 04 - 13

3650069 --> Friday, 04 - 05

3650070 --> Friday, 03 - 28

3650071 --> Friday, 04 - 10

3650072 --> Friday, 04 - 01

3650073 --> Friday, 04 - 21

3650074 --> Friday, 04 - 06

3650075 --> Friday, 03 - 29

3650076 --> Friday, 04 - 17

3650077 --> Friday, 04 - 09

3650078 --> Friday, 03 - 25

