Good Friday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 0560000 through 0569999



0560000 --> Friday, 03 - 24

0560001 --> Friday, 04 - 13

0560002 --> Friday, 03 - 29

0560003 --> Friday, 04 - 18

0560004 --> Friday, 04 - 09

0560005 --> Friday, 03 - 25

0560006 --> Friday, 04 - 14

0560007 --> Friday, 04 - 06

0560008 --> Friday, 03 - 21

0560009 --> Friday, 04 - 10

0560010 --> Friday, 04 - 02

0560011 --> Friday, 04 - 22

0560012 --> Friday, 04 - 06

0560013 --> Friday, 03 - 29

0560014 --> Friday, 04 - 18

0560015 --> Friday, 04 - 03

0560016 --> Friday, 03 - 25

0560017 --> Friday, 04 - 14

0560018 --> Friday, 04 - 06

0560019 --> Friday, 03 - 22

0560020 --> Friday, 04 - 10

0560021 --> Friday, 04 - 02

0560022 --> Friday, 04 - 22

0560023 --> Friday, 04 - 07

0560024 --> Friday, 03 - 29

0560025 --> Friday, 04 - 18

0560026 --> Friday, 04 - 03

0560027 --> Friday, 03 - 26

0560028 --> Friday, 04 - 14

0560029 --> Friday, 03 - 30

0560030 --> Friday, 04 - 19

0560031 --> Friday, 04 - 11

0560032 --> Friday, 03 - 26

0560033 --> Friday, 04 - 15

0560034 --> Friday, 04 - 07

0560035 --> Friday, 03 - 23

0560036 --> Friday, 04 - 11

0560037 --> Friday, 04 - 03

0560038 --> Friday, 03 - 26

0560039 --> Friday, 04 - 08

0560040 --> Friday, 03 - 30

0560041 --> Friday, 04 - 19

0560042 --> Friday, 04 - 11

0560043 --> Friday, 03 - 27

0560044 --> Friday, 04 - 15

0560045 --> Friday, 04 - 07

0560046 --> Friday, 03 - 23

0560047 --> Friday, 04 - 12

0560048 --> Friday, 04 - 03

0560049 --> Friday, 04 - 23

0560050 --> Friday, 04 - 08

0560051 --> Friday, 03 - 31

0560052 --> Friday, 04 - 19

0560053 --> Friday, 04 - 04

0560054 --> Friday, 03 - 27

0560055 --> Friday, 04 - 16

0560056 --> Friday, 03 - 31

0560057 --> Friday, 03 - 23

0560058 --> Friday, 04 - 12

0560059 --> Friday, 03 - 28

0560060 --> Friday, 04 - 16

0560061 --> Friday, 04 - 08

0560062 --> Friday, 03 - 31

0560063 --> Friday, 04 - 13

0560064 --> Friday, 04 - 04

0560065 --> Friday, 03 - 27

0560066 --> Friday, 04 - 09

0560067 --> Friday, 04 - 01

0560068 --> Friday, 04 - 20

0560069 --> Friday, 04 - 12

0560070 --> Friday, 03 - 28

0560071 --> Friday, 04 - 17

0560072 --> Friday, 04 - 08

0560073 --> Friday, 03 - 24

0560074 --> Friday, 04 - 13

0560075 --> Friday, 04 - 05

0560076 --> Friday, 03 - 20

0560077 --> Friday, 04 - 09

0560078 --> Friday, 04 - 01

0560079 --> Friday, 04 - 21

0560080 --> Friday, 04 - 05

0560081 --> Friday, 03 - 28

0560082 --> Friday, 04 - 17

0560083 --> Friday, 04 - 02

0560084 --> Friday, 03 - 24

0560085 --> Friday, 04 - 13

0560086 --> Friday, 03 - 29

0560087 --> Friday, 04 - 18

0560088 --> Friday, 04 - 09

0560089 --> Friday, 04 - 01

0560090 --> Friday, 04 - 14

0560091 --> Friday, 04 - 06

0560092 --> Friday, 03 - 28

0560093 --> Friday, 04 - 17

0560094 --> Friday, 04 - 02

0560095 --> Friday, 03 - 25

0560096 --> Friday, 04 - 13

0560097 --> Friday, 03 - 29

0560098 --> Friday, 04 - 18

0560099 --> Friday, 04 - 10

0560100 --> Friday, 03 - 26

0560101 --> Friday, 04 - 15

0560102 --> Friday, 04 - 07

0560103 --> Friday, 03 - 23

0560104 --> Friday, 04 - 11

0560105 --> Friday, 04 - 03

0560106 --> Friday, 04 - 23

0560107 --> Friday, 04 - 08

0560108 --> Friday, 03 - 30

0560109 --> Friday, 04 - 19

0560110 --> Friday, 04 - 04

0560111 --> Friday, 03 - 27

0560112 --> Friday, 04 - 15

0560113 --> Friday, 04 - 07

0560114 --> Friday, 03 - 23

0560115 --> Friday, 04 - 12

0560116 --> Friday, 04 - 03

0560117 --> Friday, 04 - 16

0560118 --> Friday, 04 - 08

0560119 --> Friday, 03 - 31

0560120 --> Friday, 04 - 19

0560121 --> Friday, 04 - 04

0560122 --> Friday, 03 - 27

0560123 --> Friday, 04 - 16

0560124 --> Friday, 03 - 31

0560125 --> Friday, 04 - 20

0560126 --> Friday, 04 - 12

0560127 --> Friday, 03 - 28

0560128 --> Friday, 04 - 16

0560129 --> Friday, 04 - 08

0560130 --> Friday, 03 - 24

0560131 --> Friday, 04 - 13

0560132 --> Friday, 04 - 04

0560133 --> Friday, 03 - 27

0560134 --> Friday, 04 - 09
