Easter Sunday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 1620000 through 1629999



1620000 --> Sunday, 04 - 09

1620001 --> Sunday, 04 - 01

1620002 --> Sunday, 04 - 21

1620003 --> Sunday, 04 - 06

1620004 --> Sunday, 03 - 28

1620005 --> Sunday, 04 - 17

1620006 --> Sunday, 04 - 09

1620007 --> Sunday, 03 - 25

1620008 --> Sunday, 04 - 13

1620009 --> Sunday, 04 - 05

1620010 --> Sunday, 04 - 18

1620011 --> Sunday, 04 - 10

1620012 --> Sunday, 04 - 01

1620013 --> Sunday, 04 - 21

1620014 --> Sunday, 04 - 06

1620015 --> Sunday, 03 - 29

1620016 --> Sunday, 04 - 17

1620017 --> Sunday, 04 - 02

1620018 --> Sunday, 04 - 22

1620019 --> Sunday, 04 - 14

1620020 --> Sunday, 03 - 29

1620021 --> Sunday, 04 - 18

1620022 --> Sunday, 04 - 10

1620023 --> Sunday, 03 - 26

1620024 --> Sunday, 04 - 14

1620025 --> Sunday, 04 - 06

1620026 --> Sunday, 03 - 29

1620027 --> Sunday, 04 - 11

1620028 --> Sunday, 04 - 02

1620029 --> Sunday, 04 - 22

1620030 --> Sunday, 04 - 14

1620031 --> Sunday, 03 - 30

1620032 --> Sunday, 04 - 18

1620033 --> Sunday, 04 - 10

1620034 --> Sunday, 03 - 26

1620035 --> Sunday, 04 - 15

1620036 --> Sunday, 04 - 06

1620037 --> Sunday, 04 - 19

1620038 --> Sunday, 04 - 11

1620039 --> Sunday, 04 - 03

1620040 --> Sunday, 04 - 22

1620041 --> Sunday, 04 - 07

1620042 --> Sunday, 03 - 30

1620043 --> Sunday, 04 - 19

1620044 --> Sunday, 04 - 03

1620045 --> Sunday, 03 - 26

1620046 --> Sunday, 04 - 15

1620047 --> Sunday, 03 - 31

1620048 --> Sunday, 04 - 19

1620049 --> Sunday, 04 - 11

1620050 --> Sunday, 04 - 03

1620051 --> Sunday, 04 - 16

1620052 --> Sunday, 04 - 07

1620053 --> Sunday, 03 - 30

1620054 --> Sunday, 04 - 12

1620055 --> Sunday, 04 - 04

1620056 --> Sunday, 04 - 23

1620057 --> Sunday, 04 - 15

1620058 --> Sunday, 03 - 31

1620059 --> Sunday, 04 - 20

1620060 --> Sunday, 04 - 11

1620061 --> Sunday, 03 - 27

1620062 --> Sunday, 04 - 16

1620063 --> Sunday, 04 - 08

1620064 --> Sunday, 03 - 23

1620065 --> Sunday, 04 - 12

1620066 --> Sunday, 04 - 04

1620067 --> Sunday, 04 - 24

1620068 --> Sunday, 04 - 08

1620069 --> Sunday, 03 - 31

1620070 --> Sunday, 04 - 20

1620071 --> Sunday, 04 - 05

1620072 --> Sunday, 03 - 27

1620073 --> Sunday, 04 - 16

1620074 --> Sunday, 04 - 01

1620075 --> Sunday, 04 - 21

1620076 --> Sunday, 04 - 12

1620077 --> Sunday, 04 - 04

1620078 --> Sunday, 04 - 17

1620079 --> Sunday, 04 - 09

1620080 --> Sunday, 03 - 31

1620081 --> Sunday, 04 - 20

1620082 --> Sunday, 04 - 05

1620083 --> Sunday, 03 - 28

1620084 --> Sunday, 04 - 16

1620085 --> Sunday, 04 - 01

1620086 --> Sunday, 04 - 21

1620087 --> Sunday, 04 - 13

1620088 --> Sunday, 03 - 28

1620089 --> Sunday, 04 - 17

1620090 --> Sunday, 04 - 09

1620091 --> Sunday, 03 - 25

1620092 --> Sunday, 04 - 13

1620093 --> Sunday, 04 - 05

1620094 --> Sunday, 04 - 25

1620095 --> Sunday, 04 - 10

1620096 --> Sunday, 04 - 01

1620097 --> Sunday, 04 - 21

1620098 --> Sunday, 04 - 06

1620099 --> Sunday, 03 - 29

1620100 --> Sunday, 04 - 18

1620101 --> Sunday, 04 - 10

1620102 --> Sunday, 03 - 26

