Good Friday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 5430000 through 5439999



5430000 --> Friday, 04 - 07

5430001 --> Friday, 03 - 30

5430002 --> Friday, 04 - 12

5430003 --> Friday, 04 - 04

5430004 --> Friday, 03 - 26

5430005 --> Friday, 04 - 15

5430006 --> Friday, 03 - 31

5430007 --> Friday, 04 - 20

5430008 --> Friday, 04 - 11

5430009 --> Friday, 03 - 27

5430010 --> Friday, 04 - 16

5430011 --> Friday, 04 - 08

5430012 --> Friday, 03 - 23

5430013 --> Friday, 04 - 12

5430014 --> Friday, 04 - 04

5430015 --> Friday, 04 - 17

5430016 --> Friday, 04 - 08

5430017 --> Friday, 03 - 31

5430018 --> Friday, 04 - 20

5430019 --> Friday, 04 - 05

5430020 --> Friday, 03 - 27

5430021 --> Friday, 04 - 16

5430022 --> Friday, 04 - 01

5430023 --> Friday, 03 - 24

5430024 --> Friday, 04 - 12

5430025 --> Friday, 04 - 04

5430026 --> Friday, 04 - 17

5430027 --> Friday, 04 - 09

5430028 --> Friday, 03 - 31

5430029 --> Friday, 04 - 13

5430030 --> Friday, 04 - 05

5430031 --> Friday, 03 - 28

5430032 --> Friday, 04 - 16

5430033 --> Friday, 04 - 01

5430034 --> Friday, 04 - 21

5430035 --> Friday, 04 - 13

5430036 --> Friday, 03 - 28

5430037 --> Friday, 04 - 17

5430038 --> Friday, 04 - 09

5430039 --> Friday, 03 - 25

5430040 --> Friday, 04 - 13

5430041 --> Friday, 04 - 05

5430042 --> Friday, 03 - 21

5430043 --> Friday, 04 - 10

5430044 --> Friday, 04 - 01

5430045 --> Friday, 04 - 21

5430046 --> Friday, 04 - 06

5430047 --> Friday, 03 - 29

5430048 --> Friday, 04 - 17

5430049 --> Friday, 04 - 02

5430050 --> Friday, 03 - 25

5430051 --> Friday, 04 - 14

5430052 --> Friday, 04 - 05

5430053 --> Friday, 04 - 18

5430054 --> Friday, 04 - 10

5430055 --> Friday, 04 - 02

5430056 --> Friday, 04 - 21

5430057 --> Friday, 04 - 06

5430058 --> Friday, 03 - 29

5430059 --> Friday, 04 - 18

5430060 --> Friday, 04 - 02

5430061 --> Friday, 03 - 25

5430062 --> Friday, 04 - 14

5430063 --> Friday, 03 - 30

5430064 --> Friday, 04 - 18

5430065 --> Friday, 04 - 10

5430066 --> Friday, 03 - 26

5430067 --> Friday, 04 - 15

5430068 --> Friday, 04 - 06

5430069 --> Friday, 03 - 22

5430070 --> Friday, 04 - 11

5430071 --> Friday, 04 - 03

5430072 --> Friday, 04 - 22

5430073 --> Friday, 04 - 07

5430074 --> Friday, 03 - 30

5430075 --> Friday, 04 - 19

5430076 --> Friday, 04 - 10

5430077 --> Friday, 03 - 26

5430078 --> Friday, 04 - 15

5430079 --> Friday, 04 - 07

5430080 --> Friday, 03 - 22

5430081 --> Friday, 04 - 11

5430082 --> Friday, 04 - 03

5430083 --> Friday, 04 - 16

5430084 --> Friday, 04 - 07

5430085 --> Friday, 03 - 30

5430086 --> Friday, 04 - 19

5430087 --> Friday, 04 - 04

5430088 --> Friday, 03 - 26

5430089 --> Friday, 04 - 15

5430090 --> Friday, 03 - 31

5430091 --> Friday, 04 - 20

5430092 --> Friday, 04 - 11

5430093 --> Friday, 03 - 27

5430094 --> Friday, 04 - 16

5430095 --> Friday, 04 - 08

5430096 --> Friday, 03 - 30

5430097 --> Friday, 04 - 12

5430098 --> Friday, 04 - 04

5430099 --> Friday, 03 - 27

5430100 --> Friday, 04 - 16

5430101 --> Friday, 04 - 01

5430102 --> Friday, 04 - 21

5430103 --> Friday, 04 - 13

5430104 --> Friday, 03 - 28

5430105 --> Friday, 04 - 17

5430106 --> Friday, 04 - 09

5430107 --> Friday, 03 - 25

5430108 --> Friday, 04 - 13

5430109 --> Friday, 04 - 05

5430110 --> Friday, 03 - 21

5430111 --> Friday, 04 - 10

5430112 --> Friday, 04 - 01

5430113 --> Friday, 04 - 21

5430114 --> Friday, 04 - 06

5430115 --> Friday, 03 - 29

5430116 --> Friday, 04 - 17

5430117 --> Friday, 04 - 02

5430118 --> Friday, 03 - 25

5430119 --> Friday, 04 - 14

5430120 --> Friday, 04 - 05

5430121 --> Friday, 04 - 18

5430122 --> Friday, 04 - 10

5430123 --> Friday, 04 - 02

5430124 --> Friday, 04 - 14

5430125 --> Friday, 04 - 06

5430126 --> Friday, 03 - 29

5430127 --> Friday, 04 - 11

5430128 --> Friday, 04 - 02

5430129 --> Friday, 03 - 25

5430130 --> Friday, 04 - 14

5430131 --> Friday, 03 - 30

5430132 --> Friday, 04 - 18

5430133 --> Friday, 04 - 10

5430134 --> Friday, 03 - 26

5430135 --> Friday, 04 - 15

5430136 --> Friday, 04 - 06

5430137 --> Friday, 03 - 22

5430138 --> Friday, 04 - 11

5430139 --> Friday, 04 - 03

5430140 --> Friday, 04 - 22

5430141 --> Friday, 04 - 07

5430142 --> Friday, 03 - 30

5430143 --> Friday, 04 - 19

5430144 --> Friday, 04 - 03

5430145 --> Friday, 03 - 26

5430146 --> Friday, 04 - 15

5430147 --> Friday, 03 - 31

5430148 --> Friday, 03 - 22

5430149 --> Friday, 04 - 11

5430150 --> Friday, 04 - 03

5430151 --> Friday, 04 - 16

5430152 --> Friday, 04 - 07

5430153 --> Friday, 03 - 30

5430154 --> Friday, 04 - 19

5430155 --> Friday, 04 - 04

5430156 --> Friday, 03 - 26

5430157 --> Friday, 04 - 15

5430158 --> Friday, 03 - 31

5430159 --> Friday, 04 - 20

5430160 --> Friday, 04 - 11

5430161 --> Friday, 03 - 27

5430162 --> Friday, 04 - 16

5430163 --> Friday, 04 - 08

5430164 --> Friday, 03 - 23

5430165 --> Friday, 04 - 12

5430166 --> Friday, 04 - 04

5430167 --> Friday, 03 - 20

5430168 --> Friday, 04 - 08

5430169 --> Friday, 03 - 31

5430170 --> Friday, 04 - 20

5430171 --> Friday, 04 - 05

5430172 --> Friday, 03 - 27

5430173 --> Friday, 04 - 16

5430174 --> Friday, 04 - 08

5430175 --> Friday, 03 - 24

5430176 --> Friday, 04 - 12

5430177 --> Friday, 04 - 04

5430178 --> Friday, 04 - 17

5430179 --> Friday, 04 - 09

5430180 --> Friday, 03 - 31

5430181 --> Friday, 04 - 20

5430182 --> Friday, 04 - 05

5430183 --> Friday, 03 - 28

5430184 --> Friday, 04 - 16

5430185 --> Friday, 04 - 01

5430186 --> Friday, 03 - 24

5430187 --> Friday, 04 - 13

5430188 --> Friday, 03 - 28

5430189 --> Friday, 04 - 17

5430190 --> Friday, 04 - 09

5430191 --> Friday, 03 - 25

5430192 --> Friday, 04 - 13

5430193 --> Friday, 04 - 05

5430194 --> Friday, 03 - 28

5430195 --> Friday, 04 - 10

5430196 --> Friday, 04 - 01

5430197 --> Friday, 04 - 21

5430198 --> Friday, 04 - 13

5430199 --> Friday, 03 - 29

5430200 --> Friday, 04 - 18

5430201 --> Friday, 04 - 03

5430202 --> Friday, 03 - 26

5430203 --> Friday, 04 - 15

5430204 --> Friday, 04 - 06

5430205 --> Friday, 03 - 22

5430206 --> Friday, 04 - 11

5430207 --> Friday, 04 - 03

5430208 --> Friday, 04 - 22

5430209 --> Friday, 04 - 07

5430210 --> Friday, 03 - 30

5430211 --> Friday, 04 - 19

5430212 --> Friday, 04 - 03

5430213 --> Friday, 03 - 26

5430214 --> Friday, 04 - 15

5430215 --> Friday, 03 - 31

5430216 --> Friday, 04 - 19

5430217 --> Friday, 04 - 11

5430218 --> Friday, 03 - 27

5430219 --> Friday, 04 - 16

5430220 --> Friday, 04 - 07

5430221 --> Friday, 03 - 23

5430222 --> Friday, 04 - 12

5430223 --> Friday, 04 - 04

5430224 --> Friday, 03 - 26

5430225 --> Friday, 04 - 08

5430226 --> Friday, 03 - 31

5430227 --> Friday, 04 - 20

5430228 --> Friday, 04 - 11

5430229 --> Friday, 03 - 27

5430230 --> Friday, 04 - 16

5430231 --> Friday, 04 - 08

5430232 --> Friday, 03 - 23

5430233 --> Friday, 04 - 12

5430234 --> Friday, 04 - 04

5430235 --> Friday, 04 - 17

5430236 --> Friday, 04 - 08

5430237 --> Friday, 03 - 31

5430238 --> Friday, 04 - 20

5430239 --> Friday, 04 - 05

5430240 --> Friday, 03 - 27

5430241 --> Friday, 04 - 16

5430242 --> Friday, 04 - 01

5430243 --> Friday, 03 - 24

5430244 --> Friday, 04 - 12

5430245 --> Friday, 03 - 28

5430246 --> Friday, 04 - 17

5430247 --> Friday, 04 - 09

5430248 --> Friday, 03 - 31

5430249 --> Friday, 04 - 13

5430250 --> Friday, 04 - 05

5430251 --> Friday, 03 - 28

5430252 --> Friday, 04 - 16

5430253 --> Friday, 04 - 01

5430254 --> Friday, 04 - 21

5430255 --> Friday, 04 - 13

5430256 --> Friday, 03 - 28

