Good Friday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 0870000 through 0879999



0870000 --> Friday, 04 - 21

0870001 --> Friday, 04 - 06

0870002 --> Friday, 03 - 29

0870003 --> Friday, 04 - 18

0870004 --> Friday, 04 - 02

0870005 --> Friday, 03 - 25

0870006 --> Friday, 04 - 14

0870007 --> Friday, 03 - 30

0870008 --> Friday, 04 - 18

0870009 --> Friday, 04 - 10

0870010 --> Friday, 03 - 26

0870011 --> Friday, 04 - 15

0870012 --> Friday, 04 - 06

0870013 --> Friday, 03 - 29

0870014 --> Friday, 04 - 11

0870015 --> Friday, 04 - 03

0870016 --> Friday, 03 - 25

0870017 --> Friday, 04 - 14

0870018 --> Friday, 03 - 30

0870019 --> Friday, 04 - 19

0870020 --> Friday, 04 - 10

0870021 --> Friday, 03 - 26

0870022 --> Friday, 04 - 15

0870023 --> Friday, 04 - 07

0870024 --> Friday, 03 - 22

0870025 --> Friday, 04 - 11

0870026 --> Friday, 04 - 03

0870027 --> Friday, 04 - 23

0870028 --> Friday, 04 - 07

0870029 --> Friday, 03 - 30

0870030 --> Friday, 04 - 19

0870031 --> Friday, 04 - 04

0870032 --> Friday, 03 - 26

0870033 --> Friday, 04 - 15

0870034 --> Friday, 03 - 31

0870035 --> Friday, 03 - 23

0870036 --> Friday, 04 - 11

0870037 --> Friday, 04 - 03

0870038 --> Friday, 04 - 16

0870039 --> Friday, 04 - 08

0870040 --> Friday, 03 - 30

0870041 --> Friday, 04 - 19

0870042 --> Friday, 04 - 04

0870043 --> Friday, 03 - 27

0870044 --> Friday, 04 - 15

0870045 --> Friday, 03 - 31

0870046 --> Friday, 04 - 20

0870047 --> Friday, 04 - 12

0870048 --> Friday, 03 - 27

0870049 --> Friday, 04 - 16

0870050 --> Friday, 04 - 08

0870051 --> Friday, 03 - 24

0870052 --> Friday, 04 - 12

0870053 --> Friday, 04 - 04

0870054 --> Friday, 03 - 20

0870055 --> Friday, 04 - 09

0870056 --> Friday, 03 - 31

0870057 --> Friday, 04 - 20

0870058 --> Friday, 04 - 05

0870059 --> Friday, 03 - 28

0870060 --> Friday, 04 - 16

0870061 --> Friday, 04 - 08

0870062 --> Friday, 03 - 24

0870063 --> Friday, 04 - 13

0870064 --> Friday, 04 - 04

0870065 --> Friday, 04 - 17

0870066 --> Friday, 04 - 09

0870067 --> Friday, 04 - 01

0870068 --> Friday, 04 - 20

0870069 --> Friday, 04 - 05

0870070 --> Friday, 03 - 28

0870071 --> Friday, 04 - 17

0870072 --> Friday, 04 - 01

0870073 --> Friday, 03 - 24

0870074 --> Friday, 04 - 13

0870075 --> Friday, 03 - 29

0870076 --> Friday, 04 - 17

0870077 --> Friday, 04 - 09

0870078 --> Friday, 03 - 25

0870079 --> Friday, 04 - 14

0870080 --> Friday, 04 - 05

0870081 --> Friday, 03 - 28

0870082 --> Friday, 04 - 10

0870083 --> Friday, 04 - 02

0870084 --> Friday, 04 - 21

0870085 --> Friday, 04 - 13

0870086 --> Friday, 03 - 29

0870087 --> Friday, 04 - 18

0870088 --> Friday, 04 - 09

0870089 --> Friday, 03 - 25

0870090 --> Friday, 04 - 14

0870091 --> Friday, 04 - 06

0870092 --> Friday, 03 - 21

0870093 --> Friday, 04 - 10

0870094 --> Friday, 04 - 02

0870095 --> Friday, 04 - 22

0870096 --> Friday, 04 - 06

0870097 --> Friday, 03 - 29

0870098 --> Friday, 04 - 18

0870099 --> Friday, 04 - 03

0870100 --> Friday, 03 - 26

0870101 --> Friday, 04 - 15

0870102 --> Friday, 03 - 31

0870103 --> Friday, 03 - 23

0870104 --> Friday, 04 - 11

0870105 --> Friday, 03 - 27

0870106 --> Friday, 04 - 16

0870107 --> Friday, 04 - 08

0870108 --> Friday, 03 - 30

0870109 --> Friday, 04 - 12

0870110 --> Friday, 04 - 04

0870111 --> Friday, 03 - 27

0870112 --> Friday, 04 - 15

0870113 --> Friday, 03 - 31

0870114 --> Friday, 04 - 20

0870115 --> Friday, 04 - 12

0870116 --> Friday, 03 - 27

0870117 --> Friday, 04 - 16

0870118 --> Friday, 04 - 08

0870119 --> Friday, 03 - 24

0870120 --> Friday, 04 - 12

0870121 --> Friday, 04 - 04

0870122 --> Friday, 03 - 20

0870123 --> Friday, 04 - 09

0870124 --> Friday, 03 - 31

0870125 --> Friday, 04 - 20

0870126 --> Friday, 04 - 05

0870127 --> Friday, 03 - 28

0870128 --> Friday, 04 - 16

0870129 --> Friday, 04 - 01

0870130 --> Friday, 03 - 24

0870131 --> Friday, 04 - 13

0870132 --> Friday, 04 - 04

0870133 --> Friday, 04 - 17

0870134 --> Friday, 04 - 09

