Good Friday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 5320000 through 5329999



5320000 --> Friday, 03 - 24

5320001 --> Friday, 04 - 13

5320002 --> Friday, 03 - 29

5320003 --> Friday, 04 - 18

5320004 --> Friday, 04 - 09

5320005 --> Friday, 04 - 01

5320006 --> Friday, 04 - 14

5320007 --> Friday, 04 - 06

5320008 --> Friday, 03 - 28

5320009 --> Friday, 04 - 17

5320010 --> Friday, 04 - 02

5320011 --> Friday, 03 - 25

5320012 --> Friday, 04 - 13

5320013 --> Friday, 03 - 29

5320014 --> Friday, 04 - 18

5320015 --> Friday, 04 - 10

5320016 --> Friday, 03 - 25

5320017 --> Friday, 04 - 14

5320018 --> Friday, 04 - 06

5320019 --> Friday, 03 - 22

5320020 --> Friday, 04 - 10

5320021 --> Friday, 04 - 02

5320022 --> Friday, 04 - 22

5320023 --> Friday, 04 - 07

5320024 --> Friday, 03 - 29

5320025 --> Friday, 04 - 18

5320026 --> Friday, 04 - 03

5320027 --> Friday, 03 - 26

5320028 --> Friday, 04 - 14

5320029 --> Friday, 04 - 06

5320030 --> Friday, 03 - 22

5320031 --> Friday, 04 - 11

5320032 --> Friday, 04 - 02

5320033 --> Friday, 04 - 22

5320034 --> Friday, 04 - 07

5320035 --> Friday, 03 - 30

5320036 --> Friday, 04 - 18

5320037 --> Friday, 04 - 03

5320038 --> Friday, 03 - 26

5320039 --> Friday, 04 - 15

5320040 --> Friday, 03 - 30

5320041 --> Friday, 04 - 19

5320042 --> Friday, 04 - 11

5320043 --> Friday, 03 - 27

5320044 --> Friday, 04 - 15

5320045 --> Friday, 04 - 07

5320046 --> Friday, 03 - 23

5320047 --> Friday, 04 - 12

5320048 --> Friday, 04 - 03

5320049 --> Friday, 03 - 26

5320050 --> Friday, 04 - 08

5320051 --> Friday, 03 - 31

5320052 --> Friday, 04 - 19

5320053 --> Friday, 04 - 11

5320054 --> Friday, 03 - 27

5320055 --> Friday, 04 - 16

5320056 --> Friday, 04 - 07

5320057 --> Friday, 03 - 23

5320058 --> Friday, 04 - 12

5320059 --> Friday, 04 - 04

5320060 --> Friday, 04 - 23

5320061 --> Friday, 04 - 08

5320062 --> Friday, 03 - 31

5320063 --> Friday, 04 - 20

5320064 --> Friday, 04 - 04

5320065 --> Friday, 03 - 27

5320066 --> Friday, 04 - 16

5320067 --> Friday, 04 - 01

5320068 --> Friday, 03 - 23

5320069 --> Friday, 04 - 12

5320070 --> Friday, 03 - 28

5320071 --> Friday, 04 - 17

5320072 --> Friday, 04 - 08

5320073 --> Friday, 03 - 31

5320074 --> Friday, 04 - 13

5320075 --> Friday, 04 - 05

5320076 --> Friday, 03 - 27

5320077 --> Friday, 04 - 09

5320078 --> Friday, 04 - 01

5320079 --> Friday, 04 - 21

5320080 --> Friday, 04 - 12

5320081 --> Friday, 03 - 28

5320082 --> Friday, 04 - 17

5320083 --> Friday, 04 - 09

5320084 --> Friday, 03 - 24

5320085 --> Friday, 04 - 13

5320086 --> Friday, 04 - 05

5320087 --> Friday, 03 - 21

5320088 --> Friday, 04 - 09

5320089 --> Friday, 04 - 01

5320090 --> Friday, 04 - 21

5320091 --> Friday, 04 - 06

5320092 --> Friday, 03 - 28

5320093 --> Friday, 04 - 17

5320094 --> Friday, 04 - 02

5320095 --> Friday, 03 - 25

5320096 --> Friday, 04 - 13

5320097 --> Friday, 03 - 29

5320098 --> Friday, 04 - 18

5320099 --> Friday, 04 - 10

5320100 --> Friday, 04 - 02

5320101 --> Friday, 04 - 15

5320102 --> Friday, 04 - 07

5320103 --> Friday, 03 - 30

5320104 --> Friday, 04 - 18

5320105 --> Friday, 04 - 03

5320106 --> Friday, 03 - 26

5320107 --> Friday, 04 - 15

5320108 --> Friday, 03 - 30

5320109 --> Friday, 04 - 19

