Good Friday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 3400000 through 3409999



3400000 --> Friday, 03 - 31

3400001 --> Friday, 04 - 20

3400002 --> Friday, 04 - 05

3400003 --> Friday, 03 - 28

3400004 --> Friday, 04 - 16

3400005 --> Friday, 04 - 08

3400006 --> Friday, 03 - 24

3400007 --> Friday, 04 - 13

3400008 --> Friday, 04 - 04

3400009 --> Friday, 04 - 17

3400010 --> Friday, 04 - 09

3400011 --> Friday, 04 - 01

3400012 --> Friday, 04 - 20

3400013 --> Friday, 04 - 05

3400014 --> Friday, 03 - 28

3400015 --> Friday, 04 - 17

3400016 --> Friday, 04 - 01

3400017 --> Friday, 03 - 24

3400018 --> Friday, 04 - 13

3400019 --> Friday, 03 - 29

3400020 --> Friday, 04 - 17

3400021 --> Friday, 04 - 09

3400022 --> Friday, 03 - 25

3400023 --> Friday, 04 - 14

3400024 --> Friday, 04 - 05

3400025 --> Friday, 03 - 28

3400026 --> Friday, 04 - 10

3400027 --> Friday, 04 - 02

3400028 --> Friday, 04 - 21

3400029 --> Friday, 04 - 13

3400030 --> Friday, 03 - 29

3400031 --> Friday, 04 - 18

3400032 --> Friday, 04 - 09

3400033 --> Friday, 03 - 25

3400034 --> Friday, 04 - 14

3400035 --> Friday, 04 - 06

3400036 --> Friday, 03 - 21

3400037 --> Friday, 04 - 10

3400038 --> Friday, 04 - 02

3400039 --> Friday, 04 - 22

3400040 --> Friday, 04 - 06

3400041 --> Friday, 03 - 29

3400042 --> Friday, 04 - 18

3400043 --> Friday, 04 - 03

3400044 --> Friday, 03 - 25

3400045 --> Friday, 04 - 14

3400046 --> Friday, 03 - 30

3400047 --> Friday, 04 - 19

3400048 --> Friday, 04 - 10

3400049 --> Friday, 04 - 02

3400050 --> Friday, 04 - 15

3400051 --> Friday, 04 - 07

3400052 --> Friday, 03 - 29

3400053 --> Friday, 04 - 11

3400054 --> Friday, 04 - 03

3400055 --> Friday, 03 - 26

3400056 --> Friday, 04 - 14

3400057 --> Friday, 03 - 30

3400058 --> Friday, 04 - 19

3400059 --> Friday, 04 - 11

3400060 --> Friday, 03 - 26

3400061 --> Friday, 04 - 15

3400062 --> Friday, 04 - 07

3400063 --> Friday, 03 - 23

3400064 --> Friday, 04 - 11

3400065 --> Friday, 04 - 03

3400066 --> Friday, 04 - 23

3400067 --> Friday, 04 - 08

3400068 --> Friday, 03 - 30

3400069 --> Friday, 04 - 19

3400070 --> Friday, 04 - 04

3400071 --> Friday, 03 - 27

3400072 --> Friday, 04 - 15

3400073 --> Friday, 03 - 31

3400074 --> Friday, 03 - 23

3400075 --> Friday, 04 - 12

3400076 --> Friday, 04 - 03

3400077 --> Friday, 04 - 16

3400078 --> Friday, 04 - 08

3400079 --> Friday, 03 - 31

3400080 --> Friday, 04 - 19

3400081 --> Friday, 04 - 04

3400082 --> Friday, 03 - 27

3400083 --> Friday, 04 - 16

3400084 --> Friday, 03 - 31

3400085 --> Friday, 04 - 20

3400086 --> Friday, 04 - 12

3400087 --> Friday, 03 - 28

3400088 --> Friday, 04 - 16

3400089 --> Friday, 04 - 08

3400090 --> Friday, 03 - 24

3400091 --> Friday, 04 - 13

3400092 --> Friday, 04 - 04

3400093 --> Friday, 03 - 20

3400094 --> Friday, 04 - 09

3400095 --> Friday, 04 - 01

3400096 --> Friday, 04 - 20

3400097 --> Friday, 04 - 05

3400098 --> Friday, 03 - 28

3400099 --> Friday, 04 - 17

3400100 --> Friday, 04 - 09

3400101 --> Friday, 03 - 25

3400102 --> Friday, 04 - 14

3400103 --> Friday, 04 - 06

3400104 --> Friday, 03 - 21

3400105 --> Friday, 04 - 10

3400106 --> Friday, 04 - 02

3400107 --> Friday, 04 - 15

3400108 --> Friday, 04 - 06

3400109 --> Friday, 03 - 29

3400110 --> Friday, 04 - 18

3400111 --> Friday, 04 - 03

3400112 --> Friday, 03 - 25

3400113 --> Friday, 04 - 14

3400114 --> Friday, 03 - 30

