Good Friday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 1370000 through 1379999



1370000 --> Friday, 03 - 24

1370001 --> Friday, 04 - 13

1370002 --> Friday, 03 - 29

1370003 --> Friday, 04 - 18

1370004 --> Friday, 04 - 09

1370005 --> Friday, 04 - 01

1370006 --> Friday, 04 - 14

1370007 --> Friday, 04 - 06

1370008 --> Friday, 03 - 28

1370009 --> Friday, 04 - 17

1370010 --> Friday, 04 - 02

1370011 --> Friday, 03 - 25

1370012 --> Friday, 04 - 13

1370013 --> Friday, 03 - 29

1370014 --> Friday, 04 - 18

1370015 --> Friday, 04 - 10

1370016 --> Friday, 03 - 25

1370017 --> Friday, 04 - 14

1370018 --> Friday, 04 - 06

1370019 --> Friday, 03 - 22

1370020 --> Friday, 04 - 10

1370021 --> Friday, 04 - 02

1370022 --> Friday, 04 - 22

1370023 --> Friday, 04 - 07

1370024 --> Friday, 03 - 29

1370025 --> Friday, 04 - 18

1370026 --> Friday, 04 - 03

1370027 --> Friday, 03 - 26

1370028 --> Friday, 04 - 14

1370029 --> Friday, 04 - 06

1370030 --> Friday, 03 - 22

1370031 --> Friday, 04 - 11

1370032 --> Friday, 04 - 02

1370033 --> Friday, 04 - 15

1370034 --> Friday, 04 - 07

1370035 --> Friday, 03 - 30

1370036 --> Friday, 04 - 18

1370037 --> Friday, 04 - 03

1370038 --> Friday, 03 - 26

1370039 --> Friday, 04 - 15

1370040 --> Friday, 03 - 30

1370041 --> Friday, 04 - 19

1370042 --> Friday, 04 - 11

1370043 --> Friday, 03 - 27

1370044 --> Friday, 04 - 15

1370045 --> Friday, 04 - 07

1370046 --> Friday, 03 - 23

1370047 --> Friday, 04 - 12

1370048 --> Friday, 04 - 03

1370049 --> Friday, 03 - 26

1370050 --> Friday, 04 - 08

1370051 --> Friday, 03 - 31

1370052 --> Friday, 04 - 19

1370053 --> Friday, 04 - 04

1370054 --> Friday, 03 - 27

1370055 --> Friday, 04 - 16

1370056 --> Friday, 04 - 07

1370057 --> Friday, 03 - 23

1370058 --> Friday, 04 - 12

1370059 --> Friday, 04 - 04

1370060 --> Friday, 04 - 23

1370061 --> Friday, 04 - 08

1370062 --> Friday, 03 - 31

1370063 --> Friday, 04 - 20

1370064 --> Friday, 04 - 04

1370065 --> Friday, 03 - 27

1370066 --> Friday, 04 - 16

1370067 --> Friday, 04 - 01

1370068 --> Friday, 03 - 23

1370069 --> Friday, 04 - 12

1370070 --> Friday, 03 - 28

1370071 --> Friday, 04 - 17

1370072 --> Friday, 04 - 08

1370073 --> Friday, 03 - 24

1370074 --> Friday, 04 - 13

1370075 --> Friday, 04 - 05

1370076 --> Friday, 03 - 27

1370077 --> Friday, 04 - 09

1370078 --> Friday, 04 - 01

1370079 --> Friday, 04 - 21

1370080 --> Friday, 04 - 12

1370081 --> Friday, 03 - 28

1370082 --> Friday, 04 - 17

1370083 --> Friday, 04 - 09

1370084 --> Friday, 03 - 24

1370085 --> Friday, 04 - 13

1370086 --> Friday, 04 - 05

1370087 --> Friday, 03 - 21

1370088 --> Friday, 04 - 09

1370089 --> Friday, 04 - 01

1370090 --> Friday, 04 - 21

1370091 --> Friday, 04 - 06

1370092 --> Friday, 03 - 28

1370093 --> Friday, 04 - 17

1370094 --> Friday, 04 - 02

1370095 --> Friday, 03 - 25

1370096 --> Friday, 04 - 13

1370097 --> Friday, 03 - 29

1370098 --> Friday, 04 - 18

1370099 --> Friday, 04 - 10

1370100 --> Friday, 04 - 02

1370101 --> Friday, 04 - 15

1370102 --> Friday, 04 - 07

1370103 --> Friday, 03 - 30

1370104 --> Friday, 04 - 18

1370105 --> Friday, 04 - 03

1370106 --> Friday, 03 - 26

1370107 --> Friday, 04 - 15

1370108 --> Friday, 03 - 30

