Good Friday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 2470000 through 2479999



2470000 --> Friday, 04 - 07

2470001 --> Friday, 03 - 30

2470002 --> Friday, 04 - 19

2470003 --> Friday, 04 - 04

2470004 --> Friday, 03 - 26

2470005 --> Friday, 04 - 15

2470006 --> Friday, 03 - 31

2470007 --> Friday, 04 - 20

2470008 --> Friday, 04 - 11

2470009 --> Friday, 03 - 27

2470010 --> Friday, 04 - 16

2470011 --> Friday, 04 - 08

2470012 --> Friday, 03 - 30

2470013 --> Friday, 04 - 12

2470014 --> Friday, 04 - 04

2470015 --> Friday, 03 - 27

2470016 --> Friday, 04 - 15

2470017 --> Friday, 03 - 31

2470018 --> Friday, 04 - 20

2470019 --> Friday, 04 - 05

2470020 --> Friday, 03 - 27

2470021 --> Friday, 04 - 16

2470022 --> Friday, 04 - 08

2470023 --> Friday, 03 - 24

2470024 --> Friday, 04 - 12

2470025 --> Friday, 04 - 04

2470026 --> Friday, 04 - 17

2470027 --> Friday, 04 - 09

2470028 --> Friday, 03 - 31

2470029 --> Friday, 04 - 20

2470030 --> Friday, 04 - 05

2470031 --> Friday, 03 - 28

2470032 --> Friday, 04 - 16

2470033 --> Friday, 04 - 01

2470034 --> Friday, 03 - 24

2470035 --> Friday, 04 - 13

2470036 --> Friday, 04 - 04

2470037 --> Friday, 04 - 17

2470038 --> Friday, 04 - 09

2470039 --> Friday, 03 - 25

2470040 --> Friday, 04 - 13

2470041 --> Friday, 04 - 05

2470042 --> Friday, 03 - 28

2470043 --> Friday, 04 - 10

2470044 --> Friday, 04 - 01

2470045 --> Friday, 04 - 21

2470046 --> Friday, 04 - 13

2470047 --> Friday, 03 - 29

2470048 --> Friday, 04 - 17

2470049 --> Friday, 04 - 09

2470050 --> Friday, 03 - 25

2470051 --> Friday, 04 - 14

2470052 --> Friday, 04 - 05

2470053 --> Friday, 03 - 21

2470054 --> Friday, 04 - 10

2470055 --> Friday, 04 - 02

2470056 --> Friday, 04 - 21

2470057 --> Friday, 04 - 06

2470058 --> Friday, 03 - 29

2470059 --> Friday, 04 - 18

2470060 --> Friday, 04 - 02

2470061 --> Friday, 03 - 25

2470062 --> Friday, 04 - 14

2470063 --> Friday, 03 - 30

2470064 --> Friday, 04 - 18

2470065 --> Friday, 04 - 10

2470066 --> Friday, 04 - 02

2470067 --> Friday, 04 - 15

2470068 --> Friday, 04 - 06

2470069 --> Friday, 03 - 29

2470070 --> Friday, 04 - 18

2470071 --> Friday, 04 - 03

2470072 --> Friday, 03 - 25

2470073 --> Friday, 04 - 14

2470074 --> Friday, 03 - 30

2470075 --> Friday, 04 - 19

2470076 --> Friday, 04 - 10

2470077 --> Friday, 03 - 26

2470078 --> Friday, 04 - 15

2470079 --> Friday, 04 - 07

2470080 --> Friday, 03 - 22

2470081 --> Friday, 04 - 11

2470082 --> Friday, 04 - 03

2470083 --> Friday, 04 - 23

2470084 --> Friday, 04 - 07

2470085 --> Friday, 03 - 30

2470086 --> Friday, 04 - 19

2470087 --> Friday, 04 - 04

2470088 --> Friday, 03 - 26

2470089 --> Friday, 04 - 15

2470090 --> Friday, 04 - 07

2470091 --> Friday, 03 - 23

2470092 --> Friday, 04 - 11

2470093 --> Friday, 04 - 03

2470094 --> Friday, 04 - 16

2470095 --> Friday, 04 - 08

2470096 --> Friday, 03 - 30

2470097 --> Friday, 04 - 19

2470098 --> Friday, 04 - 04

2470099 --> Friday, 03 - 27

2470100 --> Friday, 04 - 16

2470101 --> Friday, 04 - 01

2470102 --> Friday, 03 - 24

2470103 --> Friday, 04 - 13

2470104 --> Friday, 03 - 28

2470105 --> Friday, 04 - 17

2470106 --> Friday, 04 - 09

2470107 --> Friday, 03 - 25

2470108 --> Friday, 04 - 13

2470109 --> Friday, 04 - 05

2470110 --> Friday, 03 - 28

2470111 --> Friday, 04 - 10

2470112 --> Friday, 04 - 01

2470113 --> Friday, 04 - 21

2470114 --> Friday, 04 - 06

2470115 --> Friday, 03 - 29

2470116 --> Friday, 04 - 17

2470117 --> Friday, 04 - 09

2470118 --> Friday, 03 - 25

2470119 --> Friday, 04 - 14

2470120 --> Friday, 04 - 05

2470121 --> Friday, 03 - 21

2470122 --> Friday, 04 - 10

2470123 --> Friday, 04 - 02

2470124 --> Friday, 04 - 21

2470125 --> Friday, 04 - 06

2470126 --> Friday, 03 - 29

2470127 --> Friday, 04 - 18

2470128 --> Friday, 04 - 02

2470129 --> Friday, 03 - 25

2470130 --> Friday, 04 - 14

2470131 --> Friday, 03 - 30

2470132 --> Friday, 04 - 18

2470133 --> Friday, 04 - 10

2470134 --> Friday, 03 - 26

2470135 --> Friday, 04 - 15

2470136 --> Friday, 04 - 06

2470137 --> Friday, 03 - 29

2470138 --> Friday, 04 - 11

2470139 --> Friday, 04 - 03

2470140 --> Friday, 03 - 25

2470141 --> Friday, 04 - 14

2470142 --> Friday, 03 - 30

2470143 --> Friday, 04 - 19

2470144 --> Friday, 04 - 10

2470145 --> Friday, 03 - 26

2470146 --> Friday, 04 - 15

2470147 --> Friday, 04 - 07

2470148 --> Friday, 03 - 22

2470149 --> Friday, 04 - 11

2470150 --> Friday, 04 - 03

2470151 --> Friday, 04 - 23

2470152 --> Friday, 04 - 07

2470153 --> Friday, 03 - 30

2470154 --> Friday, 04 - 19

2470155 --> Friday, 04 - 04

2470156 --> Friday, 03 - 26

2470157 --> Friday, 04 - 15

2470158 --> Friday, 03 - 31

2470159 --> Friday, 03 - 23

2470160 --> Friday, 04 - 11

2470161 --> Friday, 04 - 03

2470162 --> Friday, 04 - 16

2470163 --> Friday, 04 - 08

2470164 --> Friday, 03 - 30

2470165 --> Friday, 04 - 19

2470166 --> Friday, 04 - 04

2470167 --> Friday, 03 - 27

2470168 --> Friday, 04 - 15

2470169 --> Friday, 03 - 31

2470170 --> Friday, 04 - 20

2470171 --> Friday, 04 - 12

2470172 --> Friday, 03 - 27

2470173 --> Friday, 04 - 16

2470174 --> Friday, 04 - 08

2470175 --> Friday, 03 - 24

2470176 --> Friday, 04 - 12

2470177 --> Friday, 04 - 04

2470178 --> Friday, 03 - 20

2470179 --> Friday, 04 - 09

2470180 --> Friday, 03 - 31

2470181 --> Friday, 04 - 20

2470182 --> Friday, 04 - 05

2470183 --> Friday, 03 - 28

2470184 --> Friday, 04 - 16

2470185 --> Friday, 04 - 08

2470186 --> Friday, 03 - 24

2470187 --> Friday, 04 - 13

2470188 --> Friday, 04 - 04

2470189 --> Friday, 04 - 17

2470190 --> Friday, 04 - 09

2470191 --> Friday, 04 - 01

2470192 --> Friday, 04 - 20

2470193 --> Friday, 04 - 05

2470194 --> Friday, 03 - 28

2470195 --> Friday, 04 - 17

2470196 --> Friday, 04 - 01

2470197 --> Friday, 03 - 24

2470198 --> Friday, 04 - 13

2470199 --> Friday, 03 - 29

2470200 --> Friday, 04 - 18

2470201 --> Friday, 04 - 10

2470202 --> Friday, 03 - 26

2470203 --> Friday, 04 - 15

2470204 --> Friday, 04 - 06

2470205 --> Friday, 03 - 22

2470206 --> Friday, 04 - 11

2470207 --> Friday, 04 - 03

2470208 --> Friday, 04 - 22

2470209 --> Friday, 04 - 07

2470210 --> Friday, 03 - 30

2470211 --> Friday, 04 - 19

2470212 --> Friday, 04 - 03

2470213 --> Friday, 03 - 26

2470214 --> Friday, 04 - 15

2470215 --> Friday, 03 - 31

2470216 --> Friday, 03 - 22

2470217 --> Friday, 04 - 11

2470218 --> Friday, 04 - 03

2470219 --> Friday, 04 - 16

2470220 --> Friday, 04 - 07

2470221 --> Friday, 03 - 30

2470222 --> Friday, 04 - 19

2470223 --> Friday, 04 - 04

2470224 --> Friday, 03 - 26

2470225 --> Friday, 04 - 15

2470226 --> Friday, 03 - 31

2470227 --> Friday, 04 - 20

2470228 --> Friday, 04 - 11

2470229 --> Friday, 03 - 27

2470230 --> Friday, 04 - 16

2470231 --> Friday, 04 - 08

2470232 --> Friday, 03 - 23

2470233 --> Friday, 04 - 12

2470234 --> Friday, 04 - 04

2470235 --> Friday, 03 - 20

2470236 --> Friday, 04 - 08

2470237 --> Friday, 03 - 31

2470238 --> Friday, 04 - 20

2470239 --> Friday, 04 - 05

2470240 --> Friday, 03 - 27

2470241 --> Friday, 04 - 16

2470242 --> Friday, 04 - 08

2470243 --> Friday, 03 - 24

2470244 --> Friday, 04 - 12

2470245 --> Friday, 04 - 04

2470246 --> Friday, 04 - 17

2470247 --> Friday, 04 - 09

2470248 --> Friday, 03 - 31

2470249 --> Friday, 04 - 20

2470250 --> Friday, 04 - 05

2470251 --> Friday, 03 - 28

2470252 --> Friday, 04 - 16

2470253 --> Friday, 04 - 01

2470254 --> Friday, 03 - 24

2470255 --> Friday, 04 - 13

2470256 --> Friday, 03 - 28

2470257 --> Friday, 04 - 17

2470258 --> Friday, 04 - 09

2470259 --> Friday, 03 - 25

2470260 --> Friday, 04 - 13

2470261 --> Friday, 04 - 05

2470262 --> Friday, 03 - 28

2470263 --> Friday, 04 - 10

2470264 --> Friday, 04 - 01

2470265 --> Friday, 04 - 21

2470266 --> Friday, 04 - 06

2470267 --> Friday, 03 - 29

2470268 --> Friday, 04 - 17

2470269 --> Friday, 04 - 09

2470270 --> Friday, 03 - 25

2470271 --> Friday, 04 - 14

2470272 --> Friday, 04 - 05

2470273 --> Friday, 03 - 21

2470274 --> Friday, 04 - 10

2470275 --> Friday, 04 - 02

2470276 --> Friday, 04 - 21

2470277 --> Friday, 04 - 06

2470278 --> Friday, 03 - 29

2470279 --> Friday, 04 - 18

2470280 --> Friday, 04 - 02

2470281 --> Friday, 03 - 25

2470282 --> Friday, 04 - 14

2470283 --> Friday, 03 - 30

2470284 --> Friday, 04 - 18

2470285 --> Friday, 04 - 10

2470286 --> Friday, 03 - 26

2470287 --> Friday, 04 - 15

2470288 --> Friday, 04 - 06

2470289 --> Friday, 03 - 29

2470290 --> Friday, 04 - 11

2470291 --> Friday, 04 - 03

2470292 --> Friday, 03 - 25

2470293 --> Friday, 04 - 14

2470294 --> Friday, 03 - 30

2470295 --> Friday, 04 - 19

2470296 --> Friday, 04 - 10

2470297 --> Friday, 03 - 26

2470298 --> Friday, 04 - 15

2470299 --> Friday, 04 - 07

2470300 --> Friday, 03 - 23

2470301 --> Friday, 04 - 12

2470302 --> Friday, 04 - 04

2470303 --> Friday, 03 - 20

2470304 --> Friday, 04 - 08

2470305 --> Friday, 03 - 31

2470306 --> Friday, 04 - 20

2470307 --> Friday, 04 - 05

2470308 --> Friday, 03 - 27

2470309 --> Friday, 04 - 16

2470310 --> Friday, 04 - 01

2470311 --> Friday, 03 - 24

2470312 --> Friday, 04 - 12

2470313 --> Friday, 04 - 04

2470314 --> Friday, 04 - 17

2470315 --> Friday, 04 - 09

2470316 --> Friday, 03 - 31

2470317 --> Friday, 04 - 20

2470318 --> Friday, 04 - 05

2470319 --> Friday, 03 - 28

2470320 --> Friday, 04 - 16

2470321 --> Friday, 04 - 01

2470322 --> Friday, 03 - 24

2470323 --> Friday, 04 - 13

2470324 --> Friday, 03 - 28

2470325 --> Friday, 04 - 17

2470326 --> Friday, 04 - 09

2470327 --> Friday, 03 - 25

2470328 --> Friday, 04 - 13

2470329 --> Friday, 04 - 05

2470330 --> Friday, 03 - 21

2470331 --> Friday, 04 - 10

2470332 --> Friday, 04 - 01

2470333 --> Friday, 04 - 21

2470334 --> Friday, 04 - 06

2470335 --> Friday, 03 - 29

2470336 --> Friday, 04 - 17

2470337 --> Friday, 04 - 09

2470338 --> Friday, 03 - 25

2470339 --> Friday, 04 - 14

2470340 --> Friday, 04 - 05

2470341 --> Friday, 03 - 21

2470342 --> Friday, 04 - 10

2470343 --> Friday, 04 - 02

2470344 --> Friday, 04 - 21

2470345 --> Friday, 04 - 06

2470346 --> Friday, 03 - 29

2470347 --> Friday, 04 - 18

2470348 --> Friday, 04 - 02

2470349 --> Friday, 03 - 25

2470350 --> Friday, 04 - 14

2470351 --> Friday, 03 - 30

2470352 --> Friday, 04 - 18

2470353 --> Friday, 04 - 10

2470354 --> Friday, 03 - 26

2470355 --> Friday, 04 - 15

2470356 --> Friday, 04 - 06

2470357 --> Friday, 03 - 29

2470358 --> Friday, 04 - 11

2470359 --> Friday, 04 - 03

2470360 --> Friday, 03 - 25

2470361 --> Friday, 04 - 07

2470362 --> Friday, 03 - 30

2470363 --> Friday, 04 - 19

2470364 --> Friday, 04 - 10

2470365 --> Friday, 03 - 26

2470366 --> Friday, 04 - 15

2470367 --> Friday, 04 - 07

2470368 --> Friday, 03 - 22

2470369 --> Friday, 04 - 11

2470370 --> Friday, 04 - 03

2470371 --> Friday, 04 - 23

2470372 --> Friday, 04 - 07

2470373 --> Friday, 03 - 30

2470374 --> Friday, 04 - 19

2470375 --> Friday, 04 - 04

2470376 --> Friday, 03 - 26

2470377 --> Friday, 04 - 15

2470378 --> Friday, 03 - 31

2470379 --> Friday, 03 - 23

2470380 --> Friday, 04 - 11

2470381 --> Friday, 03 - 27

2470382 --> Friday, 04 - 16

2470383 --> Friday, 04 - 08

2470384 --> Friday, 03 - 30

2470385 --> Friday, 04 - 12

2470386 --> Friday, 04 - 04

2470387 --> Friday, 03 - 27

2470388 --> Friday, 04 - 15

2470389 --> Friday, 03 - 31

2470390 --> Friday, 04 - 20

2470391 --> Friday, 04 - 12

2470392 --> Friday, 03 - 27

2470393 --> Friday, 04 - 16

2470394 --> Friday, 04 - 08

2470395 --> Friday, 03 - 24

2470396 --> Friday, 04 - 12

2470397 --> Friday, 04 - 04

2470398 --> Friday, 03 - 20

2470399 --> Friday, 04 - 09

2470400 --> Friday, 03 - 31

2470401 --> Friday, 04 - 20

2470402 --> Friday, 04 - 05

2470403 --> Friday, 03 - 28

2470404 --> Friday, 04 - 16

2470405 --> Friday, 04 - 01

2470406 --> Friday, 03 - 24

2470407 --> Friday, 04 - 13

2470408 --> Friday, 04 - 04

2470409 --> Friday, 04 - 17

2470410 --> Friday, 04 - 09

2470411 --> Friday, 04 - 01

2470412 --> Friday, 04 - 20

2470413 --> Friday, 04 - 05

2470414 --> Friday, 03 - 28

2470415 --> Friday, 04 - 17

2470416 --> Friday, 04 - 01

2470417 --> Friday, 03 - 24

2470418 --> Friday, 04 - 13

2470419 --> Friday, 03 - 29

2470420 --> Friday, 04 - 17

2470421 --> Friday, 04 - 09

2470422 --> Friday, 03 - 25

2470423 --> Friday, 04 - 14

2470424 --> Friday, 04 - 05

2470425 --> Friday, 03 - 21

2470426 --> Friday, 04 - 10

2470427 --> Friday, 04 - 02

2470428 --> Friday, 04 - 21

2470429 --> Friday, 04 - 06

2470430 --> Friday, 03 - 29

2470431 --> Friday, 04 - 18

2470432 --> Friday, 04 - 09

2470433 --> Friday, 03 - 25

2470434 --> Friday, 04 - 14

2470435 --> Friday, 04 - 06

2470436 --> Friday, 03 - 21

2470437 --> Friday, 04 - 10

2470438 --> Friday, 04 - 02

2470439 --> Friday, 04 - 15

2470440 --> Friday, 04 - 06

2470441 --> Friday, 03 - 29

2470442 --> Friday, 04 - 18

2470443 --> Friday, 04 - 03

2470444 --> Friday, 03 - 25

2470445 --> Friday, 04 - 14

2470446 --> Friday, 03 - 30

2470447 --> Friday, 04 - 19

2470448 --> Friday, 04 - 10

2470449 --> Friday, 03 - 26

2470450 --> Friday, 04 - 15

2470451 --> Friday, 04 - 07

2470452 --> Friday, 03 - 29

2470453 --> Friday, 04 - 11

2470454 --> Friday, 04 - 03

2470455 --> Friday, 03 - 26

2470456 --> Friday, 04 - 07

2470457 --> Friday, 03 - 30

2470458 --> Friday, 04 - 19

2470459 --> Friday, 04 - 04

2470460 --> Friday, 03 - 26

2470461 --> Friday, 04 - 15

2470462 --> Friday, 04 - 07

2470463 --> Friday, 03 - 23

2470464 --> Friday, 04 - 11

2470465 --> Friday, 04 - 03

2470466 --> Friday, 04 - 23

2470467 --> Friday, 04 - 08

2470468 --> Friday, 03 - 30

2470469 --> Friday, 04 - 19

2470470 --> Friday, 04 - 04

