Good Friday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 3730000 through 3739999



3730000 --> Friday, 04 - 14

3730001 --> Friday, 03 - 30

3730002 --> Friday, 04 - 19

3730003 --> Friday, 04 - 11

3730004 --> Friday, 03 - 26

3730005 --> Friday, 04 - 15

3730006 --> Friday, 04 - 07

3730007 --> Friday, 03 - 23

3730008 --> Friday, 04 - 11

3730009 --> Friday, 04 - 03

3730010 --> Friday, 04 - 23

3730011 --> Friday, 04 - 08

3730012 --> Friday, 03 - 30

3730013 --> Friday, 04 - 19

3730014 --> Friday, 04 - 04

3730015 --> Friday, 03 - 27

3730016 --> Friday, 04 - 15

3730017 --> Friday, 03 - 31

3730018 --> Friday, 03 - 23

3730019 --> Friday, 04 - 12

3730020 --> Friday, 04 - 03

3730021 --> Friday, 04 - 16

3730022 --> Friday, 04 - 08

3730023 --> Friday, 03 - 24

3730024 --> Friday, 04 - 12

3730025 --> Friday, 04 - 04

3730026 --> Friday, 03 - 27

3730027 --> Friday, 04 - 09

3730028 --> Friday, 03 - 31

3730029 --> Friday, 04 - 20

3730030 --> Friday, 04 - 12

3730031 --> Friday, 03 - 28

3730032 --> Friday, 04 - 16

3730033 --> Friday, 04 - 08

3730034 --> Friday, 03 - 24

3730035 --> Friday, 04 - 13

3730036 --> Friday, 04 - 04

3730037 --> Friday, 03 - 20

3730038 --> Friday, 04 - 09

3730039 --> Friday, 04 - 01

3730040 --> Friday, 04 - 20

3730041 --> Friday, 04 - 05

3730042 --> Friday, 03 - 28

3730043 --> Friday, 04 - 17

3730044 --> Friday, 04 - 01

3730045 --> Friday, 03 - 24

3730046 --> Friday, 04 - 13

3730047 --> Friday, 03 - 29

3730048 --> Friday, 04 - 17

3730049 --> Friday, 04 - 09

3730050 --> Friday, 04 - 01

3730051 --> Friday, 04 - 14

3730052 --> Friday, 04 - 05

3730053 --> Friday, 03 - 28

3730054 --> Friday, 04 - 17

3730055 --> Friday, 04 - 02

3730056 --> Friday, 03 - 24

3730057 --> Friday, 04 - 13

3730058 --> Friday, 03 - 29

3730059 --> Friday, 04 - 18

3730060 --> Friday, 04 - 09

3730061 --> Friday, 03 - 25

3730062 --> Friday, 04 - 14

3730063 --> Friday, 04 - 06

3730064 --> Friday, 03 - 21

3730065 --> Friday, 04 - 10

3730066 --> Friday, 04 - 02

3730067 --> Friday, 04 - 22

3730068 --> Friday, 04 - 06

3730069 --> Friday, 03 - 29

3730070 --> Friday, 04 - 18

3730071 --> Friday, 04 - 03

3730072 --> Friday, 03 - 25

3730073 --> Friday, 04 - 14

3730074 --> Friday, 04 - 06

3730075 --> Friday, 03 - 22

3730076 --> Friday, 04 - 10

3730077 --> Friday, 04 - 02

3730078 --> Friday, 04 - 22

3730079 --> Friday, 04 - 07

3730080 --> Friday, 03 - 29

3730081 --> Friday, 04 - 18

3730082 --> Friday, 04 - 03

3730083 --> Friday, 03 - 26

3730084 --> Friday, 04 - 14

3730085 --> Friday, 03 - 30

3730086 --> Friday, 04 - 19

3730087 --> Friday, 04 - 11

3730088 --> Friday, 03 - 26

3730089 --> Friday, 04 - 15

3730090 --> Friday, 04 - 07

3730091 --> Friday, 03 - 23

3730092 --> Friday, 04 - 11

3730093 --> Friday, 04 - 03

3730094 --> Friday, 03 - 26

3730095 --> Friday, 04 - 08

3730096 --> Friday, 03 - 30

3730097 --> Friday, 04 - 19

3730098 --> Friday, 04 - 11

3730099 --> Friday, 03 - 27

3730100 --> Friday, 04 - 16

3730101 --> Friday, 04 - 08

3730102 --> Friday, 03 - 24

3730103 --> Friday, 04 - 13

3730104 --> Friday, 04 - 04

3730105 --> Friday, 04 - 17

3730106 --> Friday, 04 - 09

3730107 --> Friday, 04 - 01

3730108 --> Friday, 04 - 20

3730109 --> Friday, 04 - 05

3730110 --> Friday, 03 - 28

3730111 --> Friday, 04 - 17

3730112 --> Friday, 04 - 01

3730113 --> Friday, 03 - 24

3730114 --> Friday, 04 - 13

3730115 --> Friday, 03 - 29

3730116 --> Friday, 04 - 17

3730117 --> Friday, 04 - 09

3730118 --> Friday, 03 - 25

3730119 --> Friday, 04 - 14

3730120 --> Friday, 04 - 05

3730121 --> Friday, 03 - 28

3730122 --> Friday, 04 - 10

3730123 --> Friday, 04 - 02

3730124 --> Friday, 04 - 21

3730125 --> Friday, 04 - 13

3730126 --> Friday, 03 - 29

3730127 --> Friday, 04 - 18

3730128 --> Friday, 04 - 09

3730129 --> Friday, 03 - 25

3730130 --> Friday, 04 - 14

3730131 --> Friday, 04 - 06

3730132 --> Friday, 03 - 21

3730133 --> Friday, 04 - 10

3730134 --> Friday, 04 - 02

3730135 --> Friday, 04 - 22

3730136 --> Friday, 04 - 06

3730137 --> Friday, 03 - 29

3730138 --> Friday, 04 - 18

3730139 --> Friday, 04 - 03

3730140 --> Friday, 03 - 25

3730141 --> Friday, 04 - 14

3730142 --> Friday, 03 - 30

3730143 --> Friday, 04 - 19

3730144 --> Friday, 04 - 10

3730145 --> Friday, 04 - 02

3730146 --> Friday, 04 - 15

3730147 --> Friday, 04 - 07

3730148 --> Friday, 03 - 29

3730149 --> Friday, 04 - 18

3730150 --> Friday, 04 - 03

3730151 --> Friday, 03 - 26

3730152 --> Friday, 04 - 14

3730153 --> Friday, 03 - 30

3730154 --> Friday, 04 - 19

3730155 --> Friday, 04 - 11

3730156 --> Friday, 03 - 26

3730157 --> Friday, 04 - 15

3730158 --> Friday, 04 - 07

3730159 --> Friday, 03 - 23

3730160 --> Friday, 04 - 11

3730161 --> Friday, 04 - 03

3730162 --> Friday, 04 - 23

3730163 --> Friday, 04 - 08

3730164 --> Friday, 03 - 30

3730165 --> Friday, 04 - 19

3730166 --> Friday, 04 - 04

3730167 --> Friday, 03 - 27

3730168 --> Friday, 04 - 15

3730169 --> Friday, 04 - 07

3730170 --> Friday, 03 - 23

3730171 --> Friday, 04 - 12

3730172 --> Friday, 04 - 03

3730173 --> Friday, 04 - 16

3730174 --> Friday, 04 - 08

3730175 --> Friday, 03 - 31

3730176 --> Friday, 04 - 19

3730177 --> Friday, 04 - 04

3730178 --> Friday, 03 - 27

3730179 --> Friday, 04 - 16

3730180 --> Friday, 03 - 31

3730181 --> Friday, 04 - 20

3730182 --> Friday, 04 - 12

3730183 --> Friday, 03 - 28

3730184 --> Friday, 04 - 16

3730185 --> Friday, 04 - 08

3730186 --> Friday, 03 - 24

3730187 --> Friday, 04 - 13

3730188 --> Friday, 04 - 04

3730189 --> Friday, 03 - 27

3730190 --> Friday, 04 - 09

3730191 --> Friday, 04 - 01

3730192 --> Friday, 04 - 20

3730193 --> Friday, 04 - 12

3730194 --> Friday, 03 - 28

3730195 --> Friday, 04 - 17

3730196 --> Friday, 04 - 08

3730197 --> Friday, 03 - 24

3730198 --> Friday, 04 - 13

3730199 --> Friday, 04 - 05

3730200 --> Friday, 04 - 18

3730201 --> Friday, 04 - 10

3730202 --> Friday, 04 - 02

3730203 --> Friday, 04 - 15

3730204 --> Friday, 04 - 06

3730205 --> Friday, 03 - 29

3730206 --> Friday, 04 - 18

3730207 --> Friday, 04 - 03

3730208 --> Friday, 03 - 25

3730209 --> Friday, 04 - 14

3730210 --> Friday, 03 - 30

3730211 --> Friday, 04 - 19

3730212 --> Friday, 04 - 10

3730213 --> Friday, 03 - 26

3730214 --> Friday, 04 - 15

3730215 --> Friday, 04 - 07

3730216 --> Friday, 03 - 22

3730217 --> Friday, 04 - 11

3730218 --> Friday, 04 - 03

3730219 --> Friday, 04 - 23

3730220 --> Friday, 04 - 07

3730221 --> Friday, 03 - 30

3730222 --> Friday, 04 - 19

3730223 --> Friday, 04 - 04

3730224 --> Friday, 03 - 26

3730225 --> Friday, 04 - 15

3730226 --> Friday, 04 - 07

3730227 --> Friday, 03 - 23

3730228 --> Friday, 04 - 11

3730229 --> Friday, 04 - 03

3730230 --> Friday, 04 - 16

3730231 --> Friday, 04 - 08

3730232 --> Friday, 03 - 30

3730233 --> Friday, 04 - 19

3730234 --> Friday, 04 - 04

3730235 --> Friday, 03 - 27

3730236 --> Friday, 04 - 15

3730237 --> Friday, 03 - 31

3730238 --> Friday, 04 - 20

3730239 --> Friday, 04 - 12

3730240 --> Friday, 03 - 27

3730241 --> Friday, 04 - 16

3730242 --> Friday, 04 - 08

3730243 --> Friday, 03 - 24

3730244 --> Friday, 04 - 12

3730245 --> Friday, 04 - 04

3730246 --> Friday, 03 - 27

3730247 --> Friday, 04 - 09

3730248 --> Friday, 03 - 31

3730249 --> Friday, 04 - 20

3730250 --> Friday, 04 - 12

3730251 --> Friday, 03 - 28

3730252 --> Friday, 04 - 16

3730253 --> Friday, 04 - 08

3730254 --> Friday, 03 - 24

3730255 --> Friday, 04 - 13

3730256 --> Friday, 04 - 04

3730257 --> Friday, 04 - 17

3730258 --> Friday, 04 - 09

3730259 --> Friday, 04 - 01

3730260 --> Friday, 04 - 20

3730261 --> Friday, 04 - 05

3730262 --> Friday, 03 - 28

3730263 --> Friday, 04 - 17

3730264 --> Friday, 04 - 01

3730265 --> Friday, 03 - 24

3730266 --> Friday, 04 - 13

3730267 --> Friday, 03 - 29

3730268 --> Friday, 04 - 17

3730269 --> Friday, 04 - 09

3730270 --> Friday, 03 - 25

3730271 --> Friday, 04 - 14

3730272 --> Friday, 04 - 05

3730273 --> Friday, 03 - 28

3730274 --> Friday, 04 - 10

3730275 --> Friday, 04 - 02

3730276 --> Friday, 04 - 21

3730277 --> Friday, 04 - 13

3730278 --> Friday, 03 - 29

3730279 --> Friday, 04 - 18

3730280 --> Friday, 04 - 09

3730281 --> Friday, 03 - 25

3730282 --> Friday, 04 - 14

3730283 --> Friday, 04 - 06

3730284 --> Friday, 03 - 21

3730285 --> Friday, 04 - 10

3730286 --> Friday, 04 - 02

3730287 --> Friday, 04 - 22

3730288 --> Friday, 04 - 06

3730289 --> Friday, 03 - 29

3730290 --> Friday, 04 - 18

3730291 --> Friday, 04 - 03

3730292 --> Friday, 03 - 25

3730293 --> Friday, 04 - 14

3730294 --> Friday, 03 - 30

3730295 --> Friday, 04 - 19

3730296 --> Friday, 04 - 10

3730297 --> Friday, 04 - 02

3730298 --> Friday, 04 - 15

3730299 --> Friday, 04 - 07

3730300 --> Friday, 03 - 30

3730301 --> Friday, 04 - 19

3730302 --> Friday, 04 - 04

3730303 --> Friday, 03 - 27

3730304 --> Friday, 04 - 15

3730305 --> Friday, 03 - 31

3730306 --> Friday, 04 - 20

3730307 --> Friday, 04 - 12

3730308 --> Friday, 03 - 27

3730309 --> Friday, 04 - 16

3730310 --> Friday, 04 - 08

3730311 --> Friday, 03 - 24

3730312 --> Friday, 04 - 12

3730313 --> Friday, 04 - 04

3730314 --> Friday, 03 - 20

3730315 --> Friday, 04 - 09

3730316 --> Friday, 03 - 31

3730317 --> Friday, 04 - 20

3730318 --> Friday, 04 - 05

3730319 --> Friday, 03 - 28

3730320 --> Friday, 04 - 16

3730321 --> Friday, 04 - 08

3730322 --> Friday, 03 - 24

3730323 --> Friday, 04 - 13

3730324 --> Friday, 04 - 04

3730325 --> Friday, 04 - 17

3730326 --> Friday, 04 - 09

3730327 --> Friday, 04 - 01

3730328 --> Friday, 04 - 20

3730329 --> Friday, 04 - 05

3730330 --> Friday, 03 - 28

3730331 --> Friday, 04 - 17

3730332 --> Friday, 04 - 01

3730333 --> Friday, 03 - 24

3730334 --> Friday, 04 - 13

3730335 --> Friday, 03 - 29

3730336 --> Friday, 04 - 17

3730337 --> Friday, 04 - 09

3730338 --> Friday, 03 - 25

3730339 --> Friday, 04 - 14

3730340 --> Friday, 04 - 05

3730341 --> Friday, 03 - 28

3730342 --> Friday, 04 - 10

3730343 --> Friday, 04 - 02

3730344 --> Friday, 04 - 21

3730345 --> Friday, 04 - 13

3730346 --> Friday, 03 - 29

3730347 --> Friday, 04 - 18

3730348 --> Friday, 04 - 09

3730349 --> Friday, 03 - 25

3730350 --> Friday, 04 - 14

3730351 --> Friday, 04 - 06

3730352 --> Friday, 03 - 21

3730353 --> Friday, 04 - 10

3730354 --> Friday, 04 - 02

3730355 --> Friday, 04 - 22

3730356 --> Friday, 04 - 06

3730357 --> Friday, 03 - 29

3730358 --> Friday, 04 - 18

3730359 --> Friday, 04 - 03

3730360 --> Friday, 03 - 25

3730361 --> Friday, 04 - 14

3730362 --> Friday, 03 - 30

3730363 --> Friday, 04 - 19

3730364 --> Friday, 04 - 10

3730365 --> Friday, 03 - 26

3730366 --> Friday, 04 - 15

3730367 --> Friday, 04 - 07

3730368 --> Friday, 03 - 29

3730369 --> Friday, 04 - 11

3730370 --> Friday, 04 - 03

3730371 --> Friday, 03 - 26

3730372 --> Friday, 04 - 14

3730373 --> Friday, 03 - 30

3730374 --> Friday, 04 - 19

3730375 --> Friday, 04 - 11

3730376 --> Friday, 03 - 26

3730377 --> Friday, 04 - 15

3730378 --> Friday, 04 - 07

3730379 --> Friday, 03 - 23

3730380 --> Friday, 04 - 11

3730381 --> Friday, 04 - 03

3730382 --> Friday, 04 - 23

3730383 --> Friday, 04 - 08

3730384 --> Friday, 03 - 30

3730385 --> Friday, 04 - 19

3730386 --> Friday, 04 - 04

3730387 --> Friday, 03 - 27

3730388 --> Friday, 04 - 15

3730389 --> Friday, 03 - 31

3730390 --> Friday, 03 - 23

3730391 --> Friday, 04 - 12

3730392 --> Friday, 04 - 03

3730393 --> Friday, 04 - 16

3730394 --> Friday, 04 - 08

3730395 --> Friday, 03 - 31

3730396 --> Friday, 04 - 19

3730397 --> Friday, 04 - 04

3730398 --> Friday, 03 - 27

3730399 --> Friday, 04 - 16

3730400 --> Friday, 03 - 31

3730401 --> Friday, 04 - 20

3730402 --> Friday, 04 - 12

3730403 --> Friday, 03 - 28

3730404 --> Friday, 04 - 16

3730405 --> Friday, 04 - 08

3730406 --> Friday, 03 - 24

3730407 --> Friday, 04 - 13

3730408 --> Friday, 04 - 04

3730409 --> Friday, 03 - 20

3730410 --> Friday, 04 - 09

3730411 --> Friday, 04 - 01

3730412 --> Friday, 04 - 20

3730413 --> Friday, 04 - 05

3730414 --> Friday, 03 - 28

3730415 --> Friday, 04 - 17

3730416 --> Friday, 04 - 08

3730417 --> Friday, 03 - 24

