Good Friday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 1270000 through 1279999



1270000 --> Friday, 04 - 14

1270001 --> Friday, 04 - 06

1270002 --> Friday, 03 - 22

1270003 --> Friday, 04 - 11

1270004 --> Friday, 04 - 02

1270005 --> Friday, 04 - 22

1270006 --> Friday, 04 - 07

1270007 --> Friday, 03 - 30

1270008 --> Friday, 04 - 18

1270009 --> Friday, 04 - 10

1270010 --> Friday, 03 - 26

1270011 --> Friday, 04 - 15

1270012 --> Friday, 04 - 06

1270013 --> Friday, 03 - 22

1270014 --> Friday, 04 - 11

1270015 --> Friday, 04 - 03

1270016 --> Friday, 04 - 22

1270017 --> Friday, 04 - 07

1270018 --> Friday, 03 - 30

1270019 --> Friday, 04 - 19

1270020 --> Friday, 04 - 03

1270021 --> Friday, 03 - 26

1270022 --> Friday, 04 - 15

1270023 --> Friday, 03 - 31

1270024 --> Friday, 04 - 19

1270025 --> Friday, 04 - 11

1270026 --> Friday, 03 - 27

1270027 --> Friday, 04 - 16

1270028 --> Friday, 04 - 07

1270029 --> Friday, 03 - 30

1270030 --> Friday, 04 - 12

1270031 --> Friday, 04 - 04

1270032 --> Friday, 03 - 26

1270033 --> Friday, 04 - 15

1270034 --> Friday, 03 - 31

1270035 --> Friday, 04 - 20

1270036 --> Friday, 04 - 11

1270037 --> Friday, 03 - 27

1270038 --> Friday, 04 - 16

1270039 --> Friday, 04 - 08

1270040 --> Friday, 03 - 23

1270041 --> Friday, 04 - 12

1270042 --> Friday, 04 - 04

1270043 --> Friday, 04 - 17

1270044 --> Friday, 04 - 08

1270045 --> Friday, 03 - 31

1270046 --> Friday, 04 - 20

1270047 --> Friday, 04 - 05

1270048 --> Friday, 03 - 27

1270049 --> Friday, 04 - 16

1270050 --> Friday, 04 - 01

1270051 --> Friday, 03 - 24

1270052 --> Friday, 04 - 12

1270053 --> Friday, 04 - 04

1270054 --> Friday, 04 - 17

1270055 --> Friday, 04 - 09

1270056 --> Friday, 03 - 31

1270057 --> Friday, 04 - 13

1270058 --> Friday, 04 - 05

1270059 --> Friday, 03 - 28

1270060 --> Friday, 04 - 16

1270061 --> Friday, 04 - 01

1270062 --> Friday, 04 - 21

1270063 --> Friday, 04 - 13

1270064 --> Friday, 03 - 28

1270065 --> Friday, 04 - 17

1270066 --> Friday, 04 - 09

1270067 --> Friday, 03 - 25

1270068 --> Friday, 04 - 13

1270069 --> Friday, 04 - 05

1270070 --> Friday, 03 - 21

1270071 --> Friday, 04 - 10

1270072 --> Friday, 04 - 01

1270073 --> Friday, 04 - 21

1270074 --> Friday, 04 - 06

1270075 --> Friday, 03 - 29

1270076 --> Friday, 04 - 17

1270077 --> Friday, 04 - 02

1270078 --> Friday, 03 - 25

1270079 --> Friday, 04 - 14

1270080 --> Friday, 04 - 05

1270081 --> Friday, 04 - 18

1270082 --> Friday, 04 - 10

1270083 --> Friday, 04 - 02

1270084 --> Friday, 04 - 21

1270085 --> Friday, 04 - 06

1270086 --> Friday, 03 - 29

1270087 --> Friday, 04 - 18

1270088 --> Friday, 04 - 02

1270089 --> Friday, 03 - 25

1270090 --> Friday, 04 - 14

1270091 --> Friday, 03 - 30

1270092 --> Friday, 04 - 18

1270093 --> Friday, 04 - 10

1270094 --> Friday, 03 - 26

1270095 --> Friday, 04 - 15

1270096 --> Friday, 04 - 06

1270097 --> Friday, 03 - 22

1270098 --> Friday, 04 - 11

1270099 --> Friday, 04 - 03

1270100 --> Friday, 03 - 26

1270101 --> Friday, 04 - 08

1270102 --> Friday, 03 - 31

1270103 --> Friday, 04 - 20

1270104 --> Friday, 04 - 11

1270105 --> Friday, 03 - 27

1270106 --> Friday, 04 - 16

1270107 --> Friday, 04 - 08

1270108 --> Friday, 03 - 23

1270109 --> Friday, 04 - 12

1270110 --> Friday, 04 - 04

1270111 --> Friday, 04 - 17

1270112 --> Friday, 04 - 08

1270113 --> Friday, 03 - 31

1270114 --> Friday, 04 - 20

1270115 --> Friday, 04 - 05

1270116 --> Friday, 03 - 27

1270117 --> Friday, 04 - 16

1270118 --> Friday, 04 - 01

1270119 --> Friday, 03 - 24

1270120 --> Friday, 04 - 12

1270121 --> Friday, 03 - 28

1270122 --> Friday, 04 - 17

1270123 --> Friday, 04 - 09

1270124 --> Friday, 03 - 31

1270125 --> Friday, 04 - 13

1270126 --> Friday, 04 - 05

1270127 --> Friday, 03 - 28

