Good Friday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 2870000 through 2879999



2870000 --> Friday, 04 - 07

2870001 --> Friday, 03 - 23

2870002 --> Friday, 04 - 12

2870003 --> Friday, 04 - 04

2870004 --> Friday, 03 - 26

2870005 --> Friday, 04 - 08

2870006 --> Friday, 03 - 31

2870007 --> Friday, 04 - 20

2870008 --> Friday, 04 - 04

2870009 --> Friday, 03 - 27

2870010 --> Friday, 04 - 16

2870011 --> Friday, 04 - 01

2870012 --> Friday, 03 - 23

2870013 --> Friday, 04 - 12

2870014 --> Friday, 04 - 04

2870015 --> Friday, 04 - 17

2870016 --> Friday, 04 - 08

2870017 --> Friday, 03 - 31

2870018 --> Friday, 04 - 20

2870019 --> Friday, 04 - 05

2870020 --> Friday, 03 - 27

2870021 --> Friday, 04 - 16

2870022 --> Friday, 04 - 01

2870023 --> Friday, 03 - 24

2870024 --> Friday, 04 - 12

2870025 --> Friday, 03 - 28

2870026 --> Friday, 04 - 17

2870027 --> Friday, 04 - 09

2870028 --> Friday, 03 - 24

2870029 --> Friday, 04 - 13

2870030 --> Friday, 04 - 05

2870031 --> Friday, 03 - 21

2870032 --> Friday, 04 - 09

2870033 --> Friday, 04 - 01

2870034 --> Friday, 04 - 21

2870035 --> Friday, 04 - 06

2870036 --> Friday, 03 - 28

2870037 --> Friday, 04 - 17

2870038 --> Friday, 04 - 09

2870039 --> Friday, 03 - 25

2870040 --> Friday, 04 - 13

2870041 --> Friday, 04 - 05

2870042 --> Friday, 03 - 21

2870043 --> Friday, 04 - 10

2870044 --> Friday, 04 - 01

2870045 --> Friday, 04 - 21

2870046 --> Friday, 04 - 06

2870047 --> Friday, 03 - 29

2870048 --> Friday, 04 - 17

2870049 --> Friday, 04 - 02

2870050 --> Friday, 03 - 25

2870051 --> Friday, 04 - 14

2870052 --> Friday, 03 - 29

2870053 --> Friday, 04 - 18

2870054 --> Friday, 04 - 10

2870055 --> Friday, 03 - 26

2870056 --> Friday, 04 - 14

2870057 --> Friday, 04 - 06

2870058 --> Friday, 03 - 29

2870059 --> Friday, 04 - 11

2870060 --> Friday, 04 - 02

2870061 --> Friday, 03 - 25

2870062 --> Friday, 04 - 14

2870063 --> Friday, 03 - 30

2870064 --> Friday, 04 - 18

2870065 --> Friday, 04 - 10

2870066 --> Friday, 03 - 26

2870067 --> Friday, 04 - 15

2870068 --> Friday, 04 - 06

2870069 --> Friday, 03 - 22

2870070 --> Friday, 04 - 11

2870071 --> Friday, 04 - 03

2870072 --> Friday, 04 - 22

2870073 --> Friday, 04 - 07

2870074 --> Friday, 03 - 30

2870075 --> Friday, 04 - 19

2870076 --> Friday, 04 - 03

2870077 --> Friday, 03 - 26

2870078 --> Friday, 04 - 15

2870079 --> Friday, 03 - 31

2870080 --> Friday, 03 - 22

2870081 --> Friday, 04 - 11

2870082 --> Friday, 04 - 03

2870083 --> Friday, 04 - 16

2870084 --> Friday, 04 - 07

2870085 --> Friday, 03 - 30

2870086 --> Friday, 04 - 12

2870087 --> Friday, 04 - 04

