Good Friday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 0970000 through 0979999



0970000 --> Friday, 03 - 24

0970001 --> Friday, 04 - 13

0970002 --> Friday, 04 - 05

0970003 --> Friday, 03 - 21

0970004 --> Friday, 04 - 09

0970005 --> Friday, 04 - 01

0970006 --> Friday, 04 - 21

0970007 --> Friday, 04 - 06

0970008 --> Friday, 03 - 28

0970009 --> Friday, 04 - 17

0970010 --> Friday, 04 - 02

0970011 --> Friday, 03 - 25

0970012 --> Friday, 04 - 13

0970013 --> Friday, 04 - 05

0970014 --> Friday, 04 - 18

0970015 --> Friday, 04 - 10

0970016 --> Friday, 04 - 01

0970017 --> Friday, 04 - 21

0970018 --> Friday, 04 - 06

0970019 --> Friday, 03 - 29

0970020 --> Friday, 04 - 17

0970021 --> Friday, 04 - 02

0970022 --> Friday, 03 - 25

0970023 --> Friday, 04 - 14

0970024 --> Friday, 03 - 29

0970025 --> Friday, 04 - 18

0970026 --> Friday, 04 - 10

0970027 --> Friday, 03 - 26

0970028 --> Friday, 04 - 14

0970029 --> Friday, 04 - 06

0970030 --> Friday, 03 - 22

0970031 --> Friday, 04 - 11

0970032 --> Friday, 04 - 02

0970033 --> Friday, 04 - 22

0970034 --> Friday, 04 - 07

0970035 --> Friday, 03 - 30

0970036 --> Friday, 04 - 18

0970037 --> Friday, 04 - 10

0970038 --> Friday, 03 - 26

0970039 --> Friday, 04 - 15

0970040 --> Friday, 04 - 06

0970041 --> Friday, 03 - 22

0970042 --> Friday, 04 - 11

0970043 --> Friday, 04 - 03

0970044 --> Friday, 04 - 22

0970045 --> Friday, 04 - 07

0970046 --> Friday, 03 - 30

0970047 --> Friday, 04 - 19

0970048 --> Friday, 04 - 03

0970049 --> Friday, 03 - 26

0970050 --> Friday, 04 - 15

0970051 --> Friday, 03 - 31

0970052 --> Friday, 04 - 19

0970053 --> Friday, 04 - 11

0970054 --> Friday, 03 - 27

0970055 --> Friday, 04 - 16

0970056 --> Friday, 04 - 07

0970057 --> Friday, 03 - 30

0970058 --> Friday, 04 - 12

0970059 --> Friday, 04 - 04

0970060 --> Friday, 03 - 26

0970061 --> Friday, 04 - 15

0970062 --> Friday, 03 - 31

0970063 --> Friday, 04 - 20

0970064 --> Friday, 04 - 11

0970065 --> Friday, 03 - 27

0970066 --> Friday, 04 - 16

0970067 --> Friday, 04 - 08

0970068 --> Friday, 03 - 23

0970069 --> Friday, 04 - 12

0970070 --> Friday, 04 - 04

0970071 --> Friday, 04 - 17

0970072 --> Friday, 04 - 08

0970073 --> Friday, 03 - 31

0970074 --> Friday, 04 - 20

0970075 --> Friday, 04 - 05

0970076 --> Friday, 03 - 27

0970077 --> Friday, 04 - 16

0970078 --> Friday, 04 - 01

0970079 --> Friday, 03 - 24

0970080 --> Friday, 04 - 12

0970081 --> Friday, 04 - 04

0970082 --> Friday, 04 - 17

0970083 --> Friday, 04 - 09

0970084 --> Friday, 03 - 31

0970085 --> Friday, 04 - 13

0970086 --> Friday, 04 - 05

0970087 --> Friday, 03 - 28

0970088 --> Friday, 04 - 16

0970089 --> Friday, 04 - 01

0970090 --> Friday, 04 - 21

0970091 --> Friday, 04 - 13

0970092 --> Friday, 03 - 28

0970093 --> Friday, 04 - 17

0970094 --> Friday, 04 - 09

0970095 --> Friday, 03 - 25

0970096 --> Friday, 04 - 13

0970097 --> Friday, 04 - 05

0970098 --> Friday, 03 - 21

0970099 --> Friday, 04 - 10

0970100 --> Friday, 04 - 02

0970101 --> Friday, 04 - 22

0970102 --> Friday, 04 - 07

0970103 --> Friday, 03 - 30

0970104 --> Friday, 04 - 18

0970105 --> Friday, 04 - 03

0970106 --> Friday, 03 - 26

0970107 --> Friday, 04 - 15

0970108 --> Friday, 04 - 06

0970109 --> Friday, 03 - 22

0970110 --> Friday, 04 - 11

0970111 --> Friday, 04 - 03

0970112 --> Friday, 04 - 22

0970113 --> Friday, 04 - 07

0970114 --> Friday, 03 - 30

0970115 --> Friday, 04 - 19

0970116 --> Friday, 04 - 03

0970117 --> Friday, 03 - 26

0970118 --> Friday, 04 - 15

0970119 --> Friday, 03 - 31

0970120 --> Friday, 04 - 19

0970121 --> Friday, 04 - 11

0970122 --> Friday, 03 - 27

0970123 --> Friday, 04 - 16

0970124 --> Friday, 04 - 07

0970125 --> Friday, 03 - 23

0970126 --> Friday, 04 - 12

0970127 --> Friday, 04 - 04

0970128 --> Friday, 03 - 26

0970129 --> Friday, 04 - 08

0970130 --> Friday, 03 - 31

0970131 --> Friday, 04 - 20

0970132 --> Friday, 04 - 11

0970133 --> Friday, 03 - 27

0970134 --> Friday, 04 - 16

0970135 --> Friday, 04 - 08

0970136 --> Friday, 03 - 23

0970137 --> Friday, 04 - 12

0970138 --> Friday, 04 - 04

0970139 --> Friday, 04 - 17

0970140 --> Friday, 04 - 08

0970141 --> Friday, 03 - 31

0970142 --> Friday, 04 - 20

0970143 --> Friday, 04 - 05

0970144 --> Friday, 03 - 27

0970145 --> Friday, 04 - 16

0970146 --> Friday, 04 - 01

0970147 --> Friday, 03 - 24

0970148 --> Friday, 04 - 12

0970149 --> Friday, 03 - 28

0970150 --> Friday, 04 - 17

0970151 --> Friday, 04 - 09

0970152 --> Friday, 03 - 31

0970153 --> Friday, 04 - 13

0970154 --> Friday, 04 - 05

0970155 --> Friday, 03 - 28

0970156 --> Friday, 04 - 16

0970157 --> Friday, 04 - 01

0970158 --> Friday, 04 - 21

0970159 --> Friday, 04 - 06

0970160 --> Friday, 03 - 28

0970161 --> Friday, 04 - 17

0970162 --> Friday, 04 - 09

0970163 --> Friday, 03 - 25

0970164 --> Friday, 04 - 13

0970165 --> Friday, 04 - 05

0970166 --> Friday, 03 - 21

0970167 --> Friday, 04 - 10

0970168 --> Friday, 04 - 01

0970169 --> Friday, 04 - 21

0970170 --> Friday, 04 - 06

0970171 --> Friday, 03 - 29

0970172 --> Friday, 04 - 17

0970173 --> Friday, 04 - 02

0970174 --> Friday, 03 - 25

0970175 --> Friday, 04 - 14

0970176 --> Friday, 04 - 05

0970177 --> Friday, 04 - 18

0970178 --> Friday, 04 - 10

0970179 --> Friday, 03 - 26

0970180 --> Friday, 04 - 14

0970181 --> Friday, 04 - 06

0970182 --> Friday, 03 - 29

0970183 --> Friday, 04 - 11

0970184 --> Friday, 04 - 02

0970185 --> Friday, 03 - 25

0970186 --> Friday, 04 - 14

0970187 --> Friday, 03 - 30

0970188 --> Friday, 04 - 18

0970189 --> Friday, 04 - 10

0970190 --> Friday, 03 - 26

0970191 --> Friday, 04 - 15

0970192 --> Friday, 04 - 06

0970193 --> Friday, 03 - 22

0970194 --> Friday, 04 - 11

0970195 --> Friday, 04 - 03

0970196 --> Friday, 04 - 22

0970197 --> Friday, 04 - 07

0970198 --> Friday, 03 - 30

0970199 --> Friday, 04 - 19

0970200 --> Friday, 04 - 04

0970201 --> Friday, 03 - 27

0970202 --> Friday, 04 - 16

0970203 --> Friday, 04 - 01

0970204 --> Friday, 03 - 23

0970205 --> Friday, 04 - 12

0970206 --> Friday, 03 - 28

0970207 --> Friday, 04 - 17

0970208 --> Friday, 04 - 08

0970209 --> Friday, 03 - 31

0970210 --> Friday, 04 - 13

0970211 --> Friday, 04 - 05

0970212 --> Friday, 03 - 27

0970213 --> Friday, 04 - 16

0970214 --> Friday, 04 - 01

0970215 --> Friday, 04 - 21

0970216 --> Friday, 04 - 12

0970217 --> Friday, 03 - 28

0970218 --> Friday, 04 - 17

0970219 --> Friday, 04 - 09

0970220 --> Friday, 03 - 24

0970221 --> Friday, 04 - 13

0970222 --> Friday, 04 - 05

0970223 --> Friday, 03 - 21

0970224 --> Friday, 04 - 09

0970225 --> Friday, 04 - 01

0970226 --> Friday, 04 - 21

0970227 --> Friday, 04 - 06

