Good Friday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 1670000 through 1679999



1670000 --> Friday, 04 - 14

1670001 --> Friday, 04 - 06

1670002 --> Friday, 03 - 22

1670003 --> Friday, 04 - 11

1670004 --> Friday, 04 - 02

1670005 --> Friday, 04 - 15

1670006 --> Friday, 04 - 07

1670007 --> Friday, 03 - 30

1670008 --> Friday, 04 - 18

1670009 --> Friday, 04 - 03

1670010 --> Friday, 03 - 26

1670011 --> Friday, 04 - 15

1670012 --> Friday, 03 - 30

1670013 --> Friday, 04 - 19

1670014 --> Friday, 04 - 11

1670015 --> Friday, 03 - 27

1670016 --> Friday, 04 - 15

1670017 --> Friday, 04 - 07

1670018 --> Friday, 03 - 23

1670019 --> Friday, 04 - 12

1670020 --> Friday, 04 - 03

1670021 --> Friday, 03 - 26

1670022 --> Friday, 04 - 08

1670023 --> Friday, 03 - 31

1670024 --> Friday, 04 - 19

1670025 --> Friday, 04 - 04

1670026 --> Friday, 03 - 27

1670027 --> Friday, 04 - 16

1670028 --> Friday, 04 - 07

1670029 --> Friday, 03 - 23

1670030 --> Friday, 04 - 12

1670031 --> Friday, 04 - 04

1670032 --> Friday, 04 - 23

1670033 --> Friday, 04 - 08

1670034 --> Friday, 03 - 31

1670035 --> Friday, 04 - 20

1670036 --> Friday, 04 - 04

1670037 --> Friday, 03 - 27

1670038 --> Friday, 04 - 16

1670039 --> Friday, 04 - 01

1670040 --> Friday, 03 - 23

1670041 --> Friday, 04 - 12

1670042 --> Friday, 03 - 28

1670043 --> Friday, 04 - 17

1670044 --> Friday, 04 - 08

1670045 --> Friday, 03 - 24

1670046 --> Friday, 04 - 13

1670047 --> Friday, 04 - 05

1670048 --> Friday, 03 - 27

1670049 --> Friday, 04 - 09

1670050 --> Friday, 04 - 01

1670051 --> Friday, 04 - 21

1670052 --> Friday, 04 - 12

1670053 --> Friday, 03 - 28

1670054 --> Friday, 04 - 17

1670055 --> Friday, 04 - 09

1670056 --> Friday, 03 - 24

1670057 --> Friday, 04 - 13

1670058 --> Friday, 04 - 05

1670059 --> Friday, 03 - 21

1670060 --> Friday, 04 - 09

1670061 --> Friday, 04 - 01

1670062 --> Friday, 04 - 21

1670063 --> Friday, 04 - 06

1670064 --> Friday, 03 - 28

1670065 --> Friday, 04 - 17

1670066 --> Friday, 04 - 02

1670067 --> Friday, 03 - 25

1670068 --> Friday, 04 - 13

1670069 --> Friday, 03 - 29

1670070 --> Friday, 04 - 18

1670071 --> Friday, 04 - 10

1670072 --> Friday, 04 - 01

1670073 --> Friday, 04 - 14

1670074 --> Friday, 04 - 06

1670075 --> Friday, 03 - 29

1670076 --> Friday, 04 - 17

1670077 --> Friday, 04 - 02

1670078 --> Friday, 03 - 25

1670079 --> Friday, 04 - 14

1670080 --> Friday, 03 - 29

1670081 --> Friday, 04 - 18

1670082 --> Friday, 04 - 10

1670083 --> Friday, 03 - 26

1670084 --> Friday, 04 - 14

1670085 --> Friday, 04 - 06

1670086 --> Friday, 03 - 22

1670087 --> Friday, 04 - 11

1670088 --> Friday, 04 - 02

1670089 --> Friday, 04 - 22

1670090 --> Friday, 04 - 07

1670091 --> Friday, 03 - 30

1670092 --> Friday, 04 - 18

1670093 --> Friday, 04 - 03

1670094 --> Friday, 03 - 26

1670095 --> Friday, 04 - 15

1670096 --> Friday, 04 - 06

1670097 --> Friday, 03 - 22

1670098 --> Friday, 04 - 11

1670099 --> Friday, 04 - 03

1670100 --> Friday, 04 - 16

1670101 --> Friday, 04 - 08

1670102 --> Friday, 03 - 31

1670103 --> Friday, 04 - 13

1670104 --> Friday, 04 - 04

1670105 --> Friday, 03 - 27

1670106 --> Friday, 04 - 16

1670107 --> Friday, 04 - 01

1670108 --> Friday, 04 - 20

1670109 --> Friday, 04 - 12

1670110 --> Friday, 03 - 28

1670111 --> Friday, 04 - 17

1670112 --> Friday, 04 - 08

1670113 --> Friday, 03 - 24

1670114 --> Friday, 04 - 13

1670115 --> Friday, 04 - 05

1670116 --> Friday, 03 - 27

1670117 --> Friday, 04 - 09

1670118 --> Friday, 04 - 01

1670119 --> Friday, 04 - 21

1670120 --> Friday, 04 - 05

1670121 --> Friday, 03 - 28

1670122 --> Friday, 04 - 17

1670123 --> Friday, 04 - 02

1670124 --> Friday, 03 - 24

1670125 --> Friday, 04 - 13

1670126 --> Friday, 04 - 05

1670127 --> Friday, 04 - 18

1670128 --> Friday, 04 - 09

1670129 --> Friday, 04 - 01

1670130 --> Friday, 04 - 21

1670131 --> Friday, 04 - 06

1670132 --> Friday, 03 - 28

1670133 --> Friday, 04 - 17

1670134 --> Friday, 04 - 02

1670135 --> Friday, 03 - 25

1670136 --> Friday, 04 - 13

1670137 --> Friday, 03 - 29

1670138 --> Friday, 04 - 18

1670139 --> Friday, 04 - 10

1670140 --> Friday, 03 - 25

1670141 --> Friday, 04 - 14

1670142 --> Friday, 04 - 06

1670143 --> Friday, 03 - 22

1670144 --> Friday, 04 - 10

1670145 --> Friday, 04 - 02

