Good Friday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 1830000 through 1839999



1830000 --> Friday, 03 - 31

1830001 --> Friday, 04 - 20

1830002 --> Friday, 04 - 12

1830003 --> Friday, 03 - 28

1830004 --> Friday, 04 - 16

1830005 --> Friday, 04 - 08

1830006 --> Friday, 03 - 24

1830007 --> Friday, 04 - 13

1830008 --> Friday, 04 - 04

1830009 --> Friday, 04 - 17

1830010 --> Friday, 04 - 09

1830011 --> Friday, 04 - 01

1830012 --> Friday, 04 - 20

1830013 --> Friday, 04 - 05

1830014 --> Friday, 03 - 28

1830015 --> Friday, 04 - 17

1830016 --> Friday, 04 - 01

1830017 --> Friday, 03 - 24

1830018 --> Friday, 04 - 13

1830019 --> Friday, 03 - 29

1830020 --> Friday, 04 - 17

1830021 --> Friday, 04 - 09

1830022 --> Friday, 04 - 01

1830023 --> Friday, 04 - 14

1830024 --> Friday, 04 - 05

1830025 --> Friday, 03 - 28

1830026 --> Friday, 04 - 10

1830027 --> Friday, 04 - 02

1830028 --> Friday, 04 - 21

1830029 --> Friday, 04 - 13

1830030 --> Friday, 03 - 29

1830031 --> Friday, 04 - 18

1830032 --> Friday, 04 - 09

1830033 --> Friday, 03 - 25

1830034 --> Friday, 04 - 14

1830035 --> Friday, 04 - 06

1830036 --> Friday, 03 - 21

1830037 --> Friday, 04 - 10

1830038 --> Friday, 04 - 02

1830039 --> Friday, 04 - 22

1830040 --> Friday, 04 - 06

1830041 --> Friday, 03 - 29

1830042 --> Friday, 04 - 18

1830043 --> Friday, 04 - 03

1830044 --> Friday, 03 - 25

1830045 --> Friday, 04 - 14

1830046 --> Friday, 03 - 30

1830047 --> Friday, 04 - 19

1830048 --> Friday, 04 - 10

1830049 --> Friday, 04 - 02

1830050 --> Friday, 04 - 15

1830051 --> Friday, 04 - 07

1830052 --> Friday, 03 - 29

1830053 --> Friday, 04 - 18

1830054 --> Friday, 04 - 03

1830055 --> Friday, 03 - 26

1830056 --> Friday, 04 - 14

1830057 --> Friday, 03 - 30

1830058 --> Friday, 04 - 19

1830059 --> Friday, 04 - 11

1830060 --> Friday, 03 - 26

1830061 --> Friday, 04 - 15

1830062 --> Friday, 04 - 07

1830063 --> Friday, 03 - 23

1830064 --> Friday, 04 - 11

1830065 --> Friday, 04 - 03

1830066 --> Friday, 04 - 23

1830067 --> Friday, 04 - 08

1830068 --> Friday, 03 - 30

1830069 --> Friday, 04 - 19

1830070 --> Friday, 04 - 04

1830071 --> Friday, 03 - 27

1830072 --> Friday, 04 - 15

1830073 --> Friday, 04 - 07

1830074 --> Friday, 03 - 23

1830075 --> Friday, 04 - 12

1830076 --> Friday, 04 - 03

1830077 --> Friday, 04 - 16

1830078 --> Friday, 04 - 08

1830079 --> Friday, 03 - 31

1830080 --> Friday, 04 - 19

1830081 --> Friday, 04 - 04

1830082 --> Friday, 03 - 27

1830083 --> Friday, 04 - 16

1830084 --> Friday, 03 - 31

1830085 --> Friday, 04 - 20

1830086 --> Friday, 04 - 12

1830087 --> Friday, 03 - 28

1830088 --> Friday, 04 - 16

