Good Friday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 0140000 through 0149999



0140000 --> Friday, 04 - 14

0140001 --> Friday, 03 - 30

0140002 --> Friday, 04 - 19

0140003 --> Friday, 04 - 11

0140004 --> Friday, 03 - 26

0140005 --> Friday, 04 - 15

0140006 --> Friday, 04 - 07

0140007 --> Friday, 03 - 23

0140008 --> Friday, 04 - 11

0140009 --> Friday, 04 - 03

0140010 --> Friday, 04 - 23

0140011 --> Friday, 04 - 08

0140012 --> Friday, 03 - 30

0140013 --> Friday, 04 - 19

0140014 --> Friday, 04 - 04

0140015 --> Friday, 03 - 27

0140016 --> Friday, 04 - 15

0140017 --> Friday, 03 - 31

0140018 --> Friday, 03 - 23

0140019 --> Friday, 04 - 12

0140020 --> Friday, 04 - 03

0140021 --> Friday, 04 - 16

0140022 --> Friday, 04 - 08

0140023 --> Friday, 03 - 31

0140024 --> Friday, 04 - 19

0140025 --> Friday, 04 - 04

0140026 --> Friday, 03 - 27

0140027 --> Friday, 04 - 16

0140028 --> Friday, 03 - 31

0140029 --> Friday, 04 - 20

0140030 --> Friday, 04 - 12

0140031 --> Friday, 03 - 28

0140032 --> Friday, 04 - 16

0140033 --> Friday, 04 - 08

0140034 --> Friday, 03 - 24

0140035 --> Friday, 04 - 13

0140036 --> Friday, 04 - 04

0140037 --> Friday, 03 - 20

0140038 --> Friday, 04 - 09

0140039 --> Friday, 04 - 01

0140040 --> Friday, 04 - 20

0140041 --> Friday, 04 - 05

0140042 --> Friday, 03 - 28

0140043 --> Friday, 04 - 17

0140044 --> Friday, 04 - 08

0140045 --> Friday, 03 - 24

0140046 --> Friday, 04 - 13

0140047 --> Friday, 04 - 05

0140048 --> Friday, 04 - 17

0140049 --> Friday, 04 - 09

0140050 --> Friday, 04 - 01

0140051 --> Friday, 04 - 14

0140052 --> Friday, 04 - 05

0140053 --> Friday, 03 - 28

0140054 --> Friday, 04 - 17

0140055 --> Friday, 04 - 02

0140056 --> Friday, 03 - 24

0140057 --> Friday, 04 - 13

0140058 --> Friday, 03 - 29

0140059 --> Friday, 04 - 18

0140060 --> Friday, 04 - 09

0140061 --> Friday, 03 - 25

0140062 --> Friday, 04 - 14

0140063 --> Friday, 04 - 06

0140064 --> Friday, 03 - 28

0140065 --> Friday, 04 - 10

0140066 --> Friday, 04 - 02

0140067 --> Friday, 04 - 22

0140068 --> Friday, 04 - 06

0140069 --> Friday, 03 - 29

0140070 --> Friday, 04 - 18

0140071 --> Friday, 04 - 03

0140072 --> Friday, 03 - 25

0140073 --> Friday, 04 - 14

0140074 --> Friday, 04 - 06

0140075 --> Friday, 03 - 22

0140076 --> Friday, 04 - 10

0140077 --> Friday, 04 - 02

0140078 --> Friday, 04 - 22

0140079 --> Friday, 04 - 07

0140080 --> Friday, 03 - 29

0140081 --> Friday, 04 - 18

0140082 --> Friday, 04 - 03

0140083 --> Friday, 03 - 26

0140084 --> Friday, 04 - 14

0140085 --> Friday, 03 - 30

0140086 --> Friday, 04 - 19

0140087 --> Friday, 04 - 11

0140088 --> Friday, 03 - 26

0140089 --> Friday, 04 - 15

0140090 --> Friday, 04 - 07

0140091 --> Friday, 03 - 23

0140092 --> Friday, 04 - 11

0140093 --> Friday, 04 - 03

0140094 --> Friday, 03 - 26

0140095 --> Friday, 04 - 08

0140096 --> Friday, 03 - 30

0140097 --> Friday, 04 - 19

0140098 --> Friday, 04 - 11

0140099 --> Friday, 03 - 27

