Good Friday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 3440000 through 3449999



3440000 --> Friday, 03 - 31

3440001 --> Friday, 04 - 13

3440002 --> Friday, 04 - 05

3440003 --> Friday, 03 - 28

3440004 --> Friday, 04 - 16

3440005 --> Friday, 04 - 01

3440006 --> Friday, 04 - 21

3440007 --> Friday, 04 - 06

3440008 --> Friday, 03 - 28

3440009 --> Friday, 04 - 17

3440010 --> Friday, 04 - 09

3440011 --> Friday, 03 - 25

3440012 --> Friday, 04 - 13

3440013 --> Friday, 04 - 05

3440014 --> Friday, 03 - 21

3440015 --> Friday, 04 - 10

3440016 --> Friday, 04 - 01

3440017 --> Friday, 04 - 21

3440018 --> Friday, 04 - 06

3440019 --> Friday, 03 - 29

3440020 --> Friday, 04 - 17

3440021 --> Friday, 04 - 02

3440022 --> Friday, 03 - 25

3440023 --> Friday, 04 - 14

3440024 --> Friday, 04 - 05

3440025 --> Friday, 04 - 18

3440026 --> Friday, 04 - 10

3440027 --> Friday, 03 - 26

3440028 --> Friday, 04 - 14

3440029 --> Friday, 04 - 06

3440030 --> Friday, 03 - 29

3440031 --> Friday, 04 - 11

3440032 --> Friday, 04 - 02

3440033 --> Friday, 03 - 25

3440034 --> Friday, 04 - 14

3440035 --> Friday, 03 - 30

3440036 --> Friday, 04 - 18

3440037 --> Friday, 04 - 10

3440038 --> Friday, 03 - 26

3440039 --> Friday, 04 - 15

3440040 --> Friday, 04 - 06

3440041 --> Friday, 03 - 22

3440042 --> Friday, 04 - 11

3440043 --> Friday, 04 - 03

3440044 --> Friday, 04 - 22

3440045 --> Friday, 04 - 07

3440046 --> Friday, 03 - 30

3440047 --> Friday, 04 - 19

3440048 --> Friday, 04 - 03

3440049 --> Friday, 03 - 26

3440050 --> Friday, 04 - 15

3440051 --> Friday, 03 - 31

3440052 --> Friday, 03 - 22

3440053 --> Friday, 04 - 11

3440054 --> Friday, 04 - 03

3440055 --> Friday, 04 - 16

3440056 --> Friday, 04 - 07

3440057 --> Friday, 03 - 30

3440058 --> Friday, 04 - 19

3440059 --> Friday, 04 - 04

3440060 --> Friday, 03 - 26

3440061 --> Friday, 04 - 15

3440062 --> Friday, 03 - 31

3440063 --> Friday, 04 - 20

3440064 --> Friday, 04 - 11

3440065 --> Friday, 03 - 27

3440066 --> Friday, 04 - 16

3440067 --> Friday, 04 - 08

3440068 --> Friday, 03 - 23

3440069 --> Friday, 04 - 12

3440070 --> Friday, 04 - 04

3440071 --> Friday, 03 - 20

3440072 --> Friday, 04 - 08

3440073 --> Friday, 03 - 31

3440074 --> Friday, 04 - 20

3440075 --> Friday, 04 - 05

3440076 --> Friday, 03 - 27

3440077 --> Friday, 04 - 16

3440078 --> Friday, 04 - 08

3440079 --> Friday, 03 - 24

3440080 --> Friday, 04 - 12

3440081 --> Friday, 04 - 04

3440082 --> Friday, 04 - 17

3440083 --> Friday, 04 - 09

3440084 --> Friday, 03 - 31

3440085 --> Friday, 04 - 20

3440086 --> Friday, 04 - 05

3440087 --> Friday, 03 - 28

3440088 --> Friday, 04 - 16

3440089 --> Friday, 04 - 01

3440090 --> Friday, 03 - 24

3440091 --> Friday, 04 - 13

3440092 --> Friday, 03 - 28

3440093 --> Friday, 04 - 17

3440094 --> Friday, 04 - 09

3440095 --> Friday, 03 - 25

3440096 --> Friday, 04 - 13

3440097 --> Friday, 04 - 05

3440098 --> Friday, 03 - 28

3440099 --> Friday, 04 - 10

3440100 --> Friday, 04 - 02

3440101 --> Friday, 03 - 25

3440102 --> Friday, 04 - 07

3440103 --> Friday, 03 - 30

3440104 --> Friday, 04 - 18

3440105 --> Friday, 04 - 10

3440106 --> Friday, 03 - 26

3440107 --> Friday, 04 - 15

3440108 --> Friday, 04 - 06

3440109 --> Friday, 03 - 22

3440110 --> Friday, 04 - 11

3440111 --> Friday, 04 - 03

3440112 --> Friday, 04 - 22

3440113 --> Friday, 04 - 07

3440114 --> Friday, 03 - 30

3440115 --> Friday, 04 - 19

3440116 --> Friday, 04 - 03

3440117 --> Friday, 03 - 26

3440118 --> Friday, 04 - 15

3440119 --> Friday, 03 - 31

3440120 --> Friday, 03 - 22

3440121 --> Friday, 04 - 11

3440122 --> Friday, 03 - 27

3440123 --> Friday, 04 - 16

3440124 --> Friday, 04 - 07

3440125 --> Friday, 03 - 30

