Good Friday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 4000000 through 4009999



4000000 --> Friday, 04 - 14

4000001 --> Friday, 03 - 30

4000002 --> Friday, 04 - 19

4000003 --> Friday, 04 - 11

4000004 --> Friday, 03 - 26

4000005 --> Friday, 04 - 15

4000006 --> Friday, 04 - 07

4000007 --> Friday, 03 - 23

4000008 --> Friday, 04 - 11

4000009 --> Friday, 04 - 03

4000010 --> Friday, 04 - 23

4000011 --> Friday, 04 - 08

4000012 --> Friday, 03 - 30

4000013 --> Friday, 04 - 19

4000014 --> Friday, 04 - 04

4000015 --> Friday, 03 - 27

4000016 --> Friday, 04 - 15

4000017 --> Friday, 03 - 31

4000018 --> Friday, 03 - 23

4000019 --> Friday, 04 - 12

4000020 --> Friday, 04 - 03

4000021 --> Friday, 04 - 16

4000022 --> Friday, 04 - 08

4000023 --> Friday, 03 - 31

4000024 --> Friday, 04 - 19

4000025 --> Friday, 04 - 04

4000026 --> Friday, 03 - 27

4000027 --> Friday, 04 - 16

4000028 --> Friday, 03 - 31

4000029 --> Friday, 04 - 20

4000030 --> Friday, 04 - 12

4000031 --> Friday, 03 - 28

4000032 --> Friday, 04 - 16

4000033 --> Friday, 04 - 08

4000034 --> Friday, 03 - 24

4000035 --> Friday, 04 - 13

4000036 --> Friday, 04 - 04

4000037 --> Friday, 03 - 20

4000038 --> Friday, 04 - 09

4000039 --> Friday, 04 - 01

4000040 --> Friday, 04 - 20

4000041 --> Friday, 04 - 05

4000042 --> Friday, 03 - 28

4000043 --> Friday, 04 - 17

4000044 --> Friday, 04 - 08

4000045 --> Friday, 03 - 24

4000046 --> Friday, 04 - 13

4000047 --> Friday, 04 - 05

4000048 --> Friday, 04 - 17

4000049 --> Friday, 04 - 09

4000050 --> Friday, 04 - 01

4000051 --> Friday, 04 - 14

4000052 --> Friday, 04 - 05

4000053 --> Friday, 03 - 28

4000054 --> Friday, 04 - 17

4000055 --> Friday, 04 - 02

4000056 --> Friday, 03 - 24

4000057 --> Friday, 04 - 13

4000058 --> Friday, 03 - 29

4000059 --> Friday, 04 - 18

4000060 --> Friday, 04 - 09

4000061 --> Friday, 03 - 25

4000062 --> Friday, 04 - 14

4000063 --> Friday, 04 - 06

4000064 --> Friday, 03 - 28

4000065 --> Friday, 04 - 10

4000066 --> Friday, 04 - 02

4000067 --> Friday, 04 - 22

4000068 --> Friday, 04 - 13

4000069 --> Friday, 03 - 29

4000070 --> Friday, 04 - 18

4000071 --> Friday, 04 - 03

4000072 --> Friday, 03 - 25

4000073 --> Friday, 04 - 14

4000074 --> Friday, 04 - 06

4000075 --> Friday, 03 - 22

4000076 --> Friday, 04 - 10

4000077 --> Friday, 04 - 02

4000078 --> Friday, 04 - 22

4000079 --> Friday, 04 - 07

4000080 --> Friday, 03 - 29

4000081 --> Friday, 04 - 18

4000082 --> Friday, 04 - 03

4000083 --> Friday, 03 - 26

4000084 --> Friday, 04 - 14

4000085 --> Friday, 03 - 30

4000086 --> Friday, 04 - 19

4000087 --> Friday, 04 - 11

4000088 --> Friday, 04 - 02

4000089 --> Friday, 04 - 15

4000090 --> Friday, 04 - 07

4000091 --> Friday, 03 - 23

4000092 --> Friday, 04 - 11

4000093 --> Friday, 04 - 03

4000094 --> Friday, 03 - 26

