Good Friday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 1350000 through 1359999



1350000 --> Friday, 04 - 07

1350001 --> Friday, 03 - 30

1350002 --> Friday, 04 - 19

1350003 --> Friday, 04 - 04

1350004 --> Friday, 03 - 26

1350005 --> Friday, 04 - 15

1350006 --> Friday, 04 - 07

1350007 --> Friday, 03 - 23

1350008 --> Friday, 04 - 11

1350009 --> Friday, 04 - 03

1350010 --> Friday, 04 - 16

1350011 --> Friday, 04 - 08

1350012 --> Friday, 03 - 30

1350013 --> Friday, 04 - 19

1350014 --> Friday, 04 - 04

1350015 --> Friday, 03 - 27

1350016 --> Friday, 04 - 15

1350017 --> Friday, 03 - 31

1350018 --> Friday, 04 - 20

1350019 --> Friday, 04 - 12

1350020 --> Friday, 03 - 27

1350021 --> Friday, 04 - 16

1350022 --> Friday, 04 - 08

1350023 --> Friday, 03 - 24

1350024 --> Friday, 04 - 12

1350025 --> Friday, 04 - 04

1350026 --> Friday, 03 - 20

1350027 --> Friday, 04 - 09

1350028 --> Friday, 03 - 31

1350029 --> Friday, 04 - 20

1350030 --> Friday, 04 - 05

1350031 --> Friday, 03 - 28

1350032 --> Friday, 04 - 16

1350033 --> Friday, 04 - 08

1350034 --> Friday, 03 - 24

1350035 --> Friday, 04 - 13

1350036 --> Friday, 04 - 04

1350037 --> Friday, 04 - 17

1350038 --> Friday, 04 - 09

1350039 --> Friday, 04 - 01

1350040 --> Friday, 04 - 20

1350041 --> Friday, 04 - 05

1350042 --> Friday, 03 - 28

1350043 --> Friday, 04 - 17

1350044 --> Friday, 04 - 01

1350045 --> Friday, 03 - 24

1350046 --> Friday, 04 - 13

1350047 --> Friday, 03 - 29

1350048 --> Friday, 04 - 17

1350049 --> Friday, 04 - 09

1350050 --> Friday, 03 - 25

1350051 --> Friday, 04 - 14

1350052 --> Friday, 04 - 05

1350053 --> Friday, 03 - 28

1350054 --> Friday, 04 - 10

1350055 --> Friday, 04 - 02

1350056 --> Friday, 04 - 21

1350057 --> Friday, 04 - 13

1350058 --> Friday, 03 - 29

1350059 --> Friday, 04 - 18

1350060 --> Friday, 04 - 09

1350061 --> Friday, 03 - 25

1350062 --> Friday, 04 - 14

1350063 --> Friday, 04 - 06

1350064 --> Friday, 03 - 21

1350065 --> Friday, 04 - 10

1350066 --> Friday, 04 - 02

1350067 --> Friday, 04 - 22

1350068 --> Friday, 04 - 06

1350069 --> Friday, 03 - 29

1350070 --> Friday, 04 - 18

1350071 --> Friday, 04 - 03

1350072 --> Friday, 03 - 25

1350073 --> Friday, 04 - 14

1350074 --> Friday, 03 - 30

1350075 --> Friday, 04 - 19

1350076 --> Friday, 04 - 10

1350077 --> Friday, 04 - 02

1350078 --> Friday, 04 - 15

1350079 --> Friday, 04 - 07

1350080 --> Friday, 03 - 29

1350081 --> Friday, 04 - 18

1350082 --> Friday, 04 - 03

1350083 --> Friday, 03 - 26

1350084 --> Friday, 04 - 14

1350085 --> Friday, 03 - 30

1350086 --> Friday, 04 - 19

1350087 --> Friday, 04 - 11

1350088 --> Friday, 03 - 26

1350089 --> Friday, 04 - 15

1350090 --> Friday, 04 - 07

1350091 --> Friday, 03 - 23

1350092 --> Friday, 04 - 11

1350093 --> Friday, 04 - 03

1350094 --> Friday, 04 - 23

1350095 --> Friday, 04 - 08

1350096 --> Friday, 03 - 30

1350097 --> Friday, 04 - 19

1350098 --> Friday, 04 - 04

1350099 --> Friday, 03 - 27

1350100 --> Friday, 04 - 16

