Good Friday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 3860000 through 3869999



3860000 --> Friday, 04 - 07

3860001 --> Friday, 03 - 30

3860002 --> Friday, 04 - 12

3860003 --> Friday, 04 - 04

3860004 --> Friday, 03 - 26

3860005 --> Friday, 04 - 15

3860006 --> Friday, 03 - 31

3860007 --> Friday, 04 - 20

3860008 --> Friday, 04 - 11

3860009 --> Friday, 03 - 27

3860010 --> Friday, 04 - 16

3860011 --> Friday, 04 - 08

3860012 --> Friday, 03 - 23

3860013 --> Friday, 04 - 12

3860014 --> Friday, 04 - 04

3860015 --> Friday, 03 - 20

3860016 --> Friday, 04 - 08

3860017 --> Friday, 03 - 31

3860018 --> Friday, 04 - 20

3860019 --> Friday, 04 - 05

3860020 --> Friday, 03 - 27

3860021 --> Friday, 04 - 16

3860022 --> Friday, 04 - 01

3860023 --> Friday, 03 - 24

3860024 --> Friday, 04 - 12

3860025 --> Friday, 04 - 04

3860026 --> Friday, 04 - 17

3860027 --> Friday, 04 - 09

3860028 --> Friday, 03 - 31

3860029 --> Friday, 04 - 20

3860030 --> Friday, 04 - 05

3860031 --> Friday, 03 - 28

3860032 --> Friday, 04 - 16

3860033 --> Friday, 04 - 01

3860034 --> Friday, 03 - 24

3860035 --> Friday, 04 - 13

3860036 --> Friday, 03 - 28

3860037 --> Friday, 04 - 17

3860038 --> Friday, 04 - 09

3860039 --> Friday, 03 - 25

3860040 --> Friday, 04 - 13

3860041 --> Friday, 04 - 05

3860042 --> Friday, 03 - 21

3860043 --> Friday, 04 - 10

3860044 --> Friday, 04 - 01

3860045 --> Friday, 04 - 21

3860046 --> Friday, 04 - 06

3860047 --> Friday, 03 - 29

3860048 --> Friday, 04 - 17

3860049 --> Friday, 04 - 09

3860050 --> Friday, 03 - 25

3860051 --> Friday, 04 - 14

3860052 --> Friday, 04 - 05

3860053 --> Friday, 03 - 21

3860054 --> Friday, 04 - 10

3860055 --> Friday, 04 - 02

3860056 --> Friday, 04 - 21

3860057 --> Friday, 04 - 06

3860058 --> Friday, 03 - 29

3860059 --> Friday, 04 - 18

3860060 --> Friday, 04 - 02

3860061 --> Friday, 03 - 25

3860062 --> Friday, 04 - 14

3860063 --> Friday, 03 - 30

3860064 --> Friday, 04 - 18

3860065 --> Friday, 04 - 10

3860066 --> Friday, 03 - 26

3860067 --> Friday, 04 - 15

3860068 --> Friday, 04 - 06

3860069 --> Friday, 03 - 29

3860070 --> Friday, 04 - 11

3860071 --> Friday, 04 - 03

3860072 --> Friday, 03 - 25

3860073 --> Friday, 04 - 14

3860074 --> Friday, 03 - 30

3860075 --> Friday, 04 - 19

3860076 --> Friday, 04 - 10

3860077 --> Friday, 03 - 26

3860078 --> Friday, 04 - 15

3860079 --> Friday, 04 - 07

3860080 --> Friday, 03 - 22

3860081 --> Friday, 04 - 11

3860082 --> Friday, 04 - 03

3860083 --> Friday, 04 - 23

3860084 --> Friday, 04 - 07

3860085 --> Friday, 03 - 30

3860086 --> Friday, 04 - 19

3860087 --> Friday, 04 - 04

3860088 --> Friday, 03 - 26

3860089 --> Friday, 04 - 15

3860090 --> Friday, 03 - 31

3860091 --> Friday, 03 - 23

3860092 --> Friday, 04 - 11

3860093 --> Friday, 04 - 03

3860094 --> Friday, 04 - 16

3860095 --> Friday, 04 - 08

3860096 --> Friday, 03 - 30

3860097 --> Friday, 04 - 12

3860098 --> Friday, 04 - 04

3860099 --> Friday, 03 - 27

3860100 --> Friday, 04 - 16

3860101 --> Friday, 04 - 01

3860102 --> Friday, 04 - 21

3860103 --> Friday, 04 - 13

3860104 --> Friday, 03 - 28

3860105 --> Friday, 04 - 17

3860106 --> Friday, 04 - 09

3860107 --> Friday, 03 - 25

3860108 --> Friday, 04 - 13

3860109 --> Friday, 04 - 05

3860110 --> Friday, 03 - 21

3860111 --> Friday, 04 - 10

3860112 --> Friday, 04 - 01

3860113 --> Friday, 04 - 21

3860114 --> Friday, 04 - 06

3860115 --> Friday, 03 - 29

3860116 --> Friday, 04 - 17

3860117 --> Friday, 04 - 02

3860118 --> Friday, 03 - 25

3860119 --> Friday, 04 - 14

3860120 --> Friday, 04 - 05

3860121 --> Friday, 04 - 18

3860122 --> Friday, 04 - 10

3860123 --> Friday, 04 - 02

3860124 --> Friday, 04 - 21

3860125 --> Friday, 04 - 06

3860126 --> Friday, 03 - 29

3860127 --> Friday, 04 - 18

3860128 --> Friday, 04 - 02

3860129 --> Friday, 03 - 25

3860130 --> Friday, 04 - 14

3860131 --> Friday, 03 - 30

3860132 --> Friday, 04 - 18

3860133 --> Friday, 04 - 10

3860134 --> Friday, 03 - 26

3860135 --> Friday, 04 - 15

3860136 --> Friday, 04 - 06

3860137 --> Friday, 03 - 22

3860138 --> Friday, 04 - 11

3860139 --> Friday, 04 - 03

3860140 --> Friday, 04 - 22

3860141 --> Friday, 04 - 07

3860142 --> Friday, 03 - 30

3860143 --> Friday, 04 - 19

3860144 --> Friday, 04 - 10

3860145 --> Friday, 03 - 26

3860146 --> Friday, 04 - 15

3860147 --> Friday, 04 - 07

3860148 --> Friday, 03 - 22

3860149 --> Friday, 04 - 11

3860150 --> Friday, 04 - 03

3860151 --> Friday, 04 - 16

3860152 --> Friday, 04 - 07

3860153 --> Friday, 03 - 30

3860154 --> Friday, 04 - 19

3860155 --> Friday, 04 - 04

3860156 --> Friday, 03 - 26

3860157 --> Friday, 04 - 15

3860158 --> Friday, 03 - 31

