Good Friday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 2940000 through 2949999



2940000 --> Friday, 03 - 24

2940001 --> Friday, 04 - 13

2940002 --> Friday, 03 - 29

2940003 --> Friday, 04 - 18

2940004 --> Friday, 04 - 09

2940005 --> Friday, 03 - 25

2940006 --> Friday, 04 - 14

2940007 --> Friday, 04 - 06

2940008 --> Friday, 03 - 28

2940009 --> Friday, 04 - 10

2940010 --> Friday, 04 - 02

2940011 --> Friday, 04 - 22

2940012 --> Friday, 04 - 13

2940013 --> Friday, 03 - 29

2940014 --> Friday, 04 - 18

2940015 --> Friday, 04 - 10

2940016 --> Friday, 03 - 25

2940017 --> Friday, 04 - 14

2940018 --> Friday, 04 - 06

2940019 --> Friday, 03 - 22

2940020 --> Friday, 04 - 10

2940021 --> Friday, 04 - 02

2940022 --> Friday, 04 - 22

2940023 --> Friday, 04 - 07

2940024 --> Friday, 03 - 29

2940025 --> Friday, 04 - 18

2940026 --> Friday, 04 - 03

2940027 --> Friday, 03 - 26

2940028 --> Friday, 04 - 14

2940029 --> Friday, 03 - 30

2940030 --> Friday, 04 - 19

2940031 --> Friday, 04 - 11

2940032 --> Friday, 04 - 02

2940033 --> Friday, 04 - 15

2940034 --> Friday, 04 - 07

2940035 --> Friday, 03 - 30

2940036 --> Friday, 04 - 18

2940037 --> Friday, 04 - 03

2940038 --> Friday, 03 - 26

2940039 --> Friday, 04 - 15

2940040 --> Friday, 03 - 30

2940041 --> Friday, 04 - 19

2940042 --> Friday, 04 - 11

2940043 --> Friday, 03 - 27

2940044 --> Friday, 04 - 15

2940045 --> Friday, 04 - 07

2940046 --> Friday, 03 - 23

2940047 --> Friday, 04 - 12

2940048 --> Friday, 04 - 03

2940049 --> Friday, 04 - 23

2940050 --> Friday, 04 - 08

2940051 --> Friday, 03 - 31

2940052 --> Friday, 04 - 19

2940053 --> Friday, 04 - 04

2940054 --> Friday, 03 - 27

2940055 --> Friday, 04 - 16

2940056 --> Friday, 04 - 07

2940057 --> Friday, 03 - 23

2940058 --> Friday, 04 - 12

2940059 --> Friday, 04 - 04

2940060 --> Friday, 04 - 16

2940061 --> Friday, 04 - 08

2940062 --> Friday, 03 - 31

2940063 --> Friday, 04 - 13

2940064 --> Friday, 04 - 04

2940065 --> Friday, 03 - 27

2940066 --> Friday, 04 - 16

2940067 --> Friday, 04 - 01

2940068 --> Friday, 04 - 20

2940069 --> Friday, 04 - 12

2940070 --> Friday, 03 - 28

2940071 --> Friday, 04 - 17

2940072 --> Friday, 04 - 08

2940073 --> Friday, 03 - 24

2940074 --> Friday, 04 - 13

2940075 --> Friday, 04 - 05

2940076 --> Friday, 03 - 27

2940077 --> Friday, 04 - 09

2940078 --> Friday, 04 - 01

2940079 --> Friday, 04 - 21

2940080 --> Friday, 04 - 05

2940081 --> Friday, 03 - 28

2940082 --> Friday, 04 - 17

2940083 --> Friday, 04 - 02

2940084 --> Friday, 03 - 24

2940085 --> Friday, 04 - 13

2940086 --> Friday, 04 - 05

2940087 --> Friday, 04 - 18

2940088 --> Friday, 04 - 09

2940089 --> Friday, 04 - 01

2940090 --> Friday, 04 - 21

2940091 --> Friday, 04 - 06

2940092 --> Friday, 03 - 28

2940093 --> Friday, 04 - 17

2940094 --> Friday, 04 - 02

2940095 --> Friday, 03 - 25

2940096 --> Friday, 04 - 13

2940097 --> Friday, 03 - 29

2940098 --> Friday, 04 - 18

2940099 --> Friday, 04 - 10

2940100 --> Friday, 03 - 26

2940101 --> Friday, 04 - 15

2940102 --> Friday, 04 - 07

2940103 --> Friday, 03 - 23

2940104 --> Friday, 04 - 11

2940105 --> Friday, 04 - 03

2940106 --> Friday, 03 - 26

2940107 --> Friday, 04 - 08

2940108 --> Friday, 03 - 30

2940109 --> Friday, 04 - 19

2940110 --> Friday, 04 - 11

2940111 --> Friday, 03 - 27

2940112 --> Friday, 04 - 15

2940113 --> Friday, 04 - 07

2940114 --> Friday, 03 - 23

2940115 --> Friday, 04 - 12

2940116 --> Friday, 04 - 03

2940117 --> Friday, 04 - 23

2940118 --> Friday, 04 - 08

2940119 --> Friday, 03 - 31

2940120 --> Friday, 04 - 19

2940121 --> Friday, 04 - 04

2940122 --> Friday, 03 - 27

2940123 --> Friday, 04 - 16

2940124 --> Friday, 03 - 31

2940125 --> Friday, 03 - 23

2940126 --> Friday, 04 - 12

2940127 --> Friday, 03 - 28

2940128 --> Friday, 04 - 16

2940129 --> Friday, 04 - 08

2940130 --> Friday, 03 - 31

2940131 --> Friday, 04 - 13

2940132 --> Friday, 04 - 04

2940133 --> Friday, 03 - 27

2940134 --> Friday, 04 - 16

2940135 --> Friday, 04 - 01

2940136 --> Friday, 04 - 20

2940137 --> Friday, 04 - 12

2940138 --> Friday, 03 - 28

2940139 --> Friday, 04 - 17

2940140 --> Friday, 04 - 08

2940141 --> Friday, 03 - 24

2940142 --> Friday, 04 - 13

2940143 --> Friday, 04 - 05

2940144 --> Friday, 03 - 20

2940145 --> Friday, 04 - 09

2940146 --> Friday, 04 - 01

2940147 --> Friday, 04 - 21

2940148 --> Friday, 04 - 05

2940149 --> Friday, 03 - 28

2940150 --> Friday, 04 - 17

2940151 --> Friday, 04 - 02

2940152 --> Friday, 03 - 24

2940153 --> Friday, 04 - 13

2940154 --> Friday, 04 - 05

2940155 --> Friday, 04 - 18

2940156 --> Friday, 04 - 09

2940157 --> Friday, 04 - 01

2940158 --> Friday, 04 - 14

2940159 --> Friday, 04 - 06

2940160 --> Friday, 03 - 28

2940161 --> Friday, 04 - 17

2940162 --> Friday, 04 - 02

2940163 --> Friday, 03 - 25

2940164 --> Friday, 04 - 13

2940165 --> Friday, 03 - 29

2940166 --> Friday, 04 - 18

2940167 --> Friday, 04 - 10

2940168 --> Friday, 03 - 25

2940169 --> Friday, 04 - 14

2940170 --> Friday, 04 - 06

2940171 --> Friday, 03 - 22

2940172 --> Friday, 04 - 10

2940173 --> Friday, 04 - 02

2940174 --> Friday, 04 - 22

2940175 --> Friday, 04 - 07

2940176 --> Friday, 03 - 29

2940177 --> Friday, 04 - 18

2940178 --> Friday, 04 - 03

2940179 --> Friday, 03 - 26

2940180 --> Friday, 04 - 14

2940181 --> Friday, 04 - 06

2940182 --> Friday, 03 - 22

2940183 --> Friday, 04 - 11

2940184 --> Friday, 04 - 02

2940185 --> Friday, 04 - 22

2940186 --> Friday, 04 - 07

2940187 --> Friday, 03 - 30

2940188 --> Friday, 04 - 18

2940189 --> Friday, 04 - 03

2940190 --> Friday, 03 - 26

2940191 --> Friday, 04 - 15

2940192 --> Friday, 03 - 30

2940193 --> Friday, 04 - 19

2940194 --> Friday, 04 - 11

2940195 --> Friday, 03 - 27

2940196 --> Friday, 04 - 15

2940197 --> Friday, 04 - 07

2940198 --> Friday, 03 - 23

2940199 --> Friday, 04 - 12

2940200 --> Friday, 04 - 04

2940201 --> Friday, 03 - 20

2940202 --> Friday, 04 - 09

2940203 --> Friday, 04 - 01

2940204 --> Friday, 04 - 20

2940205 --> Friday, 04 - 05

2940206 --> Friday, 03 - 28

2940207 --> Friday, 04 - 17

2940208 --> Friday, 04 - 08

2940209 --> Friday, 03 - 24

2940210 --> Friday, 04 - 13

2940211 --> Friday, 04 - 05

2940212 --> Friday, 04 - 17

2940213 --> Friday, 04 - 09

2940214 --> Friday, 04 - 01

2940215 --> Friday, 04 - 14

2940216 --> Friday, 04 - 05

2940217 --> Friday, 03 - 28

2940218 --> Friday, 04 - 17

2940219 --> Friday, 04 - 02

2940220 --> Friday, 03 - 24

2940221 --> Friday, 04 - 13

2940222 --> Friday, 03 - 29

2940223 --> Friday, 04 - 18

2940224 --> Friday, 04 - 09

2940225 --> Friday, 03 - 25

2940226 --> Friday, 04 - 14

2940227 --> Friday, 04 - 06

2940228 --> Friday, 03 - 28

2940229 --> Friday, 04 - 10

2940230 --> Friday, 04 - 02

2940231 --> Friday, 04 - 22

2940232 --> Friday, 04 - 06

2940233 --> Friday, 03 - 29

2940234 --> Friday, 04 - 18

2940235 --> Friday, 04 - 03

2940236 --> Friday, 03 - 25

2940237 --> Friday, 04 - 14

2940238 --> Friday, 04 - 06

2940239 --> Friday, 03 - 22

2940240 --> Friday, 04 - 10

2940241 --> Friday, 04 - 02

2940242 --> Friday, 04 - 22

2940243 --> Friday, 04 - 07

2940244 --> Friday, 03 - 29

2940245 --> Friday, 04 - 18

2940246 --> Friday, 04 - 03

2940247 --> Friday, 03 - 26

2940248 --> Friday, 04 - 14

2940249 --> Friday, 03 - 30

2940250 --> Friday, 04 - 19

2940251 --> Friday, 04 - 11

2940252 --> Friday, 03 - 26

2940253 --> Friday, 04 - 15

2940254 --> Friday, 04 - 07

2940255 --> Friday, 03 - 23

2940256 --> Friday, 04 - 11

2940257 --> Friday, 04 - 03

2940258 --> Friday, 03 - 26

2940259 --> Friday, 04 - 08

2940260 --> Friday, 03 - 30

2940261 --> Friday, 04 - 19

2940262 --> Friday, 04 - 11

2940263 --> Friday, 03 - 27

2940264 --> Friday, 04 - 15

2940265 --> Friday, 04 - 07

2940266 --> Friday, 03 - 23

2940267 --> Friday, 04 - 12

2940268 --> Friday, 04 - 03

2940269 --> Friday, 04 - 23

2940270 --> Friday, 04 - 08

2940271 --> Friday, 03 - 31

2940272 --> Friday, 04 - 19

2940273 --> Friday, 04 - 04

2940274 --> Friday, 03 - 27

2940275 --> Friday, 04 - 16

2940276 --> Friday, 03 - 31

2940277 --> Friday, 03 - 23

2940278 --> Friday, 04 - 12

2940279 --> Friday, 03 - 28

2940280 --> Friday, 04 - 16

2940281 --> Friday, 04 - 08

2940282 --> Friday, 03 - 31

2940283 --> Friday, 04 - 13

2940284 --> Friday, 04 - 04

2940285 --> Friday, 03 - 27

2940286 --> Friday, 04 - 16

2940287 --> Friday, 04 - 01

2940288 --> Friday, 04 - 20

2940289 --> Friday, 04 - 12

2940290 --> Friday, 03 - 28

2940291 --> Friday, 04 - 17

2940292 --> Friday, 04 - 08

2940293 --> Friday, 03 - 24

2940294 --> Friday, 04 - 13

2940295 --> Friday, 04 - 05

2940296 --> Friday, 03 - 20

2940297 --> Friday, 04 - 09

2940298 --> Friday, 04 - 01

2940299 --> Friday, 04 - 21

2940300 --> Friday, 04 - 06

2940301 --> Friday, 03 - 29

2940302 --> Friday, 04 - 18

2940303 --> Friday, 04 - 03

2940304 --> Friday, 03 - 25

2940305 --> Friday, 04 - 14

2940306 --> Friday, 04 - 06

2940307 --> Friday, 04 - 19

2940308 --> Friday, 04 - 10

2940309 --> Friday, 04 - 02

2940310 --> Friday, 04 - 15

2940311 --> Friday, 04 - 07

2940312 --> Friday, 03 - 29

2940313 --> Friday, 04 - 18

2940314 --> Friday, 04 - 03

2940315 --> Friday, 03 - 26

2940316 --> Friday, 04 - 14

2940317 --> Friday, 03 - 30

2940318 --> Friday, 04 - 19

2940319 --> Friday, 04 - 11

2940320 --> Friday, 03 - 26

2940321 --> Friday, 04 - 15

2940322 --> Friday, 04 - 07

2940323 --> Friday, 03 - 23

2940324 --> Friday, 04 - 11

2940325 --> Friday, 04 - 03

2940326 --> Friday, 04 - 23

2940327 --> Friday, 04 - 08

2940328 --> Friday, 03 - 30

2940329 --> Friday, 04 - 19

2940330 --> Friday, 04 - 04

2940331 --> Friday, 03 - 27

2940332 --> Friday, 04 - 15

2940333 --> Friday, 04 - 07

2940334 --> Friday, 03 - 23

2940335 --> Friday, 04 - 12

2940336 --> Friday, 04 - 03

2940337 --> Friday, 04 - 16

2940338 --> Friday, 04 - 08

2940339 --> Friday, 03 - 31

2940340 --> Friday, 04 - 19

2940341 --> Friday, 04 - 04

2940342 --> Friday, 03 - 27

2940343 --> Friday, 04 - 16

2940344 --> Friday, 03 - 31

2940345 --> Friday, 04 - 20

2940346 --> Friday, 04 - 12

2940347 --> Friday, 03 - 28

2940348 --> Friday, 04 - 16

2940349 --> Friday, 04 - 08

2940350 --> Friday, 03 - 24

2940351 --> Friday, 04 - 13

2940352 --> Friday, 04 - 04

2940353 --> Friday, 03 - 27

2940354 --> Friday, 04 - 09

2940355 --> Friday, 04 - 01

2940356 --> Friday, 04 - 20

2940357 --> Friday, 04 - 12

2940358 --> Friday, 03 - 28

2940359 --> Friday, 04 - 17

2940360 --> Friday, 04 - 08

2940361 --> Friday, 03 - 24

2940362 --> Friday, 04 - 13

2940363 --> Friday, 04 - 05

2940364 --> Friday, 04 - 17

2940365 --> Friday, 04 - 09

2940366 --> Friday, 04 - 01

2940367 --> Friday, 04 - 21

2940368 --> Friday, 04 - 05

2940369 --> Friday, 03 - 28

2940370 --> Friday, 04 - 17

2940371 --> Friday, 04 - 02

2940372 --> Friday, 03 - 24

2940373 --> Friday, 04 - 13

2940374 --> Friday, 03 - 29

2940375 --> Friday, 04 - 18

2940376 --> Friday, 04 - 09

2940377 --> Friday, 04 - 01

2940378 --> Friday, 04 - 14

2940379 --> Friday, 04 - 06

2940380 --> Friday, 03 - 28

2940381 --> Friday, 04 - 17

2940382 --> Friday, 04 - 02

2940383 --> Friday, 04 - 22

2940384 --> Friday, 04 - 13

2940385 --> Friday, 03 - 29

2940386 --> Friday, 04 - 18

2940387 --> Friday, 04 - 10

2940388 --> Friday, 03 - 25

2940389 --> Friday, 04 - 14

2940390 --> Friday, 04 - 06

2940391 --> Friday, 03 - 22

2940392 --> Friday, 04 - 10

2940393 --> Friday, 04 - 02

2940394 --> Friday, 04 - 22

2940395 --> Friday, 04 - 07

2940396 --> Friday, 03 - 29

2940397 --> Friday, 04 - 18

2940398 --> Friday, 04 - 03

2940399 --> Friday, 03 - 26

2940400 --> Friday, 04 - 14

2940401 --> Friday, 04 - 06

2940402 --> Friday, 04 - 19

2940403 --> Friday, 04 - 11

2940404 --> Friday, 04 - 02

2940405 --> Friday, 04 - 15

2940406 --> Friday, 04 - 07

2940407 --> Friday, 03 - 30

2940408 --> Friday, 04 - 18

2940409 --> Friday, 04 - 03

2940410 --> Friday, 03 - 26

2940411 --> Friday, 04 - 15

2940412 --> Friday, 03 - 30

2940413 --> Friday, 04 - 19

2940414 --> Friday, 04 - 11

2940415 --> Friday, 03 - 27

2940416 --> Friday, 04 - 15

2940417 --> Friday, 04 - 07

2940418 --> Friday, 03 - 23

2940419 --> Friday, 04 - 12

2940420 --> Friday, 04 - 03

2940421 --> Friday, 04 - 23

2940422 --> Friday, 04 - 08

2940423 --> Friday, 03 - 31

2940424 --> Friday, 04 - 19

2940425 --> Friday, 04 - 04

2940426 --> Friday, 03 - 27

2940427 --> Friday, 04 - 16

2940428 --> Friday, 04 - 07

2940429 --> Friday, 03 - 23

2940430 --> Friday, 04 - 12

2940431 --> Friday, 04 - 04

2940432 --> Friday, 04 - 16

2940433 --> Friday, 04 - 08

2940434 --> Friday, 03 - 31

2940435 --> Friday, 04 - 20

2940436 --> Friday, 04 - 04

2940437 --> Friday, 03 - 27

2940438 --> Friday, 04 - 16

2940439 --> Friday, 04 - 01

2940440 --> Friday, 04 - 20

2940441 --> Friday, 04 - 12

2940442 --> Friday, 03 - 28

2940443 --> Friday, 04 - 17

2940444 --> Friday, 04 - 08

2940445 --> Friday, 03 - 24

2940446 --> Friday, 04 - 13

2940447 --> Friday, 04 - 05

2940448 --> Friday, 03 - 27

2940449 --> Friday, 04 - 09

2940450 --> Friday, 04 - 01

2940451 --> Friday, 04 - 21

2940452 --> Friday, 04 - 12

2940453 --> Friday, 03 - 28

2940454 --> Friday, 04 - 17

2940455 --> Friday, 04 - 09

2940456 --> Friday, 03 - 24

2940457 --> Friday, 04 - 13

2940458 --> Friday, 04 - 05

2940459 --> Friday, 04 - 18

2940460 --> Friday, 04 - 09

2940461 --> Friday, 04 - 01

2940462 --> Friday, 04 - 21

2940463 --> Friday, 04 - 06

2940464 --> Friday, 03 - 28

2940465 --> Friday, 04 - 17

2940466 --> Friday, 04 - 02

2940467 --> Friday, 03 - 25

2940468 --> Friday, 04 - 13

2940469 --> Friday, 03 - 29

2940470 --> Friday, 04 - 18

2940471 --> Friday, 04 - 10

2940472 --> Friday, 04 - 01

2940473 --> Friday, 04 - 14

2940474 --> Friday, 04 - 06

2940475 --> Friday, 03 - 29

2940476 --> Friday, 04 - 17

2940477 --> Friday, 04 - 02

2940478 --> Friday, 04 - 22

2940479 --> Friday, 04 - 07

2940480 --> Friday, 03 - 29

2940481 --> Friday, 04 - 18

2940482 --> Friday, 04 - 10

2940483 --> Friday, 03 - 26

2940484 --> Friday, 04 - 14

2940485 --> Friday, 04 - 06

2940486 --> Friday, 03 - 22

2940487 --> Friday, 04 - 11

2940488 --> Friday, 04 - 02

2940489 --> Friday, 04 - 22

2940490 --> Friday, 04 - 07

2940491 --> Friday, 03 - 30

2940492 --> Friday, 04 - 18

2940493 --> Friday, 04 - 03

2940494 --> Friday, 03 - 26

2940495 --> Friday, 04 - 15

2940496 --> Friday, 04 - 06

2940497 --> Friday, 04 - 19

2940498 --> Friday, 04 - 11

2940499 --> Friday, 03 - 27

2940500 --> Friday, 04 - 16

2940501 --> Friday, 04 - 08

2940502 --> Friday, 03 - 24

2940503 --> Friday, 04 - 13

2940504 --> Friday, 04 - 04

2940505 --> Friday, 03 - 27

2940506 --> Friday, 04 - 09

2940507 --> Friday, 04 - 01

2940508 --> Friday, 04 - 20

2940509 --> Friday, 04 - 12

2940510 --> Friday, 03 - 28

2940511 --> Friday, 04 - 17

2940512 --> Friday, 04 - 08

2940513 --> Friday, 03 - 24

2940514 --> Friday, 04 - 13

2940515 --> Friday, 04 - 05

2940516 --> Friday, 04 - 17

2940517 --> Friday, 04 - 09

2940518 --> Friday, 04 - 01

2940519 --> Friday, 04 - 21

2940520 --> Friday, 04 - 05

2940521 --> Friday, 03 - 28

2940522 --> Friday, 04 - 17

2940523 --> Friday, 04 - 02

2940524 --> Friday, 03 - 24

2940525 --> Friday, 04 - 13

2940526 --> Friday, 03 - 29

2940527 --> Friday, 04 - 18

2940528 --> Friday, 04 - 09

2940529 --> Friday, 04 - 01

2940530 --> Friday, 04 - 14

2940531 --> Friday, 04 - 06

2940532 --> Friday, 03 - 28

2940533 --> Friday, 04 - 17

2940534 --> Friday, 04 - 02

2940535 --> Friday, 04 - 22

2940536 --> Friday, 04 - 13

2940537 --> Friday, 03 - 29

2940538 --> Friday, 04 - 18

2940539 --> Friday, 04 - 10

2940540 --> Friday, 03 - 25

2940541 --> Friday, 04 - 14

2940542 --> Friday, 04 - 06

2940543 --> Friday, 03 - 22

2940544 --> Friday, 04 - 10

2940545 --> Friday, 04 - 02

2940546 --> Friday, 04 - 22

2940547 --> Friday, 04 - 07

2940548 --> Friday, 03 - 29

2940549 --> Friday, 04 - 18

2940550 --> Friday, 04 - 03

2940551 --> Friday, 03 - 26

2940552 --> Friday, 04 - 14

2940553 --> Friday, 04 - 06

2940554 --> Friday, 04 - 19

2940555 --> Friday, 04 - 11

2940556 --> Friday, 04 - 02

2940557 --> Friday, 04 - 15

2940558 --> Friday, 04 - 07

2940559 --> Friday, 03 - 30

2940560 --> Friday, 04 - 18

2940561 --> Friday, 04 - 03

2940562 --> Friday, 03 - 26

2940563 --> Friday, 04 - 15

2940564 --> Friday, 03 - 30

2940565 --> Friday, 04 - 19

2940566 --> Friday, 04 - 11

2940567 --> Friday, 03 - 27

2940568 --> Friday, 04 - 15

2940569 --> Friday, 04 - 07

2940570 --> Friday, 03 - 23

2940571 --> Friday, 04 - 12

2940572 --> Friday, 04 - 03

2940573 --> Friday, 04 - 23

