Good Friday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 4940000 through 4949999



4940000 --> Friday, 04 - 07

4940001 --> Friday, 03 - 30

4940002 --> Friday, 04 - 19

4940003 --> Friday, 04 - 04

4940004 --> Friday, 03 - 26

4940005 --> Friday, 04 - 15

4940006 --> Friday, 03 - 31

4940007 --> Friday, 03 - 23

4940008 --> Friday, 04 - 11

4940009 --> Friday, 04 - 03

4940010 --> Friday, 04 - 16

4940011 --> Friday, 04 - 08

4940012 --> Friday, 03 - 30

4940013 --> Friday, 04 - 19

4940014 --> Friday, 04 - 04

4940015 --> Friday, 03 - 27

4940016 --> Friday, 04 - 15

4940017 --> Friday, 03 - 31

4940018 --> Friday, 04 - 20

4940019 --> Friday, 04 - 12

4940020 --> Friday, 03 - 27

4940021 --> Friday, 04 - 16

4940022 --> Friday, 04 - 08

4940023 --> Friday, 03 - 24

4940024 --> Friday, 04 - 12

4940025 --> Friday, 04 - 04

4940026 --> Friday, 03 - 20

4940027 --> Friday, 04 - 09

4940028 --> Friday, 03 - 31

4940029 --> Friday, 04 - 20

4940030 --> Friday, 04 - 05

4940031 --> Friday, 03 - 28

4940032 --> Friday, 04 - 16

4940033 --> Friday, 04 - 08

4940034 --> Friday, 03 - 24

4940035 --> Friday, 04 - 13

4940036 --> Friday, 04 - 04

4940037 --> Friday, 04 - 17

4940038 --> Friday, 04 - 09

4940039 --> Friday, 04 - 01

4940040 --> Friday, 04 - 20

4940041 --> Friday, 04 - 05

4940042 --> Friday, 03 - 28

4940043 --> Friday, 04 - 17

4940044 --> Friday, 04 - 01

4940045 --> Friday, 03 - 24

4940046 --> Friday, 04 - 13

4940047 --> Friday, 03 - 29

4940048 --> Friday, 04 - 17

4940049 --> Friday, 04 - 09

4940050 --> Friday, 03 - 25

4940051 --> Friday, 04 - 14

4940052 --> Friday, 04 - 05

4940053 --> Friday, 03 - 28

4940054 --> Friday, 04 - 10

4940055 --> Friday, 04 - 02

4940056 --> Friday, 04 - 21

4940057 --> Friday, 04 - 06

4940058 --> Friday, 03 - 29

4940059 --> Friday, 04 - 18

4940060 --> Friday, 04 - 09

4940061 --> Friday, 03 - 25

4940062 --> Friday, 04 - 14

4940063 --> Friday, 04 - 06

4940064 --> Friday, 03 - 21

4940065 --> Friday, 04 - 10

4940066 --> Friday, 04 - 02

4940067 --> Friday, 04 - 22

4940068 --> Friday, 04 - 06

4940069 --> Friday, 03 - 29

4940070 --> Friday, 04 - 18

4940071 --> Friday, 04 - 03

4940072 --> Friday, 03 - 25

4940073 --> Friday, 04 - 14

4940074 --> Friday, 03 - 30

4940075 --> Friday, 04 - 19

4940076 --> Friday, 04 - 10

4940077 --> Friday, 03 - 26

4940078 --> Friday, 04 - 15

4940079 --> Friday, 04 - 07

4940080 --> Friday, 03 - 29

4940081 --> Friday, 04 - 11

4940082 --> Friday, 04 - 03

4940083 --> Friday, 03 - 26

4940084 --> Friday, 04 - 14

4940085 --> Friday, 03 - 30

4940086 --> Friday, 04 - 19

4940087 --> Friday, 04 - 11

4940088 --> Friday, 03 - 26

4940089 --> Friday, 04 - 15

4940090 --> Friday, 04 - 07

4940091 --> Friday, 03 - 23

4940092 --> Friday, 04 - 11

4940093 --> Friday, 04 - 03

4940094 --> Friday, 04 - 23

4940095 --> Friday, 04 - 08

4940096 --> Friday, 03 - 30

4940097 --> Friday, 04 - 19

4940098 --> Friday, 04 - 04

4940099 --> Friday, 03 - 27

4940100 --> Friday, 04 - 16

4940101 --> Friday, 04 - 01

4940102 --> Friday, 03 - 24

4940103 --> Friday, 04 - 13

4940104 --> Friday, 04 - 04

4940105 --> Friday, 04 - 17

4940106 --> Friday, 04 - 09

4940107 --> Friday, 04 - 01

4940108 --> Friday, 04 - 20

4940109 --> Friday, 04 - 05

4940110 --> Friday, 03 - 28

4940111 --> Friday, 04 - 17

4940112 --> Friday, 04 - 01

4940113 --> Friday, 03 - 24

4940114 --> Friday, 04 - 13

4940115 --> Friday, 03 - 29

4940116 --> Friday, 04 - 17

4940117 --> Friday, 04 - 09

4940118 --> Friday, 03 - 25

4940119 --> Friday, 04 - 14

4940120 --> Friday, 04 - 05

4940121 --> Friday, 03 - 21

4940122 --> Friday, 04 - 10

4940123 --> Friday, 04 - 02

4940124 --> Friday, 04 - 21

4940125 --> Friday, 04 - 06

4940126 --> Friday, 03 - 29

4940127 --> Friday, 04 - 18

4940128 --> Friday, 04 - 09

4940129 --> Friday, 03 - 25

4940130 --> Friday, 04 - 14

4940131 --> Friday, 04 - 06

4940132 --> Friday, 03 - 21

4940133 --> Friday, 04 - 10

4940134 --> Friday, 04 - 02

4940135 --> Friday, 04 - 15

4940136 --> Friday, 04 - 06

4940137 --> Friday, 03 - 29

4940138 --> Friday, 04 - 18

4940139 --> Friday, 04 - 03

4940140 --> Friday, 03 - 25

4940141 --> Friday, 04 - 14

4940142 --> Friday, 03 - 30

4940143 --> Friday, 04 - 19

4940144 --> Friday, 04 - 10

4940145 --> Friday, 03 - 26

4940146 --> Friday, 04 - 15

4940147 --> Friday, 04 - 07

4940148 --> Friday, 03 - 29

4940149 --> Friday, 04 - 11

4940150 --> Friday, 04 - 03

4940151 --> Friday, 03 - 26

4940152 --> Friday, 04 - 07

4940153 --> Friday, 03 - 30

4940154 --> Friday, 04 - 19

4940155 --> Friday, 04 - 04

4940156 --> Friday, 03 - 26

4940157 --> Friday, 04 - 15

4940158 --> Friday, 04 - 07

4940159 --> Friday, 03 - 23

4940160 --> Friday, 04 - 11

4940161 --> Friday, 04 - 03

4940162 --> Friday, 04 - 23

4940163 --> Friday, 04 - 08

4940164 --> Friday, 03 - 30

4940165 --> Friday, 04 - 19

4940166 --> Friday, 04 - 04

4940167 --> Friday, 03 - 27

4940168 --> Friday, 04 - 15

4940169 --> Friday, 03 - 31

4940170 --> Friday, 03 - 23

4940171 --> Friday, 04 - 12

4940172 --> Friday, 03 - 27

4940173 --> Friday, 04 - 16

4940174 --> Friday, 04 - 08

4940175 --> Friday, 03 - 24

4940176 --> Friday, 04 - 12

4940177 --> Friday, 04 - 04

4940178 --> Friday, 03 - 27

4940179 --> Friday, 04 - 09

4940180 --> Friday, 03 - 31

4940181 --> Friday, 04 - 20

4940182 --> Friday, 04 - 12

4940183 --> Friday, 03 - 28

4940184 --> Friday, 04 - 16

4940185 --> Friday, 04 - 08

4940186 --> Friday, 03 - 24

4940187 --> Friday, 04 - 13

4940188 --> Friday, 04 - 04

4940189 --> Friday, 03 - 20

4940190 --> Friday, 04 - 09

4940191 --> Friday, 04 - 01

4940192 --> Friday, 04 - 20

4940193 --> Friday, 04 - 05

4940194 --> Friday, 03 - 28

4940195 --> Friday, 04 - 17

4940196 --> Friday, 04 - 01

4940197 --> Friday, 03 - 24

