Good Friday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 3110000 through 3119999



3110000 --> Friday, 04 - 14

3110001 --> Friday, 04 - 06

3110002 --> Friday, 03 - 22

3110003 --> Friday, 04 - 11

3110004 --> Friday, 04 - 02

3110005 --> Friday, 04 - 22

3110006 --> Friday, 04 - 07

3110007 --> Friday, 03 - 30

3110008 --> Friday, 04 - 18

3110009 --> Friday, 04 - 10

3110010 --> Friday, 03 - 26

3110011 --> Friday, 04 - 15

3110012 --> Friday, 04 - 06

3110013 --> Friday, 03 - 22

3110014 --> Friday, 04 - 11

3110015 --> Friday, 04 - 03

3110016 --> Friday, 04 - 22

3110017 --> Friday, 04 - 07

3110018 --> Friday, 03 - 30

3110019 --> Friday, 04 - 19

3110020 --> Friday, 04 - 03

3110021 --> Friday, 03 - 26

3110022 --> Friday, 04 - 15

3110023 --> Friday, 03 - 31

3110024 --> Friday, 04 - 19

3110025 --> Friday, 04 - 11

3110026 --> Friday, 03 - 27

3110027 --> Friday, 04 - 16

3110028 --> Friday, 04 - 07

3110029 --> Friday, 03 - 30

3110030 --> Friday, 04 - 12

3110031 --> Friday, 04 - 04

3110032 --> Friday, 03 - 26

3110033 --> Friday, 04 - 15

3110034 --> Friday, 03 - 31

3110035 --> Friday, 04 - 20

3110036 --> Friday, 04 - 11

3110037 --> Friday, 03 - 27

3110038 --> Friday, 04 - 16

3110039 --> Friday, 04 - 08

3110040 --> Friday, 03 - 23

3110041 --> Friday, 04 - 12

3110042 --> Friday, 04 - 04

3110043 --> Friday, 04 - 17

3110044 --> Friday, 04 - 08

3110045 --> Friday, 03 - 31

3110046 --> Friday, 04 - 20

3110047 --> Friday, 04 - 05

3110048 --> Friday, 03 - 27

3110049 --> Friday, 04 - 16

3110050 --> Friday, 04 - 01

3110051 --> Friday, 03 - 24

3110052 --> Friday, 04 - 12

3110053 --> Friday, 03 - 28

3110054 --> Friday, 04 - 17

3110055 --> Friday, 04 - 09

3110056 --> Friday, 03 - 31

3110057 --> Friday, 04 - 13

3110058 --> Friday, 04 - 05

3110059 --> Friday, 03 - 28

3110060 --> Friday, 04 - 16

3110061 --> Friday, 04 - 01

3110062 --> Friday, 04 - 21

3110063 --> Friday, 04 - 13

3110064 --> Friday, 03 - 28

3110065 --> Friday, 04 - 17

3110066 --> Friday, 04 - 09

3110067 --> Friday, 03 - 25

3110068 --> Friday, 04 - 13

3110069 --> Friday, 04 - 05

3110070 --> Friday, 03 - 21

3110071 --> Friday, 04 - 10

3110072 --> Friday, 04 - 01

3110073 --> Friday, 04 - 21

3110074 --> Friday, 04 - 06

3110075 --> Friday, 03 - 29

3110076 --> Friday, 04 - 17

3110077 --> Friday, 04 - 02

3110078 --> Friday, 03 - 25

3110079 --> Friday, 04 - 14

3110080 --> Friday, 04 - 05

3110081 --> Friday, 04 - 18

3110082 --> Friday, 04 - 10

3110083 --> Friday, 04 - 02

3110084 --> Friday, 04 - 21

3110085 --> Friday, 04 - 06

3110086 --> Friday, 03 - 29

3110087 --> Friday, 04 - 18

3110088 --> Friday, 04 - 02

3110089 --> Friday, 03 - 25

3110090 --> Friday, 04 - 14

3110091 --> Friday, 03 - 30

3110092 --> Friday, 04 - 18

3110093 --> Friday, 04 - 10

3110094 --> Friday, 03 - 26

3110095 --> Friday, 04 - 15

3110096 --> Friday, 04 - 06

3110097 --> Friday, 03 - 22

3110098 --> Friday, 04 - 11

3110099 --> Friday, 04 - 03

3110100 --> Friday, 03 - 26

3110101 --> Friday, 04 - 08

3110102 --> Friday, 03 - 31

3110103 --> Friday, 04 - 20

3110104 --> Friday, 04 - 11

3110105 --> Friday, 03 - 27

3110106 --> Friday, 04 - 16

3110107 --> Friday, 04 - 08

3110108 --> Friday, 03 - 23

3110109 --> Friday, 04 - 12
