Good Friday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 0590000 through 0599999



0590000 --> Friday, 04 - 14

0590001 --> Friday, 03 - 30

0590002 --> Friday, 04 - 19

0590003 --> Friday, 04 - 11

0590004 --> Friday, 03 - 26

0590005 --> Friday, 04 - 15

0590006 --> Friday, 04 - 07

0590007 --> Friday, 03 - 23

0590008 --> Friday, 04 - 11

0590009 --> Friday, 04 - 03

0590010 --> Friday, 04 - 23

0590011 --> Friday, 04 - 08

0590012 --> Friday, 03 - 30

0590013 --> Friday, 04 - 19

0590014 --> Friday, 04 - 04

0590015 --> Friday, 03 - 27

0590016 --> Friday, 04 - 15

0590017 --> Friday, 04 - 07

0590018 --> Friday, 03 - 23

0590019 --> Friday, 04 - 12

0590020 --> Friday, 04 - 03

0590021 --> Friday, 04 - 16

0590022 --> Friday, 04 - 08

0590023 --> Friday, 03 - 31

0590024 --> Friday, 04 - 19

0590025 --> Friday, 04 - 04

0590026 --> Friday, 03 - 27

0590027 --> Friday, 04 - 16

0590028 --> Friday, 03 - 31

0590029 --> Friday, 04 - 20

0590030 --> Friday, 04 - 12

0590031 --> Friday, 03 - 28

0590032 --> Friday, 04 - 16

0590033 --> Friday, 04 - 08

0590034 --> Friday, 03 - 24

0590035 --> Friday, 04 - 13

0590036 --> Friday, 04 - 04

0590037 --> Friday, 03 - 27

0590038 --> Friday, 04 - 09

0590039 --> Friday, 04 - 01

0590040 --> Friday, 04 - 20

0590041 --> Friday, 04 - 12

0590042 --> Friday, 03 - 28

0590043 --> Friday, 04 - 17

0590044 --> Friday, 04 - 08

0590045 --> Friday, 03 - 24

0590046 --> Friday, 04 - 13

0590047 --> Friday, 04 - 05

0590048 --> Friday, 04 - 17

0590049 --> Friday, 04 - 09

0590050 --> Friday, 04 - 01

0590051 --> Friday, 04 - 21

0590052 --> Friday, 04 - 05

0590053 --> Friday, 03 - 28

0590054 --> Friday, 04 - 17

0590055 --> Friday, 04 - 02

0590056 --> Friday, 03 - 24

0590057 --> Friday, 04 - 13

0590058 --> Friday, 03 - 29

0590059 --> Friday, 04 - 18

0590060 --> Friday, 04 - 09

0590061 --> Friday, 04 - 01

0590062 --> Friday, 04 - 14

0590063 --> Friday, 04 - 06

0590064 --> Friday, 03 - 28

0590065 --> Friday, 04 - 10

0590066 --> Friday, 04 - 02

0590067 --> Friday, 04 - 22

0590068 --> Friday, 04 - 13

0590069 --> Friday, 03 - 29

0590070 --> Friday, 04 - 18

0590071 --> Friday, 04 - 10

0590072 --> Friday, 03 - 25

0590073 --> Friday, 04 - 14

0590074 --> Friday, 04 - 06

0590075 --> Friday, 03 - 22

0590076 --> Friday, 04 - 10

0590077 --> Friday, 04 - 02

0590078 --> Friday, 04 - 22

0590079 --> Friday, 04 - 07

0590080 --> Friday, 03 - 29

0590081 --> Friday, 04 - 18

0590082 --> Friday, 04 - 03

0590083 --> Friday, 03 - 26

0590084 --> Friday, 04 - 14

0590085 --> Friday, 03 - 30

0590086 --> Friday, 04 - 19

0590087 --> Friday, 04 - 11

0590088 --> Friday, 04 - 02

0590089 --> Friday, 04 - 15

0590090 --> Friday, 04 - 07

0590091 --> Friday, 03 - 30

0590092 --> Friday, 04 - 18

0590093 --> Friday, 04 - 03

0590094 --> Friday, 03 - 26

0590095 --> Friday, 04 - 15

0590096 --> Friday, 03 - 30

0590097 --> Friday, 04 - 19

0590098 --> Friday, 04 - 11

0590099 --> Friday, 03 - 27

0590100 --> Friday, 04 - 16

0590101 --> Friday, 04 - 08

0590102 --> Friday, 03 - 24

0590103 --> Friday, 04 - 13

0590104 --> Friday, 04 - 04

0590105 --> Friday, 03 - 20

0590106 --> Friday, 04 - 09

0590107 --> Friday, 04 - 01

0590108 --> Friday, 04 - 20

0590109 --> Friday, 04 - 05

0590110 --> Friday, 03 - 28

0590111 --> Friday, 04 - 17

0590112 --> Friday, 04 - 08

0590113 --> Friday, 03 - 24

0590114 --> Friday, 04 - 13

0590115 --> Friday, 04 - 05

0590116 --> Friday, 04 - 17

0590117 --> Friday, 04 - 09

0590118 --> Friday, 04 - 01

0590119 --> Friday, 04 - 21

0590120 --> Friday, 04 - 05

0590121 --> Friday, 03 - 28

0590122 --> Friday, 04 - 17

0590123 --> Friday, 04 - 02

0590124 --> Friday, 03 - 24

0590125 --> Friday, 04 - 13

0590126 --> Friday, 03 - 29

0590127 --> Friday, 04 - 18

0590128 --> Friday, 04 - 09

0590129 --> Friday, 03 - 25

0590130 --> Friday, 04 - 14

0590131 --> Friday, 04 - 06

0590132 --> Friday, 03 - 28

0590133 --> Friday, 04 - 10

0590134 --> Friday, 04 - 02

0590135 --> Friday, 04 - 22

0590136 --> Friday, 04 - 13

0590137 --> Friday, 03 - 29

0590138 --> Friday, 04 - 18

0590139 --> Friday, 04 - 10

0590140 --> Friday, 03 - 25

0590141 --> Friday, 04 - 14

0590142 --> Friday, 04 - 06

0590143 --> Friday, 03 - 22

0590144 --> Friday, 04 - 10

0590145 --> Friday, 04 - 02

0590146 --> Friday, 04 - 22

0590147 --> Friday, 04 - 07

0590148 --> Friday, 03 - 29

0590149 --> Friday, 04 - 18

0590150 --> Friday, 04 - 03

0590151 --> Friday, 03 - 26

0590152 --> Friday, 04 - 14

0590153 --> Friday, 03 - 30

0590154 --> Friday, 04 - 19

0590155 --> Friday, 04 - 11

0590156 --> Friday, 04 - 02

0590157 --> Friday, 04 - 15

0590158 --> Friday, 04 - 07

0590159 --> Friday, 03 - 23

0590160 --> Friday, 04 - 11

0590161 --> Friday, 04 - 03

0590162 --> Friday, 03 - 26

0590163 --> Friday, 04 - 08

0590164 --> Friday, 03 - 30

0590165 --> Friday, 04 - 19

0590166 --> Friday, 04 - 11

0590167 --> Friday, 03 - 27

0590168 --> Friday, 04 - 15

0590169 --> Friday, 04 - 07

0590170 --> Friday, 03 - 23

0590171 --> Friday, 04 - 12

0590172 --> Friday, 04 - 03

0590173 --> Friday, 04 - 23

0590174 --> Friday, 04 - 08

0590175 --> Friday, 03 - 31

0590176 --> Friday, 04 - 19

0590177 --> Friday, 04 - 04

0590178 --> Friday, 03 - 27

0590179 --> Friday, 04 - 16

0590180 --> Friday, 03 - 31

0590181 --> Friday, 03 - 23

0590182 --> Friday, 04 - 12

0590183 --> Friday, 03 - 28

0590184 --> Friday, 04 - 16

0590185 --> Friday, 04 - 08

0590186 --> Friday, 03 - 31

0590187 --> Friday, 04 - 13

0590188 --> Friday, 04 - 04

0590189 --> Friday, 03 - 27

0590190 --> Friday, 04 - 16

0590191 --> Friday, 04 - 01

0590192 --> Friday, 04 - 20

0590193 --> Friday, 04 - 12

0590194 --> Friday, 03 - 28

0590195 --> Friday, 04 - 17

0590196 --> Friday, 04 - 08

0590197 --> Friday, 03 - 24

0590198 --> Friday, 04 - 13

0590199 --> Friday, 04 - 05

0590200 --> Friday, 03 - 21

0590201 --> Friday, 04 - 10

0590202 --> Friday, 04 - 02

0590203 --> Friday, 04 - 22

0590204 --> Friday, 04 - 06

0590205 --> Friday, 03 - 29

0590206 --> Friday, 04 - 18

0590207 --> Friday, 04 - 03

0590208 --> Friday, 03 - 25

0590209 --> Friday, 04 - 14

0590210 --> Friday, 03 - 30

0590211 --> Friday, 04 - 19

0590212 --> Friday, 04 - 10

0590213 --> Friday, 04 - 02

0590214 --> Friday, 04 - 15

0590215 --> Friday, 04 - 07

0590216 --> Friday, 03 - 29

0590217 --> Friday, 04 - 11

0590218 --> Friday, 04 - 03

0590219 --> Friday, 03 - 26

0590220 --> Friday, 04 - 14

0590221 --> Friday, 03 - 30

0590222 --> Friday, 04 - 19

0590223 --> Friday, 04 - 11

0590224 --> Friday, 03 - 26

0590225 --> Friday, 04 - 15

0590226 --> Friday, 04 - 07

0590227 --> Friday, 03 - 23

0590228 --> Friday, 04 - 11

0590229 --> Friday, 04 - 03

0590230 --> Friday, 04 - 23

0590231 --> Friday, 04 - 08

0590232 --> Friday, 03 - 30

0590233 --> Friday, 04 - 19

0590234 --> Friday, 04 - 04

0590235 --> Friday, 03 - 27

