Good Friday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 3170000 through 3179999



3170000 --> Friday, 03 - 24

3170001 --> Friday, 04 - 13

3170002 --> Friday, 04 - 05

3170003 --> Friday, 03 - 21

3170004 --> Friday, 04 - 09

3170005 --> Friday, 04 - 01

3170006 --> Friday, 04 - 21

3170007 --> Friday, 04 - 06

3170008 --> Friday, 03 - 28

3170009 --> Friday, 04 - 17

3170010 --> Friday, 04 - 09

3170011 --> Friday, 03 - 25

3170012 --> Friday, 04 - 13

3170013 --> Friday, 04 - 05

3170014 --> Friday, 03 - 21

3170015 --> Friday, 04 - 10

3170016 --> Friday, 04 - 01

3170017 --> Friday, 04 - 21

3170018 --> Friday, 04 - 06

3170019 --> Friday, 03 - 29

3170020 --> Friday, 04 - 17

3170021 --> Friday, 04 - 02

3170022 --> Friday, 03 - 25

3170023 --> Friday, 04 - 14

3170024 --> Friday, 03 - 29

3170025 --> Friday, 04 - 18

3170026 --> Friday, 04 - 10

3170027 --> Friday, 03 - 26

3170028 --> Friday, 04 - 14

3170029 --> Friday, 04 - 06

3170030 --> Friday, 03 - 29

3170031 --> Friday, 04 - 11

3170032 --> Friday, 04 - 02

3170033 --> Friday, 03 - 25

3170034 --> Friday, 04 - 14

3170035 --> Friday, 03 - 30

3170036 --> Friday, 04 - 18

3170037 --> Friday, 04 - 10

3170038 --> Friday, 03 - 26

3170039 --> Friday, 04 - 15

3170040 --> Friday, 04 - 06

3170041 --> Friday, 03 - 22

3170042 --> Friday, 04 - 11

3170043 --> Friday, 04 - 03

3170044 --> Friday, 04 - 22

3170045 --> Friday, 04 - 07

3170046 --> Friday, 03 - 30

3170047 --> Friday, 04 - 19

3170048 --> Friday, 04 - 03

3170049 --> Friday, 03 - 26

3170050 --> Friday, 04 - 15

3170051 --> Friday, 03 - 31

3170052 --> Friday, 03 - 22

3170053 --> Friday, 04 - 11

3170054 --> Friday, 04 - 03

3170055 --> Friday, 04 - 16

3170056 --> Friday, 04 - 07

3170057 --> Friday, 03 - 30

3170058 --> Friday, 04 - 12

3170059 --> Friday, 04 - 04

3170060 --> Friday, 03 - 26

3170061 --> Friday, 04 - 15

3170062 --> Friday, 03 - 31

3170063 --> Friday, 04 - 20

3170064 --> Friday, 04 - 11

3170065 --> Friday, 03 - 27

3170066 --> Friday, 04 - 16

3170067 --> Friday, 04 - 08

3170068 --> Friday, 03 - 23

3170069 --> Friday, 04 - 12

3170070 --> Friday, 04 - 04

3170071 --> Friday, 03 - 20

3170072 --> Friday, 04 - 08

3170073 --> Friday, 03 - 31

3170074 --> Friday, 04 - 20

3170075 --> Friday, 04 - 05

3170076 --> Friday, 03 - 27

3170077 --> Friday, 04 - 16

3170078 --> Friday, 04 - 01

3170079 --> Friday, 03 - 24

3170080 --> Friday, 04 - 12

3170081 --> Friday, 04 - 04

3170082 --> Friday, 04 - 17

3170083 --> Friday, 04 - 09

3170084 --> Friday, 03 - 31

3170085 --> Friday, 04 - 20

3170086 --> Friday, 04 - 05

3170087 --> Friday, 03 - 28

3170088 --> Friday, 04 - 16

3170089 --> Friday, 04 - 01

3170090 --> Friday, 03 - 24

3170091 --> Friday, 04 - 13

3170092 --> Friday, 03 - 28

3170093 --> Friday, 04 - 17

3170094 --> Friday, 04 - 09

3170095 --> Friday, 03 - 25

3170096 --> Friday, 04 - 13

3170097 --> Friday, 04 - 05

3170098 --> Friday, 03 - 21

3170099 --> Friday, 04 - 10

3170100 --> Friday, 04 - 02

3170101 --> Friday, 04 - 22

3170102 --> Friday, 04 - 07

3170103 --> Friday, 03 - 30

3170104 --> Friday, 04 - 18

3170105 --> Friday, 04 - 10

3170106 --> Friday, 03 - 26

3170107 --> Friday, 04 - 15

3170108 --> Friday, 04 - 06

3170109 --> Friday, 03 - 22

3170110 --> Friday, 04 - 11

3170111 --> Friday, 04 - 03

