Good Friday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 1870000 through 1879999



1870000 --> Friday, 03 - 31

1870001 --> Friday, 04 - 13

1870002 --> Friday, 04 - 05

1870003 --> Friday, 03 - 28

1870004 --> Friday, 04 - 16

1870005 --> Friday, 04 - 01

1870006 --> Friday, 04 - 21

1870007 --> Friday, 04 - 13

1870008 --> Friday, 03 - 28

1870009 --> Friday, 04 - 17

1870010 --> Friday, 04 - 09

1870011 --> Friday, 03 - 25

1870012 --> Friday, 04 - 13

1870013 --> Friday, 04 - 05

1870014 --> Friday, 03 - 21

1870015 --> Friday, 04 - 10

1870016 --> Friday, 04 - 01

1870017 --> Friday, 04 - 21

1870018 --> Friday, 04 - 06

1870019 --> Friday, 03 - 29

1870020 --> Friday, 04 - 17

1870021 --> Friday, 04 - 02

1870022 --> Friday, 03 - 25

1870023 --> Friday, 04 - 14

1870024 --> Friday, 04 - 05

1870025 --> Friday, 04 - 18

1870026 --> Friday, 04 - 10

1870027 --> Friday, 04 - 02

1870028 --> Friday, 04 - 21

1870029 --> Friday, 04 - 06

1870030 --> Friday, 03 - 29

1870031 --> Friday, 04 - 18

1870032 --> Friday, 04 - 02

1870033 --> Friday, 03 - 25

1870034 --> Friday, 04 - 14

1870035 --> Friday, 03 - 30

1870036 --> Friday, 04 - 18

1870037 --> Friday, 04 - 10

1870038 --> Friday, 03 - 26

1870039 --> Friday, 04 - 15

1870040 --> Friday, 04 - 06

1870041 --> Friday, 03 - 22

1870042 --> Friday, 04 - 11

1870043 --> Friday, 04 - 03

1870044 --> Friday, 04 - 22

1870045 --> Friday, 04 - 07

1870046 --> Friday, 03 - 30

1870047 --> Friday, 04 - 19

1870048 --> Friday, 04 - 10

1870049 --> Friday, 03 - 26

1870050 --> Friday, 04 - 15

1870051 --> Friday, 04 - 07

1870052 --> Friday, 03 - 22

1870053 --> Friday, 04 - 11

1870054 --> Friday, 04 - 03

1870055 --> Friday, 04 - 16

1870056 --> Friday, 04 - 07

1870057 --> Friday, 03 - 30

1870058 --> Friday, 04 - 19

1870059 --> Friday, 04 - 04

1870060 --> Friday, 03 - 26

1870061 --> Friday, 04 - 15

1870062 --> Friday, 03 - 31

1870063 --> Friday, 04 - 20

1870064 --> Friday, 04 - 11

1870065 --> Friday, 03 - 27

1870066 --> Friday, 04 - 16

1870067 --> Friday, 04 - 08

1870068 --> Friday, 03 - 30

1870069 --> Friday, 04 - 12

1870070 --> Friday, 04 - 04

1870071 --> Friday, 03 - 27

1870072 --> Friday, 04 - 15

1870073 --> Friday, 03 - 31

1870074 --> Friday, 04 - 20

1870075 --> Friday, 04 - 05

1870076 --> Friday, 03 - 27

1870077 --> Friday, 04 - 16

1870078 --> Friday, 04 - 08

1870079 --> Friday, 03 - 24

1870080 --> Friday, 04 - 12

1870081 --> Friday, 04 - 04

1870082 --> Friday, 04 - 17

1870083 --> Friday, 04 - 09

1870084 --> Friday, 03 - 31

1870085 --> Friday, 04 - 20

1870086 --> Friday, 04 - 05

1870087 --> Friday, 03 - 28

