Good Friday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 0960000 through 0969999



0960000 --> Friday, 04 - 21

0960001 --> Friday, 04 - 06

0960002 --> Friday, 03 - 29

0960003 --> Friday, 04 - 18

0960004 --> Friday, 04 - 02

0960005 --> Friday, 03 - 25

0960006 --> Friday, 04 - 14

0960007 --> Friday, 03 - 30

0960008 --> Friday, 04 - 18

0960009 --> Friday, 04 - 10

0960010 --> Friday, 04 - 02

0960011 --> Friday, 04 - 15

0960012 --> Friday, 04 - 06

0960013 --> Friday, 03 - 29

0960014 --> Friday, 04 - 11

0960015 --> Friday, 04 - 03

0960016 --> Friday, 03 - 25

0960017 --> Friday, 04 - 14

0960018 --> Friday, 03 - 30

0960019 --> Friday, 04 - 19

0960020 --> Friday, 04 - 10

0960021 --> Friday, 03 - 26

0960022 --> Friday, 04 - 15

0960023 --> Friday, 04 - 07

0960024 --> Friday, 03 - 22

0960025 --> Friday, 04 - 11

0960026 --> Friday, 04 - 03

0960027 --> Friday, 04 - 23

0960028 --> Friday, 04 - 07

0960029 --> Friday, 03 - 30

0960030 --> Friday, 04 - 19

0960031 --> Friday, 04 - 04

0960032 --> Friday, 03 - 26

0960033 --> Friday, 04 - 15

0960034 --> Friday, 03 - 31

0960035 --> Friday, 03 - 23

0960036 --> Friday, 04 - 11

0960037 --> Friday, 04 - 03

0960038 --> Friday, 04 - 16

0960039 --> Friday, 04 - 08

0960040 --> Friday, 03 - 30

0960041 --> Friday, 04 - 19

0960042 --> Friday, 04 - 04

0960043 --> Friday, 03 - 27

0960044 --> Friday, 04 - 15

0960045 --> Friday, 03 - 31

0960046 --> Friday, 04 - 20

0960047 --> Friday, 04 - 12

0960048 --> Friday, 03 - 27

0960049 --> Friday, 04 - 16

0960050 --> Friday, 04 - 08

0960051 --> Friday, 03 - 24

0960052 --> Friday, 04 - 12

0960053 --> Friday, 04 - 04

0960054 --> Friday, 03 - 20

0960055 --> Friday, 04 - 09

0960056 --> Friday, 03 - 31

0960057 --> Friday, 04 - 20

0960058 --> Friday, 04 - 05

0960059 --> Friday, 03 - 28

0960060 --> Friday, 04 - 16

0960061 --> Friday, 04 - 08

0960062 --> Friday, 03 - 24

0960063 --> Friday, 04 - 13

0960064 --> Friday, 04 - 04

0960065 --> Friday, 04 - 17

0960066 --> Friday, 04 - 09

0960067 --> Friday, 04 - 01

0960068 --> Friday, 04 - 20

0960069 --> Friday, 04 - 05

0960070 --> Friday, 03 - 28

0960071 --> Friday, 04 - 17

0960072 --> Friday, 04 - 01

0960073 --> Friday, 03 - 24

0960074 --> Friday, 04 - 13

0960075 --> Friday, 03 - 29

0960076 --> Friday, 04 - 17

0960077 --> Friday, 04 - 09

0960078 --> Friday, 03 - 25

0960079 --> Friday, 04 - 14

0960080 --> Friday, 04 - 05

0960081 --> Friday, 03 - 28

0960082 --> Friday, 04 - 10

0960083 --> Friday, 04 - 02

0960084 --> Friday, 04 - 21

0960085 --> Friday, 04 - 13

0960086 --> Friday, 03 - 29

0960087 --> Friday, 04 - 18

0960088 --> Friday, 04 - 09

0960089 --> Friday, 03 - 25

0960090 --> Friday, 04 - 14

0960091 --> Friday, 04 - 06

0960092 --> Friday, 03 - 21

0960093 --> Friday, 04 - 10

0960094 --> Friday, 04 - 02

0960095 --> Friday, 04 - 22

0960096 --> Friday, 04 - 06

0960097 --> Friday, 03 - 29

0960098 --> Friday, 04 - 18

0960099 --> Friday, 04 - 03

0960100 --> Friday, 03 - 26

0960101 --> Friday, 04 - 15

0960102 --> Friday, 03 - 31

0960103 --> Friday, 03 - 23

0960104 --> Friday, 04 - 11

0960105 --> Friday, 04 - 03

0960106 --> Friday, 04 - 16

0960107 --> Friday, 04 - 08

0960108 --> Friday, 03 - 30

0960109 --> Friday, 04 - 12

0960110 --> Friday, 04 - 04

0960111 --> Friday, 03 - 27

