Good Friday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 3330000 through 3339999



3330000 --> Friday, 04 - 14

3330001 --> Friday, 03 - 30

3330002 --> Friday, 04 - 19

3330003 --> Friday, 04 - 11

3330004 --> Friday, 04 - 02

3330005 --> Friday, 04 - 15

3330006 --> Friday, 04 - 07

3330007 --> Friday, 03 - 30

3330008 --> Friday, 04 - 18

3330009 --> Friday, 04 - 03

3330010 --> Friday, 03 - 26

3330011 --> Friday, 04 - 15

3330012 --> Friday, 03 - 30

3330013 --> Friday, 04 - 19

3330014 --> Friday, 04 - 11

3330015 --> Friday, 03 - 27

3330016 --> Friday, 04 - 15

3330017 --> Friday, 04 - 07

3330018 --> Friday, 03 - 23

3330019 --> Friday, 04 - 12

3330020 --> Friday, 04 - 03

3330021 --> Friday, 04 - 23

3330022 --> Friday, 04 - 08

3330023 --> Friday, 03 - 31

3330024 --> Friday, 04 - 19

3330025 --> Friday, 04 - 04

3330026 --> Friday, 03 - 27

3330027 --> Friday, 04 - 16

3330028 --> Friday, 04 - 07

3330029 --> Friday, 03 - 23

3330030 --> Friday, 04 - 12

3330031 --> Friday, 04 - 04

3330032 --> Friday, 04 - 16

3330033 --> Friday, 04 - 08

3330034 --> Friday, 03 - 31

3330035 --> Friday, 04 - 13

3330036 --> Friday, 04 - 04

3330037 --> Friday, 03 - 27

3330038 --> Friday, 04 - 16

3330039 --> Friday, 04 - 01

3330040 --> Friday, 04 - 20

3330041 --> Friday, 04 - 12

3330042 --> Friday, 03 - 28

3330043 --> Friday, 04 - 17

3330044 --> Friday, 04 - 08

3330045 --> Friday, 03 - 24

3330046 --> Friday, 04 - 13

3330047 --> Friday, 04 - 05

3330048 --> Friday, 03 - 27

3330049 --> Friday, 04 - 09

3330050 --> Friday, 04 - 01

3330051 --> Friday, 04 - 21

3330052 --> Friday, 04 - 12

3330053 --> Friday, 03 - 28

3330054 --> Friday, 04 - 17

3330055 --> Friday, 04 - 02

3330056 --> Friday, 03 - 24

3330057 --> Friday, 04 - 13

3330058 --> Friday, 04 - 05

3330059 --> Friday, 04 - 18

3330060 --> Friday, 04 - 09

3330061 --> Friday, 04 - 01

3330062 --> Friday, 04 - 21

3330063 --> Friday, 04 - 06

3330064 --> Friday, 03 - 28

3330065 --> Friday, 04 - 17

3330066 --> Friday, 04 - 02

3330067 --> Friday, 03 - 25

