Good Friday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 3160000 through 3169999



3160000 --> Friday, 04 - 21

3160001 --> Friday, 04 - 06

3160002 --> Friday, 03 - 29

3160003 --> Friday, 04 - 18

3160004 --> Friday, 04 - 02

3160005 --> Friday, 03 - 25

3160006 --> Friday, 04 - 14

3160007 --> Friday, 03 - 30

3160008 --> Friday, 04 - 18

3160009 --> Friday, 04 - 10

3160010 --> Friday, 04 - 02

3160011 --> Friday, 04 - 15

3160012 --> Friday, 04 - 06

3160013 --> Friday, 03 - 29

3160014 --> Friday, 04 - 18

3160015 --> Friday, 04 - 03

3160016 --> Friday, 03 - 25

3160017 --> Friday, 04 - 14

3160018 --> Friday, 03 - 30

3160019 --> Friday, 04 - 19

3160020 --> Friday, 04 - 10

3160021 --> Friday, 03 - 26

3160022 --> Friday, 04 - 15

3160023 --> Friday, 04 - 07

3160024 --> Friday, 03 - 22

3160025 --> Friday, 04 - 11

3160026 --> Friday, 04 - 03

3160027 --> Friday, 04 - 23

3160028 --> Friday, 04 - 07

3160029 --> Friday, 03 - 30

3160030 --> Friday, 04 - 19

3160031 --> Friday, 04 - 04

3160032 --> Friday, 03 - 26

3160033 --> Friday, 04 - 15

3160034 --> Friday, 04 - 07

3160035 --> Friday, 03 - 23

3160036 --> Friday, 04 - 11

3160037 --> Friday, 04 - 03

3160038 --> Friday, 04 - 16

3160039 --> Friday, 04 - 08

3160040 --> Friday, 03 - 30

3160041 --> Friday, 04 - 19

3160042 --> Friday, 04 - 04

3160043 --> Friday, 03 - 27

3160044 --> Friday, 04 - 15

3160045 --> Friday, 03 - 31

3160046 --> Friday, 04 - 20

3160047 --> Friday, 04 - 12

3160048 --> Friday, 03 - 27

3160049 --> Friday, 04 - 16

3160050 --> Friday, 04 - 08

3160051 --> Friday, 03 - 24

3160052 --> Friday, 04 - 12

3160053 --> Friday, 04 - 04

3160054 --> Friday, 03 - 27

3160055 --> Friday, 04 - 09

3160056 --> Friday, 03 - 31

3160057 --> Friday, 04 - 20

3160058 --> Friday, 04 - 12

3160059 --> Friday, 03 - 28

3160060 --> Friday, 04 - 16

3160061 --> Friday, 04 - 08

