Good Friday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 3100000 through 3109999



3100000 --> Friday, 04 - 07

3100001 --> Friday, 03 - 30

3100002 --> Friday, 04 - 19

3100003 --> Friday, 04 - 04

3100004 --> Friday, 03 - 26

3100005 --> Friday, 04 - 15

3100006 --> Friday, 03 - 31

3100007 --> Friday, 03 - 23

3100008 --> Friday, 04 - 11

3100009 --> Friday, 04 - 03

3100010 --> Friday, 04 - 16

3100011 --> Friday, 04 - 08

3100012 --> Friday, 03 - 30

3100013 --> Friday, 04 - 19

3100014 --> Friday, 04 - 04

3100015 --> Friday, 03 - 27

3100016 --> Friday, 04 - 15

3100017 --> Friday, 03 - 31

3100018 --> Friday, 04 - 20

3100019 --> Friday, 04 - 12

3100020 --> Friday, 03 - 27

3100021 --> Friday, 04 - 16

3100022 --> Friday, 04 - 08

3100023 --> Friday, 03 - 24

3100024 --> Friday, 04 - 12

3100025 --> Friday, 04 - 04

3100026 --> Friday, 03 - 20

3100027 --> Friday, 04 - 09

3100028 --> Friday, 03 - 31

3100029 --> Friday, 04 - 20

3100030 --> Friday, 04 - 05

3100031 --> Friday, 03 - 28

3100032 --> Friday, 04 - 16

3100033 --> Friday, 04 - 08

3100034 --> Friday, 03 - 24

3100035 --> Friday, 04 - 13

3100036 --> Friday, 04 - 04

3100037 --> Friday, 04 - 17

3100038 --> Friday, 04 - 09

3100039 --> Friday, 04 - 01

3100040 --> Friday, 04 - 20

3100041 --> Friday, 04 - 05

3100042 --> Friday, 03 - 28

3100043 --> Friday, 04 - 17

3100044 --> Friday, 04 - 01

3100045 --> Friday, 03 - 24

3100046 --> Friday, 04 - 13

3100047 --> Friday, 03 - 29

3100048 --> Friday, 04 - 17

3100049 --> Friday, 04 - 09

3100050 --> Friday, 03 - 25

3100051 --> Friday, 04 - 14

3100052 --> Friday, 04 - 05

3100053 --> Friday, 03 - 28

3100054 --> Friday, 04 - 10

3100055 --> Friday, 04 - 02

3100056 --> Friday, 04 - 21

3100057 --> Friday, 04 - 13

3100058 --> Friday, 03 - 29

3100059 --> Friday, 04 - 18

3100060 --> Friday, 04 - 09

3100061 --> Friday, 03 - 25

3100062 --> Friday, 04 - 14

3100063 --> Friday, 04 - 06

3100064 --> Friday, 03 - 21

3100065 --> Friday, 04 - 10

3100066 --> Friday, 04 - 02

3100067 --> Friday, 04 - 22

3100068 --> Friday, 04 - 06

3100069 --> Friday, 03 - 29

3100070 --> Friday, 04 - 18

3100071 --> Friday, 04 - 03

3100072 --> Friday, 03 - 25

3100073 --> Friday, 04 - 14

3100074 --> Friday, 03 - 30

3100075 --> Friday, 04 - 19

3100076 --> Friday, 04 - 10

3100077 --> Friday, 04 - 02

3100078 --> Friday, 04 - 15

3100079 --> Friday, 04 - 07

3100080 --> Friday, 03 - 29

3100081 --> Friday, 04 - 11

3100082 --> Friday, 04 - 03

3100083 --> Friday, 03 - 26

3100084 --> Friday, 04 - 14

3100085 --> Friday, 03 - 30

3100086 --> Friday, 04 - 19

3100087 --> Friday, 04 - 11

3100088 --> Friday, 03 - 26

3100089 --> Friday, 04 - 15

3100090 --> Friday, 04 - 07

3100091 --> Friday, 03 - 23

3100092 --> Friday, 04 - 11

3100093 --> Friday, 04 - 03

3100094 --> Friday, 04 - 23

3100095 --> Friday, 04 - 08

3100096 --> Friday, 03 - 30

3100097 --> Friday, 04 - 19

3100098 --> Friday, 04 - 04

3100099 --> Friday, 03 - 27

3100100 --> Friday, 04 - 16

3100101 --> Friday, 04 - 01

3100102 --> Friday, 03 - 24

3100103 --> Friday, 04 - 13

3100104 --> Friday, 04 - 04

3100105 --> Friday, 04 - 17

3100106 --> Friday, 04 - 09

3100107 --> Friday, 04 - 01

3100108 --> Friday, 04 - 20

3100109 --> Friday, 04 - 05

3100110 --> Friday, 03 - 28

3100111 --> Friday, 04 - 17

3100112 --> Friday, 04 - 01

3100113 --> Friday, 03 - 24

3100114 --> Friday, 04 - 13

3100115 --> Friday, 03 - 29

3100116 --> Friday, 04 - 17

3100117 --> Friday, 04 - 09

3100118 --> Friday, 03 - 25

3100119 --> Friday, 04 - 14

3100120 --> Friday, 04 - 05

3100121 --> Friday, 03 - 21

3100122 --> Friday, 04 - 10

3100123 --> Friday, 04 - 02

3100124 --> Friday, 04 - 21

3100125 --> Friday, 04 - 06

3100126 --> Friday, 03 - 29

3100127 --> Friday, 04 - 18

3100128 --> Friday, 04 - 09

3100129 --> Friday, 03 - 25

3100130 --> Friday, 04 - 14

3100131 --> Friday, 04 - 06

3100132 --> Friday, 03 - 21

3100133 --> Friday, 04 - 10

3100134 --> Friday, 04 - 02

3100135 --> Friday, 04 - 15

3100136 --> Friday, 04 - 06

3100137 --> Friday, 03 - 29

3100138 --> Friday, 04 - 18

3100139 --> Friday, 04 - 03

3100140 --> Friday, 03 - 25

3100141 --> Friday, 04 - 14

3100142 --> Friday, 03 - 30

3100143 --> Friday, 04 - 19

3100144 --> Friday, 04 - 10

3100145 --> Friday, 03 - 26

3100146 --> Friday, 04 - 15

3100147 --> Friday, 04 - 07

3100148 --> Friday, 03 - 29

3100149 --> Friday, 04 - 11

3100150 --> Friday, 04 - 03

3100151 --> Friday, 03 - 26

3100152 --> Friday, 04 - 14

3100153 --> Friday, 03 - 30

3100154 --> Friday, 04 - 19

3100155 --> Friday, 04 - 04

