Good Friday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 5520000 through 5529999



5520000 --> Friday, 04 - 07

5520001 --> Friday, 03 - 30

5520002 --> Friday, 04 - 12

5520003 --> Friday, 04 - 04

5520004 --> Friday, 03 - 26

5520005 --> Friday, 04 - 15

5520006 --> Friday, 03 - 31

5520007 --> Friday, 04 - 20

5520008 --> Friday, 04 - 11

5520009 --> Friday, 03 - 27

5520010 --> Friday, 04 - 16

5520011 --> Friday, 04 - 08

5520012 --> Friday, 03 - 23

5520013 --> Friday, 04 - 12

5520014 --> Friday, 04 - 04

5520015 --> Friday, 04 - 17

5520016 --> Friday, 04 - 08

5520017 --> Friday, 03 - 31

5520018 --> Friday, 04 - 20

5520019 --> Friday, 04 - 05

5520020 --> Friday, 03 - 27

5520021 --> Friday, 04 - 16

5520022 --> Friday, 04 - 01

5520023 --> Friday, 03 - 24

5520024 --> Friday, 04 - 12

5520025 --> Friday, 04 - 04

5520026 --> Friday, 04 - 17

5520027 --> Friday, 04 - 09

5520028 --> Friday, 03 - 31

5520029 --> Friday, 04 - 20

5520030 --> Friday, 04 - 05

5520031 --> Friday, 03 - 28

5520032 --> Friday, 04 - 16

5520033 --> Friday, 04 - 01

5520034 --> Friday, 04 - 21

5520035 --> Friday, 04 - 13

5520036 --> Friday, 03 - 28

5520037 --> Friday, 04 - 17

5520038 --> Friday, 04 - 09

5520039 --> Friday, 03 - 25

5520040 --> Friday, 04 - 13

5520041 --> Friday, 04 - 05

5520042 --> Friday, 03 - 21

5520043 --> Friday, 04 - 10

5520044 --> Friday, 04 - 01

5520045 --> Friday, 04 - 21

5520046 --> Friday, 04 - 06

5520047 --> Friday, 03 - 29

5520048 --> Friday, 04 - 17

5520049 --> Friday, 04 - 09

5520050 --> Friday, 03 - 25

5520051 --> Friday, 04 - 14

5520052 --> Friday, 04 - 05

5520053 --> Friday, 04 - 18

5520054 --> Friday, 04 - 10

5520055 --> Friday, 04 - 02

5520056 --> Friday, 04 - 21

5520057 --> Friday, 04 - 06

5520058 --> Friday, 03 - 29

5520059 --> Friday, 04 - 18

5520060 --> Friday, 04 - 02

5520061 --> Friday, 03 - 25

5520062 --> Friday, 04 - 14

5520063 --> Friday, 03 - 30

5520064 --> Friday, 04 - 18

5520065 --> Friday, 04 - 10

5520066 --> Friday, 03 - 26

5520067 --> Friday, 04 - 15

5520068 --> Friday, 04 - 06

5520069 --> Friday, 03 - 29

5520070 --> Friday, 04 - 11

5520071 --> Friday, 04 - 03

5520072 --> Friday, 04 - 22

5520073 --> Friday, 04 - 07

5520074 --> Friday, 03 - 30

5520075 --> Friday, 04 - 19

5520076 --> Friday, 04 - 10

5520077 --> Friday, 03 - 26

5520078 --> Friday, 04 - 15

5520079 --> Friday, 04 - 07

5520080 --> Friday, 03 - 22

5520081 --> Friday, 04 - 11

5520082 --> Friday, 04 - 03

5520083 --> Friday, 04 - 16

5520084 --> Friday, 04 - 07

5520085 --> Friday, 03 - 30

5520086 --> Friday, 04 - 19

5520087 --> Friday, 04 - 04

5520088 --> Friday, 03 - 26

5520089 --> Friday, 04 - 15

5520090 --> Friday, 03 - 31

5520091 --> Friday, 04 - 20

5520092 --> Friday, 04 - 11

5520093 --> Friday, 03 - 27

5520094 --> Friday, 04 - 16

5520095 --> Friday, 04 - 08

5520096 --> Friday, 03 - 30

5520097 --> Friday, 04 - 12

5520098 --> Friday, 04 - 04

5520099 --> Friday, 03 - 27

5520100 --> Friday, 04 - 16

5520101 --> Friday, 04 - 01

5520102 --> Friday, 04 - 21

5520103 --> Friday, 04 - 13

5520104 --> Friday, 03 - 28

5520105 --> Friday, 04 - 17

5520106 --> Friday, 04 - 09

5520107 --> Friday, 03 - 25

5520108 --> Friday, 04 - 13

5520109 --> Friday, 04 - 05

5520110 --> Friday, 03 - 21

5520111 --> Friday, 04 - 10

5520112 --> Friday, 04 - 01

5520113 --> Friday, 04 - 21

5520114 --> Friday, 04 - 06

5520115 --> Friday, 03 - 29

5520116 --> Friday, 04 - 17

5520117 --> Friday, 04 - 02

5520118 --> Friday, 03 - 25

5520119 --> Friday, 04 - 14

5520120 --> Friday, 04 - 05

5520121 --> Friday, 04 - 18

5520122 --> Friday, 04 - 10

5520123 --> Friday, 04 - 02

5520124 --> Friday, 04 - 21

5520125 --> Friday, 04 - 06

5520126 --> Friday, 03 - 29

5520127 --> Friday, 04 - 11

5520128 --> Friday, 04 - 02

5520129 --> Friday, 03 - 25

5520130 --> Friday, 04 - 14

5520131 --> Friday, 03 - 30

5520132 --> Friday, 04 - 18

5520133 --> Friday, 04 - 10

5520134 --> Friday, 03 - 26

5520135 --> Friday, 04 - 15

5520136 --> Friday, 04 - 06

5520137 --> Friday, 03 - 22

5520138 --> Friday, 04 - 11

5520139 --> Friday, 04 - 03

5520140 --> Friday, 04 - 22

5520141 --> Friday, 04 - 07

5520142 --> Friday, 03 - 30

5520143 --> Friday, 04 - 19

5520144 --> Friday, 04 - 10

5520145 --> Friday, 03 - 26

5520146 --> Friday, 04 - 15

5520147 --> Friday, 03 - 31

5520148 --> Friday, 03 - 22

5520149 --> Friday, 04 - 11

5520150 --> Friday, 04 - 03

5520151 --> Friday, 04 - 16

5520152 --> Friday, 04 - 07

5520153 --> Friday, 03 - 30

5520154 --> Friday, 04 - 19

5520155 --> Friday, 04 - 04

5520156 --> Friday, 03 - 26

5520157 --> Friday, 04 - 15

5520158 --> Friday, 03 - 31

5520159 --> Friday, 04 - 20

5520160 --> Friday, 04 - 11

5520161 --> Friday, 03 - 27

5520162 --> Friday, 04 - 16

5520163 --> Friday, 04 - 08

5520164 --> Friday, 03 - 30

