Good Friday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 5580000 through 5589999



5580000 --> Friday, 04 - 14

5580001 --> Friday, 04 - 06

5580002 --> Friday, 03 - 29

5580003 --> Friday, 04 - 11

5580004 --> Friday, 04 - 02

5580005 --> Friday, 03 - 25

5580006 --> Friday, 04 - 14

5580007 --> Friday, 03 - 30

5580008 --> Friday, 04 - 18

5580009 --> Friday, 04 - 10

5580010 --> Friday, 03 - 26

5580011 --> Friday, 04 - 15

5580012 --> Friday, 04 - 06

5580013 --> Friday, 03 - 22

5580014 --> Friday, 04 - 11

5580015 --> Friday, 04 - 03

5580016 --> Friday, 04 - 22

5580017 --> Friday, 04 - 07

5580018 --> Friday, 03 - 30

5580019 --> Friday, 04 - 19

5580020 --> Friday, 04 - 03

5580021 --> Friday, 03 - 26

5580022 --> Friday, 04 - 15

5580023 --> Friday, 03 - 31

5580024 --> Friday, 03 - 22

5580025 --> Friday, 04 - 11

5580026 --> Friday, 04 - 03

5580027 --> Friday, 04 - 16

5580028 --> Friday, 04 - 07

5580029 --> Friday, 03 - 30

5580030 --> Friday, 04 - 19

5580031 --> Friday, 04 - 04

5580032 --> Friday, 03 - 26

5580033 --> Friday, 04 - 15

5580034 --> Friday, 03 - 31

5580035 --> Friday, 04 - 20

5580036 --> Friday, 04 - 11

5580037 --> Friday, 03 - 27

5580038 --> Friday, 04 - 16

5580039 --> Friday, 04 - 08

5580040 --> Friday, 03 - 23

5580041 --> Friday, 04 - 12

5580042 --> Friday, 04 - 04

5580043 --> Friday, 03 - 20

5580044 --> Friday, 04 - 08

5580045 --> Friday, 03 - 31

5580046 --> Friday, 04 - 20

5580047 --> Friday, 04 - 05

5580048 --> Friday, 03 - 27

5580049 --> Friday, 04 - 16

5580050 --> Friday, 04 - 08

5580051 --> Friday, 03 - 24

5580052 --> Friday, 04 - 12

5580053 --> Friday, 04 - 04

5580054 --> Friday, 04 - 17

5580055 --> Friday, 04 - 09

5580056 --> Friday, 03 - 31

5580057 --> Friday, 04 - 20

5580058 --> Friday, 04 - 05

5580059 --> Friday, 03 - 28

5580060 --> Friday, 04 - 16

5580061 --> Friday, 04 - 01

5580062 --> Friday, 03 - 24

5580063 --> Friday, 04 - 13

5580064 --> Friday, 03 - 28

5580065 --> Friday, 04 - 17

5580066 --> Friday, 04 - 09

5580067 --> Friday, 03 - 25

5580068 --> Friday, 04 - 13

5580069 --> Friday, 04 - 05

5580070 --> Friday, 03 - 28

5580071 --> Friday, 04 - 10

5580072 --> Friday, 04 - 01

5580073 --> Friday, 04 - 21

5580074 --> Friday, 04 - 06

5580075 --> Friday, 03 - 29

5580076 --> Friday, 04 - 17

5580077 --> Friday, 04 - 09

5580078 --> Friday, 03 - 25

5580079 --> Friday, 04 - 14

5580080 --> Friday, 04 - 05

5580081 --> Friday, 03 - 21

5580082 --> Friday, 04 - 10

5580083 --> Friday, 04 - 02

5580084 --> Friday, 04 - 21

5580085 --> Friday, 04 - 06

5580086 --> Friday, 03 - 29

5580087 --> Friday, 04 - 18

5580088 --> Friday, 04 - 02

5580089 --> Friday, 03 - 25

5580090 --> Friday, 04 - 14

5580091 --> Friday, 03 - 30

5580092 --> Friday, 04 - 18

5580093 --> Friday, 04 - 10

5580094 --> Friday, 03 - 26

5580095 --> Friday, 04 - 15

5580096 --> Friday, 04 - 06

5580097 --> Friday, 03 - 29

5580098 --> Friday, 04 - 11

5580099 --> Friday, 04 - 03

5580100 --> Friday, 03 - 26

5580101 --> Friday, 04 - 15

5580102 --> Friday, 03 - 31

5580103 --> Friday, 04 - 20

5580104 --> Friday, 04 - 11

5580105 --> Friday, 03 - 27

5580106 --> Friday, 04 - 16

5580107 --> Friday, 04 - 08

5580108 --> Friday, 03 - 23

5580109 --> Friday, 04 - 12

5580110 --> Friday, 04 - 04

5580111 --> Friday, 04 - 17

5580112 --> Friday, 04 - 08

5580113 --> Friday, 03 - 31

5580114 --> Friday, 04 - 20

5580115 --> Friday, 04 - 05

5580116 --> Friday, 03 - 27

5580117 --> Friday, 04 - 16

5580118 --> Friday, 04 - 01

5580119 --> Friday, 03 - 24

5580120 --> Friday, 04 - 12

