Good Friday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 4350000 through 4359999



4350000 --> Friday, 04 - 07

4350001 --> Friday, 03 - 23

4350002 --> Friday, 04 - 12

4350003 --> Friday, 04 - 04

4350004 --> Friday, 04 - 23

4350005 --> Friday, 04 - 08

4350006 --> Friday, 03 - 31

4350007 --> Friday, 04 - 20

4350008 --> Friday, 04 - 04

4350009 --> Friday, 03 - 27

4350010 --> Friday, 04 - 16

4350011 --> Friday, 04 - 01

4350012 --> Friday, 03 - 23

4350013 --> Friday, 04 - 12

4350014 --> Friday, 03 - 28

4350015 --> Friday, 04 - 17

4350016 --> Friday, 04 - 08

4350017 --> Friday, 03 - 31

4350018 --> Friday, 04 - 13

4350019 --> Friday, 04 - 05

4350020 --> Friday, 03 - 27

4350021 --> Friday, 04 - 16

4350022 --> Friday, 04 - 01

4350023 --> Friday, 04 - 21

4350024 --> Friday, 04 - 12

4350025 --> Friday, 03 - 28

4350026 --> Friday, 04 - 17

4350027 --> Friday, 04 - 09

4350028 --> Friday, 03 - 24

4350029 --> Friday, 04 - 13

4350030 --> Friday, 04 - 05

4350031 --> Friday, 03 - 21

4350032 --> Friday, 04 - 09

4350033 --> Friday, 04 - 01

4350034 --> Friday, 04 - 21

4350035 --> Friday, 04 - 06

4350036 --> Friday, 03 - 28

4350037 --> Friday, 04 - 17

4350038 --> Friday, 04 - 02

4350039 --> Friday, 03 - 25

4350040 --> Friday, 04 - 13

4350041 --> Friday, 04 - 05

4350042 --> Friday, 04 - 18

4350043 --> Friday, 04 - 10

4350044 --> Friday, 04 - 01

4350045 --> Friday, 04 - 21

4350046 --> Friday, 04 - 06

4350047 --> Friday, 03 - 29

4350048 --> Friday, 04 - 17

4350049 --> Friday, 04 - 02

4350050 --> Friday, 03 - 25

4350051 --> Friday, 04 - 14

4350052 --> Friday, 03 - 29

4350053 --> Friday, 04 - 18

4350054 --> Friday, 04 - 10

4350055 --> Friday, 03 - 26

4350056 --> Friday, 04 - 14

4350057 --> Friday, 04 - 06

4350058 --> Friday, 03 - 22

4350059 --> Friday, 04 - 11

4350060 --> Friday, 04 - 02

4350061 --> Friday, 04 - 22

4350062 --> Friday, 04 - 07

4350063 --> Friday, 03 - 30

4350064 --> Friday, 04 - 18

4350065 --> Friday, 04 - 10

4350066 --> Friday, 03 - 26

4350067 --> Friday, 04 - 15

4350068 --> Friday, 04 - 06

4350069 --> Friday, 03 - 22

4350070 --> Friday, 04 - 11

4350071 --> Friday, 04 - 03

4350072 --> Friday, 04 - 22

4350073 --> Friday, 04 - 07

4350074 --> Friday, 03 - 30

4350075 --> Friday, 04 - 19

4350076 --> Friday, 04 - 03

4350077 --> Friday, 03 - 26

4350078 --> Friday, 04 - 15

4350079 --> Friday, 03 - 31

4350080 --> Friday, 04 - 19

4350081 --> Friday, 04 - 11

4350082 --> Friday, 03 - 27

4350083 --> Friday, 04 - 16

4350084 --> Friday, 04 - 07

4350085 --> Friday, 03 - 30

4350086 --> Friday, 04 - 12

4350087 --> Friday, 04 - 04

4350088 --> Friday, 03 - 26

4350089 --> Friday, 04 - 08

4350090 --> Friday, 03 - 31

4350091 --> Friday, 04 - 20

4350092 --> Friday, 04 - 11

4350093 --> Friday, 03 - 27

4350094 --> Friday, 04 - 16

4350095 --> Friday, 04 - 08

4350096 --> Friday, 03 - 23

4350097 --> Friday, 04 - 12

4350098 --> Friday, 04 - 04

4350099 --> Friday, 04 - 17

4350100 --> Friday, 04 - 09

4350101 --> Friday, 04 - 01

4350102 --> Friday, 04 - 21

4350103 --> Friday, 04 - 06

4350104 --> Friday, 03 - 28

4350105 --> Friday, 04 - 17

4350106 --> Friday, 04 - 02

4350107 --> Friday, 03 - 25

4350108 --> Friday, 04 - 13

4350109 --> Friday, 03 - 29

4350110 --> Friday, 04 - 18

4350111 --> Friday, 04 - 10

4350112 --> Friday, 04 - 01

4350113 --> Friday, 04 - 14

4350114 --> Friday, 04 - 06

4350115 --> Friday, 03 - 29

4350116 --> Friday, 04 - 17

4350117 --> Friday, 04 - 02

4350118 --> Friday, 03 - 25

4350119 --> Friday, 04 - 14

4350120 --> Friday, 03 - 29

4350121 --> Friday, 04 - 18

4350122 --> Friday, 04 - 10

4350123 --> Friday, 03 - 26

4350124 --> Friday, 04 - 14

4350125 --> Friday, 04 - 06

4350126 --> Friday, 03 - 22

4350127 --> Friday, 04 - 11

4350128 --> Friday, 04 - 02

4350129 --> Friday, 04 - 22

4350130 --> Friday, 04 - 07

4350131 --> Friday, 03 - 30

4350132 --> Friday, 04 - 18

4350133 --> Friday, 04 - 03

4350134 --> Friday, 03 - 26

4350135 --> Friday, 04 - 15

4350136 --> Friday, 04 - 06

4350137 --> Friday, 03 - 22

4350138 --> Friday, 04 - 11

4350139 --> Friday, 04 - 03

4350140 --> Friday, 04 - 22

4350141 --> Friday, 04 - 07

4350142 --> Friday, 03 - 30

4350143 --> Friday, 04 - 19

4350144 --> Friday, 04 - 03

4350145 --> Friday, 03 - 26

4350146 --> Friday, 04 - 15

4350147 --> Friday, 03 - 31

