Good Friday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 3060000 through 3069999



3060000 --> Friday, 04 - 14

3060001 --> Friday, 03 - 30

3060002 --> Friday, 04 - 19

3060003 --> Friday, 04 - 11

3060004 --> Friday, 04 - 02

3060005 --> Friday, 04 - 15

3060006 --> Friday, 04 - 07

3060007 --> Friday, 03 - 23

3060008 --> Friday, 04 - 11

3060009 --> Friday, 04 - 03

3060010 --> Friday, 03 - 26

3060011 --> Friday, 04 - 08

3060012 --> Friday, 03 - 30

3060013 --> Friday, 04 - 19

3060014 --> Friday, 04 - 11

3060015 --> Friday, 03 - 27

3060016 --> Friday, 04 - 15

3060017 --> Friday, 04 - 07

3060018 --> Friday, 03 - 23

3060019 --> Friday, 04 - 12

3060020 --> Friday, 04 - 03

3060021 --> Friday, 04 - 23

3060022 --> Friday, 04 - 08

3060023 --> Friday, 03 - 31

3060024 --> Friday, 04 - 19

3060025 --> Friday, 04 - 04

3060026 --> Friday, 03 - 27

3060027 --> Friday, 04 - 16

3060028 --> Friday, 03 - 31

3060029 --> Friday, 03 - 23

3060030 --> Friday, 04 - 12

3060031 --> Friday, 03 - 28

3060032 --> Friday, 04 - 16

3060033 --> Friday, 04 - 08

3060034 --> Friday, 03 - 31

3060035 --> Friday, 04 - 13

3060036 --> Friday, 04 - 04

3060037 --> Friday, 03 - 27

3060038 --> Friday, 04 - 16

3060039 --> Friday, 04 - 01

3060040 --> Friday, 04 - 20

3060041 --> Friday, 04 - 12

3060042 --> Friday, 03 - 28

3060043 --> Friday, 04 - 17

3060044 --> Friday, 04 - 08

3060045 --> Friday, 03 - 24

3060046 --> Friday, 04 - 13

3060047 --> Friday, 04 - 05

3060048 --> Friday, 03 - 20

3060049 --> Friday, 04 - 09

3060050 --> Friday, 04 - 01

3060051 --> Friday, 04 - 21

3060052 --> Friday, 04 - 05

3060053 --> Friday, 03 - 28

3060054 --> Friday, 04 - 17

3060055 --> Friday, 04 - 02

3060056 --> Friday, 03 - 24

3060057 --> Friday, 04 - 13

3060058 --> Friday, 04 - 05

3060059 --> Friday, 04 - 18

3060060 --> Friday, 04 - 09

3060061 --> Friday, 04 - 01

3060062 --> Friday, 04 - 21

3060063 --> Friday, 04 - 06

3060064 --> Friday, 03 - 28

3060065 --> Friday, 04 - 17

3060066 --> Friday, 04 - 02

3060067 --> Friday, 03 - 25

3060068 --> Friday, 04 - 13

3060069 --> Friday, 03 - 29

3060070 --> Friday, 04 - 18

3060071 --> Friday, 04 - 10

3060072 --> Friday, 03 - 25

3060073 --> Friday, 04 - 14

3060074 --> Friday, 04 - 06

3060075 --> Friday, 03 - 22

3060076 --> Friday, 04 - 10

3060077 --> Friday, 04 - 02

3060078 --> Friday, 04 - 22

3060079 --> Friday, 04 - 07

3060080 --> Friday, 03 - 29

3060081 --> Friday, 04 - 18

3060082 --> Friday, 04 - 10

3060083 --> Friday, 03 - 26

3060084 --> Friday, 04 - 14

3060085 --> Friday, 04 - 06

3060086 --> Friday, 03 - 22

3060087 --> Friday, 04 - 11

3060088 --> Friday, 04 - 02

3060089 --> Friday, 04 - 22

3060090 --> Friday, 04 - 07

3060091 --> Friday, 03 - 30

3060092 --> Friday, 04 - 18

3060093 --> Friday, 04 - 03

3060094 --> Friday, 03 - 26

3060095 --> Friday, 04 - 15

3060096 --> Friday, 03 - 30

3060097 --> Friday, 04 - 19

3060098 --> Friday, 04 - 11

3060099 --> Friday, 03 - 27

3060100 --> Friday, 04 - 16

3060101 --> Friday, 04 - 08

3060102 --> Friday, 03 - 24

3060103 --> Friday, 04 - 13

3060104 --> Friday, 04 - 04

3060105 --> Friday, 03 - 27

3060106 --> Friday, 04 - 09

3060107 --> Friday, 04 - 01

3060108 --> Friday, 04 - 20

3060109 --> Friday, 04 - 12

3060110 --> Friday, 03 - 28

3060111 --> Friday, 04 - 17

3060112 --> Friday, 04 - 08

3060113 --> Friday, 03 - 24

3060114 --> Friday, 04 - 13

3060115 --> Friday, 04 - 05

3060116 --> Friday, 03 - 20

3060117 --> Friday, 04 - 09

3060118 --> Friday, 04 - 01

3060119 --> Friday, 04 - 21

3060120 --> Friday, 04 - 05

3060121 --> Friday, 03 - 28

3060122 --> Friday, 04 - 17

3060123 --> Friday, 04 - 02

3060124 --> Friday, 03 - 24

3060125 --> Friday, 04 - 13

3060126 --> Friday, 03 - 29

3060127 --> Friday, 04 - 18

3060128 --> Friday, 04 - 09

3060129 --> Friday, 04 - 01

3060130 --> Friday, 04 - 14

3060131 --> Friday, 04 - 06

3060132 --> Friday, 03 - 28

3060133 --> Friday, 04 - 17

3060134 --> Friday, 04 - 02

3060135 --> Friday, 03 - 25

3060136 --> Friday, 04 - 13

3060137 --> Friday, 03 - 29

3060138 --> Friday, 04 - 18

3060139 --> Friday, 04 - 10

3060140 --> Friday, 03 - 25

3060141 --> Friday, 04 - 14

3060142 --> Friday, 04 - 06

3060143 --> Friday, 03 - 22

3060144 --> Friday, 04 - 10

3060145 --> Friday, 04 - 02

3060146 --> Friday, 04 - 22

3060147 --> Friday, 04 - 07

3060148 --> Friday, 03 - 29

3060149 --> Friday, 04 - 18

3060150 --> Friday, 04 - 03

3060151 --> Friday, 03 - 26

3060152 --> Friday, 04 - 14

3060153 --> Friday, 04 - 06

3060154 --> Friday, 03 - 22

3060155 --> Friday, 04 - 11

3060156 --> Friday, 04 - 02

3060157 --> Friday, 04 - 22

3060158 --> Friday, 04 - 07

3060159 --> Friday, 03 - 30

3060160 --> Friday, 04 - 18

3060161 --> Friday, 04 - 03

3060162 --> Friday, 03 - 26

3060163 --> Friday, 04 - 15

3060164 --> Friday, 03 - 30

3060165 --> Friday, 04 - 19

3060166 --> Friday, 04 - 11

3060167 --> Friday, 03 - 27

3060168 --> Friday, 04 - 15

3060169 --> Friday, 04 - 07

3060170 --> Friday, 03 - 23

3060171 --> Friday, 04 - 12

3060172 --> Friday, 04 - 03

3060173 --> Friday, 03 - 26

3060174 --> Friday, 04 - 08

3060175 --> Friday, 03 - 31

3060176 --> Friday, 04 - 19

3060177 --> Friday, 04 - 11

3060178 --> Friday, 03 - 27

3060179 --> Friday, 04 - 16

3060180 --> Friday, 04 - 07

3060181 --> Friday, 03 - 23

3060182 --> Friday, 04 - 12

3060183 --> Friday, 04 - 04

3060184 --> Friday, 04 - 23

3060185 --> Friday, 04 - 08

3060186 --> Friday, 03 - 31

3060187 --> Friday, 04 - 20

3060188 --> Friday, 04 - 04

3060189 --> Friday, 03 - 27

3060190 --> Friday, 04 - 16

3060191 --> Friday, 04 - 01

3060192 --> Friday, 03 - 23

3060193 --> Friday, 04 - 12

3060194 --> Friday, 03 - 28

3060195 --> Friday, 04 - 17

3060196 --> Friday, 04 - 08

3060197 --> Friday, 03 - 24

3060198 --> Friday, 04 - 13

3060199 --> Friday, 04 - 05

3060200 --> Friday, 03 - 21

3060201 --> Friday, 04 - 10

3060202 --> Friday, 04 - 02

3060203 --> Friday, 04 - 22

3060204 --> Friday, 04 - 06

3060205 --> Friday, 03 - 29

3060206 --> Friday, 04 - 18

3060207 --> Friday, 04 - 03

3060208 --> Friday, 03 - 25

3060209 --> Friday, 04 - 14

3060210 --> Friday, 04 - 06

3060211 --> Friday, 03 - 22

3060212 --> Friday, 04 - 10

3060213 --> Friday, 04 - 02

3060214 --> Friday, 04 - 22

3060215 --> Friday, 04 - 07

3060216 --> Friday, 03 - 29

3060217 --> Friday, 04 - 18

3060218 --> Friday, 04 - 03

3060219 --> Friday, 03 - 26

3060220 --> Friday, 04 - 14

3060221 --> Friday, 03 - 30

3060222 --> Friday, 04 - 19

3060223 --> Friday, 04 - 11

3060224 --> Friday, 03 - 26

3060225 --> Friday, 04 - 15

3060226 --> Friday, 04 - 07

3060227 --> Friday, 03 - 23

3060228 --> Friday, 04 - 11

3060229 --> Friday, 04 - 03

3060230 --> Friday, 03 - 26

3060231 --> Friday, 04 - 08

3060232 --> Friday, 03 - 30

3060233 --> Friday, 04 - 19

3060234 --> Friday, 04 - 11

3060235 --> Friday, 03 - 27

3060236 --> Friday, 04 - 15

3060237 --> Friday, 04 - 07

3060238 --> Friday, 03 - 23

3060239 --> Friday, 04 - 12

3060240 --> Friday, 04 - 03

3060241 --> Friday, 04 - 23

3060242 --> Friday, 04 - 08

3060243 --> Friday, 03 - 31

3060244 --> Friday, 04 - 19

3060245 --> Friday, 04 - 04

3060246 --> Friday, 03 - 27

3060247 --> Friday, 04 - 16

3060248 --> Friday, 03 - 31

3060249 --> Friday, 03 - 23

3060250 --> Friday, 04 - 12

3060251 --> Friday, 03 - 28

3060252 --> Friday, 04 - 16

3060253 --> Friday, 04 - 08

3060254 --> Friday, 03 - 24

3060255 --> Friday, 04 - 13

3060256 --> Friday, 04 - 04

3060257 --> Friday, 03 - 27

3060258 --> Friday, 04 - 09

3060259 --> Friday, 04 - 01

3060260 --> Friday, 04 - 20

3060261 --> Friday, 04 - 12

3060262 --> Friday, 03 - 28

3060263 --> Friday, 04 - 17

3060264 --> Friday, 04 - 08

3060265 --> Friday, 03 - 24

3060266 --> Friday, 04 - 13

3060267 --> Friday, 04 - 05

3060268 --> Friday, 03 - 20

3060269 --> Friday, 04 - 09

3060270 --> Friday, 04 - 01

3060271 --> Friday, 04 - 21

3060272 --> Friday, 04 - 05

3060273 --> Friday, 03 - 28

3060274 --> Friday, 04 - 17

3060275 --> Friday, 04 - 02

3060276 --> Friday, 03 - 24

3060277 --> Friday, 04 - 13

3060278 --> Friday, 03 - 29

3060279 --> Friday, 04 - 18

3060280 --> Friday, 04 - 09

3060281 --> Friday, 04 - 01

3060282 --> Friday, 04 - 14

3060283 --> Friday, 04 - 06

3060284 --> Friday, 03 - 28

3060285 --> Friday, 04 - 17

3060286 --> Friday, 04 - 02

3060287 --> Friday, 03 - 25

3060288 --> Friday, 04 - 13

3060289 --> Friday, 03 - 29

3060290 --> Friday, 04 - 18

3060291 --> Friday, 04 - 10

3060292 --> Friday, 03 - 25

3060293 --> Friday, 04 - 14

3060294 --> Friday, 04 - 06

3060295 --> Friday, 03 - 22

3060296 --> Friday, 04 - 10

3060297 --> Friday, 04 - 02

3060298 --> Friday, 04 - 22

3060299 --> Friday, 04 - 07

3060300 --> Friday, 03 - 30

3060301 --> Friday, 04 - 19

3060302 --> Friday, 04 - 04

3060303 --> Friday, 03 - 27

3060304 --> Friday, 04 - 15

3060305 --> Friday, 04 - 07

3060306 --> Friday, 03 - 23

3060307 --> Friday, 04 - 12

3060308 --> Friday, 04 - 03

3060309 --> Friday, 04 - 16

3060310 --> Friday, 04 - 08

