Good Friday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 4310000 through 4319999



4310000 --> Friday, 04 - 07

4310001 --> Friday, 03 - 30

4310002 --> Friday, 04 - 19

4310003 --> Friday, 04 - 04

4310004 --> Friday, 03 - 26

4310005 --> Friday, 04 - 15

4310006 --> Friday, 03 - 31

4310007 --> Friday, 04 - 20

4310008 --> Friday, 04 - 11

4310009 --> Friday, 03 - 27

4310010 --> Friday, 04 - 16

4310011 --> Friday, 04 - 08

4310012 --> Friday, 03 - 30

4310013 --> Friday, 04 - 12

4310014 --> Friday, 04 - 04

4310015 --> Friday, 03 - 27

4310016 --> Friday, 04 - 15

4310017 --> Friday, 03 - 31

4310018 --> Friday, 04 - 20

4310019 --> Friday, 04 - 05

4310020 --> Friday, 03 - 27

4310021 --> Friday, 04 - 16

4310022 --> Friday, 04 - 08

4310023 --> Friday, 03 - 24

4310024 --> Friday, 04 - 12

4310025 --> Friday, 04 - 04

4310026 --> Friday, 04 - 17

4310027 --> Friday, 04 - 09

4310028 --> Friday, 03 - 31

4310029 --> Friday, 04 - 20

4310030 --> Friday, 04 - 05

4310031 --> Friday, 03 - 28

4310032 --> Friday, 04 - 16

4310033 --> Friday, 04 - 01

4310034 --> Friday, 03 - 24

4310035 --> Friday, 04 - 13

4310036 --> Friday, 03 - 28

4310037 --> Friday, 04 - 17

4310038 --> Friday, 04 - 09

4310039 --> Friday, 03 - 25

4310040 --> Friday, 04 - 13

4310041 --> Friday, 04 - 05

4310042 --> Friday, 03 - 28

4310043 --> Friday, 04 - 10

4310044 --> Friday, 04 - 01

4310045 --> Friday, 04 - 21

4310046 --> Friday, 04 - 13

4310047 --> Friday, 03 - 29

4310048 --> Friday, 04 - 17

4310049 --> Friday, 04 - 09

4310050 --> Friday, 03 - 25

4310051 --> Friday, 04 - 14

4310052 --> Friday, 04 - 05

4310053 --> Friday, 03 - 21

4310054 --> Friday, 04 - 10

4310055 --> Friday, 04 - 02

4310056 --> Friday, 04 - 21

4310057 --> Friday, 04 - 06

4310058 --> Friday, 03 - 29

4310059 --> Friday, 04 - 18

4310060 --> Friday, 04 - 02

4310061 --> Friday, 03 - 25

4310062 --> Friday, 04 - 14

4310063 --> Friday, 03 - 30

4310064 --> Friday, 04 - 18

4310065 --> Friday, 04 - 10

4310066 --> Friday, 04 - 02

4310067 --> Friday, 04 - 15

4310068 --> Friday, 04 - 06

4310069 --> Friday, 03 - 29

4310070 --> Friday, 04 - 18

4310071 --> Friday, 04 - 03

4310072 --> Friday, 03 - 25

4310073 --> Friday, 04 - 14

4310074 --> Friday, 03 - 30

4310075 --> Friday, 04 - 19

4310076 --> Friday, 04 - 10

4310077 --> Friday, 03 - 26

4310078 --> Friday, 04 - 15

4310079 --> Friday, 04 - 07

4310080 --> Friday, 03 - 22

4310081 --> Friday, 04 - 11

4310082 --> Friday, 04 - 03

4310083 --> Friday, 04 - 23

4310084 --> Friday, 04 - 07

4310085 --> Friday, 03 - 30

4310086 --> Friday, 04 - 19

4310087 --> Friday, 04 - 04

4310088 --> Friday, 03 - 26

4310089 --> Friday, 04 - 15

4310090 --> Friday, 04 - 07

4310091 --> Friday, 03 - 23

4310092 --> Friday, 04 - 11

4310093 --> Friday, 04 - 03

4310094 --> Friday, 04 - 16

4310095 --> Friday, 04 - 08

4310096 --> Friday, 03 - 30

4310097 --> Friday, 04 - 19

4310098 --> Friday, 04 - 04

4310099 --> Friday, 03 - 27

4310100 --> Friday, 04 - 16

4310101 --> Friday, 04 - 01

4310102 --> Friday, 03 - 24

4310103 --> Friday, 04 - 13

4310104 --> Friday, 03 - 28

4310105 --> Friday, 04 - 17

4310106 --> Friday, 04 - 09

4310107 --> Friday, 03 - 25

4310108 --> Friday, 04 - 13

4310109 --> Friday, 04 - 05

4310110 --> Friday, 03 - 28

4310111 --> Friday, 04 - 10

4310112 --> Friday, 04 - 01

4310113 --> Friday, 04 - 21

4310114 --> Friday, 04 - 06

4310115 --> Friday, 03 - 29

4310116 --> Friday, 04 - 17

4310117 --> Friday, 04 - 09

4310118 --> Friday, 03 - 25

4310119 --> Friday, 04 - 14

4310120 --> Friday, 04 - 05

4310121 --> Friday, 03 - 21

4310122 --> Friday, 04 - 10

4310123 --> Friday, 04 - 02

4310124 --> Friday, 04 - 21

4310125 --> Friday, 04 - 06

4310126 --> Friday, 03 - 29

4310127 --> Friday, 04 - 18

4310128 --> Friday, 04 - 02

4310129 --> Friday, 03 - 25

4310130 --> Friday, 04 - 14

4310131 --> Friday, 03 - 30

4310132 --> Friday, 04 - 18

4310133 --> Friday, 04 - 10

4310134 --> Friday, 03 - 26

4310135 --> Friday, 04 - 15

4310136 --> Friday, 04 - 06

4310137 --> Friday, 03 - 29

4310138 --> Friday, 04 - 11

4310139 --> Friday, 04 - 03

4310140 --> Friday, 03 - 25

4310141 --> Friday, 04 - 14

4310142 --> Friday, 03 - 30

4310143 --> Friday, 04 - 19

4310144 --> Friday, 04 - 10

4310145 --> Friday, 03 - 26

4310146 --> Friday, 04 - 15

4310147 --> Friday, 04 - 07

4310148 --> Friday, 03 - 22

4310149 --> Friday, 04 - 11

4310150 --> Friday, 04 - 03

4310151 --> Friday, 04 - 23

4310152 --> Friday, 04 - 07

4310153 --> Friday, 03 - 30

4310154 --> Friday, 04 - 19

4310155 --> Friday, 04 - 04

4310156 --> Friday, 03 - 26

4310157 --> Friday, 04 - 15

4310158 --> Friday, 03 - 31

4310159 --> Friday, 03 - 23

4310160 --> Friday, 04 - 11

4310161 --> Friday, 04 - 03

4310162 --> Friday, 04 - 16

4310163 --> Friday, 04 - 08

4310164 --> Friday, 03 - 30

4310165 --> Friday, 04 - 19

4310166 --> Friday, 04 - 04

4310167 --> Friday, 03 - 27

4310168 --> Friday, 04 - 15

4310169 --> Friday, 03 - 31

4310170 --> Friday, 04 - 20

4310171 --> Friday, 04 - 12

4310172 --> Friday, 03 - 27

4310173 --> Friday, 04 - 16

4310174 --> Friday, 04 - 08

4310175 --> Friday, 03 - 24

4310176 --> Friday, 04 - 12

4310177 --> Friday, 04 - 04

4310178 --> Friday, 03 - 20

4310179 --> Friday, 04 - 09

4310180 --> Friday, 03 - 31

4310181 --> Friday, 04 - 20

4310182 --> Friday, 04 - 05

4310183 --> Friday, 03 - 28

4310184 --> Friday, 04 - 16

4310185 --> Friday, 04 - 08

4310186 --> Friday, 03 - 24

4310187 --> Friday, 04 - 13

4310188 --> Friday, 04 - 04

4310189 --> Friday, 04 - 17

4310190 --> Friday, 04 - 09

4310191 --> Friday, 04 - 01

4310192 --> Friday, 04 - 20

4310193 --> Friday, 04 - 05

4310194 --> Friday, 03 - 28

4310195 --> Friday, 04 - 17

4310196 --> Friday, 04 - 01

4310197 --> Friday, 03 - 24

4310198 --> Friday, 04 - 13

4310199 --> Friday, 03 - 29

4310200 --> Friday, 04 - 18

4310201 --> Friday, 04 - 10

