Good Friday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 4810000 through 4819999



4810000 --> Friday, 04 - 14

4810001 --> Friday, 03 - 30

4810002 --> Friday, 04 - 19

4810003 --> Friday, 04 - 11

4810004 --> Friday, 03 - 26

4810005 --> Friday, 04 - 15

4810006 --> Friday, 04 - 07

4810007 --> Friday, 03 - 23

4810008 --> Friday, 04 - 11

4810009 --> Friday, 04 - 03

4810010 --> Friday, 03 - 26

4810011 --> Friday, 04 - 08

4810012 --> Friday, 03 - 30

4810013 --> Friday, 04 - 19

4810014 --> Friday, 04 - 11

4810015 --> Friday, 03 - 27

4810016 --> Friday, 04 - 15

4810017 --> Friday, 04 - 07

4810018 --> Friday, 03 - 23

4810019 --> Friday, 04 - 12

4810020 --> Friday, 04 - 03

4810021 --> Friday, 04 - 23

4810022 --> Friday, 04 - 08

4810023 --> Friday, 03 - 31

4810024 --> Friday, 04 - 19

4810025 --> Friday, 04 - 04

4810026 --> Friday, 03 - 27

4810027 --> Friday, 04 - 16

4810028 --> Friday, 03 - 31

4810029 --> Friday, 03 - 23

4810030 --> Friday, 04 - 12

4810031 --> Friday, 03 - 28

4810032 --> Friday, 04 - 16

4810033 --> Friday, 04 - 08

4810034 --> Friday, 03 - 31

4810035 --> Friday, 04 - 13

4810036 --> Friday, 04 - 04

4810037 --> Friday, 03 - 27

4810038 --> Friday, 04 - 16

4810039 --> Friday, 04 - 01

4810040 --> Friday, 04 - 20

4810041 --> Friday, 04 - 12

4810042 --> Friday, 03 - 28

4810043 --> Friday, 04 - 17

4810044 --> Friday, 04 - 08

4810045 --> Friday, 03 - 24

4810046 --> Friday, 04 - 13

4810047 --> Friday, 04 - 05

4810048 --> Friday, 03 - 20

4810049 --> Friday, 04 - 09

4810050 --> Friday, 04 - 01

4810051 --> Friday, 04 - 21

4810052 --> Friday, 04 - 05

4810053 --> Friday, 03 - 28

4810054 --> Friday, 04 - 17

4810055 --> Friday, 04 - 02

4810056 --> Friday, 03 - 24

4810057 --> Friday, 04 - 13

4810058 --> Friday, 04 - 05

4810059 --> Friday, 04 - 18

4810060 --> Friday, 04 - 09

4810061 --> Friday, 04 - 01

4810062 --> Friday, 04 - 14

4810063 --> Friday, 04 - 06

4810064 --> Friday, 03 - 28

4810065 --> Friday, 04 - 17

4810066 --> Friday, 04 - 02

4810067 --> Friday, 03 - 25

4810068 --> Friday, 04 - 13

4810069 --> Friday, 03 - 29

4810070 --> Friday, 04 - 18

4810071 --> Friday, 04 - 10

4810072 --> Friday, 03 - 25

4810073 --> Friday, 04 - 14

4810074 --> Friday, 04 - 06

4810075 --> Friday, 03 - 22

4810076 --> Friday, 04 - 10

4810077 --> Friday, 04 - 02

4810078 --> Friday, 04 - 22

4810079 --> Friday, 04 - 07

4810080 --> Friday, 03 - 29

4810081 --> Friday, 04 - 18

4810082 --> Friday, 04 - 03

4810083 --> Friday, 03 - 26

4810084 --> Friday, 04 - 14

4810085 --> Friday, 04 - 06

4810086 --> Friday, 03 - 22

4810087 --> Friday, 04 - 11

4810088 --> Friday, 04 - 02

4810089 --> Friday, 04 - 22

4810090 --> Friday, 04 - 07

4810091 --> Friday, 03 - 30

4810092 --> Friday, 04 - 18

4810093 --> Friday, 04 - 03

4810094 --> Friday, 03 - 26

4810095 --> Friday, 04 - 15

4810096 --> Friday, 03 - 30

4810097 --> Friday, 04 - 19

4810098 --> Friday, 04 - 11

4810099 --> Friday, 03 - 27

4810100 --> Friday, 04 - 16

4810101 --> Friday, 04 - 08

4810102 --> Friday, 03 - 24

4810103 --> Friday, 04 - 13

4810104 --> Friday, 04 - 04

4810105 --> Friday, 03 - 27

4810106 --> Friday, 04 - 09

4810107 --> Friday, 04 - 01

4810108 --> Friday, 04 - 20

4810109 --> Friday, 04 - 12

4810110 --> Friday, 03 - 28

4810111 --> Friday, 04 - 17

4810112 --> Friday, 04 - 08

4810113 --> Friday, 03 - 24

4810114 --> Friday, 04 - 13

4810115 --> Friday, 04 - 05

4810116 --> Friday, 04 - 17

4810117 --> Friday, 04 - 09

4810118 --> Friday, 04 - 01

4810119 --> Friday, 04 - 21

4810120 --> Friday, 04 - 05

4810121 --> Friday, 03 - 28

4810122 --> Friday, 04 - 17

4810123 --> Friday, 04 - 02

4810124 --> Friday, 03 - 24

4810125 --> Friday, 04 - 13

4810126 --> Friday, 03 - 29

4810127 --> Friday, 04 - 18

4810128 --> Friday, 04 - 09

4810129 --> Friday, 04 - 01

4810130 --> Friday, 04 - 14

4810131 --> Friday, 04 - 06

4810132 --> Friday, 03 - 28

4810133 --> Friday, 04 - 17

4810134 --> Friday, 04 - 02

4810135 --> Friday, 04 - 22

4810136 --> Friday, 04 - 13

4810137 --> Friday, 03 - 29

4810138 --> Friday, 04 - 18

4810139 --> Friday, 04 - 10

4810140 --> Friday, 03 - 25

4810141 --> Friday, 04 - 14

4810142 --> Friday, 04 - 06

4810143 --> Friday, 03 - 22

4810144 --> Friday, 04 - 10

4810145 --> Friday, 04 - 02

4810146 --> Friday, 04 - 22

4810147 --> Friday, 04 - 07

4810148 --> Friday, 03 - 29

