Good Friday given in mod 5,700,000 (full-cycle)

This is for [years] mod 5,700,000 --> 1930000 through 1939999



1930000 --> Friday, 04 - 07

1930001 --> Friday, 03 - 30

1930002 --> Friday, 04 - 12

1930003 --> Friday, 04 - 04

1930004 --> Friday, 03 - 26

1930005 --> Friday, 04 - 15

1930006 --> Friday, 03 - 31

1930007 --> Friday, 04 - 20

1930008 --> Friday, 04 - 11

1930009 --> Friday, 03 - 27

1930010 --> Friday, 04 - 16

1930011 --> Friday, 04 - 08

1930012 --> Friday, 03 - 23

1930013 --> Friday, 04 - 12

1930014 --> Friday, 04 - 04

1930015 --> Friday, 03 - 20

1930016 --> Friday, 04 - 08

1930017 --> Friday, 03 - 31

1930018 --> Friday, 04 - 20

1930019 --> Friday, 04 - 05

1930020 --> Friday, 03 - 27

1930021 --> Friday, 04 - 16

1930022 --> Friday, 04 - 01

1930023 --> Friday, 03 - 24

1930024 --> Friday, 04 - 12

1930025 --> Friday, 04 - 04

1930026 --> Friday, 04 - 17

1930027 --> Friday, 04 - 09

1930028 --> Friday, 03 - 31

1930029 --> Friday, 04 - 20

1930030 --> Friday, 04 - 05

1930031 --> Friday, 03 - 28

1930032 --> Friday, 04 - 16

1930033 --> Friday, 04 - 01

1930034 --> Friday, 03 - 24

1930035 --> Friday, 04 - 13

1930036 --> Friday, 03 - 28

1930037 --> Friday, 04 - 17

1930038 --> Friday, 04 - 09

1930039 --> Friday, 03 - 25

1930040 --> Friday, 04 - 13

1930041 --> Friday, 04 - 05

1930042 --> Friday, 03 - 21

1930043 --> Friday, 04 - 10

1930044 --> Friday, 04 - 01

1930045 --> Friday, 04 - 21

1930046 --> Friday, 04 - 06

1930047 --> Friday, 03 - 29

1930048 --> Friday, 04 - 17

1930049 --> Friday, 04 - 09

1930050 --> Friday, 03 - 25

1930051 --> Friday, 04 - 14

1930052 --> Friday, 04 - 05

1930053 --> Friday, 03 - 21

1930054 --> Friday, 04 - 10

1930055 --> Friday, 04 - 02

1930056 --> Friday, 04 - 21

1930057 --> Friday, 04 - 06

1930058 --> Friday, 03 - 29

1930059 --> Friday, 04 - 18

1930060 --> Friday, 04 - 02

1930061 --> Friday, 03 - 25

1930062 --> Friday, 04 - 14

1930063 --> Friday, 03 - 30

1930064 --> Friday, 04 - 18

1930065 --> Friday, 04 - 10

1930066 --> Friday, 03 - 26

1930067 --> Friday, 04 - 15

1930068 --> Friday, 04 - 06

1930069 --> Friday, 03 - 29

1930070 --> Friday, 04 - 11

1930071 --> Friday, 04 - 03

1930072 --> Friday, 03 - 25

1930073 --> Friday, 04 - 14

1930074 --> Friday, 03 - 30

1930075 --> Friday, 04 - 19

1930076 --> Friday, 04 - 10

1930077 --> Friday, 03 - 26

1930078 --> Friday, 04 - 15

1930079 --> Friday, 04 - 07

1930080 --> Friday, 03 - 22

1930081 --> Friday, 04 - 11

1930082 --> Friday, 04 - 03

1930083 --> Friday, 04 - 23

1930084 --> Friday, 04 - 07

1930085 --> Friday, 03 - 30

1930086 --> Friday, 04 - 19

1930087 --> Friday, 04 - 04

1930088 --> Friday, 03 - 26

1930089 --> Friday, 04 - 15

1930090 --> Friday, 03 - 31

1930091 --> Friday, 03 - 23

1930092 --> Friday, 04 - 11

1930093 --> Friday, 04 - 03

1930094 --> Friday, 04 - 16

1930095 --> Friday, 04 - 08

1930096 --> Friday, 03 - 30

1930097 --> Friday, 04 - 12

1930098 --> Friday, 04 - 04

1930099 --> Friday, 03 - 27

1930100 --> Friday, 04 - 16

1930101 --> Friday, 04 - 01

1930102 --> Friday, 04 - 21

1930103 --> Friday, 04 - 13

1930104 --> Friday, 03 - 28

1930105 --> Friday, 04 - 17

1930106 --> Friday, 04 - 09

1930107 --> Friday, 03 - 25

1930108 --> Friday, 04 - 13

1930109 --> Friday, 04 - 05

1930110 --> Friday, 03 - 21

1930111 --> Friday, 04 - 10

1930112 --> Friday, 04 - 01

1930113 --> Friday, 04 - 21

1930114 --> Friday, 04 - 06

1930115 --> Friday, 03 - 29

1930116 --> Friday, 04 - 17

1930117 --> Friday, 04 - 02

1930118 --> Friday, 03 - 25

1930119 --> Friday, 04 - 14

1930120 --> Friday, 04 - 05

1930121 --> Friday, 04 - 18

1930122 --> Friday, 04 - 10

1930123 --> Friday, 04 - 02

1930124 --> Friday, 04 - 21

1930125 --> Friday, 04 - 06

1930126 --> Friday, 03 - 29

1930127 --> Friday, 04 - 18

1930128 --> Friday, 04 - 02

1930129 --> Friday, 03 - 25

1930130 --> Friday, 04 - 14

1930131 --> Friday, 03 - 30

1930132 --> Friday, 04 - 18

1930133 --> Friday, 04 - 10

1930134 --> Friday, 03 - 26

1930135 --> Friday, 04 - 15

1930136 --> Friday, 04 - 06

1930137 --> Friday, 03 - 22

1930138 --> Friday, 04 - 11

1930139 --> Friday, 04 - 03

1930140 --> Friday, 04 - 22

1930141 --> Friday, 04 - 07

1930142 --> Friday, 03 - 30

1930143 --> Friday, 04 - 19

1930144 --> Friday, 04 - 10

1930145 --> Friday, 03 - 26

1930146 --> Friday, 04 - 15

1930147 --> Friday, 04 - 07

1930148 --> Friday, 03 - 22

1930149 --> Friday, 04 - 11

1930150 --> Friday, 04 - 03

1930151 --> Friday, 04 - 16

1930152 --> Friday, 04 - 07

1930153 --> Friday, 03 - 30

1930154 --> Friday, 04 - 19

1930155 --> Friday, 04 - 04

1930156 --> Friday, 03 - 26

1930157 --> Friday, 04 - 15

1930158 --> Friday, 03 - 31

1930159 --> Friday, 04 - 20

1930160 --> Friday, 04 - 11

1930161 --> Friday, 03 - 27

1930162 --> Friday, 04 - 16

1930163 --> Friday, 04 - 08

1930164 --> Friday, 03 - 30

1930165 --> Friday, 04 - 12

1930166 --> Friday, 04 - 04

1930167 --> Friday, 03 - 27

1930168 --> Friday, 04 - 15

1930169 --> Friday, 03 - 31

1930170 --> Friday, 04 - 20

1930171 --> Friday, 04 - 12

1930172 --> Friday, 03 - 27

1930173 --> Friday, 04 - 16

1930174 --> Friday, 04 - 08

1930175 --> Friday, 03 - 24

1930176 --> Friday, 04 - 12

1930177 --> Friday, 04 - 04

1930178 --> Friday, 04 - 17

1930179 --> Friday, 04 - 09

1930180 --> Friday, 03 - 31

1930181 --> Friday, 04 - 20

1930182 --> Friday, 04 - 05

1930183 --> Friday, 03 - 28

1930184 --> Friday, 04 - 16

1930185 --> Friday, 04 - 01

1930186 --> Friday, 03 - 24

1930187 --> Friday, 04 - 13

1930188 --> Friday, 04 - 04

1930189 --> Friday, 04 - 17

1930190 --> Friday, 04 - 09

1930191 --> Friday, 03 - 25

1930192 --> Friday, 04 - 13

1930193 --> Friday, 04 - 05

1930194 --> Friday, 03 - 28

1930195 --> Friday, 04 - 10

1930196 --> Friday, 04 - 01

1930197 --> Friday, 04 - 21

1930198 --> Friday, 04 - 13

1930199 --> Friday, 03 - 29

1930200 --> Friday, 04 - 18

1930201 --> Friday, 04 - 10

1930202 --> Friday, 03 - 26

1930203 --> Friday, 04 - 15

1930204 --> Friday, 04 - 06

1930205 --> Friday, 03 - 22

1930206 --> Friday, 04 - 11

1930207 --> Friday, 04 - 03

1930208 --> Friday, 04 - 22

1930209 --> Friday, 04 - 07

1930210 --> Friday, 03 - 30

1930211 --> Friday, 04 - 19

1930212 --> Friday, 04 - 03

1930213 --> Friday, 03 - 26

1930214 --> Friday, 04 - 15

1930215 --> Friday, 03 - 31

1930216 --> Friday, 04 - 19

1930217 --> Friday, 04 - 11

1930218 --> Friday, 03 - 27

1930219 --> Friday, 04 - 16

1930220 --> Friday, 04 - 07

1930221 --> Friday, 03 - 30

1930222 --> Friday, 04 - 12

1930223 --> Friday, 04 - 04

1930224 --> Friday, 03 - 26

1930225 --> Friday, 04 - 15

1930226 --> Friday, 03 - 31

1930227 --> Friday, 04 - 20

1930228 --> Friday, 04 - 11

1930229 --> Friday, 03 - 27

1930230 --> Friday, 04 - 16

1930231 --> Friday, 04 - 08

1930232 --> Friday, 03 - 23

1930233 --> Friday, 04 - 12

1930234 --> Friday, 04 - 04

1930235 --> Friday, 04 - 17

1930236 --> Friday, 04 - 08

1930237 --> Friday, 03 - 31

1930238 --> Friday, 04 - 20

1930239 --> Friday, 04 - 05

1930240 --> Friday, 03 - 27

1930241 --> Friday, 04 - 16

1930242 --> Friday, 04 - 01

1930243 --> Friday, 03 - 24

1930244 --> Friday, 04 - 12

1930245 --> Friday, 04 - 04

1930246 --> Friday, 04 - 17

1930247 --> Friday, 04 - 09

1930248 --> Friday, 03 - 31

1930249 --> Friday, 04 - 13

1930250 --> Friday, 04 - 05

1930251 --> Friday, 03 - 28

1930252 --> Friday, 04 - 16

1930253 --> Friday, 04 - 01

1930254 --> Friday, 04 - 21

1930255 --> Friday, 04 - 13

1930256 --> Friday, 03 - 28

1930257 --> Friday, 04 - 17

1930258 --> Friday, 04 - 09

1930259 --> Friday, 03 - 25

1930260 --> Friday, 04 - 13

1930261 --> Friday, 04 - 05

1930262 --> Friday, 03 - 21

1930263 --> Friday, 04 - 10

1930264 --> Friday, 04 - 01

1930265 --> Friday, 04 - 21

1930266 --> Friday, 04 - 06

1930267 --> Friday, 03 - 29

1930268 --> Friday, 04 - 17

1930269 --> Friday, 04 - 02

1930270 --> Friday, 03 - 25

1930271 --> Friday, 04 - 14

1930272 --> Friday, 04 - 05

1930273 --> Friday, 04 - 18

1930274 --> Friday, 04 - 10

1930275 --> Friday, 04 - 02

1930276 --> Friday, 04 - 21

1930277 --> Friday, 04 - 06

1930278 --> Friday, 03 - 29

1930279 --> Friday, 04 - 18

1930280 --> Friday, 04 - 02

1930281 --> Friday, 03 - 25

1930282 --> Friday, 04 - 14

1930283 --> Friday, 03 - 30

1930284 --> Friday, 04 - 18

1930285 --> Friday, 04 - 10

1930286 --> Friday, 03 - 26

1930287 --> Friday, 04 - 15

1930288 --> Friday, 04 - 06

1930289 --> Friday, 03 - 22

1930290 --> Friday, 04 - 11

1930291 --> Friday, 04 - 03

1930292 --> Friday, 04 - 22

1930293 --> Friday, 04 - 07

1930294 --> Friday, 03 - 30

1930295 --> Friday, 04 - 19

1930296 --> Friday, 04 - 10

1930297 --> Friday, 03 - 26

1930298 --> Friday, 04 - 15

1930299 --> Friday, 04 - 07

1930300 --> Friday, 03 - 23

1930301 --> Friday, 04 - 12

1930302 --> Friday, 04 - 04

1930303 --> Friday, 04 - 17

1930304 --> Friday, 04 - 08

1930305 --> Friday, 03 - 31

1930306 --> Friday, 04 - 20

1930307 --> Friday, 04 - 05

1930308 --> Friday, 03 - 27

1930309 --> Friday, 04 - 16

